报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,3174.0,7223.5,10620.79,15469.1,4405.17,8355.5,12322.44,18104.41,3565.87,7678.67,11641.09,18396.27,5887.04,12846.14,20699.6,29678.72,9396.67,20838.67,28170.66,40094.78,10777.0,20067.66,31856.58,42726.3,10098.67,19760.06,30028.09,40006.02,10319.49,22401.36,34064.68,68467.99,31049.55,64674.25,108068.85,153863.6,39742.58,84128.45,129687.75,179783.58,42975.7,110964.45,189901.97,281977.66,52233.86,130812.82,246011.93,381512.91,121876.72,180498.66,200623.39
收到的税费返还,0.0,0.0,0.0,101.93,0.0,0.0,0.0,144.46,0.0,83.06,83.06,83.06,0.0,0.0,0.0,21.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.73,709.57,709.57,0.0,5.32,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.47,0.0,0.0,20.96,20.96,29.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,217.82,406.99,570.5,641.69,156.41,551.86,1024.14,1236.95,288.75,443.1,807.75,1247.21,168.98,587.79,720.15,1278.72,439.9,881.67,1062.54,1224.64,230.76,536.26,1168.85,1631.8,461.87,553.63,968.09,1427.43,382.65,386.27,773.43,1875.62,318.65,3264.86,2311.46,4509.18,912.27,2218.97,5358.92,7161.32,7403.04,8889.22,9578.38,12436.63,6597.01,13779.78,15954.64,28007.58,2585.05,10551.09,32789.92
经营活动现金流入小计,3391.82,7630.49,11191.28,16212.72,4561.59,8907.36,13346.57,19485.82,3854.62,8204.84,12531.9,19726.54,6056.02,13433.93,21419.75,30979.09,9836.57,21720.33,29233.2,41319.41,11007.75,20603.92,33025.44,44358.1,10560.54,20447.42,31705.75,42143.02,10702.14,22792.95,34843.43,70343.61,31368.2,67939.11,110380.3,158372.78,40654.86,86347.42,135067.15,188624.41,51033.55,125273.1,213969.82,316274.1,61237.0,155074.61,281697.88,443999.96,136588.27,192060.07,256364.81
购买商品、接受劳务支付的现金,881.53,1732.7,2278.95,4163.01,1311.21,1853.98,2651.49,4944.49,1013.24,2375.99,2440.97,4260.58,1607.12,4077.33,6254.63,8040.02,1991.7,5038.69,5582.6,9821.21,2439.07,5234.09,9573.75,12101.56,2464.55,4424.03,7114.05,10431.73,2987.18,4683.31,8509.14,22799.58,14473.17,6237.25,21237.63,57452.86,31557.62,38433.65,49897.55,72520.63,23718.32,42216.46,65658.3,45266.73,19426.03,46508.42,76947.27,45845.88,38654.4,27026.19,89807.65
支付给职工以及为职工支付的现金,1450.71,3015.78,4678.56,6748.36,2023.23,3830.74,5796.57,8245.36,2299.49,4351.21,6880.87,10252.7,3163.86,6432.32,10189.41,13640.9,4561.47,8747.33,13550.11,17773.77,5185.66,9220.07,13507.74,19524.42,5634.14,10236.52,15962.89,21887.08,6267.73,12109.47,17776.76,27339.83,9274.47,18246.76,27210.3,36989.76,11308.37,22525.51,31209.2,41036.11,6034.55,10322.64,15335.82,19677.32,8318.91,13159.15,22672.9,29766.43,11939.33,21310.21,29952.05
支付的各项税费,276.23,516.72,794.53,1377.87,337.62,687.59,1296.72,1405.1,170.76,420.26,697.22,1488.31,437.12,712.07,994.52,1808.02,477.03,1621.29,2325.65,2432.45,378.46,2436.48,2695.18,3081.53,588.25,1445.49,2023.54,2252.05,333.02,950.78,1383.14,2505.34,1165.9,3982.88,5667.14,7200.38,3592.57,7963.07,10404.75,13243.13,1940.77,9897.58,14053.83,21594.64,8906.77,15360.81,24706.18,31832.91,16235.66,30233.1,35704.57
支付的其他与经营活动有关的现金,669.88,1337.83,2723.22,1172.63,839.72,1424.32,2081.94,1149.53,359.96,981.19,1745.81,1180.31,583.9,1239.32,1770.69,3201.08,1121.15,1698.91,3139.23,3174.16,1377.19,1978.25,3713.18,3075.8,1245.83,2215.96,3203.93,3057.48,992.7,2070.63,3396.7,5959.73,1342.71,25534.48,20049.19,8360.49,5633.99,27190.55,34050.82,13314.12,3992.09,13868.0,14431.79,57626.01,3894.16,18908.07,26257.26,95631.41,2940.7,59336.29,13700.07
经营活动现金流出小计,3278.34,6603.03,10475.25,13461.88,4511.78,7796.62,11826.72,15744.47,3843.45,8128.64,11764.86,17181.9,5792.0,12461.04,19209.26,26690.02,8151.35,17106.22,24597.59,33201.59,9380.38,18868.89,29489.85,37783.3,9932.77,18322.0,28304.41,37628.34,10580.63,19814.19,31065.75,58604.48,26256.25,54001.38,74164.26,110003.48,52092.56,96112.78,125562.31,179721.8,59600.66,250147.65,297373.85,299747.43,94389.48,226751.43,358528.33,461855.95,19754.75,41727.92,70234.22
经营活动产生的现金流量净额,113.48,1027.46,716.03,2750.85,49.81,1110.74,1519.85,3741.35,11.17,76.2,767.03,2544.64,264.02,972.89,2210.49,4289.07,1685.22,4614.11,4635.62,8117.82,1627.37,1735.03,3535.58,6574.79,627.77,2125.42,3401.34,4514.68,121.51,2978.76,3777.68,11739.13,5111.95,13937.73,36216.04,48369.3,-11437.7,-9765.35,9504.83,8902.61,-8567.11,-124874.55,-83404.03,16526.67,-33152.48,-71676.82,-76830.45,-17855.99,116833.51,150332.16,186130.6
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.49,0.0,0.0,169.49,0.0,0.0,3309.81,7221.02,0.0,0.0,0.0,3590.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,31.0,31.0,31.0,0.0,40.76,40.76,40.76,0.0,44.5,44.5,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,1008.9,0.0,0.0,0.0,2.1,0.0,0.0,115.2
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,22.1,22.1,0.0,0.0,0.0,0.0,0.0,9.02,2.02,15.19,5.0,5.0,5.0,7.98,0.0,0.0,28.81,4.84,0.0,0.0,22.0,22.0,0.0,6.0,6.0,34.56,0.0,0.0,1.34,666.86,0.0,-11.35,35.88,114.9,0.83,0.83,38.31,37.02,9.96,14.58,10.7,11.32,0.0,1.8,4.96
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25664.54,2120.37,2120.37,2120.37,2120.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,294.14,294.14,294.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.54,1769.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.61,4605.88,14694.83,22851.8,34625.16,0.0,18420.9,18809.74,33682.24,7409.31,39076.88,51269.86,19675.9,74318.71,118017.33,144487.74,45341.97,1897.54,17741.68,156876.22
投资活动现金流入小计,294.14,325.14,325.14,31.0,0.0,40.76,62.86,62.86,0.0,44.5,1814.04,1814.04,0.0,9.02,2.02,15.19,5.0,5.0,5.0,7.98,0.0,0.0,28.81,4.84,0.0,0.0,22.0,22.0,0.0,6.0,6.0,277.17,4605.88,14694.83,22853.14,35292.02,99.49,18409.54,18845.61,59631.17,9530.5,41198.07,57338.34,30063.2,74328.67,118031.91,144498.44,48945.39,1897.54,17743.48,156996.38
购建固定资产、无形资产和其他长期资产所支付的现金,184.9,316.22,387.63,634.38,32.83,173.68,249.09,502.94,85.85,61.18,111.52,398.44,32.61,98.58,386.53,1106.93,251.71,1359.14,10178.06,11781.66,330.78,494.24,1001.77,1543.83,105.65,211.98,413.36,570.67,46.09,225.33,267.33,1105.14,175.63,316.21,1461.16,1568.9,123.22,367.4,719.35,1409.44,562.18,958.6,3595.75,5303.06,212.33,865.63,977.96,3132.23,565.34,1213.2,9549.13
投资所支付的现金,259.45,259.45,259.45,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,800.0,800.0,800.0,0.0,0.0,0.0,600.0,0.0,0.0,464.4,542.33,283.25,2973.65,4815.64,6289.04,1.0,3500.0,3817.77,4859.25,3198.34,8261.0,10478.39,37018.39,45750.0,64640.0,81140.0,21890.0,750.0,6992.8,6992.8
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,-34.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7068.99,388.01,0.0,0.0,264.95,0.0,0.0,0.0,0.0,458.78,918.78,918.78,919.26,0.0,0.0,0.0,0.0,-2978.8,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.36,486.52,0.0,90125.13,826.17,0.0,7471.86,485.0,14311.69,29751.0,30392.0,33992.0,36600.0,10000.0,29907.3,62000.0,44493.72,215187.62,234487.3,80530.0,67963.81,122145.28,258571.53
投资活动现金流出小计,444.35,575.67,647.08,599.68,32.83,173.68,252.04,502.94,85.85,61.18,111.52,398.44,32.61,98.58,386.53,1106.93,251.71,1359.14,10178.06,11781.66,1130.78,1294.24,1801.77,2343.83,105.65,211.98,413.36,1170.67,525.45,711.85,731.73,84703.61,1673.05,3289.85,13748.66,8607.88,14435.92,33618.4,34929.12,40260.69,40819.3,20138.39,44900.22,105240.7,90456.05,280693.25,316605.25,105552.23,66300.36,130351.28,275113.46
投资活动产生的现金流量净额,-150.21,-250.53,-321.93,-568.68,-32.83,-132.93,-189.18,-440.09,-85.85,-16.67,1702.52,1415.6,-32.61,-89.56,-384.51,-1091.74,-246.71,-1354.14,-10173.06,-11773.68,-1130.78,-1294.24,-1772.96,-2338.99,-105.65,-211.98,-391.36,-1148.67,-525.45,-705.85,-725.73,-84426.44,2932.83,11404.98,9104.49,26684.14,-14336.43,-15208.86,-16083.5,19370.47,-31288.8,21059.69,12438.12,-75177.51,-16127.38,-162661.34,-172106.81,-56606.84,-64402.81,-112607.8,-118117.08
吸收投资收到的现金,0.0,0.0,0.0,13544.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.26,0.0,0.0,0.0,0.0,1816.85,1816.85,1816.85,1816.85,0.0,0.0,0.0,0.0,0.0,0.0,86800.0,88300.0,0.0,0.0,0.0,1.0,165800.0,165800.0,166600.0,179469.15,7500.0,15000.0,15000.0,69980.2,200.0,590.0,2235.28,2335.28,1000.0,1000.0,1000.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,800.0,7500.0,15000.0,0.0,15400.0,200.0,590.0,590.0,690.0,1000.0,1000.0,1000.0
取得借款收到的现金,1500.0,1500.0,1500.0,1000.0,1702.04,1644.68,2607.4,4391.25,1000.0,1000.0,1757.47,1885.38,1000.0,1000.0,1797.0,1812.6,0.0,0.0,1829.78,1811.03,613.52,1433.66,1470.31,1314.88,531.89,0.0,0.0,462.17,479.36,486.52,449.94,2947.88,910.18,400.42,848.69,1340.45,0.0,1293.32,11279.92,17497.59,13474.9,13387.2,33387.2,36811.2,62000.0,116680.0,121680.0,136680.0,0.0,5421.02,5910.0
