报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
销售商品、提供劳务收到的现金,3749.17,9814.91,14842.23,20091.57,4620.58,9953.83,15338.01,20207.98,3054.78,8400.42,13023.03,23220.84,2951.63,8423.38,13803.69,22928.39,3556.7,10251.08,16361.48,24416.27,3667.99,10789.32,18566.77,28378.56,5069.04,12077.25,18875.32,42873.56,7847.65,15202.45,23959.67,40867.17,4665.41,12631.44,20583.3,37647.18,5301.29,11686.19,25147.2,53613.82,7856.07,17257.16,27109.51,40775.21,15810.03,24341.42,33648.08,50358.26,17431.06,33927.48,51932.73,86262.67,12468.66,29282.33,49241.83,92753.65,29773.53
收到的税费返还,33.75,352.48,884.21,738.33,87.9,274.15,308.18,875.96,376.38,595.59,951.75,1157.73,113.75,225.56,387.77,507.25,21.55,143.09,299.68,364.97,128.8,217.65,274.63,784.19,59.98,239.09,144.3,287.3,204.04,243.13,455.2,495.48,287.79,590.12,615.27,624.48,190.02,1352.33,1422.08,2095.7,10.61,207.06,1355.65,1602.5,99.1,3511.07,12362.21,12710.49,549.96,1025.94,3985.31,3452.6,117.62,2289.61,2805.24,4763.66,116.99
收到的其他与经营活动有关的现金,594.5,292.58,595.76,588.29,678.55,310.36,408.92,653.75,116.7,270.37,332.56,446.96,48.1,492.05,692.7,510.71,555.34,1460.83,1812.08,1747.62,329.01,1217.86,394.8,1968.44,738.3,1911.59,6308.05,2526.13,721.64,603.82,1510.95,1561.73,263.78,580.32,1507.31,2234.01,3235.44,4023.08,5632.51,2979.7,881.34,4915.16,5467.51,14057.71,1278.04,1508.69,3298.0,6365.89,2081.27,4690.71,5587.36,4972.33,1132.84,5196.74,6730.69,5071.48,1230.27
经营活动现金流入小计,4377.42,10459.98,16322.21,21418.19,5387.03,10538.34,16055.11,21737.69,3547.86,9266.38,14307.35,24825.52,3113.48,9140.99,14884.16,23946.34,4133.6,11855.0,18473.24,26528.86,4125.79,12224.83,19236.21,31131.18,5867.32,14227.93,25327.66,45686.99,8773.34,16049.4,25925.82,42924.39,5216.97,13801.88,22705.88,40505.67,8726.75,17061.61,32201.8,58689.22,8748.03,22379.38,33932.67,56435.42,17187.17,29361.19,49308.3,69434.65,20062.3,39644.13,61505.4,94687.59,13719.12,36768.68,58777.75,102588.79,31120.79
购买商品、接受劳务支付的现金,2735.04,6346.34,9713.4,12382.96,4340.26,7293.88,13824.87,15607.27,3434.07,5896.82,8037.59,8618.88,2290.53,4766.32,7745.02,10977.04,2467.76,5594.98,8188.19,10238.42,1937.38,4074.35,8262.26,8335.53,2078.15,6587.78,10374.53,10816.39,2076.7,4918.29,10843.15,14317.59,5186.02,11150.53,18381.67,22992.74,4153.49,13618.83,22584.99,31307.89,5261.78,13451.69,16376.19,26108.02,5929.38,10167.08,17219.92,21797.02,7757.72,16050.94,23525.7,31078.84,6130.72,15657.77,26097.34,43764.35,13920.5
支付给职工以及为职工支付的现金,415.78,854.43,1302.36,1778.35,421.79,927.04,1291.98,1965.92,612.75,1208.31,1829.65,2570.38,632.63,1257.7,1968.16,2679.67,682.04,1421.11,2243.9,3148.33,847.82,1636.84,2359.92,3548.28,1171.39,2227.48,3199.57,4356.53,1543.22,2943.31,4515.82,6475.68,1828.99,3761.33,5639.48,7119.46,2630.08,5094.84,7396.95,8392.3,3101.7,6383.93,10279.02,12683.44,4157.29,7106.2,10486.22,14603.55,4918.77,8833.64,12530.07,16910.28,5063.67,8514.56,12330.9,17395.24,6516.37
支付的各项税费,625.58,1060.35,1796.78,2117.67,317.58,1049.43,1381.18,1918.14,596.01,1382.63,2100.77,2238.23,985.14,1747.15,2318.27,2746.16,521.9,1423.01,2155.45,2760.0,695.13,1679.19,2216.29,3234.16,1051.34,2896.89,5302.82,6848.79,1615.23,4882.54,6647.66,8713.1,1993.12,5264.03,6193.85,7391.15,1255.8,2542.82,3334.99,6643.55,1666.56,3987.87,5299.4,5932.48,1100.35,2895.91,3679.08,4386.43,1570.14,3602.48,5844.91,6489.91,2405.36,4546.65,5884.4,7703.75,1644.81
支付的其他与经营活动有关的现金,555.29,995.54,2552.5,1390.4,656.88,728.4,2446.01,2115.37,806.08,975.82,1406.53,2720.35,818.85,796.09,2158.42,2258.67,744.21,1136.62,2363.45,2560.27,798.77,1886.73,3387.88,2678.0,1275.54,2016.54,5361.96,4642.15,1346.4,2751.33,3391.6,3767.01,2481.31,3334.44,4411.54,6225.69,1656.04,3212.68,4568.26,7177.1,1553.89,3385.66,5117.29,8357.59,2711.35,4266.23,6740.85,7978.37,3258.01,4770.21,7669.76,9215.31,2528.65,5338.18,10199.06,10204.64,3960.57
经营活动现金流出小计,4331.68,9256.65,15365.04,17669.38,5736.51,9998.74,18944.05,21606.69,5448.91,9463.58,13374.54,16147.84,4727.14,8567.26,14189.87,18661.55,4415.9,9575.72,14950.98,18707.02,4279.11,9277.11,16226.35,17795.97,5576.43,13728.68,24238.89,26663.86,6581.54,15495.46,25398.24,33273.38,11489.44,23510.34,34626.55,43729.04,9695.42,24469.17,37885.19,53520.84,11583.93,27209.15,37071.9,53081.54,13898.36,24435.42,38126.07,48765.38,17504.64,33257.28,49570.44,63694.35,16128.4,34057.16,54511.69,79067.97,26042.24
经营活动产生的现金流量净额,45.73,1203.33,957.17,3748.8,-349.49,539.6,-2888.94,130.99,-1901.05,-197.2,932.81,8677.69,-1613.66,573.73,694.29,5284.78,-282.3,2279.28,3522.26,7821.84,-153.31,2947.72,3009.86,13335.21,290.89,499.25,1088.77,19023.13,2191.79,553.93,527.58,9651.01,-6272.46,-9708.46,-11920.67,-3223.37,-968.66,-7407.57,-5683.39,5168.39,-2835.9,-4829.77,-3139.24,3353.88,3288.82,4925.77,11182.23,20669.27,2557.65,6386.85,11934.96,30993.25,-2409.28,2711.53,4266.06,23520.82,5078.55
