报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
持有至到期投资,5976.95,5800.0,5800.0,5800.0,3700.0,3700.0,3700.0,4200.0,5200.0,2700.0,2700.0,1000.0,1000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,6000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,6500.0,6500.0,6000.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.34,2035.84,2057.58,2079.56
长期应收款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期股权投资,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,400.0,675.0,675.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资性房地产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.73,538.57,531.4
固定资产净额,131772.65,143161.53,143507.9,182698.34,186975.43,194650.52,196251.04,219017.19,224726.62,228528.58,242083.6,316872.52,322394.97,373122.29,375465.47,419185.11,421876.23,426858.86,470388.28,542601.24,548982.17,569869.78,583843.06,680733.32,698411.34,704700.04,716576.53,852325.7,876840.36,891785.42,900340.83,1037575.78,1043879.28,1037647.18,1089120.52,1141595.32,1148587.94,1135778.16,1124902.26,1445317.74,1519759.6,1503561.58,1485118.32,1524409.66,1517933.76,1490669.71,1481264.99,1524855.66,0.0,1501381.83,0.0,1514418.27,0.0,1487291.4,0.0,1622508.28,0.0,1702472.06,0.0
在建工程,107352.76,107408.69,120709.64,99445.32,104379.21,119795.1,131489.49,58286.1,67332.79,81959.59,81128.43,19395.63,27047.15,27763.3,26742.78,26345.84,31222.49,34196.25,29304.1,25144.63,31665.61,33109.83,35793.02,39267.23,47773.96,50063.31,50829.82,45632.83,224197.56,292149.23,305166.24,342177.44,348087.72,444680.47,474633.25,489515.07,527786.63,537226.73,554902.29,274558.0,208255.67,219103.72,239378.25,201640.5,237708.26,232064.25,235141.83,195432.3,0.0,250784.29,0.0,251893.83,0.0,320336.92,0.0,244744.48,0.0,234680.95,0.0
工程物资,1535.97,2346.59,5499.94,1193.14,4987.42,2095.18,8623.86,6236.9,7621.27,4824.18,5806.63,2491.5,3457.38,2853.45,2976.46,1852.88,1335.96,845.76,919.36,491.83,1706.37,209.03,209.03,267.69,267.69,267.69,267.69,172.51,172.51,122.48,122.48,26.09,26.09,26.09,26.09,26.09,26.09,26.99,26.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
固定资产清理,3.55,0.0,45.66,0.0,16.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.06,83.65,0.0,0.0,0.0,68.26,68.26,179.3,179.3,179.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
生产性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
公益性生物资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
油气资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
无形资产,25534.89,25447.91,25284.68,24927.41,24765.25,25911.38,25761.8,44520.76,47652.07,47361.4,46685.47,46555.08,46269.07,46386.82,46077.3,45231.72,46747.33,46549.7,46419.3,80842.55,80584.32,80776.95,80323.48,86261.59,95099.13,102237.08,104161.38,356330.81,368612.97,370001.94,356562.68,358262.37,356286.83,361275.01,360308.14,358246.24,356213.91,357211.45,355188.99,353174.06,350669.22,348662.06,347378.57,345862.22,343744.7,348775.19,346828.92,349917.54,350075.31,346576.96,344563.18,472802.73,469890.35,480171.72,477784.26,481717.1,529659.97,526979.31,523903.34
开发支出,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
商誉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
长期待摊费用,6819.2,7055.27,3669.14,1247.73,1394.11,1146.16,858.3,1014.65,780.32,546.24,315.29,2146.96,2011.2,1889.18,1976.88,1870.16,1820.28,1783.84,1689.37,1380.54,1284.54,1188.55,1114.83,1017.7,920.58,823.46,873.65,804.87,719.62,679.98,591.8,540.83,443.79,296.32,20203.12,19860.35,19593.44,19292.2,19028.74,18811.88,18560.39,18297.83,18038.19,17785.97,17532.91,17279.86,17026.8,16841.47,16583.18,16324.89,16104.46,15828.43,15550.03,15291.74,15029.54,14772.15,14617.8,14354.99,14092.19
递延所得税资产,5132.52,3679.96,3696.65,5284.96,7216.04,4909.68,6816.93,17668.1,19154.72,9373.77,10188.78,22542.08,19720.57,16637.22,25793.33,27843.79,31088.78,28432.07,35638.91,50262.9,47872.74,38163.11,28214.96,64365.69,56739.51,30281.76,62774.99,82537.25,80483.18,96037.35,95051.85,82160.11,74359.94,54871.4,76793.84,115533.61,88728.04,89524.53,90198.76,174553.91,184514.59,183544.79,201935.81,140179.74,139976.59,121613.83,144224.8,104929.48,80247.52,105602.59,111856.22,109994.69,70492.49,103829.86,90534.29,112322.51,115244.98,123510.69,137794.45
其他非流动资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202784.13,204380.13
非流动资产合计,284528.49,295299.95,308613.6,320996.89,333833.89,352608.02,373901.43,351343.7,372867.78,375693.76,389308.19,411403.78,422349.79,475052.26,485432.21,528729.51,540491.08,545066.48,590759.32,707123.68,717495.75,728717.25,734898.37,877313.23,904612.22,893773.33,943359.07,1352256.72,1558360.83,1657977.46,1666079.52,1830223.62,1831564.65,1909777.48,2026159.21,2129694.94,2157665.34,2159303.21,2164314.6,2275398.95,2308929.6,2298494.98,2297674.13,2236093.09,2262355.59,2217592.83,2231677.34,2198483.94,2201417.64,2257570.32,2260126.06,2401790.0,2369986.16,2736274.14,2708991.05,2774365.56,2936859.76,3101796.51,3212501.93
资产总计,988330.46,1022693.17,1019419.55,1048147.18,1155687.69,1127609.71,1298944.99,1575418.78,1562550.35,1597375.0,1673794.03,1976962.31,2043009.95,2133382.87,2281002.88,2558757.99,2916170.02,3092014.91,3289425.83,3490086.9,3640758.47,3971145.2,3883487.65,4499820.9,4590222.0,4362071.04,4927443.79,5545415.07,5602962.57,5521813.15,5865155.51,6587316.52,6876902.06,7233774.42,7755903.42,8630146.34,9069044.95,9554649.92,10514603.23,11293453.83,11897871.9,12038274.0,12778003.61,13461011.69,13440494.19,12991483.25,14714767.24,15984667.47,15988817.64,16512164.9,16255040.92,18304237.2,18162473.39,17219787.52,18457919.67,21339581.05,21521818.6,21286853.68,22470225.39
短期借款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6255.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
交易性金融负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付票据及应付账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99205.59,102023.97,116893.45,92272.43,117829.64,117401.15,132608.2,119567.4,151367.66,111009.45,96990.33,114385.78,134226.77,135892.53,138849.58,108913.74
应付票据,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付账款,6211.14,6988.09,5815.8,5968.2,6783.97,7416.37,12189.44,12128.91,5628.32,5990.25,8858.71,13912.14,6888.2,8603.69,14122.4,23201.31,10562.58,10356.12,25673.7,17234.36,22765.32,17740.3,19202.05,34528.1,22837.32,15494.52,29524.62,28474.83,17995.86,30044.78,25404.66,70753.46,28034.87,56390.41,31675.71,88097.61,52728.73,28720.17,19676.2,104060.82,106168.69,106443.16,108791.14,99205.59,102023.97,116893.45,0.0,117829.64,0.0,132608.2,119567.4,151367.66,111009.45,96990.33,114385.78,134226.77,135892.53,138849.58,108913.74
预收款项,228868.75,244238.4,222569.15,112528.82,129923.89,29430.97,93630.7,293626.64,184312.31,65627.84,129197.95,351642.39,306174.4,196777.22,326196.05,473857.08,634364.02,493494.38,681805.42,702664.88,577160.23,404510.19,374723.5,509138.63,286655.17,83490.96,194232.37,304511.36,162093.46,54409.39,86307.85,147623.31,279135.72,233653.23,560569.03,826158.21,854453.12,1148146.23,1739311.4,1754108.22,1898771.63,1778046.24,1747159.91,1442910.69,1317206.84,994031.52,1116753.38,1357651.68,1138456.72,1225689.54,1125530.13,1374032.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付手续费及佣金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应付职工薪酬,3208.77,5518.59,5966.53,5459.64,59.6,2582.32,2751.53,36100.75,9459.08,8116.13,8550.43,46394.86,22187.69,21934.26,22882.25,50025.87,31536.96,23686.95,22419.49,57752.29,23989.42,20954.09,23025.18,26965.78,24391.45,23770.47,23479.08,26028.45,24630.18,20674.37,22907.44,98864.38,31485.25,27274.08,33001.09,97547.77,46803.19,42667.38,42517.13,162850.73,42898.55,41260.74,43881.31,190164.42,33522.31,50580.98,54871.4,203451.47,45203.27,41191.12,32686.15,244507.1,37787.83,24927.41,24703.09,298112.55,45957.01,24773.93,24775.92
应交税费,58049.74,30250.87,44461.04,40774.74,22398.81,27414.65,33851.75,25630.03,25694.82,31734.46,36109.7,14052.5,35123.29,33397.25,48047.75,41988.3,70725.03,99657.07,142686.29,78808.09,75927.98,153391.77,134326.03,243009.35,177780.24,160556.87,241225.1,331188.09,215436.55,204413.4,173940.6,210517.82,139487.1,116020.34,174748.19,251551.62,187249.16,183906.23,194033.47,427228.92,297248.17,194290.91,536988.33,772613.57,238491.97,171299.54,502535.35,1077107.6,270361.58,325795.28,459996.45,875594.93,500708.87,456892.71,490205.02,891982.1,533809.38,460738.59,521535.87
