报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,99178.51,229386.53,519174.33,667207.41,178975.05,451417.56,783285.0,1044536.66,195375.21,460563.51,810614.12,1062236.01,169002.46,398709.35,718663.19,931064.7,174806.7,454666.76,866218.02,1181234.22,240409.32,595716.51,1057499.34,1367750.34,271901.06,645247.25,1170370.53,1546446.78,257112.16,685590.83,1177996.43,1559451.24,258867.36,695237.41,1091186.16,1437954.12,276379.27,725540.52,1251926.88,1957251.45,403347.17,919383.29,1597947.41,2020821.91,575776.98,919179.97,1649358.58,2127014.61,514333.82,1241449.01,2065479.78,2779487.29,763274.72,1601095.54,2820485.68
收到的税费返还,46.07,48.76,574.73,442.08,0.0,577.06,483.27,455.08,288.05,353.73,424.97,923.94,478.46,1258.23,2433.4,3929.64,995.75,2212.74,2793.18,3785.77,709.56,1748.84,2946.29,4098.97,312.39,1626.83,2579.89,3435.44,649.68,2788.37,4610.42,4639.73,974.8,2231.84,2839.12,3447.77,397.63,810.5,2186.13,2357.96,2647.53,5280.22,7484.8,8546.46,2034.67,2260.51,7608.04,12883.91,2004.19,4972.72,12879.43,19373.68,5645.9,12501.75,30040.83
收到的其他与经营活动有关的现金,3212.94,251.25,1174.66,1812.85,1024.82,1270.02,1505.83,2066.73,451.46,768.22,820.27,5399.03,172.13,1028.51,1406.04,2336.69,563.91,756.87,1766.67,3090.28,287.97,505.28,1445.44,3682.35,866.34,1463.86,2691.83,4537.18,1353.88,2935.9,4459.66,6968.95,1075.71,4331.61,4341.88,4726.59,1820.84,7071.21,15417.81,17734.8,5636.18,20330.03,25641.65,27016.6,13255.01,18297.31,20026.88,48925.37,6740.45,27905.9,42635.06,59041.92,8275.79,14328.09,44357.57
经营活动现金流入小计,102437.52,229686.54,520923.72,669462.34,179999.87,453264.64,785274.1,1047058.48,196114.71,461685.47,811859.36,1068558.98,169653.05,400996.09,722502.64,937331.03,176366.36,457636.38,870777.87,1188110.27,241406.85,597970.63,1061891.07,1375531.66,273079.8,648337.93,1175642.25,1554419.39,259115.73,691315.1,1187066.5,1571059.92,260917.87,701800.86,1098367.16,1446128.47,278597.73,733422.23,1269530.82,1977344.21,411630.89,944993.54,1631073.87,2056384.97,591066.65,939737.78,1676993.5,2188823.9,523078.46,1274327.64,2120994.28,2857902.89,777196.4,1627925.39,2894884.08
购买商品、接受劳务支付的现金,91001.76,203239.27,447452.56,593444.93,139539.5,375347.94,678889.44,924830.49,145488.06,381457.99,705681.58,966165.46,152329.6,357973.42,624828.16,850831.08,147350.59,388000.2,786494.05,1078611.15,190503.71,502798.85,953351.81,1222640.94,213449.74,519835.51,1007851.14,1344272.95,243122.45,594818.21,1043174.39,1367073.18,205061.15,553467.05,896330.45,1187813.95,177000.46,511339.24,969678.62,1518328.5,319760.22,735294.73,1265965.89,1499950.81,460200.72,680963.26,1245902.83,1541578.89,392614.96,952097.8,1602905.74,2218567.65,634421.93,1324325.68,2382300.78
支付给职工以及为职工支付的现金,4708.89,9402.97,14367.65,23386.22,5893.33,14871.76,23367.8,34562.26,8912.67,18634.67,29370.18,42116.85,8376.63,16227.13,28850.76,39178.88,8045.34,19604.0,33910.73,50088.37,11559.91,27520.62,44995.05,63347.49,15256.22,33484.23,54539.94,73982.9,18318.12,35046.12,60519.85,86753.57,23670.74,40322.34,78165.98,97798.29,28425.92,53025.62,101297.31,138068.92,39775.25,77168.83,104918.58,153835.83,37023.53,104907.13,148878.37,186938.19,62506.39,125512.36,177017.7,245193.34,80502.17,138607.81,205125.47
支付的各项税费,2928.88,4679.84,6882.76,6809.78,3763.96,6584.92,10688.53,13938.23,4739.4,7795.81,14141.27,17929.45,1306.67,3011.31,4824.55,9802.17,1633.71,3102.18,5242.34,10315.4,2466.52,4454.99,7391.4,11590.3,2253.6,5437.79,9104.32,12793.53,3668.08,7039.49,12459.62,16695.93,2496.85,7006.98,9163.35,13052.6,3210.1,8303.15,21341.38,27524.36,7958.8,27233.43,45671.99,61155.79,26531.92,59238.6,73890.36,88512.99,21358.42,51633.21,75397.44,87419.19,11895.45,23910.65,58470.05
支付的其他与经营活动有关的现金,881.86,6191.89,10467.66,16573.64,3646.92,10187.68,16588.17,23120.0,7879.03,11791.05,26275.41,15891.52,4759.58,11983.0,24202.78,17258.57,4802.36,11991.69,23147.88,18509.21,5746.82,16899.34,30254.82,39943.36,8331.15,20613.43,25329.0,40719.44,8040.0,22580.11,39034.18,42567.56,10118.28,24412.4,36025.46,45690.3,16989.94,20872.07,41049.26,50259.07,20422.3,27330.23,48160.64,49858.93,17135.63,26553.59,34219.09,61831.83,16095.57,34441.09,49140.33,70976.19,6965.53,39465.65,45138.79
经营活动现金流出小计,99521.39,223513.97,479170.62,640214.57,152843.71,406992.3,729533.94,996450.98,167019.16,419679.53,775468.44,1042103.27,166772.49,389194.86,682706.25,917070.7,161832.01,422698.07,848795.0,1157524.12,210276.96,551673.81,1035993.07,1337522.09,239290.7,579370.97,1096824.39,1471768.81,273148.65,659483.94,1155188.05,1513090.23,241347.03,625208.78,1019685.23,1344355.14,225626.41,593540.07,1133366.57,1734180.84,387916.56,867027.22,1464717.11,1764801.36,540891.8,871662.59,1502890.65,1878861.89,492575.34,1163684.46,1904461.22,2622156.37,733785.08,1526309.79,2691035.09
经营活动产生的现金流量净额,2916.13,6172.56,41753.1,29247.77,27156.16,46272.34,55740.16,50607.5,29095.55,42005.94,36390.93,26455.71,2880.56,11801.23,39796.38,20260.33,14534.36,34938.31,21982.86,30586.15,31129.88,46296.82,25898.0,38009.56,33789.09,68966.96,78817.86,82650.58,-14032.92,31831.16,31878.45,57969.69,19570.85,76592.08,78681.92,101773.33,52971.32,139882.15,136164.25,243163.37,23714.33,77966.32,166356.76,291583.61,50174.85,68075.19,174102.86,309962.0,30503.12,110643.18,216533.06,235746.52,43411.33,101615.6,203849.0
