报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
销售商品、提供劳务收到的现金,42853.66,74430.46,106053.18,150785.88,41805.63,86867.07,128620.11,183622.8,48599.66,104372.68,163741.0,202121.76,54242.9,106745.84,164312.04,234819.77,65738.38,118048.93,177407.98,330366.84,62830.82,114931.84,170399.96,358286.04,71993.89,156699.25,269600.34,447777.52,81884.85,162692.48,253754.96,476197.03,98248.53,205462.98,346241.45,583472.2,83424.79,197509.19,320858.3,618613.9,147177.12,241804.03,405096.44,762728.32,131532.49,274331.67,372075.39,690992.0,92254.44,162156.67,239229.84,345051.95,86383.36,154264.19,204150.36,349782.01,156727.23
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,26.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.51,0.0,20.32,21.56,65.35,0.63,15.14,13.91,13.91,17.17,20.21,20.21,20.21,14.07,14.07,32.79,47.46,10.02,16.83,16.83,16.83,0.0,0.0,0.0,440.02,0.0
收到的其他与经营活动有关的现金,477.37,781.34,1079.13,2718.98,788.57,2102.92,1017.21,2058.56,1555.48,2656.3,3992.55,8949.23,4144.28,5985.59,6866.51,10701.63,2476.69,5850.67,9066.54,4813.47,6008.79,5367.98,7453.41,3860.26,10196.27,14631.64,29424.73,19330.66,2469.38,6897.82,10523.28,16077.87,2218.09,6409.15,10257.22,21710.62,4833.17,9824.94,14251.28,32110.65,27058.01,12475.21,19868.24,20056.31,5963.62,16109.96,22409.56,26199.58,2635.97,9533.12,13750.64,23013.12,2235.56,6556.09,10395.04,37070.79,3936.31
经营活动现金流入小计,43331.03,75211.81,107132.31,153504.87,42594.2,88969.99,129667.32,185681.36,50155.14,107028.98,167759.74,211070.99,58387.18,112731.43,171178.54,245521.4,68215.07,123899.6,186474.52,335180.31,68839.61,120299.82,177853.36,362146.3,82190.15,171330.89,299025.06,467108.18,84354.22,169590.3,264278.24,492303.41,100466.62,211892.45,356520.22,605248.17,88258.58,207349.27,335123.49,650738.45,174252.3,254299.45,424984.88,782804.83,137510.18,290455.71,394517.74,717239.04,94900.43,171706.62,252997.31,368081.9,88618.93,160820.28,214545.39,387292.82,160663.53
购买商品、接受劳务支付的现金,17576.3,29667.48,47039.83,65116.03,22099.73,44014.12,68162.05,88002.03,20565.32,48309.37,71747.65,57781.8,17717.74,33061.23,51320.14,71491.03,24342.74,42583.24,62547.61,124980.56,27968.52,43647.95,57127.27,108308.51,57137.72,98427.11,137134.49,176322.32,52435.37,79365.61,152105.49,233432.38,67574.88,111499.98,166208.57,249636.43,77891.97,149451.65,198623.09,273221.01,60532.32,135904.12,226410.38,272609.1,56700.53,165883.78,235915.27,273473.5,37826.71,88792.43,137890.7,189127.42,29703.63,58364.31,81990.41,103481.85,10815.82
支付给职工以及为职工支付的现金,1899.07,3881.77,5842.72,12690.83,2434.74,5181.83,7609.46,10590.82,3498.94,6076.39,8807.11,15966.96,4106.38,7485.98,10827.15,19791.6,5402.3,9859.95,14928.55,21867.18,6248.12,13817.93,20354.79,27387.88,7186.76,14969.15,22657.07,29926.83,7052.85,13228.55,19768.67,33862.5,9297.43,18443.74,27815.0,37873.34,12185.29,22604.62,33297.13,42508.54,10819.32,21269.27,34573.27,50809.82,14933.97,26791.75,41327.21,58221.59,17566.48,29880.77,44377.54,62228.52,13012.79,23775.25,36226.27,51331.12,13702.52
支付的各项税费,9344.3,12908.91,18019.23,23416.45,7973.99,12659.29,16740.45,21083.67,10612.79,16418.37,20846.7,23838.25,13057.06,23714.56,32707.3,42104.56,12379.73,24175.31,32117.12,43503.33,15521.88,27422.72,37312.29,59811.29,23450.55,33767.02,53129.82,79233.08,14845.45,30300.01,46982.23,75030.12,26267.48,43994.31,65155.23,90325.68,25703.31,47750.51,61284.44,90112.75,29961.01,51639.67,62481.19,93014.64,53710.28,81790.83,95596.18,99649.08,61463.08,81001.42,86455.42,93749.06,5152.71,7379.72,8979.83,21353.58,8210.75
支付的其他与经营活动有关的现金,9323.94,16554.47,23516.98,28248.43,14080.21,25990.47,34261.47,36321.4,8447.13,16042.18,28921.52,32213.4,13184.16,25855.19,40523.05,48557.62,16012.67,32212.72,50834.71,73856.09,19705.41,39406.47,60262.03,80834.2,25954.41,47287.65,88792.7,93716.58,20257.43,38515.8,68656.87,84267.83,23142.66,44424.71,81008.02,129651.71,39998.69,78471.81,113635.26,182438.89,58562.38,104614.82,145593.98,190632.36,50944.4,104166.64,139124.24,184989.96,41307.38,69613.84,92489.96,134976.3,19142.58,35252.1,84240.61,131042.84,17355.71
经营活动现金流出小计,38143.6,63012.63,94418.76,129471.74,46588.66,87845.71,126773.43,155997.92,43124.18,86846.32,130322.98,129800.41,48065.34,90116.96,135377.65,181944.81,58137.44,108831.22,160427.99,264207.16,69443.93,124295.07,175056.37,276341.88,113729.45,194450.93,301714.07,379198.81,94591.1,161409.96,287513.26,426592.83,126282.46,218362.74,340186.81,507487.16,155779.26,298278.59,406839.92,588281.2,159875.03,313427.89,469058.82,607065.91,176289.17,378633.0,511962.9,616334.14,158163.65,269288.47,361213.62,480081.3,67011.7,124771.38,211437.13,307209.4,50084.8
经营活动产生的现金流量净额,5187.43,12199.17,12713.55,24033.13,-3994.46,1124.27,2893.9,29683.44,7030.96,20182.66,37436.76,81270.58,10321.84,22614.48,35800.89,63576.59,10077.63,15068.38,26046.53,70973.15,-604.33,-3995.25,2797.0,85804.42,-31539.29,-23120.03,-2689.01,87909.37,-10236.88,8180.34,-23235.02,65710.57,-25815.84,-6470.29,16333.41,97761.02,-67520.67,-90929.32,-71716.43,62457.25,14377.27,-59128.44,-44073.94,175738.92,-38778.99,-88177.3,-117445.15,100904.91,-63263.22,-97581.85,-108216.3,-111999.4,21607.22,36048.9,3108.27,80083.42,110578.73
收回投资所收到的现金,0.0,0.0,0.0,490.0,0.0,115.93,10388.85,18714.2,15017.52,25113.77,25113.77,2000.0,0.0,10.93,10915.74,32558.65,31358.39,86095.94,161477.36,257681.99,60405.22,128135.37,184546.36,268910.81,16920.0,106320.45,154350.45,204350.45,65000.0,67800.0,145620.0,247204.4,53020.0,190870.0,281721.43,354660.0,102800.0,202800.0,248758.51,261700.89,46800.0,234958.33,269006.28,309594.48,107800.0,200723.98,303723.98,403727.5,205000.0,262000.0,379766.86,502978.52,366.28,40328.08,118105.92,192231.79,73324.26
取得投资收益所收到的现金,0.0,120.0,180.0,180.0,0.0,92.84,210.13,363.48,0.0,170.74,170.74,621.86,0.0,178.09,873.79,1757.67,1003.19,1710.09,2631.75,5699.61,2355.43,4710.37,8884.26,11947.9,983.92,2055.21,2673.37,4490.9,2191.77,5283.39,8363.85,10833.63,1555.17,4260.64,5871.33,7891.77,3107.92,6108.63,7872.27,7774.45,913.44,6878.41,7953.53,9116.62,1307.92,3271.97,6951.66,10249.66,754.04,1672.49,4650.63,9218.7,127.54,945.37,1672.99,2287.47,785.14
处置固定资产、无形资产和其他长期资产所收回的现金净额,4.95,12.4,22.3,13.89,0.0,83.27,0.0,85.48,0.0,0.0,1520.03,253.28,32.73,72.0,76.05,86.8,43.6,77.76,81.64,736.49,1.65,1.65,3.26,211.06,1.2,5.04,13.5,22.89,0.97,67.31,83.71,110.9,951.06,956.82,978.16,964.03,8.37,25.91,179.59,186.79,0.0,116.0,159.12,178.68,0.93,6.91,58.46,84.75,23.29,19.42,41.43,597.03,447.16,0.01,147.94,168.38,0.09
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,12.0,0.0,82.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.94,0.0,0.0,0.0,1223.91,0.0,0.0,0.0,0.0,0.0,0.0,244.35,1016.61,0.0,-61.05,-61.05,-78.34,100.0,66.75,66.75,528.27,0.0,0.0,6308.84,6308.84,0.0,0.0,0.0,0.0,0.0,-10142.1,-10142.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.35,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,2.0,5.0,5.0,570.0,0.0,59.16,269.16,0.0,0.0,0.0,0.0,843.59,0.0,0.0,0.0,0.0,0.0,0.0,252.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,0.0,1238.35,0.0,94.92,466.22,1087.26,564.63,619.82,976.27,1386.24,0.0,0.0,35.0,735.12,11.14,597.06,656.85,1574.25,14.3,560.3,1346.69,1524.97,79.26
投资活动现金流入小计,4.95,132.4,202.3,683.89,14.0,297.04,10686.52,19733.16,15017.52,25343.67,27073.7,2875.14,32.73,261.03,11865.58,35625.65,32405.19,87883.79,164190.75,265342.0,62762.3,132847.39,193686.48,281069.77,17905.12,108380.7,157281.67,209880.85,67192.74,73089.64,154006.51,258220.59,55626.23,196154.21,288637.68,365282.43,105916.29,209029.47,263585.42,277058.23,48278.06,242572.56,278095.2,320276.03,109108.86,193860.76,300627.0,414797.02,205788.48,264288.98,385115.78,514368.49,955.28,41833.76,121273.55,196328.95,74188.75
购建固定资产、无形资产和其他长期资产所支付的现金,3056.26,4104.98,4889.56,7828.75,1416.44,2478.46,3771.75,5136.29,864.39,2214.63,4648.43,12252.73,3436.53,4679.26,8425.13,13652.42,2734.24,9211.75,14118.4,22434.2,5104.76,10366.9,18247.63,28076.23,6905.01,17936.54,34980.23,48108.0,7737.3,13893.78,19191.4,27570.29,6603.88,11179.25,19060.39,28425.17,9455.9,13742.83,25395.84,35060.3,8820.12,15545.3,25687.47,31393.66,5084.56,12250.17,21767.43,24932.58,5876.45,12141.16,25648.24,33613.07,4296.62,6081.61,8534.44,10281.24,464.36
投资所支付的现金,0.0,320.0,320.0,457.62,306.0,265.93,17082.93,20714.2,600.0,11000.0,10000.0,3944.0,20000.0,60825.26,78200.0,147860.0,21970.67,35332.83,146521.43,261557.01,75305.22,183564.46,202475.45,198465.27,3050.0,92850.0,190630.0,282000.0,61300.0,85555.0,130300.0,190600.0,172800.0,299250.0,386847.8,476244.5,31800.0,120300.0,126300.0,274950.0,35556.28,149159.61,159159.61,372280.49,53000.0,113200.0,143703.0,381703.0,157000.0,177000.0,237000.0,297000.0,0.0,70000.0,173000.0,283000.0,141000.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,210.0,-235.49,0.0,0.0,-73.25,-73.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,1020.0,0.0,0.0,393.81,393.81,95.48,0.0,0.0,1212.96,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,200.0,570.0,0.0,0.0,0.0,120.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.88,0.0,0.0,0.0,0.0,25.83,2.69,0.0,0.0,0.0,0.0,0.0,1750.15,2.33,2.33,2.33,4.05,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,3056.26,4424.98,5209.56,8286.37,1722.44,2744.39,21054.68,26420.49,1464.39,13214.63,14648.43,16317.23,23436.53,65504.52,87450.4,161512.42,24704.91,44544.58,160639.83,283991.21,80409.99,193931.37,220723.08,226541.5,9955.01,110896.54,225820.23,329872.51,69037.3,99448.78,149418.15,218097.04,179403.88,310429.25,405908.19,505326.54,41255.9,134042.83,151695.84,310010.3,44402.23,164707.6,184847.08,403674.15,58084.56,126470.17,166490.43,408385.73,162878.79,189537.31,263044.39,330712.6,4296.62,76081.61,182747.4,293281.24,141464.36
投资活动产生的现金流量净额,-3051.31,-4292.58,-5007.26,-7602.48,-1708.44,-2447.35,-10368.16,-6687.33,13553.13,12129.04,12425.27,-13442.09,-23403.8,-65243.49,-75584.82,-125886.77,7700.28,43339.2,3550.92,-18649.21,-17647.69,-61083.97,-27036.6,54528.27,7950.11,-2515.84,-68538.55,-119991.66,-1844.56,-26359.13,4588.35,40123.54,-123777.65,-114275.04,-117270.51,-140044.11,64660.39,74986.63,111889.58,-32952.07,3875.83,77864.96,93248.12,-83398.12,51024.3,67390.59,134136.57,6411.29,42909.69,74751.67,122071.39,183655.89,-3341.34,-34247.85,-61473.85,-96952.28,-67275.61
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,294.0,294.0,0.0,0.0,70782.16,72366.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3402.61,0.0,0.0,341.01,341.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0,60.0,0.0,9411.96,9411.96,0.0,0.0,1955.0,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3402.61,0.0,0.0,0.0,341.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0
取得借款收到的现金,400.0,800.0,1200.0,1200.0,0.0,0.0,0.0,570.0,1400.0,1400.0,3400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,10500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4020.11,0.0,0.0,0.0,0.0,7843.26,0.0,2200.0,2200.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,0.0,0.0,400.0,0.0,805.0,1585.0,1585.0,0.0
