报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,16310.29,35360.44,53428.15,95970.65,40684.02,64093.19,72460.63,78503.8,9600.92,29566.28,59496.52,124124.13,44691.46,75000.92,92997.62,362376.74,67339.21,169647.83,312032.55,715082.63,227826.28,520927.45,945356.4,1176163.96,177940.43,397170.81,713970.15,1251297.1,224640.31,510926.88,749463.7,1087351.38,177174.86,490057.92,778114.9,1118917.68,212999.77,562642.86,859837.46,1288333.92,197726.59,505652.34,797387.81,1300400.45,247597.21,572863.74,909870.0,1274857.92,210613.42
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5983.09,280.9,2877.15,2877.15,3188.67,2161.17,2485.67,6616.76,3604.31,3363.65,3882.21,4060.08,4920.46,3488.24,7229.56,9580.26,7687.72,2958.3,5361.98,8023.38,9516.17,4891.03,5629.51,7054.49,11247.65,839.1,3508.83,4309.04,10558.99,533.24,4180.47,6568.8,8169.02,833.9
收到的其他与经营活动有关的现金,1538.62,2739.8,2893.93,1015.36,294.04,2470.59,3448.77,3416.54,1662.5,685.44,5221.47,5064.08,3860.96,13660.91,38677.28,64356.26,14290.88,23271.62,50355.79,35038.9,34768.26,43391.68,91055.07,67869.85,5464.14,26665.23,30665.23,200955.93,14846.28,52650.7,50374.56,87729.08,22406.62,48882.45,67174.73,276295.36,24120.89,51817.06,106158.49,220187.67,44618.52,50663.54,118217.51,241224.95,43722.38,159058.39,190754.07,177690.23,49162.44
经营活动现金流入小计,17848.91,38100.25,56322.08,96986.01,40978.05,66563.78,75909.4,81920.34,11263.42,30251.72,64718.0,129188.21,48552.42,88661.83,131674.9,432716.1,81910.99,195796.61,365265.49,753310.2,264755.71,566804.79,1043028.23,1247638.11,186768.22,427718.25,748695.46,1457173.5,242974.83,570807.14,809418.52,1182768.18,202539.78,544302.34,853313.01,1404729.21,242011.69,620089.43,973050.44,1519769.23,243184.2,559824.7,919914.37,1552184.38,291852.83,736102.6,1107192.87,1460717.17,260609.76
购买商品、接受劳务支付的现金,14496.1,34097.04,48154.23,93090.59,35961.46,58688.95,62286.4,68787.55,4907.59,20475.76,56499.93,119478.9,39241.26,77205.03,104021.85,226736.53,53101.01,130082.55,283381.88,665090.82,221729.29,448116.52,852860.83,1015171.17,172867.66,368825.65,655389.57,1040374.0,222809.45,458722.31,675356.42,898515.01,170323.51,434646.58,658911.47,848589.86,171393.75,427490.82,653282.69,859053.65,171773.16,390020.94,648105.28,923651.81,227869.59,468123.39,713176.3,790125.25,225170.48
支付给职工以及为职工支付的现金,496.74,988.88,1377.99,2195.35,412.52,1079.43,1555.9,2141.57,333.73,762.37,792.02,1403.69,328.5,963.41,1418.54,49965.16,9624.07,20587.1,28212.66,42180.16,11804.64,21201.84,33881.99,49349.68,13858.02,24168.91,24168.91,54178.78,17263.45,38449.11,54800.26,69795.12,20948.29,37396.67,58193.07,87449.83,32391.83,57189.62,82166.23,126762.29,46954.74,88638.51,122540.18,159485.51,51622.31,111323.54,152507.77,195575.12,51026.26
支付的各项税费,344.24,454.93,681.41,895.75,305.38,439.13,1006.89,1272.83,112.15,249.22,326.15,442.32,162.86,210.0,418.36,20209.03,4266.96,13031.48,16086.76,18920.92,5658.03,12795.55,16598.64,20432.98,5987.2,14038.3,14038.3,28758.64,6020.87,16518.26,21853.84,25471.51,7655.84,15805.94,19913.26,24191.91,13451.83,24163.08,30546.32,27931.32,10026.48,15776.14,20760.55,24197.59,12568.9,26719.25,33254.46,33581.2,8729.86
支付的其他与经营活动有关的现金,979.48,1084.04,2506.97,4347.58,760.56,1541.73,3575.8,2914.56,1101.35,1070.4,1443.59,4425.59,978.2,2768.44,1757.88,58343.78,7714.91,21657.81,42110.35,42040.27,23727.0,25952.4,40465.17,42480.03,12532.68,18139.22,29614.68,188527.18,12843.49,40444.39,42839.13,108014.16,30154.31,29248.54,47594.58,343322.56,21792.74,78347.87,131157.91,270280.97,44417.8,59905.02,125221.82,294530.75,34944.64,124036.5,202651.74,180858.93,20861.41
经营活动现金流出小计,16316.56,36624.9,52720.6,100529.27,37439.91,61749.24,68424.99,75116.5,6454.82,22557.75,59061.69,125750.49,40710.82,81146.89,107616.63,355254.51,74706.96,185358.93,369791.66,768232.17,262918.96,508066.31,943806.63,1127433.85,205245.56,425172.07,723211.46,1311838.61,258937.26,554134.07,794849.65,1101795.8,229081.95,517097.72,784612.38,1303554.15,239030.15,587191.39,897153.16,1284028.22,273172.18,554340.61,916627.83,1401865.67,327005.44,730202.69,1101590.27,1200140.5,305788.01
经营活动产生的现金流量净额,1532.36,1475.35,3601.48,-3543.27,3538.14,4814.54,7484.41,6803.83,4808.6,7693.97,5656.3,3437.72,7841.6,7514.94,24058.26,77461.58,7204.03,10437.68,-4526.17,-14921.97,1836.75,58738.48,99221.61,120204.26,-18477.34,2546.18,25484.0,145334.89,-15962.43,16673.07,14568.87,80972.38,-26542.16,27204.62,68700.63,101175.06,2981.55,32898.04,75897.28,235741.01,-29987.98,5484.1,3286.53,150318.71,-35152.61,5899.91,5602.6,260576.67,-45178.25
