报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,1722.49,5583.33,10199.09,18214.99,3198.46,9068.92,13120.17,24342.34,4179.68,9792.62,15941.86,24740.25,2933.43,14412.15,31381.75,71481.06,21993.96,41524.65,71000.34,63321.06,11062.84,30461.4,59449.38,79196.44,7654.52,17512.1,31399.78,48434.7,7343.52,26419.56,41832.03,53230.79,18038.01,38925.81,46825.51,73849.38,25592.14,55204.33,69446.53,84024.84,21666.62,54720.99,74457.9,131918.0,35418.65,86261.51,95724.8,122280.12,13635.37,30822.6,40927.51,64143.88,7197.09,23650.51,34708.31
收到的税费返还,0.0,0.0,0.0,97.49,202.26,202.26,202.26,464.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.99,64.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,40.82,0.0,539.2,569.25,0.0,2.1,306.33,459.37,311.91,0.07,1.48,232.66
收到的其他与经营活动有关的现金,0.96,296.3,296.36,217.22,0.0,126.49,129.82,215.0,59.28,255.77,234.08,63.95,103.09,113.05,497.71,86.95,145.72,610.66,1274.99,4920.69,1509.51,6350.78,18927.74,12346.55,909.37,1057.02,1407.6,1604.78,444.68,1891.25,3281.26,3372.45,617.55,2090.75,2326.01,5907.89,673.04,1604.89,3425.56,7304.18,612.49,3512.27,3682.33,4302.03,11136.05,15553.46,16168.03,18778.42,4346.21,9220.78,18299.35,17046.0,2019.26,3545.28,8987.81
经营活动现金流入小计,1723.45,5879.63,10495.45,18529.69,3400.71,9397.66,13452.25,25021.76,4238.95,10048.38,16175.94,24804.19,3036.52,14525.2,31879.46,71568.01,22139.69,42135.31,72275.33,68241.75,12572.34,36812.18,78377.12,91542.99,8563.9,18569.11,32807.38,50039.48,7788.2,28310.8,45113.29,56603.24,18655.55,41080.55,49215.52,79757.27,26265.18,56809.22,72872.1,91329.02,22279.32,58233.46,78140.23,136260.85,46554.71,102354.18,112462.08,141058.54,17983.68,40349.72,59686.23,81501.79,9216.42,27197.27,43928.78
购买商品、接受劳务支付的现金,548.45,1288.41,4093.36,3870.11,565.3,3172.23,3782.32,4556.01,652.07,1616.68,5441.07,5124.06,1189.28,6574.54,13727.27,73203.82,3399.76,9223.35,100710.49,93538.66,13974.69,34021.59,64266.79,83566.06,3136.08,25019.93,29352.23,70396.19,3750.27,23057.13,22824.51,28370.38,2517.56,11714.89,16840.43,31204.86,37991.99,61286.84,103142.85,75356.63,16320.85,93740.69,224735.23,216068.57,37676.01,59679.71,99873.41,162602.94,58617.97,62045.4,67363.84,72759.21,5433.26,16329.57,27338.05
支付给职工以及为职工支付的现金,66.69,733.54,971.94,1828.1,176.7,927.46,1518.2,2802.77,245.1,659.28,1324.29,3078.72,384.76,1030.99,1742.36,3516.94,531.96,1061.03,1658.45,3586.14,400.92,1214.02,2226.58,3843.64,564.88,1475.98,2561.58,4429.61,749.14,2033.55,3521.74,5575.29,950.25,2353.82,4490.95,6918.44,1370.68,3676.03,5917.57,9679.07,1908.36,4786.46,7469.21,12672.65,2300.84,6305.56,9406.22,13609.87,2025.08,6315.3,9398.12,11163.84,634.26,2243.84,3586.57
支付的各项税费,860.06,2480.33,3090.55,4394.3,1244.92,2317.0,3956.37,5216.26,226.9,1422.85,2399.3,4938.57,453.09,1413.64,2547.4,5392.41,724.01,3062.01,6015.2,11049.3,1058.95,2532.7,4278.19,5265.8,945.34,1266.56,1500.98,5528.12,1210.64,4793.73,5897.04,7027.23,1564.12,3665.46,5291.17,7111.87,2598.41,4519.17,7120.46,9243.43,4504.19,8151.98,11598.27,14931.29,6192.08,12832.3,17470.57,20530.68,664.2,4693.91,6825.35,10293.41,182.88,192.11,183.83
支付的其他与经营活动有关的现金,1854.11,2824.47,3582.82,6308.68,3258.11,3583.35,4794.58,9879.85,936.44,3050.15,6208.88,10382.12,1444.67,4371.6,7144.0,10996.65,2993.44,7586.77,14381.24,15939.77,2981.05,8931.12,14482.24,18412.29,3557.56,8098.63,14272.99,16824.18,4297.77,8525.08,17729.84,15168.39,9803.72,16297.83,21372.96,12790.1,6437.13,10215.83,26403.5,20238.16,10889.29,14268.64,20168.61,24640.21,4500.75,9362.93,12381.31,21058.26,4455.05,24240.43,23638.79,19613.32,2685.17,3637.1,7275.01
经营活动现金流出小计,3329.31,7326.75,11738.67,16401.18,5245.03,10000.04,14051.47,22454.9,2060.51,6748.95,15373.54,23523.48,3471.79,13390.76,25161.03,93109.83,7649.16,20933.16,122765.39,124113.87,18415.6,46699.44,85253.82,111087.79,8203.86,35861.09,47687.78,97178.1,10007.81,38409.5,49973.13,56141.28,14835.65,34032.0,47995.51,58025.27,48398.21,79697.87,142584.39,114517.29,33622.69,120947.76,263971.32,268312.72,50669.67,88180.51,139131.51,217801.76,65762.31,97295.03,107226.09,113829.78,8935.57,22402.63,38383.45
经营活动产生的现金流量净额,-1605.86,-1447.12,-1243.22,2128.52,-1844.32,-602.37,-599.22,2566.86,2178.44,3299.43,802.4,1280.71,-435.27,1134.43,6718.43,-21541.82,14490.52,21202.15,-50490.06,-55872.12,-5843.26,-9887.25,-6876.69,-19544.8,360.04,-17291.98,-14880.4,-47138.61,-2219.61,-10098.69,-4859.84,461.96,3819.9,7048.54,1220.01,21731.99,-22133.03,-22888.65,-69712.29,-23188.27,-11343.38,-62714.3,-185831.1,-132051.87,-4114.96,14173.67,-26669.43,-76743.21,-47778.63,-56945.31,-47539.86,-32327.99,280.86,4794.64,5545.32
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,196.0,560.0,560.0,560.0,586.0,217.0,226.0,243.0,243.0,980.0,980.0,997.01,997.01,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,980.0,0.0,882.0,882.0,882.0,0.0,882.0,882.0,11097.0,0.0,820.71,1007.24
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,3633.4,0.0,0.0,0.0,2.0,0.0,0.0,0.0,28.3,0.0,0.0,0.26,7.36,0.0,0.0,0.0,0.0,0.0,12.78,12.78,12.93,0.0,0.0,0.0,0.0,0.0,10.9,10.9,0.75,0.0,0.0,0.0,5.9,0.0,7.0,31.0
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,-1.81,-1.81,-1.12,0.0,0.0,0.0,0.0,0.0,0.0,13.95
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2635.0,2635.0,3125.62,0.0,0.0,140.0,0.0,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流入小计,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,0.0,0.0,196.0,196.0,560.0,560.0,4160.0,4219.4,217.0,2961.0,2978.0,3470.62,980.0,980.0,1337.01,1225.31,980.0,980.0,980.26,992.55,980.0,980.0,980.0,980.0,980.0,992.78,992.78,992.93,980.0,980.05,980.05,980.0,0.0,891.1,891.1,881.63,0.0,882.0,882.0,11102.9,0.0,827.71,1132.19
购建固定资产、无形资产和其他长期资产所支付的现金,1713.64,8841.49,11714.54,12514.12,43.35,719.25,1740.62,3212.64,717.24,2298.12,3317.71,2242.63,258.49,3593.9,10246.64,14828.92,868.94,26322.98,38226.87,49072.5,2836.61,8219.59,15977.84,19024.95,1214.07,4036.51,7094.62,9362.48,1989.57,3602.4,4388.18,6566.4,2307.36,3648.4,4632.34,31113.72,43703.68,57539.98,62178.15,63980.07,5158.95,11994.34,21640.58,24981.78,3293.14,10785.34,13157.87,15023.18,30605.96,29946.76,30918.99,37878.44,837.17,2750.13,3127.43
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,1024.76,2800.0,2800.0,2800.0,2800.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,2140.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,0.0,0.0,0.0,28.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,1713.64,8841.49,11714.54,12514.12,43.35,719.25,3740.62,4237.4,3517.24,5098.12,7637.71,5042.63,258.49,3593.9,10246.64,14888.92,868.94,26351.86,38226.87,49072.5,2836.61,8219.59,15977.84,19024.95,1214.07,4036.51,7094.62,9362.48,1989.57,3602.4,4388.18,6566.4,2307.36,3648.4,4632.34,31113.72,43703.68,57539.98,62178.15,64080.33,6158.95,12994.34,22640.58,27121.78,3294.95,10785.34,13157.87,15165.28,30605.96,29946.76,30918.99,37878.44,837.17,2750.13,3127.43
投资活动产生的现金流量净额,-1713.64,-8841.49,-11714.54,-12511.9,-43.35,-719.25,-3740.62,-4237.4,-3517.24,-5098.12,-7637.71,-4692.63,-258.49,-3593.9,-10050.64,-14692.92,-308.94,-25791.86,-34066.87,-44853.1,-2619.61,-5258.59,-12999.84,-15554.33,-234.07,-3056.51,-5757.61,-8137.18,-1009.57,-2622.4,-3407.93,-5573.85,-1327.36,-2668.4,-3652.34,-30133.72,-42723.68,-56547.2,-61185.37,-63087.4,-5178.95,-12014.3,-21660.54,-26141.78,-3294.95,-9894.25,-12266.77,-14283.65,-30605.96,-29064.76,-30036.99,-26775.55,-837.17,-1922.42,-1995.24
吸收投资收到的现金,15062.8,15506.4,15506.4,15506.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156675.26,156800.0,156800.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0,0.0,-377.02,0.0,0.0,0.0,0.0,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,15506.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
