报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,94598.77,223008.49,320793.74,444726.83,116817.81,264044.31,420473.89,658115.71,164028.0,394855.94,557359.72,738825.1,210509.73,431834.3,650130.1,1008075.49,229420.65,537548.69,810140.63,1143406.43,293777.35,674716.68,1041249.47,1550440.68,351264.88,763634.86,1177747.35,1666306.8,487710.24,994587.44,1489947.18,1994513.34,527371.51,1122881.15,1633941.98,2245280.59,654227.81,1311269.19,1981905.22,2727458.25,591878.11,1439913.45,2118536.2,2806290.41,757468.79,1651694.61,2307896.66,3187375.43,723409.4,1469857.61
收到的税费返还,9.26,45.86,45.86,71.05,0.0,0.0,3.53,15.53,12.0,0.0,16.0,0.0,0.0,12.41,0.0,0.0,0.0,0.0,8.24,8.24,0.0,0.0,0.0,0.0,0.0,0.0,21.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,659.68,824.15,857.62,210.49,844.97,845.01,1352.61,106.88,602.83,2202.85,4663.63,0.89,2607.43
收到的其他与经营活动有关的现金,13331.73,4507.48,6066.63,2442.82,424.97,1724.32,8335.22,3000.4,5709.51,8759.84,9838.06,8291.41,337.31,12168.87,13615.92,7647.07,423.59,2374.58,7034.52,10041.85,884.42,3544.48,3805.49,6699.89,763.59,6319.31,8487.06,11628.99,3064.56,12009.13,15867.62,34960.64,18813.89,23051.73,26688.31,15881.7,2905.93,7978.2,27582.47,12504.29,2118.41,6338.6,9580.86,78332.96,41775.39,47639.46,118940.13,59959.55,16973.2,28894.25
经营活动现金流入小计,107939.76,227561.84,326906.22,447240.7,117242.78,265768.63,428812.63,661131.64,169749.5,403615.78,567213.78,747116.52,210847.04,444015.58,663746.02,1015722.56,229844.24,539923.26,817183.38,1153456.52,294661.77,678261.15,1045054.96,1557140.57,352028.46,769954.17,1186256.25,1677935.79,490774.8,1006596.56,1505814.8,2029473.98,546185.39,1145932.89,1660630.29,2261162.28,657133.74,1319907.07,2010311.84,2740820.15,594207.01,1447097.01,2128962.07,2885975.98,799351.07,1699936.9,2429039.64,3251998.61,740383.49,1501359.29
购买商品、接受劳务支付的现金,60935.03,150906.68,228369.07,343588.48,86812.81,184628.39,291666.31,423235.83,116381.28,246299.71,389736.64,510965.97,167185.25,345041.33,530393.37,741494.3,204380.43,418688.33,652122.1,919627.95,229239.68,462281.17,795047.54,1145815.96,269614.22,553274.81,880296.33,1273253.76,345060.87,683317.64,1051877.87,1419035.57,333799.08,709832.46,1108918.11,1566848.97,423660.96,852474.37,1327422.46,1906056.16,542945.87,1080999.03,1595904.02,2131057.55,608638.64,1181689.5,1784642.73,2351941.35,596668.82,1181583.45
支付给职工以及为职工支付的现金,2872.98,5518.3,8056.26,10732.25,3156.7,7626.07,11356.81,18906.17,5717.46,10735.02,15672.25,26061.15,7679.36,13633.57,18612.76,33766.84,6475.76,12623.44,20292.5,36692.14,12032.52,22123.15,31209.49,60727.59,14859.18,24599.22,39609.01,68646.1,17700.81,39904.61,54253.52,94690.08,17974.51,41418.44,58398.99,108539.93,27337.62,46231.96,66013.71,118786.09,29704.72,50851.69,74284.57,127826.33,32536.38,55909.93,84629.21,133818.51,40808.85,80415.7
支付的各项税费,5178.43,15406.08,22012.59,29515.88,10670.83,23705.21,33645.91,42119.79,10321.36,27991.96,37847.59,54736.28,17219.43,36357.98,48678.48,65757.62,13229.26,33835.52,50778.71,82958.08,15469.17,39291.31,61125.4,101598.43,15996.11,48299.98,72067.64,111504.15,27592.53,70138.87,106348.6,152342.5,37909.83,79432.15,118618.69,147824.42,44967.02,90839.04,134123.16,186416.37,42681.65,87073.3,132637.54,187772.16,39262.24,90140.48,129475.87,177588.57,45520.8,102843.77
支付的其他与经营活动有关的现金,27690.09,42238.71,56643.94,57353.78,27171.52,49905.38,75366.29,96180.17,28242.34,50391.07,88953.78,109298.24,27589.49,61137.46,96895.01,131495.41,46618.26,90922.91,130792.25,158957.16,51502.7,108411.72,112400.39,169503.69,53882.52,105895.28,147299.53,190367.62,33778.39,97452.25,155628.77,204719.41,73369.79,121075.09,183130.87,219998.92,68821.89,121214.82,203523.97,231085.75,65061.75,136830.29,203569.38,323750.95,86377.98,175251.5,223271.54,325669.46,86129.83,181620.56
经营活动现金流出小计,96676.53,214069.77,315081.87,441190.39,127811.85,265865.05,412035.33,580441.95,160662.43,335417.76,532210.26,701061.63,219673.53,456170.34,694579.61,972514.17,270703.71,556070.19,853985.57,1198235.33,308244.08,632107.35,999782.82,1477645.68,354352.03,732069.29,1139272.51,1643771.63,424132.59,890813.37,1368108.76,1870787.56,463053.21,951758.15,1469066.66,2043212.24,564787.49,1110760.19,1731083.3,2442344.38,680393.99,1355754.31,2006395.51,2770406.99,766815.24,1502991.41,2222019.35,2989017.89,769128.3,1546463.49
经营活动产生的现金流量净额,11263.22,13492.07,11824.36,6050.31,-10569.07,-96.42,16777.31,80689.69,9087.07,68198.02,35003.51,46054.88,-8826.49,-12154.76,-30833.6,43208.39,-40859.47,-16146.93,-36802.19,-44778.81,-13582.3,46153.81,45272.14,79494.89,-2323.57,37884.89,46983.74,34164.16,66642.21,115783.2,137706.04,158686.42,83132.18,194174.74,191563.63,217950.04,92346.25,209146.88,279228.54,298475.77,-86186.98,91342.7,122566.56,115568.99,32535.82,196945.49,207020.29,262980.72,-28744.81,-45104.2
收回投资所收到的现金,0.0,0.0,0.0,50.0,0.0,0.0,0.0,35.96,0.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,413.17,10413.17,20413.17,10637.5,0.0,51.97,51.97,15541.97,0.0,0.0,81.1,0.0,360.0,572.7,672.7,10000.0,24528.98,100.0,200.0,173374.46,14786.2,5000.0,5000.0,302217.24,71125.14,348589.74,396662.13,672556.37,79185.79,84085.79,310922.55,315228.82,46940.73,1564725.13
取得投资收益所收到的现金,100.0,252.89,376.36,257.42,706.84,710.88,768.38,717.04,0.0,514.18,514.18,514.18,300.0,208.8,545.3,500.0,1011.83,1011.83,1029.72,910.02,150.0,155.2,155.2,155.2,49.49,1113.65,2075.58,4225.49,852.68,2574.7,4012.38,8769.34,1673.82,6072.79,9012.75,16363.05,3073.58,7826.67,9449.8,18575.84,3701.28,10673.58,12366.08,28753.83,7883.53,15165.73,1162.22,5614.79,114.79,55676.89
处置固定资产、无形资产和其他长期资产所收回的现金净额,1.22,1.68,8.79,3.55,13.49,13.97,13.97,23.05,1.91,27.29,29.36,50.83,7.79,8.05,99.56,423.67,14.06,20.28,40.68,1926.58,1.29,1108.81,1111.05,1201.3,2.19,2.2,4.35,10.36,4.11,9.11,9.53,27.1,1.72,5.66,6.35,12.7,3.3,629.06,629.43,651.9,0.84,6.23,7.25,6235.1,0.45,0.53,19.02,16.08,0.0,1290.83
