报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
销售商品、提供劳务收到的现金,38201.1,80844.43,121697.09,177247.43,42627.84,93764.94,125414.47,175877.48,42833.27,96511.67,170363.45,250437.53,51855.25,125006.75,210632.7,303908.26,115187.77,209626.08,326077.07,439810.92,121684.81,215883.41,349611.63,500439.72,136605.55,243854.35,367775.09,517879.57,147225.86,270533.64,809994.48,1137917.86,322740.11,560224.21,892260.55,1249982.6,254144.25,462792.46,900479.07,1041975.07,277343.07,568196.75,944983.67,1321178.19,693711.0,1367231.38,2231615.35,3062075.45,803504.36,1546697.3,2473339.17,3390528.91,796889.41
收到的税费返还,1308.66,3323.0,5303.45,7803.49,755.6,2606.33,4078.37,5314.7,6212.05,8849.52,12809.06,16632.69,7189.37,11915.6,17584.75,22825.49,4201.99,9514.2,17110.0,20047.96,7571.66,9177.35,14813.77,21874.17,2587.98,9381.64,15541.41,19086.8,5271.99,14307.81,16643.92,26384.18,10763.07,32443.84,47659.1,52094.87,13045.79,26437.41,30255.21,42282.84,16617.47,29998.07,44368.83,65696.22,51055.06,63587.11,96408.35,127230.45,22076.27,34753.05,74286.18,95299.9,20603.47
收到的其他与经营活动有关的现金,512.56,900.66,1415.23,946.64,539.28,1206.89,834.38,2402.93,3351.3,4391.22,6161.17,15602.64,3860.8,6310.44,6967.64,5135.49,9052.25,11834.18,10222.18,35335.74,1917.75,5165.29,11598.81,24395.23,1893.21,6340.29,8686.79,20275.68,2033.46,5205.06,22340.08,40844.33,15409.56,41016.4,51938.69,99710.28,13710.79,20336.13,61967.73,67714.88,11604.9,53907.45,103399.69,107019.21,35721.87,43973.96,53252.23,96459.38,24478.47,30809.21,49574.96,107171.5,22122.15
经营活动现金流入小计,40022.32,85068.09,128415.76,185997.55,43922.73,97578.17,130327.22,183595.11,52396.63,109752.41,189333.68,282672.86,62905.41,143232.79,235185.09,331869.25,128442.01,230974.46,353409.24,495194.62,131174.21,230226.05,376024.21,546709.12,141086.74,259576.28,392003.29,557242.04,154531.31,290046.51,848978.47,1205146.36,348912.75,633684.45,991858.34,1401787.75,280900.83,509566.0,992702.01,1151972.79,305565.44,652102.28,1092752.18,1493893.63,780487.94,1474792.45,2381275.93,3285765.28,850059.1,1612259.56,2597200.32,3593000.31,839615.02
购买商品、接受劳务支付的现金,27231.95,62061.24,100779.96,146716.02,37911.49,67148.27,85280.79,127171.76,32710.31,66098.11,117541.57,181923.98,47276.55,101335.49,173771.85,227476.28,102795.23,178874.43,259909.87,366114.87,80677.54,164764.92,274449.38,382529.54,110342.4,178936.56,288995.45,330124.21,141560.3,224114.38,568635.07,816816.12,207558.97,415564.08,622341.35,726022.16,313704.96,543554.93,813640.04,817261.34,329189.46,514950.22,745588.1,1010044.63,596007.42,1110610.0,1722904.26,2417981.22,645593.6,1238156.0,1917034.6,2579583.54,673243.01
支付给职工以及为职工支付的现金,3512.53,6908.7,10509.49,15576.25,3750.74,7840.99,11818.26,18530.41,6464.14,12703.01,19347.36,25908.8,7770.72,15352.63,23288.33,36936.16,10374.55,23489.85,33410.59,45157.51,12535.99,24715.11,38073.52,51130.61,14804.07,27920.26,42905.82,57428.3,18464.68,34589.12,99882.74,131700.1,43161.97,85477.93,130320.13,157413.03,46199.38,85197.25,129227.18,152563.34,42046.37,83500.75,127963.97,173266.27,86653.79,166476.54,263941.64,352153.64,103531.83,195152.42,295752.67,390306.84,99859.09
支付的各项税费,1649.12,2226.44,3203.61,4305.25,1316.58,2565.35,3506.35,3968.12,1769.72,3411.34,5006.61,7725.34,1840.87,3739.24,8436.67,9186.49,5833.81,7750.65,15371.21,10816.36,2900.3,10692.62,12063.95,11338.84,962.48,2316.96,3257.93,5204.54,1562.13,2896.56,19641.12,46259.89,6618.9,13593.92,18384.82,25953.52,4413.74,15259.71,22749.28,26225.37,10577.25,18303.06,23764.64,24180.08,10861.43,36565.82,70080.78,82659.19,5393.05,22783.9,45554.02,62279.39,15611.41
支付的其他与经营活动有关的现金,2322.15,5103.18,7782.59,7595.8,3233.9,5672.42,9027.16,11575.14,6193.02,12153.86,17993.72,23506.94,5911.52,8942.69,15267.15,22725.69,8940.13,9924.22,18611.95,19810.16,6220.81,10270.23,17251.02,20015.52,4060.37,8966.39,14472.6,22316.26,6130.78,14720.87,59194.77,71801.89,23212.03,35372.73,53825.19,46491.24,17839.11,23466.48,68746.31,57862.04,16940.42,48723.7,65786.16,94282.32,35506.79,65522.83,99598.37,76449.54,32755.8,54510.6,84604.11,84764.46,34362.28
经营活动现金流出小计,34715.76,76299.56,122275.64,174193.33,46212.71,83227.03,109632.56,161245.44,47137.19,94366.31,159889.26,239065.06,62799.66,129370.04,220764.0,296324.61,127943.72,220039.15,327303.62,441898.89,102334.64,210442.87,341837.88,465014.51,130169.32,218140.16,349631.8,415073.31,167717.9,276320.94,747353.7,1066577.99,280551.87,550008.67,824871.49,955879.95,382157.19,667478.38,1034362.81,1053912.09,398753.51,665477.73,963102.88,1301773.29,729029.43,1379175.19,2156525.05,2929243.59,787274.28,1510602.91,2342945.39,3116934.23,823075.79
经营活动产生的现金流量净额,5306.56,8768.53,6140.12,11804.23,-2289.99,14351.14,20694.66,22349.67,5259.44,15386.09,29444.42,43607.8,105.75,13862.75,14421.09,35544.64,498.29,10935.31,26105.62,53295.72,28839.58,19783.18,34186.33,81694.61,10917.42,41436.11,42371.49,142168.73,-13186.59,13725.56,101624.77,138568.38,68360.87,83675.77,166986.85,445907.8,-101256.36,-157912.38,-41660.8,98060.7,-93188.07,-13375.46,129649.31,192120.34,51458.51,95617.26,224750.88,356521.69,62784.82,101656.65,254254.92,476066.08,16539.23
