报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
销售商品、提供劳务收到的现金,348455.27,783699.92,1246965.95,1556165.32,402580.74,867345.63,1440405.58,1798661.25,434050.63,1032739.22,1692708.11,2040905.17,457999.64,1160299.89,1850650.52,2286512.07,573883.14,1303268.03,2080463.15,2530964.99,609937.71,1472740.05,2369765.37,2801768.19,682343.74,1617135.49,2665070.24,3128249.46,794119.57,1822560.22,2782972.23,3145996.74,780295.46,1717536.88,2631503.76,3017138.83,727654.56,1587295.42,2506693.22,2927707.82,727602.88,1611345.33,2553207.12,2961913.76,812112.33,1737672.18,2713204.26,3188059.79,825429.56,1789410.63,2724193.38,3304823.31,579811.39,1645659.31,2648192.35,3224936.56,868793.44
收到的税费返还,1261.85,2995.4,4197.66,6767.21,812.31,3201.06,4723.56,7026.52,1244.39,3368.87,6122.45,11675.93,7080.83,10836.95,12366.7,10567.11,3961.88,7230.76,9164.49,12187.45,1056.43,808.01,1211.53,1968.55,1160.16,422.9,426.55,447.79,787.35,954.62,961.87,2180.8,463.83,465.4,465.4,1002.87,1101.82,1143.6,1198.54,2280.85,851.29,1136.37,1423.02,2816.9,698.34,1244.1,1346.13,2975.72,1470.98,1502.37,1682.14,1851.68,1464.57,1552.13,1699.28,1707.36,1030.5
收到的其他与经营活动有关的现金,16738.15,49719.35,88655.76,105973.59,20334.17,40713.58,59455.78,77038.62,14748.05,38687.05,60395.68,71888.28,20108.89,46919.12,65500.81,92486.32,16330.37,50971.41,77910.13,116668.61,30804.48,58433.07,88353.68,123923.92,18519.82,67993.4,108743.61,143788.63,35197.15,75689.91,103104.03,134583.58,19625.36,73524.19,90328.86,112458.16,13773.08,70237.84,66839.77,98721.38,21025.56,41136.91,59847.13,79730.69,17450.28,39657.74,127368.54,166502.2,45633.88,74839.49,102330.17,180796.16,20254.53,70202.17,109576.26,173311.57,25445.86
经营活动现金流入小计,366455.27,836414.67,1339819.37,1668906.11,423727.22,911260.27,1504584.92,1882726.39,450043.07,1074795.14,1759226.24,2124469.38,485189.37,1218055.95,1928518.03,2389565.5,594175.39,1361470.2,2167537.77,2659821.05,641798.61,1531981.13,2459330.58,2927660.66,702023.73,1685551.78,2774240.4,3272485.88,830104.07,1899204.75,2887038.13,3282761.12,800384.65,1791526.46,2722298.02,3130599.86,742529.46,1658676.86,2574731.52,3028710.05,749479.73,1653618.61,2614477.28,3044461.35,830260.95,1778574.02,2841918.92,3357537.71,872534.42,1865752.49,2828205.69,3487471.16,601530.49,1717413.62,2759467.89,3399955.49,895269.8
购买商品、接受劳务支付的现金,181728.78,449247.34,749348.07,956625.74,230580.47,509838.14,808136.22,1012986.55,197327.1,462628.63,785838.93,1008685.03,191320.73,553411.79,900141.63,1180418.75,280976.87,681484.76,1102047.47,1427499.63,276171.65,622411.48,1091704.92,1409903.15,301873.06,721326.5,1253803.79,1635752.02,359767.1,864011.2,1406412.83,1747250.16,316709.34,746578.57,1239942.09,1585212.61,295298.31,692662.4,1076351.14,1391523.61,300180.89,667188.28,1109207.09,1453305.7,304787.63,725779.66,1209978.68,1576979.56,356006.48,788525.74,1271948.19,1645102.12,274592.07,625481.89,1132412.11,1526395.39,319760.37
支付给职工以及为职工支付的现金,26066.98,51346.32,81355.62,112730.74,32305.9,71163.81,112282.31,153804.49,41131.8,81839.62,128887.34,175003.83,45094.12,88630.31,139960.83,197236.34,55014.76,107865.13,170035.34,243787.6,70508.01,137357.6,217161.82,294078.27,79429.53,154581.34,250205.44,337405.39,93919.58,180525.49,286874.97,381509.45,100816.02,191977.21,301210.25,403114.59,103775.94,194504.03,315255.27,429009.42,109024.66,204055.65,322785.53,432657.74,114048.53,217132.76,343640.43,461650.78,119031.01,227971.81,364297.11,483026.87,104092.11,201672.73,332643.06,447112.89,121488.67
支付的各项税费,46469.31,121438.72,214723.44,281372.18,53854.05,144639.93,266206.84,348101.7,76134.96,181707.49,306939.83,389167.88,74572.82,199194.24,335354.09,430207.96,95435.03,241876.18,408855.87,493159.62,113719.96,261444.31,438935.33,560501.91,106106.83,262972.33,446013.54,554135.08,107583.58,267705.94,447676.13,545335.34,95652.46,244625.32,407160.63,492097.23,96201.83,231122.79,431176.07,526119.98,102729.09,256448.89,446675.97,528340.08,104302.42,261481.36,442683.72,501613.17,137373.75,289957.23,435096.55,521066.82,76040.47,217200.25,396948.98,494378.91,103903.07
支付的其他与经营活动有关的现金,32384.96,77518.53,143175.86,208768.06,46632.13,106013.52,154754.5,216885.04,42873.96,89497.22,153339.24,215512.51,39567.52,111026.33,191602.01,253299.68,50170.66,117543.02,211892.36,308143.29,62026.48,153337.42,270879.31,352817.65,55565.27,164274.58,290488.25,405078.27,80472.31,200098.68,328888.63,439602.74,76990.81,166233.43,287624.09,392718.86,70221.79,161954.2,293735.64,384967.92,82559.22,174059.65,302943.33,407804.24,74930.37,174391.28,300981.91,418093.36,84481.42,177490.9,312829.51,436620.08,84873.02,176609.05,306064.25,436726.08,103531.18
经营活动现金流出小计,286650.03,699550.9,1188602.99,1559496.72,363372.55,831655.42,1341379.87,1731777.79,357467.82,815672.95,1375005.33,1788369.25,350555.18,952262.66,1567058.56,2061162.73,481597.32,1148769.1,1892831.04,2472590.14,522426.11,1174550.82,2018681.38,2617300.99,542974.68,1303154.74,2240511.03,2932370.77,641742.57,1512341.32,2469852.55,3113697.69,590168.62,1349414.53,2235937.06,2873143.29,565497.88,1280243.41,2116518.12,2731620.93,594493.86,1301752.48,2181611.91,2822107.76,598068.95,1378785.06,2297284.75,2958336.87,696892.67,1483945.68,2384171.36,3085815.9,539597.67,1220963.93,2168068.39,2904613.26,648683.29
经营活动产生的现金流量净额,79805.23,136863.77,151216.38,109409.39,60354.66,79604.85,163205.05,150948.59,92575.26,259122.19,384220.9,336100.13,134634.19,265793.29,361459.47,328402.77,112578.07,212701.1,274706.73,187230.9,119372.5,357430.31,440649.19,310359.68,159049.04,382397.04,533729.37,340115.12,188361.5,386863.43,417185.58,169063.43,210216.02,442111.93,486360.96,257456.58,177031.58,378433.45,458213.4,297089.12,154985.87,351866.13,432865.36,222353.59,232192.0,399788.97,544634.18,399200.84,175641.76,381806.81,444034.33,401655.26,61932.82,496449.69,591399.5,495342.24,246586.51
