报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
销售商品、提供劳务收到的现金,3659.17,3600.46,10398.54,1274.85,1641.95,4069.9,5220.56,7983.28,2270.58,3575.36,10238.94,26180.96,10827.32,25621.31,50608.05,74679.12,22485.34,61412.22,94217.97,103147.24,18477.4,60291.78,81676.19,86262.08,26017.28,43890.13,92208.34,141971.16,5365.34,40347.67,67851.43,118894.81,28587.76,62081.45,91847.03,128691.51,23969.81,57316.63,78738.79,117180.19,69539.56,173022.28,264739.97,289087.77,82718.97,207664.02,305545.93,345286.06,62559.89,110150.34,198555.29,274746.71,60286.67,90785.27
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.43,0.0,0.1,0.21,0.31,0.0,1.12,2.49,3.13,0.0,0.0,0.0,0.0,0.0,0.11,0.0
收到的其他与经营活动有关的现金,1129.82,3171.5,3274.14,2312.02,341.33,321.41,8606.03,2148.0,2303.13,5471.63,25555.58,9976.31,18847.66,12944.28,17710.46,18836.17,6438.01,22503.59,23744.11,11669.54,36157.1,33812.7,20473.02,20315.9,14982.78,46125.71,66158.13,75140.53,33748.36,52164.14,103903.49,106149.87,8906.79,18299.28,9699.75,20704.44,10991.36,19336.97,26189.88,22045.6,477.14,22135.65,28120.2,10577.86,5846.28,18907.41,30000.61,22624.53,10095.5,23915.64,16761.33,9730.02,3338.36,1655.47
经营活动现金流入小计,4788.99,6771.97,13672.68,3586.87,1983.28,4391.31,13826.59,10131.28,4573.71,9046.99,35794.52,36157.27,29674.98,38565.59,68318.51,93515.3,28923.35,83915.82,117962.08,114816.78,54634.5,94104.48,102149.22,106577.98,41000.06,90015.84,158366.47,217111.69,39113.7,92511.82,171754.92,225044.68,37494.55,80380.72,101546.77,149395.95,34961.18,76654.92,104930.1,139225.79,70016.79,195158.14,292860.48,299665.63,88566.38,226573.92,335549.66,367910.59,72655.39,134065.98,215316.62,284476.74,63625.14,92440.74
购买商品、接受劳务支付的现金,3566.47,5698.56,12960.26,0.0,1203.06,0.0,13106.33,11417.21,1017.68,303.21,6392.78,33142.0,20064.6,54543.3,83949.84,95121.55,17486.49,72017.52,115019.37,109962.88,43144.24,65291.55,100427.13,134182.44,26849.42,69473.33,104918.29,131974.83,15338.5,66628.44,82414.28,98913.39,11568.26,15020.16,23492.8,17370.65,15173.45,18499.25,22435.57,28276.81,36285.29,142915.78,188768.94,106959.79,19650.56,75796.54,110159.21,50058.57,20484.49,14817.09,31914.49,17736.8,10409.88,12947.29
支付给职工以及为职工支付的现金,44.01,76.79,118.49,60.95,204.05,398.51,577.28,834.03,330.54,474.98,710.03,1106.07,269.2,637.61,985.59,1488.31,430.38,908.97,1369.93,2095.61,600.26,1139.28,1800.96,2884.13,728.13,1386.18,2445.47,3304.85,901.18,2112.13,6302.7,9804.43,4531.92,7605.8,11539.62,16322.18,4414.78,7533.98,10970.42,13886.83,4719.84,9907.69,14087.23,22533.54,5669.88,11163.62,15678.99,21589.1,4030.46,8626.15,11761.72,16973.58,4247.44,8375.18
支付的各项税费,54.03,128.49,617.81,33.27,426.94,895.06,1115.91,1476.69,452.62,2720.76,3084.23,3905.62,176.99,1316.52,1428.53,3584.05,1733.75,3170.16,4240.19,6822.92,1439.9,2425.94,3247.74,4622.65,2002.65,6641.0,10616.21,12805.23,1086.84,3800.61,23003.34,53890.43,11984.72,19696.82,27623.52,48221.81,5118.71,9714.71,15780.82,30114.95,10668.17,22998.63,32992.78,68000.99,18531.17,35968.43,53999.28,114702.35,23160.64,52358.45,93411.81,120734.04,16157.5,30884.92
支付的其他与经营活动有关的现金,1031.73,720.79,460.74,336.89,688.15,942.45,1189.36,3666.76,2112.77,31877.06,59996.45,16258.93,19937.02,3269.36,13146.69,6121.33,5283.47,10058.9,11031.66,13075.76,8139.45,9363.31,10938.05,12816.94,10692.96,9635.07,17808.76,20697.62,10175.75,30200.19,35002.48,51305.68,8891.09,27799.95,30948.32,58591.81,4278.16,19736.7,39754.54,42223.12,4732.46,24700.34,40333.79,54381.46,12168.18,39646.27,57571.43,45820.04,8179.11,27568.76,36034.67,47724.41,11172.4,16349.31
经营活动现金流出小计,4696.24,6624.62,14157.3,431.11,2522.2,2236.03,15988.88,17394.69,3913.6,35376.0,70183.49,54412.61,40447.82,59766.8,99510.64,106315.24,24934.09,86155.55,131661.15,131957.17,53323.84,78220.08,116413.88,154506.16,40273.16,87135.58,135788.74,168782.52,27502.27,102741.36,146722.8,213913.93,36975.99,70122.73,93604.26,140506.46,28985.1,55484.63,88941.36,114501.71,56405.76,200522.44,276182.73,251875.78,56019.78,162574.87,237408.91,232170.06,55854.7,103370.46,173122.69,203168.84,41987.22,68556.7
经营活动产生的现金流量净额,92.75,147.35,-484.63,3155.77,-538.92,2155.29,-2162.29,-7263.41,660.11,-26329.01,-34388.97,-18255.34,-10772.84,-21201.21,-31192.14,-12799.95,3989.26,-2239.73,-13699.07,-17140.38,1310.66,15884.4,-14264.67,-47928.18,726.9,2880.25,22577.73,48329.17,11611.43,-10229.54,25032.12,11130.75,518.56,10257.99,7942.51,8889.49,5976.08,21170.29,15988.74,24724.08,13611.03,-5364.3,16677.75,47789.85,32546.6,63999.05,98140.75,135740.53,16800.69,30695.53,42193.93,81307.9,21637.91,23884.05
