报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,13566.0,29330.71,48051.44,74119.42,16142.86,34569.49,56627.4,80339.18,17120.96,36519.56,66093.07,98974.3,28429.69,52462.58,77731.72,104664.53,29490.61,59707.84,111133.9,144719.17,42424.6,85103.29,132313.53,190549.3,51448.59,109033.22,168836.95,227556.07,59584.13,106414.73,170569.32,227399.2,68853.6,143370.28,225219.57,313024.34,82548.63,180064.66,284401.75,392054.49,95325.2,214114.11,332832.07,463341.91,107622.32,246713.73,361005.48,462142.76,131949.21,280298.6
收到的税费返还,535.14,1268.44,2100.07,1651.55,30.25,84.41,129.23,439.22,621.59,792.26,805.03,971.83,108.26,489.25,1112.19,1661.01,640.96,896.88,1583.76,2360.73,1841.94,3172.47,3995.17,4987.26,88.52,632.02,1871.68,2305.28,938.52,1541.63,4005.04,5676.16,147.91,2863.07,4335.2,6354.29,1286.04,3839.0,7883.03,11747.59,2325.39,4874.54,8829.66,12782.93,1322.79,7187.08,14394.68,17472.38,3861.93,7013.02
收到的其他与经营活动有关的现金,317.82,500.22,1319.25,1883.29,312.75,725.63,837.6,922.16,344.12,923.65,802.88,1948.33,1688.31,3979.97,5636.59,6237.59,1187.17,539.52,568.27,943.63,939.52,1793.08,3155.97,6957.94,462.39,804.12,3174.34,3871.56,552.69,1831.06,2830.15,4699.82,869.6,2424.94,3406.8,7612.06,1557.3,6572.88,6414.42,9652.3,5155.76,6652.32,13460.73,12719.59,3554.45,8316.02,31518.76,48167.74,6119.44,14923.91
经营活动现金流入小计,14418.97,31099.37,51470.76,77654.27,16485.85,35379.54,57594.23,81700.55,18086.67,38235.47,67700.98,101894.46,30226.26,56931.8,84480.5,112563.13,31318.73,61144.24,113285.93,148023.52,45206.06,90068.85,139464.67,202494.5,51999.5,110469.37,173882.97,233732.92,61075.35,109787.43,177404.52,237775.18,69871.11,148658.3,232961.57,326990.69,85391.96,190476.55,298699.21,413454.38,102806.35,225640.96,355122.47,488844.42,112499.55,262216.84,406918.91,527782.88,141930.58,302235.53
购买商品、接受劳务支付的现金,8215.75,17915.82,25550.8,39382.33,8181.68,23318.08,33496.86,47062.73,8726.01,25408.38,34297.88,41227.09,8838.48,25174.51,36972.44,45845.19,16287.41,37163.76,75249.89,85594.37,27420.67,56186.85,86382.79,123281.95,24418.14,53332.19,77685.81,108072.09,35620.04,55261.2,89618.16,103406.41,42803.13,84032.28,126848.12,162391.79,45106.41,94302.04,140053.97,188826.89,55786.33,113831.14,164459.8,204376.73,58200.52,119888.87,176874.14,207821.83,43876.42,95840.59
支付给职工以及为职工支付的现金,2023.14,3779.33,6224.16,7623.18,2578.04,4870.55,7275.15,9463.11,2858.23,5577.63,7979.2,12092.81,3512.08,7150.04,10968.84,15595.06,4964.16,9447.43,14014.05,20335.84,6240.52,12299.85,18339.89,26047.85,8204.9,15151.99,23035.12,29980.2,9537.46,17637.02,26950.9,36508.27,11370.49,21866.79,32972.97,43458.79,13592.85,25837.73,39446.21,54436.89,17443.82,35141.15,50717.36,72154.37,23918.59,46006.7,71475.82,96085.11,27371.92,52491.67
支付的各项税费,2743.97,6798.0,7634.89,8867.82,1950.96,4205.72,7235.24,7483.27,1492.14,3746.44,6399.75,7481.88,3696.13,6057.36,7001.58,8061.33,1851.57,4683.37,5275.68,7589.74,2501.73,6714.43,7938.98,9457.02,5294.71,11645.67,12694.64,14361.84,4838.15,9073.72,12430.77,14954.62,7728.06,12812.54,19137.88,23180.18,8863.98,14561.39,20911.85,27738.15,9978.82,18220.42,26716.09,30002.75,17133.32,28491.73,38444.18,41309.96,10364.92,21221.97
支付的其他与经营活动有关的现金,2256.79,3717.83,6584.11,8128.73,2666.65,4009.69,6296.63,9271.13,2529.74,4304.62,8452.78,9349.0,3485.98,6334.27,9491.52,13114.39,3393.13,5264.16,7480.25,14752.09,1931.61,7981.66,10742.0,19324.76,6091.69,15492.48,19192.31,32289.42,8772.04,20081.28,34483.59,50045.01,12691.72,28826.1,46764.19,78428.52,18331.48,41685.7,65242.9,99142.47,32801.17,64536.24,101282.79,127686.49,39407.38,74873.7,122117.79,175776.4,37076.12,71769.81
经营活动现金流出小计,15239.65,32210.99,45993.97,64002.05,15377.32,36404.04,54303.88,73280.23,15606.12,39037.07,57129.61,70150.79,19532.67,44716.18,64434.38,82615.98,26496.27,56558.72,102019.87,128272.04,38094.53,83182.79,123403.66,178111.58,44009.43,95622.33,132607.88,184703.55,58767.69,102053.22,163483.42,204914.31,74593.39,147537.72,225723.16,307459.29,85894.72,176386.86,265654.93,370144.4,116010.13,231728.95,343176.05,434220.33,138659.81,269261.0,408911.93,520993.3,118689.38,241324.03
经营活动产生的现金流量净额,-820.68,-1111.62,5476.79,13652.21,1108.53,-1024.51,3290.35,8420.32,2480.54,-801.6,10571.37,31743.68,10693.59,12215.62,20046.11,29947.16,4822.47,4585.53,11266.06,19751.48,7111.53,6886.06,16061.0,24382.92,7990.07,14847.04,41275.09,49029.37,2307.66,7734.21,13921.09,32860.87,-4722.28,1120.58,7238.41,19531.41,-502.75,14089.69,33044.28,43309.97,-13203.78,-6087.99,11946.42,54624.09,-26160.26,-7044.16,-1993.01,6789.58,23241.2,60911.49
