报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
货币资金,154430.86,108235.4,191316.53,305443.2,288369.9,258461.6,292303.4,310135.3,435818.1,385087.7,298011.4,526921.7,478890.2,472621.7,523221.3,465569.6,603062.5,686076.8,705010.5,778812.6,687664.2,493130.5,730453.5,522153.9,497098.0,370541.4,366905.4,477104.7,452116.3,314155.5,420808.4,366738.7,392454.2,398948.2,616045.6,448716.6,876807.0,504175.1,645027.0,632599.8,678638.7,573710.2,753634.7,559631.4,947467.7,507769.0,1123967.0,972915.2,1005540.0,657990.8,845454.0
交易性金融资产,53106.7,74028.24,91223.14,92434.0,136930.5,66768.0,84883.0,38655.3,13919.2,9118.1,9852.2,9177.2,20274.8,20752.5,50657.5,52566.1,54573.1,38525.6,39311.7,18613.4,25394.9,37844.0,28277.0,40509.2,37176.0,16057.0,41452.3,45967.9,29345.7,46569.8,38172.9,42766.9,49628.4,24287.7,18768.6,13329.4,17387.7,14499.8,17813.4,14116.0,17966.2,18711.7,18573.4,19488.0,63408.0,20558.0,20417.9,19367.6,19101.1,20711.3,17981.3
衍生金融资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.5,643.0,4905.5,8569.2,6916.7,11085.9
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307215.9,0.0,0.0,0.0,1203668.1,0.0,1233253.6,0.0,1306226.6,0.0,1746726.8,0.0,1777359.0,1836367.1,2010065.1,2016216.2,1931946.6,2018721.6,2157180.6,1971796.8
应收票据,6246.06,18462.02,17672.82,75774.7,38957.9,61053.8,63103.0,85340.6,48222.0,39151.2,42436.1,169084.5,151703.6,284088.9,321606.4,50858.5,41024.0,43059.1,76012.8,103052.8,80875.3,55796.5,55173.4,77810.9,76890.7,124616.7,123150.0,137628.6,148832.5,147013.5,157046.6,159169.4,132570.6,113680.8,97059.6,136963.2,158086.2,87077.6,116093.6,153619.1,141846.3,109625.0,108436.7,137686.4,124352.0,0.0,0.0,142354.7,0.0,116038.0,127536.6
应收账款,696801.26,892639.63,858815.03,889976.9,1015308.3,981415.1,786070.6,419373.1,359450.3,310708.7,289240.9,386260.4,703928.1,945274.0,1254803.5,812983.6,1079529.9,1195366.5,1060859.3,811078.4,686394.2,1034937.6,811550.5,823803.3,953332.7,1272555.6,1218588.5,1006648.9,1141398.5,1407949.4,1393947.5,1148046.5,1304826.6,1277812.3,1285317.1,1066704.9,998793.6,1146176.0,1134099.6,1152607.5,1415459.2,1637101.8,1554618.4,1639672.6,1712015.1,0.0,0.0,1789591.9,0.0,2041142.6,1844260.2
预付款项,236973.22,277040.84,301337.41,169393.5,388506.8,333113.1,205930.8,101439.1,103523.4,73822.3,76188.4,107355.9,297837.6,228542.5,191752.7,243344.7,306077.4,201165.7,183686.7,193049.6,252440.6,203527.5,198498.9,121304.2,183369.5,252011.9,320320.2,339380.4,492993.9,538518.6,617774.1,522335.1,559888.5,338932.9,398386.7,329019.4,298410.2,235515.4,210074.1,216598.2,252725.2,239303.0,284921.2,214772.1,286748.0,310922.0,321575.3,686129.7,306323.8,321290.9,354309.0
应收利息,0.0,0.0,0.0,499.7,561.5,718.8,470.9,241.2,292.5,583.4,807.9,0.0,0.0,0.0,0.0,473.2,503.1,270.5,284.9,202.0,201.7,514.1,867.9,1441.0,2766.3,568.8,594.9,74.7,449.7,725.3,1247.9,396.8,163.6,198.3,969.4,1084.2,726.6,870.8,1101.9,925.0,888.1,858.0,1349.0,1909.2,2528.8,0.0,0.0,0.0,0.0,0.0,0.0
应收股利,445.77,439.09,432.86,212.5,204.2,199.5,199.1,1079.2,1080.4,1080.1,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4,151.5,336.2,1042.7,1261.1,1260.5,330.0,1234.5,379.3,896.8,771.6,4195.9,4105.5,4205.5,4468.7,440.8,440.8,0.0,0.0,0.0,0.0,0.0,0.0
其他应收款,91420.86,81797.47,68745.14,114724.6,93570.7,71220.1,103200.2,88411.6,84802.4,84701.6,88839.8,112348.9,157684.7,205629.6,237538.6,223627.2,336068.8,310919.5,386691.3,270966.5,231733.9,229850.3,285433.1,211443.5,246778.9,272916.3,292120.2,280506.1,277320.4,287767.9,281493.1,257497.5,279802.9,282722.6,250618.7,325365.0,359066.7,391865.4,420250.0,934788.7,944752.2,824397.6,1285135.1,825973.6,818099.2,873869.3,1140504.8,0.0,0.0,0.0,0.0
