报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
收到原保险合同保费取得的现金,2533800.0,5091800.0,7413900.0,10090100.0,3272700.0,6536500.0,9656500.0,12861600.0,4740400.0,9107400.0,13324800.0,11309300.0,4557200.0,8210800.0,11828900.0,15877700.0,6640300.0,11212500.0,15546800.0,20414700.0,7148800.0,12278900.0,17389700.0,23104500.0,7680300.0,13775100.0,19775400.0,26820300.0,9637000.0,16692500.0,23800900.0,32801200.0,10678000.0,18993200.0,27477600.0,39226600.0,13235700.0,23428100.0,33548300.0,49393900.0,17243200.0,30496400.0,42788400.0,60496900.0,21422800.0,36931400.0,52482300.0,71202000.0,24323500.0,41564700.0
收到再保业务现金净额,0.0,-8800.0,-32100.0,0.0,3700.0,0.0,0.0,0.0,-14300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与经营活动有关的现金,403200.0,799300.0,1040000.0,143800.0,161200.0,242200.0,439700.0,336200.0,191300.0,254000.0,446100.0,1039100.0,35600.0,215500.0,245900.0,609600.0,42900.0,182300.0,308500.0,243700.0,78800.0,298700.0,599200.0,776900.0,161000.0,1354300.0,2308300.0,2039200.0,1041600.0,2275200.0,3331500.0,2615800.0,355600.0,2007500.0,3399400.0,6861700.0,1717100.0,3840600.0,4376600.0,10300300.0,3112900.0,4016400.0,7417300.0,12110400.0,4295600.0,6201800.0,6973300.0,12438800.0,2745800.0,7276000.0
保户储金净增加额,49300.0,89600.0,113100.0,0.0,23700.0,185500.0,188200.0,208300.0,56100.0,72800.0,51200.0,4230800.0,1421300.0,2993600.0,4086100.0,4467400.0,1110500.0,2307300.0,2953500.0,3602900.0,805300.0,1940500.0,2831200.0,3380300.0,987500.0,2066000.0,2878200.0,3175800.0,671700.0,1493800.0,2250700.0,2098500.0,784900.0,1762300.0,2395600.0,3285800.0,1355200.0,2714400.0,3627100.0,4612100.0,1821500.0,3168500.0,4232600.0,5089200.0,2989200.0,4229800.0,5066800.0,5693600.0,2193600.0,3162900.0
经营活动现金流入小计,3707300.0,6150900.0,9104100.0,11849300.0,3763100.0,7361300.0,11799800.0,17063100.0,6182300.0,14481900.0,19081200.0,23904000.0,7623000.0,13781600.0,19589700.0,26414000.0,10528100.0,17896100.0,32086700.0,44981100.0,26446800.0,51444600.0,59782900.0,87970000.0,34806000.0,47680700.0,61456600.0,72977900.0,35066000.0,50684000.0,62567800.0,83522300.0,29880300.0,67374100.0,74438700.0,84672500.0,33302900.0,55095800.0,69722000.0,116996200.0,27214100.0,58050400.0,79537900.0,117657300.0,48043400.0,77421200.0,104235000.0,139876700.0,47619200.0,76746400.0
支付原保险合同赔付款项的现金,521200.0,1136600.0,1725200.0,2594000.0,849400.0,1700900.0,2634500.0,3468400.0,770100.0,1510800.0,2390200.0,3179500.0,823400.0,1693700.0,2635200.0,3750000.0,1181600.0,2537000.0,3858200.0,5423400.0,1726300.0,3565200.0,5484200.0,7581000.0,2013600.0,4040000.0,6209700.0,8572600.0,2318200.0,4733900.0,7118900.0,9704400.0,2677300.0,5335300.0,8220900.0,11252600.0,3455000.0,6694100.0,9932600.0,13429800.0,3799400.0,7425800.0,11133400.0,15335200.0,5823300.0,10083300.0,14791500.0,19845000.0,5668200.0,10809400.0
支付给职工以及为职工支付的现金,129500.0,211500.0,394400.0,611400.0,216800.0,369000.0,517700.0,699400.0,235600.0,451200.0,659900.0,885300.0,255400.0,600100.0,894300.0,1165200.0,476500.0,831800.0,1322700.0,1797500.0,774200.0,1344300.0,1910600.0,2514700.0,906900.0,1607500.0,2345600.0,3086100.0,1169700.0,2030500.0,2915200.0,4062300.0,1482300.0,2550000.0,3416200.0,4694400.0,1939500.0,3044300.0,4256100.0,5412800.0,2160600.0,3441700.0,4763800.0,5804600.0,2312000.0,3786800.0,5157000.0,6649000.0,2652100.0,4513800.0
支付手续费的现金,285400.0,603500.0,938900.0,1281600.0,400800.0,827600.0,1253200.0,1709900.0,540600.0,1099300.0,1625200.0,1386900.0,454300.0,858500.0,1192600.0,1747100.0,643700.0,1194100.0,2170800.0,3576400.0,1527800.0,3133200.0,4500000.0,6013700.0,1558000.0,3339900.0,5128100.0,7008000.0,2267800.0,4504800.0,6790900.0,9283600.0,3029400.0,5734200.0,8111800.0,10617300.0,2867800.0,6082300.0,9245400.0,11675900.0,3960400.0,8187000.0,12576500.0,16789400.0,4930600.0,9977800.0,15473000.0,21395600.0,3979100.0,10341000.0
支付的各项税费,63900.0,206500.0,336600.0,451600.0,190300.0,286400.0,386000.0,448300.0,84800.0,504000.0,720900.0,932100.0,169400.0,527100.0,678500.0,893400.0,229000.0,666900.0,1068600.0,1444800.0,458000.0,1184600.0,1624100.0,2058600.0,492100.0,1127800.0,1657800.0,2106500.0,546000.0,1649900.0,2303600.0,3013300.0,812500.0,2749700.0,3862100.0,4685200.0,942600.0,2894400.0,3395600.0,4804200.0,944000.0,3952800.0,5101700.0,6523100.0,993700.0,5081200.0,6543700.0,6961500.0,2175700.0,4708400.0
支付其他与经营活动有关的现金,444400.0,892100.0,1391100.0,1878500.0,481500.0,911000.0,1625500.0,3018700.0,943600.0,1543800.0,2294300.0,2459700.0,253500.0,1106900.0,1750600.0,2190300.0,599500.0,1389500.0,2242900.0,2859600.0,1056800.0,1815700.0,3224900.0,3956200.0,1044400.0,3155400.0,5176100.0,7737000.0,4015800.0,6741600.0,9121200.0,9971000.0,4896400.0,5145300.0,8675100.0,13050600.0,4198100.0,8530300.0,9733800.0,20189800.0,7125900.0,8989400.0,11491700.0,16881700.0,6597600.0,11657700.0,13955600.0,16071900.0,5480500.0,10932900.0
