报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,4553.61,10496.29,16616.27,23964.13,5905.27,13476.74,22860.99,33442.04,8936.16,20913.76,28847.82,36073.33,5950.33,18448.11,29395.58,47098.27,9965.81,21717.13,33565.57,52914.31,7552.39,19691.53,33944.06,42548.15,11070.17,25027.13,39582.42,55365.29,12445.35,21639.14,32532.88,46789.51,8907.28,19791.48,28856.22,38908.57,7752.64,22854.85,31493.98,46452.17,7715.72,20804.22,35572.9,50395.0,14084.57,33632.85,51756.84,68230.77,15620.97,37860.59,51659.14
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,12.49,40.04,138.68,1145.57,246.71,376.22,579.3,949.62,24.1,201.79,103.11,555.09,27.94,10.35,116.61,568.54,146.99,74.25,263.74,1031.09,8.8,745.49,479.24,1532.04,102.45,622.88,747.52,1669.12,2.4,70.21,99.82,488.5,4.98,304.51,515.72,204.09,26.73,61.4,123.23,114.52,33.7,56.09,405.14,398.83,184.84,230.49,1786.71,272.64,238.5,5.12,652.2
经营活动现金流入小计,4566.1,10536.33,16754.95,25109.69,6151.99,13852.96,23440.29,34391.65,8960.26,21115.55,28950.94,36628.43,5978.27,18458.46,29512.19,47666.81,10112.8,21791.38,33829.31,53945.4,7561.19,20437.02,34423.3,44080.18,11172.62,25650.01,40329.94,57034.41,12447.75,21709.34,32632.7,47278.02,8912.26,20095.98,29371.93,39112.66,7779.36,22916.25,31617.21,46566.69,7749.42,20860.31,35978.04,50793.83,14269.4,33863.34,53543.55,68503.41,15859.46,37865.71,52311.34
购买商品、接受劳务支付的现金,3795.91,9438.59,13402.15,15748.2,5690.69,10948.47,17339.73,22134.54,5070.24,11029.14,16387.59,18843.2,3825.07,9155.34,14098.1,20152.36,7514.91,13606.94,20766.28,29845.07,7020.53,17728.63,28076.91,27215.68,6410.77,13563.91,19811.03,28818.84,7504.48,10523.38,15838.64,19588.7,5469.4,9364.2,11687.87,13184.35,3973.18,3692.7,5671.87,8682.63,6245.75,9492.24,15893.75,17965.49,5195.74,8606.1,14708.81,10716.74,3474.14,7818.04,11302.2
支付给职工以及为职工支付的现金,561.05,1153.99,1768.49,2073.73,788.53,1492.89,2327.96,3086.73,916.5,1893.14,2878.84,3998.52,1023.17,2143.74,3413.71,4796.12,1240.28,2567.78,3659.49,5223.03,1444.06,2651.76,3927.34,4929.32,1592.23,3094.67,4608.41,6049.9,1683.65,3425.68,5245.36,7314.02,1895.05,3872.18,5623.95,7002.17,1663.81,3027.09,4434.56,6187.22,1632.54,3190.08,4783.98,6577.49,1878.97,3406.79,5017.37,6659.34,1812.98,3569.77,5094.29
支付的各项税费,232.25,648.8,1058.49,1593.96,638.5,1260.37,2007.76,2690.51,750.57,1771.41,2903.9,3543.39,818.47,1637.0,2473.31,3586.32,991.36,2003.08,3016.42,3855.17,1453.97,2682.4,3825.66,5229.05,1758.69,3232.7,4554.14,5697.46,2653.84,3966.0,5061.07,6381.05,2137.0,3349.03,7267.03,8091.28,1890.92,3833.43,5697.87,8057.84,2791.67,4287.12,15922.8,8766.7,3608.91,6518.71,8899.78,10640.66,3084.03,5411.56,8198.71
支付的其他与经营活动有关的现金,919.22,1742.99,2610.48,5483.07,1906.01,2889.72,3999.93,5279.54,2120.73,3568.94,5279.58,7283.01,2043.03,3294.32,5132.58,7531.44,2547.37,4172.31,5733.87,9025.6,2845.21,5104.34,7329.55,11349.74,2594.05,6340.78,9363.64,12983.2,3559.21,8994.82,13256.43,15832.1,3616.05,9036.2,13040.02,16887.45,3576.12,9862.68,14314.77,18479.94,3573.42,7910.82,16109.56,20525.83,6603.21,14269.66,22204.89,29713.02,6950.82,19092.73,25722.16
经营活动现金流出小计,5508.44,12984.36,18839.61,24898.96,9023.73,16591.44,25675.39,33191.32,8858.04,18262.63,27449.9,33668.11,7709.75,16230.39,25117.71,36066.24,12293.93,22350.11,33176.07,47948.87,12763.77,28167.13,43159.45,48723.78,12355.74,26232.05,38337.21,53549.4,15401.18,26909.88,39401.5,49115.87,13117.5,25621.63,37618.87,45165.24,11104.02,20415.91,30119.06,41407.63,14243.38,24880.26,52710.09,53835.5,17286.83,32801.25,50830.85,57729.76,15321.97,35892.11,50317.35
经营活动产生的现金流量净额,-942.34,-2448.04,-2084.66,210.73,-2871.74,-2738.48,-2235.1,1200.33,102.22,2852.92,1501.03,2960.31,-1731.48,2228.06,4394.49,11600.57,-2181.13,-558.72,653.24,5996.53,-5202.58,-7730.11,-8736.15,-4643.6,-1183.12,-582.04,1992.73,3485.01,-2953.43,-5200.53,-6768.8,-1837.85,-4205.25,-5525.64,-8246.93,-6052.58,-3324.66,2500.34,1498.15,5159.06,-6493.95,-4019.95,-16732.05,-3041.68,-3017.42,1062.08,2712.7,10773.64,537.5,1973.6,1993.99
