报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,40827.73,89625.78,139188.18,239856.6,60213.72,150522.93,258210.95,399988.9,69281.21,152682.82,253440.82,432587.39,104672.52,235147.32,356134.38,505528.78,92155.8,243390.42,368406.77,499058.86,126484.81,269954.75,403774.11,568471.72,124126.02,276232.21,393658.73,569471.62,114493.11,256034.44,407489.4,583079.04,120183.76,224317.51,341856.46,437381.1,123555.44,249255.39,389470.8,515057.29,123285.99,249486.53,388706.39,548023.0,175399.31,348193.22,535822.54,731019.24,180628.2,376794.91,568735.45,731755.56,175271.11,370123.51,564125.25
收到的税费返还,2791.54,3617.28,5325.15,9091.99,1484.23,2064.64,3223.68,4266.96,1763.15,2678.3,3233.44,4413.02,1532.85,3142.4,5066.18,5892.57,3102.81,5481.24,7434.94,8072.65,666.73,2963.51,4476.53,9538.67,2588.89,4464.97,7635.41,10179.18,6872.63,8938.48,11762.15,15767.13,4038.33,7378.21,12905.58,13683.54,3222.56,5699.93,7108.86,14341.72,8311.36,11685.85,15406.21,17985.92,6582.8,16011.53,25575.8,22384.27,2339.74,7254.26,11456.47,15055.39,3657.59,9263.79,14739.7
收到的其他与经营活动有关的现金,873.07,2375.35,2918.52,10522.48,476.92,1546.21,2853.54,8835.0,485.1,2860.15,3611.29,7967.14,3559.03,4589.07,2332.76,6944.86,4336.75,4922.22,6199.96,7646.26,1300.55,2546.78,5068.6,4189.66,1438.53,2548.35,5274.85,4468.27,1764.18,2181.32,3629.96,4408.49,3031.54,1551.66,2326.22,3622.55,774.74,4616.84,3095.41,6344.23,598.08,3480.32,6149.56,13923.12,2657.01,4090.79,5141.07,11299.76,2858.24,6109.75,7834.74,11737.16,2778.51,5942.11,7839.18
经营活动现金流入小计,44492.35,95618.41,147431.85,259471.07,62174.88,154133.78,264288.17,413090.86,71529.46,158221.27,260285.55,444967.55,109764.39,242878.8,363533.32,518366.21,99595.36,253793.87,382041.67,514777.77,128452.09,275465.04,413319.23,582200.04,128153.44,283245.53,406568.99,584119.07,123129.92,267154.25,422881.51,603254.66,127253.63,233247.39,357088.26,454687.19,127552.75,259572.16,399675.08,535743.24,132195.43,264652.71,410262.16,579932.04,184639.11,368295.54,566539.41,764703.28,185826.18,390158.92,588026.66,758548.11,181707.21,385329.41,586704.12
购买商品、接受劳务支付的现金,34622.53,75056.14,114171.66,195450.09,45653.97,99485.4,144460.69,229790.98,37273.26,78524.44,126436.04,232602.48,57662.01,137029.4,208998.11,293641.71,66943.23,161806.76,240209.28,323588.7,89068.61,187033.63,282724.42,388980.14,93700.39,198368.85,295461.22,411316.74,96885.56,201763.75,318289.97,451396.21,107160.64,187623.39,285833.38,343276.01,113165.91,196852.21,294767.4,384633.9,99404.0,182463.88,284851.59,372151.22,109821.68,198761.04,296588.16,408236.53,110992.82,222165.5,336971.44,406718.14,94669.77,193373.78,313784.14
支付给职工以及为职工支付的现金,4566.32,7445.8,10237.68,14320.25,5946.78,9079.57,13089.4,18579.38,5303.8,9126.92,13315.49,18418.92,7658.46,12140.39,16912.57,22905.67,9433.74,15212.66,19987.62,28324.11,10350.6,16335.81,23686.81,31130.61,12175.27,20166.4,28060.84,36273.92,12475.37,22741.74,31954.33,39845.66,13280.07,23346.2,33523.6,45009.2,15481.23,28042.31,38270.66,51321.66,16213.14,30861.69,43972.88,59667.71,22701.74,40993.18,55474.08,69835.2,22813.58,39037.82,53059.37,72585.76,22621.66,39649.33,53673.17
支付的各项税费,1256.34,1155.23,2600.24,4336.98,4572.67,9598.9,18039.15,15796.9,2730.86,15354.31,22213.75,24929.44,9711.67,24573.15,31230.1,33952.11,6189.61,19031.59,23696.34,24638.26,11643.24,21646.91,27986.1,30527.16,8443.14,16481.15,21572.89,24909.69,4526.25,11184.01,17140.66,20839.14,3308.96,5656.43,9260.16,12140.96,3266.31,7520.96,14169.27,20153.85,4629.62,8068.37,12808.87,21514.65,23842.62,32289.02,51812.02,60509.68,14274.95,25761.31,34171.45,46713.99,11507.35,25528.08,36803.15
支付的其他与经营活动有关的现金,3794.62,8293.88,12837.4,22596.45,4985.08,10500.05,17287.83,28925.88,4715.87,10983.09,18161.85,22507.78,7483.52,17248.07,26122.5,36235.51,12118.65,22617.56,32379.99,46951.31,7778.41,18613.69,28591.42,50813.31,9539.37,23474.79,29654.77,46110.1,10740.75,18321.43,29714.29,36183.71,12477.26,19383.29,32401.0,43607.11,13612.36,19604.77,28904.25,46020.26,9988.54,23779.12,41164.44,76251.57,43185.01,76670.02,120350.6,168131.09,41307.32,86132.21,129911.54,187805.29,35452.08,76202.14,107931.56
经营活动现金流出小计,44239.81,91951.05,139846.97,236703.77,61158.5,128663.92,192877.07,293093.14,50023.78,113988.76,180127.12,298458.62,82515.66,190991.0,283263.28,386734.99,94685.22,218668.57,316273.23,423502.38,118840.87,243630.04,362988.74,501451.21,123858.17,258491.18,374749.73,518610.45,124627.93,254010.94,397099.24,548264.72,136226.93,236009.31,361018.14,444033.27,145525.81,252020.24,376111.58,502129.66,130235.3,245173.05,382797.79,529585.14,199551.05,348713.25,524224.86,706712.5,189388.68,373096.83,554113.8,713823.18,164250.86,334753.34,512192.02
经营活动产生的现金流量净额,252.54,3667.36,7584.87,22767.3,1016.38,25469.86,71411.11,119997.72,21505.68,44232.51,80158.43,146508.94,27248.73,51887.79,80270.05,131631.22,4910.13,35125.31,65768.44,91275.38,9611.22,31835.0,50330.49,80748.82,4295.27,24754.34,31819.27,65508.62,-1498.01,13143.32,25782.27,54989.94,-8973.3,-2761.92,-3929.88,10653.92,-17973.06,7551.91,23563.49,33613.58,1960.14,19479.66,27464.38,50346.89,-14911.94,19582.29,42314.55,57990.77,-3562.5,17062.09,33912.86,44724.93,17456.35,50576.06,74512.11
收回投资所收到的现金,40.15,40.15,40.15,5247.31,1757.48,15939.65,1645.98,1430.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.87,553.87,6838.51,24996.7,26496.7,26496.59,0.0,0.0,0.0,0.0,100.0,100.0,6081.3,24356.52,0.0,2117.96,2209.59,3330.9,29090.89,31012.25,35272.38,17534.76,18707.46,31023.91,41335.4
取得投资收益所收到的现金,0.0,518.4,1029.6,1029.6,0.0,0.0,567.12,603.31,0.0,24.8,439.52,469.42,10.55,730.94,732.66,764.09,0.0,806.4,812.1,1046.05,0.0,31.37,538.25,610.86,0.0,0.0,536.08,536.08,0.0,0.0,81.56,88.19,0.0,278.89,278.89,278.89,0.0,215.9,216.74,218.77,33.42,288.01,318.2,242.4,25.53,214.92,225.07,173.47,103.19,457.98,794.21,263.21,13.43,181.02,535.79
处置固定资产、无形资产和其他长期资产所收回的现金净额,98.36,131.32,186.01,216.28,68.8,1967.18,2261.8,609.92,33.41,61.3,144.99,208.22,87.12,111.85,186.79,282.85,57.79,73.29,71.33,333.94,178.07,293.5,383.75,490.11,22.25,21.68,61.71,701.13,34.3,217.92,235.61,4581.8,50.62,84.67,119.19,393.01,23.26,76.09,317.24,554.96,466.34,922.78,1318.82,225.7,417.8,720.41,735.24,2188.89,0.14,81.39,64.73,242.1,2564.59,2563.43,2656.69
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33.51,-33.51,0.0,0.0,0.0,0.0,0.0,0.0,-0.83,-0.83,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,1.37,4524.96,4628.73,817.27,54.56,2722.05,7776.64,5124.93,3928.09,6563.65,20593.93,9877.64,303.12,2570.79,2606.39,9545.0,0.0,0.0,0.0,0.0,5072.62,5072.62,5072.62,8883.48,1000.0,1597.66,1150.0,2377.67,1000.0,1740.0,1300.0,2632.04,500.0,7081.69,1267.73,807.0,0.0,30.0,30.0,330.0,22.75,1533.65,1548.65,5725.33,28745.43,29957.55,30582.38,97498.19,24756.31,49788.04,84547.66,135288.78,29247.96,63980.09,71280.6
