报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
销售商品、提供劳务收到的现金,43120.45,140566.88,243341.32,389231.39,94459.62,235965.92,360652.89,469957.84,63872.36,243478.95,472971.57,704183.84,121710.67,423041.33,706215.48,1028323.93,209969.62,612328.55,1027642.38,1346906.23,185327.52,535394.46,893270.89,1171420.25,167817.51,506821.15,826430.98,1095166.23,197768.57,502154.15,832206.49,1073422.83,159707.13,409404.18,662986.29,883444.24,197653.64,475016.56,768504.84,1012155.45,148724.78,474470.98,821215.48,1116842.19,175277.93,550805.5,1529463.98,2196956.77,443891.85,1076733.87,2060561.25,2786533.74,344787.33
收到的税费返还,1750.45,5080.35,9243.88,13801.45,1150.24,7009.91,8975.51,19981.56,396.35,1067.6,5569.39,16338.52,3023.91,6399.95,12849.79,24764.49,368.56,4247.74,18686.6,37890.53,554.28,1836.72,8590.52,31919.99,2153.49,5706.05,17443.06,36057.76,976.53,1438.43,10441.25,37108.51,3681.86,6082.49,17898.18,22471.02,690.78,4103.99,8552.57,14143.44,1738.44,4961.66,14636.13,21796.27,3227.57,6088.14,28219.33,46668.67,8437.25,17874.33,39426.42,57378.03,1510.11
收到的其他与经营活动有关的现金,2535.06,5746.52,7668.59,10481.54,1357.73,6874.44,14911.85,12416.23,5144.26,7807.73,15049.1,16986.18,3798.41,8932.23,14022.06,20219.17,7561.43,12729.76,17059.15,25398.47,5352.69,12673.02,17272.73,23977.47,5132.58,12136.03,21699.59,31025.36,6972.5,12276.53,22704.0,42348.75,6073.48,14437.11,22539.94,38465.74,19888.24,15956.91,29623.35,35749.28,9178.16,15596.33,56038.55,39862.72,41639.84,42261.22,56497.42,78589.91,29731.84,43078.56,58514.27,67562.38,21546.14
经营活动现金流入小计,47405.96,151393.75,260253.79,413514.38,96967.59,249850.27,384540.25,502355.62,69412.98,252354.28,493590.06,737508.53,128532.99,438373.51,733087.33,1073307.59,217899.61,629306.04,1063388.12,1410195.24,191234.49,549904.2,919134.15,1227317.7,175103.59,524663.22,865573.63,1162249.36,205717.6,515869.11,865351.73,1152880.08,169462.47,429923.78,703424.4,944381.0,218232.66,495077.45,806680.76,1062048.17,159641.37,495028.97,891890.16,1178501.18,220145.34,599154.87,1614180.72,2322215.35,482060.94,1137686.76,2158501.94,2911474.15,367843.59
购买商品、接受劳务支付的现金,40754.64,105991.64,159187.06,265421.24,79396.68,178867.33,246974.11,332068.94,55193.51,152882.99,260369.28,385420.38,152977.85,318909.14,466007.54,690858.01,165459.13,407288.35,664521.71,948947.51,199695.44,401135.46,611196.66,810879.54,130504.98,328210.01,537438.81,719189.36,119508.16,276489.23,440940.72,583958.12,101479.38,289700.92,407156.79,557058.78,199437.5,224002.52,367650.22,487147.92,91008.39,237386.39,388227.22,535429.18,95837.72,270968.54,769428.22,1015103.95,242571.89,382893.6,952175.25,1265817.58,214927.75
支付给职工以及为职工支付的现金,4837.24,10207.75,15864.02,24759.34,6693.59,14211.7,21100.46,28354.81,7964.53,17672.29,27052.53,42882.87,11902.96,28118.71,42423.76,63768.83,20716.65,39542.88,62794.45,89317.78,25691.25,50068.75,77090.59,108257.28,28279.59,56941.17,88643.45,123630.46,30489.64,62640.12,100212.53,137510.96,29903.38,66001.69,101050.36,140020.99,28280.94,60591.79,92201.17,128757.31,37787.65,71568.67,105468.79,146665.54,40561.93,73134.85,166719.89,230887.12,82270.58,147499.24,220726.49,296319.04,81617.41
支付的各项税费,5632.74,14197.22,27049.2,44360.03,8111.95,23164.52,36521.45,54600.86,8898.64,22711.0,47297.98,74132.74,14848.54,44261.06,75007.5,105951.35,26045.43,78337.33,125145.47,164902.53,29300.07,64836.97,100677.27,151486.39,16355.47,54327.76,95779.12,129976.01,20447.57,57198.93,102115.72,139422.51,13472.53,41338.31,66631.68,95543.24,11608.37,41756.63,74243.05,116487.46,25757.2,79245.15,122517.0,162261.56,22581.97,71882.89,210633.61,279636.1,87513.04,182547.61,309390.49,408757.81,63554.77
支付的其他与经营活动有关的现金,4201.8,6039.3,14723.49,18598.88,8328.73,14797.65,27274.79,24411.87,3943.39,13189.79,25272.69,38057.1,6667.11,19790.63,28839.24,42833.75,11172.68,37096.11,48459.32,65585.0,13588.32,28132.26,41346.4,61086.51,12288.28,27572.72,44685.19,67935.47,11288.74,25002.49,41013.42,66641.3,14751.14,29623.41,41816.99,60029.18,11233.93,22173.92,35615.15,60526.42,12414.93,30123.3,77075.26,63913.97,41551.99,64894.35,139063.04,143531.29,31765.86,56786.88,96561.76,118669.98,33174.46
经营活动现金流出小计,55426.42,136435.91,216823.78,353139.49,102530.95,231041.21,331870.81,439436.48,76000.07,206456.08,359992.49,540493.09,186396.45,411079.54,612278.04,903411.95,223393.88,562264.68,900920.95,1268752.81,268275.08,544173.45,830310.93,1131709.72,187428.32,467051.67,766546.56,1040731.3,181734.1,421330.78,684282.4,927532.9,159606.44,426664.33,616655.82,852652.19,250560.74,348524.86,569709.6,792919.12,166968.17,418323.51,693288.27,908270.26,200533.61,480880.63,1285844.77,1669158.45,444121.37,769727.33,1578853.99,2089564.4,393274.4
经营活动产生的现金流量净额,-8020.46,14957.84,43430.01,60374.89,-5563.36,18809.06,52669.44,62919.14,-6587.09,45898.2,133597.58,197015.44,-57863.46,27293.97,120809.29,169895.64,-5494.27,67041.37,162467.18,141442.42,-77040.59,5730.75,88823.22,95607.98,-12324.73,57611.55,99027.07,121518.06,23983.5,94538.34,181069.33,225347.18,9856.03,3259.45,86768.58,91728.81,-32328.08,146552.59,236971.16,269129.05,-7326.8,76705.45,198601.89,270230.93,19611.73,118274.24,328335.95,653056.9,37939.57,367959.43,579647.95,821909.75,-25430.81
