报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,303884.26,629981.71,1024908.1,1443312.3,464962.2,1026068.2,1570385.2,1981444.9,312043.6,613141.9,946591.0,1276322.1,322847.1,809661.7,1310835.0,2055634.7,721735.1,1465701.6,2180819.8,2718848.8,614515.4,1175828.2,1662190.3,2438927.0,886141.5,1130075.5,1686404.4,2149520.4,346815.8,745865.9,1122704.0,1365674.9,237229.2,613435.3,766655.5,583213.6,82475.8,165872.1,270897.3,271474.7,62057.6,84786.2,176057.1,112799.7,361430.1,1036633.0,1634401.8,1327074.6,519178.1,1033424.9,1571561.1,2237673.7,415213.3,924820.3,1651271.2
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.0,0.0,0.0,0.0,540.7,0.0,504.7,504.7,547.9,15.0,0.0,15.0,439.1,0.0,0.0,193.0,316.9,0.0,51.9,60.0,228.2,0.0,0.0,0.0,1.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.7
收到的其他与经营活动有关的现金,476.1,490.99,804.0,2366.9,0.0,165.8,241.2,6947.9,1079.1,637.3,637.2,1506.5,20487.5,673.6,2512.6,2762.8,3053.9,11434.0,16771.8,1744.5,24.7,267.1,390.7,1365.5,0.0,932.5,615.4,726.3,36975.2,1186.9,50742.6,174637.8,1688.5,10.5,6673.3,1257684.0,100869.6,818912.7,1063569.1,1369458.2,41414.4,217051.7,230451.7,286659.8,6168.4,10968.9,15734.3,17533.7,37873.0,6107.9,10717.4,14941.2,8548.3,18898.0,37526.8
经营活动现金流入小计,304360.35,630472.69,1025712.1,1445679.2,464962.2,1026234.0,1570626.4,1988392.8,313122.7,613779.2,947228.2,1278569.6,343334.6,810335.3,1313347.6,2058938.2,724789.0,1477640.3,2198096.3,2721141.2,614555.1,1176095.3,1662596.0,2640911.6,886141.5,1131008.0,1687212.8,2155233.6,383791.0,797848.4,1173506.6,1540540.9,238917.7,613445.8,773328.8,1840899.4,183345.4,984784.8,1334466.9,1640932.9,103472.0,301837.9,406508.8,399459.5,367598.5,1047601.9,1650136.1,1344608.3,557051.1,1039532.8,1582278.5,2252614.9,423761.6,943718.3,1689522.7
购买商品、接受劳务支付的现金,250732.43,503256.58,810374.5,1251535.7,413229.4,928966.0,1428774.0,1763043.3,275751.4,567581.8,889364.4,1259688.0,380659.8,879949.8,1325337.0,2125116.6,712456.6,1484359.5,2186782.3,2539408.2,514096.5,937717.1,1390841.8,2002931.1,997718.7,1105353.4,1433020.4,1850382.5,292632.7,584433.3,841899.9,1159713.0,240695.6,630357.1,839898.6,759415.9,57477.9,175108.1,236021.2,285842.1,60016.7,83639.0,140951.4,38950.5,292226.6,974326.9,1365556.2,930689.9,453845.9,903072.4,1501464.0,2084377.1,398360.1,815568.4,1477029.3
支付给职工以及为职工支付的现金,19129.66,36390.76,53152.0,69151.0,20538.0,40097.0,63792.8,86569.8,16293.9,30675.9,45102.3,63736.6,28959.6,50926.9,78619.4,103667.4,32426.3,56629.2,82081.2,107512.3,30331.4,49558.9,72699.1,96904.9,34482.0,60528.4,86467.2,101717.9,34228.0,53050.3,83753.4,89329.5,26246.4,49970.0,70933.4,88631.1,20479.9,35797.9,52683.3,46300.4,17338.4,25380.4,55637.3,90721.1,23573.3,103035.6,128750.5,153631.9,23453.7,74322.2,99540.3,120509.6,22988.4,65098.0,90097.7
支付的各项税费,16665.51,823.3,49033.6,65121.0,18992.5,30081.6,58076.9,82792.5,17414.2,25946.3,29980.4,34992.6,10786.2,29527.0,31442.2,35681.9,11826.6,19747.9,26273.6,27563.7,1356.1,2695.2,4005.6,6433.1,725.2,2748.5,3043.3,6361.4,15755.5,2600.9,6263.7,10467.2,1073.6,5094.1,1790.4,9752.7,1930.8,6120.7,6047.9,8133.9,14.5,3864.6,7765.0,7989.6,1393.3,5817.6,7797.4,26333.9,15975.9,36520.5,43405.9,55396.1,14190.8,27947.9,49520.0
支付的其他与经营活动有关的现金,6526.02,69621.83,22062.3,11873.2,7620.0,9915.3,11508.4,7636.3,7748.5,6371.2,20466.5,1140.6,7912.4,281.8,37936.0,4561.0,19245.4,9313.3,42321.2,1525.7,12002.2,200.3,300.6,3181.2,814.6,1232.4,922.2,1238.7,102.5,2161.5,1874.7,1352.9,1138.9,1157.5,2012.6,1150917.6,95374.0,813454.2,1053757.1,1345558.6,40966.9,197156.2,210317.4,211216.8,80818.7,94540.6,104118.6,100133.1,77631.5,16776.0,28510.3,32864.7,9529.8,26845.4,24317.0
经营活动现金流出小计,293053.62,610092.48,934622.4,1397680.9,460379.9,1009059.9,1562152.1,1940041.9,317208.0,630575.2,984913.6,1359557.8,428318.0,960685.5,1473334.6,2269026.9,775954.9,1570049.9,2337458.3,2676009.9,557786.2,990171.5,1467847.1,2109450.3,1033740.5,1169862.7,1523453.1,1959700.5,342718.7,642246.0,933791.7,1260862.6,269154.5,686578.7,914635.0,2008717.3,175262.6,1030480.9,1348509.5,1685835.0,118336.5,310040.2,414671.1,348878.0,398011.9,1177720.7,1606222.7,1210788.8,570907.0,1030691.1,1672920.5,2293147.5,445069.1,935459.7,1640964.0
经营活动产生的现金流量净额,11306.74,20380.21,91089.7,47998.3,4582.3,17174.1,8474.3,48350.9,-4085.3,-16796.0,-37685.4,-80988.2,-84983.4,-150350.2,-159987.0,-210088.7,-51165.9,-92409.6,-139362.0,45131.3,56768.9,185923.8,194748.9,531461.3,-147599.0,-38854.7,163759.7,195533.1,41072.3,155602.4,239714.9,279678.3,-30236.8,-73132.9,-141306.2,-167817.9,8082.8,-45696.1,-14042.6,-44902.1,-14864.5,-8202.3,-8162.3,50581.5,-30413.4,-130118.8,43913.4,133819.5,-13855.9,8841.7,-90642.0,-40532.6,-21307.5,8258.6,48558.7
