报表日期,2007-12-31,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
销售商品、提供劳务收到的现金,24603.58,30066.39,38326.9,6689.32,14375.64,27630.79,44840.9,10065.04,21756.25,35460.81,50151.16,11602.19,30452.75,52968.98,64736.04,19701.32,36822.25,69716.47,77646.79,17220.51,38176.55,61193.98,66734.04,18388.59,53203.57,74940.71,88726.27,26868.37,40691.8,58655.95,72836.3,17669.18,32643.52,46916.91,6017183.65,1619753.95,3397040.63,5235803.54,7372311.71,2234299.77,4540764.53,6963062.86,9567357.17,2589957.19,5350620.69,8367246.48,11556398.48,3425917.14,7294797.96
收到的税费返还,81.17,5.05,114.25,0.0,50.28,54.92,50.28,0.0,0.0,0.0,0.0,23.16,563.26,563.26,108.26,0.0,0.0,116.79,187.88,0.0,0.0,0.0,43.19,170.63,277.39,386.31,431.14,0.25,28.44,66.25,66.25,0.0,0.0,0.0,5972.59,427.17,1230.98,1868.03,4012.29,148.88,967.93,4152.7,2601.05,757.45,2321.04,3479.02,12768.89,2678.99,7225.14
收到的其他与经营活动有关的现金,2407.29,663.17,61.05,62.99,115.28,65.07,1485.48,228.33,875.15,665.56,2094.56,279.69,3705.77,3846.82,4750.38,665.41,782.03,873.23,822.75,109.14,631.21,146.28,491.31,170.8,295.76,335.96,443.76,84.5,178.0,413.29,514.47,19.14,125.12,141.59,4171896.03,1473013.22,2224960.83,3344788.66,4741793.1,1237206.63,2531654.11,3826428.52,5601311.4,1090102.76,2562419.84,4131097.82,5865295.81,1372918.78,3612093.59
经营活动现金流入小计,27092.04,30734.61,38502.21,6752.3,14541.2,27750.79,46376.66,10293.37,22631.4,36126.37,52245.72,11905.04,34721.78,57379.07,69594.68,20366.73,37604.28,70706.5,78657.42,17329.65,38807.75,61340.26,67268.54,18730.02,53776.72,75662.98,89601.18,26953.12,40898.23,59135.49,73417.02,17688.32,32768.64,47058.51,10195052.27,3093194.34,5623232.43,8582460.24,12118117.1,3471655.28,7088246.04,10793644.08,15264085.75,3742547.73,7975106.72,12501173.27,17477658.9,4824834.59,10934254.6
购买商品、接受劳务支付的现金,19817.44,28635.66,30310.55,7670.75,11717.41,26358.94,38806.62,19630.32,33466.83,45952.94,53468.21,8409.46,26644.86,44446.79,59752.57,16657.91,28020.65,61496.53,66257.41,16387.31,37680.27,65666.79,68165.68,17582.44,44092.3,63311.77,64562.44,22264.94,31914.97,39941.52,52616.81,14644.83,26230.35,40007.78,3073310.2,966547.59,1933310.74,2966585.78,4235670.05,1349079.92,2696943.68,4150101.61,5827648.79,1626812.78,3222114.84,5056739.45,7102514.67,2260668.16,4613956.96
支付给职工以及为职工支付的现金,633.62,663.17,1279.37,334.25,736.05,1156.01,1992.72,512.43,1136.31,1620.56,2453.36,722.38,1355.11,2053.02,2773.26,805.81,1591.65,2484.54,3393.25,851.39,1612.57,2492.67,3885.07,865.3,1750.42,2495.37,3725.39,995.8,2032.73,3075.69,4068.57,903.63,1944.55,2760.3,1555039.15,441516.28,793111.38,1179300.26,1600549.52,557777.14,1026200.25,1525749.81,2037440.15,620600.25,1103715.85,1612431.17,2132710.92,688547.93,1223186.22
支付的各项税费,2281.49,2282.98,2669.88,667.26,1414.1,1892.89,2711.68,526.72,1320.13,1984.6,1710.34,587.72,1047.02,1628.78,2013.18,1577.65,2204.33,2398.48,2365.99,894.65,1560.01,2423.24,2458.07,669.24,1325.4,1731.09,2246.65,441.48,1202.84,1734.48,2252.39,249.54,2007.0,2174.03,262968.93,57493.95,127089.16,189214.21,258414.8,85050.69,173757.18,242174.43,306131.31,65708.11,156268.29,250343.08,352333.07,99097.35,249214.01
支付的其他与经营活动有关的现金,2010.8,1778.04,2094.46,400.55,949.32,1708.05,1687.03,499.89,1627.53,1747.95,2496.63,1032.23,1648.93,5372.95,3397.25,1246.28,2221.0,3344.22,3929.06,955.32,1863.16,3014.82,4187.63,1029.48,2167.58,3268.71,4212.23,929.45,1806.71,2223.09,3889.33,1689.02,2486.99,3600.41,4676292.23,1577632.94,2507538.43,3761742.73,5302246.07,1481880.91,2963286.81,4504683.13,6550376.92,1286216.52,3010297.08,4838778.74,6957323.81,1605843.24,4148679.5
经营活动现金流出小计,24743.35,33359.85,36354.26,9072.81,14816.89,31115.9,45198.05,21169.37,37550.79,51306.05,60128.53,10751.8,30695.91,53501.55,67936.26,20287.65,34037.63,69723.77,75945.71,19088.67,42716.01,73597.51,78696.45,20146.47,49335.7,70806.95,74746.71,24631.66,36957.26,46974.78,62827.11,17487.02,32668.89,48542.52,9627548.49,3092279.87,5442646.83,8188754.49,11507283.8,3463809.19,6860187.92,10355163.55,14721597.17,3600364.61,7493418.06,11736450.63,16565531.55,4633886.31,10241083.37
经营活动产生的现金流量净额,2348.69,-2625.24,2147.94,-2320.5,-275.69,-3365.12,1178.62,-10876.0,-14919.4,-15179.68,-7882.82,1153.24,4025.87,3877.52,1658.42,79.09,3566.65,982.73,2711.71,-1759.02,-3908.26,-12257.26,-11427.91,-1416.45,4441.01,4856.04,14854.47,2321.46,3940.98,12160.71,10589.92,201.29,99.75,-1484.01,567503.78,914.47,180585.61,393705.75,610833.3,7846.09,228058.11,438480.53,542488.58,142183.12,481688.65,764722.64,912127.35,190948.28,693171.23
