报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,471406.65,1033569.81,1453518.48,2289673.56,782148.15,1472501.5,2214358.36,2891224.16,602866.03,1226911.43,1983698.58,3019363.16,853965.58,1796690.26,2742954.49,3852715.02,1018932.37,2039744.11,3254788.86,4784588.35,1220741.26,2435528.78,3805235.27,5238651.06,1284529.04,2614743.15,3987589.66,5902172.95,1381565.83,2989202.22,4236883.32,6130937.09,1479053.19,3118697.32,4900733.95,6802908.45,1677379.31,3260272.6,4720217.09,6743349.07,1677830.17,3449728.08,5390071.13,8009084.62,1815809.86,3825844.63,5807873.67,8315026.59,2003067.21
收到的税费返还,6.79,5139.73,8053.49,13137.91,7478.2,13276.15,16827.66,21073.85,1222.87,3276.88,6676.25,12840.25,6165.06,9948.43,19873.88,29527.44,9285.2,24903.69,35449.43,54271.08,6984.77,16464.9,33849.62,49463.41,11342.36,25848.2,36451.39,57794.01,15072.88,38124.42,52938.18,85939.55,27198.06,45876.44,68400.27,92423.16,27053.25,58361.31,86466.26,110312.81,21684.16,56445.57,89457.09,117659.58,35652.81,69834.46,111644.34,127423.77,24937.7
收到的其他与经营活动有关的现金,108.11,5639.95,13805.07,15670.16,4312.68,13297.34,20545.05,16447.61,6165.4,3102.36,11993.33,21319.41,6618.74,23881.55,38589.55,46339.13,15049.42,21270.97,38766.85,93061.16,18018.55,20998.26,34145.17,68474.22,47154.01,18894.25,32604.36,253718.33,21836.49,21060.36,38838.96,26286.87,12668.99,20942.44,31772.02,80937.83,7980.17,18236.41,30364.32,34777.65,7534.11,13837.08,31766.05,40370.66,7431.34,22894.96,47578.53,74697.09,11204.86
经营活动现金流入小计,471521.55,1044349.49,1475377.05,2318481.63,793939.04,1499074.99,2251731.07,2928745.62,610254.3,1233290.67,2002368.16,3053522.83,866749.38,1830520.24,2801417.93,3928581.59,1043267.0,2085918.77,3329005.14,4931920.59,1245744.58,2472991.94,3873230.06,5356588.68,1343025.41,2659485.6,4056645.42,6213685.3,1418475.2,3048387.0,4328660.46,6243163.52,1518920.24,3185516.2,5000906.24,6976269.44,1712412.73,3336870.33,4837047.67,6888439.53,1707048.44,3520010.74,5511294.26,8167114.86,1858894.02,3918574.05,5967096.55,8517147.46,2039209.77
购买商品、接受劳务支付的现金,380538.82,867104.65,1294407.33,2031957.75,579313.65,1084029.26,1582407.98,2116268.9,487626.08,1002992.78,1739790.22,2828115.8,831347.21,1657834.04,2559412.48,3388956.03,939381.99,1806692.85,2957975.92,4341267.61,1143018.49,2051294.62,3332934.1,4467537.89,1202603.83,2191763.44,3309306.91,5078591.13,1167916.02,2465427.09,3534588.09,5178169.08,1278919.02,2661329.03,4013362.88,5731155.9,1425293.95,2720520.5,3881837.55,5513477.59,1621692.83,3145660.99,4720088.17,7091916.31,1758884.17,3456285.82,5066313.87,7057681.3,2008156.77
支付给职工以及为职工支付的现金,32411.25,52686.08,75852.95,105569.81,39601.53,67544.51,119659.13,173806.71,41954.48,77936.23,116599.42,190144.86,56580.41,107715.22,159856.56,256638.88,73919.16,139543.55,186313.03,313122.25,74827.63,133294.59,239603.9,349476.38,96693.29,142721.81,258806.03,363253.94,107138.01,202676.34,289068.79,380937.17,116001.82,211768.64,305381.9,436785.42,132276.54,236615.29,325741.79,462517.52,142508.06,260877.22,372195.74,486029.1,148448.63,263458.96,398189.05,546728.86,155067.57
支付的各项税费,25601.62,59980.42,75460.38,54399.65,24669.57,41790.67,65210.14,79738.47,36775.98,68146.06,97971.61,103995.27,23996.52,53466.18,75004.51,96639.64,23655.05,84275.92,117698.26,140200.95,28210.69,115948.25,146818.44,179888.37,51700.97,119180.3,156547.61,189886.9,75258.89,120104.74,161407.38,200911.01,50751.88,96972.57,132169.06,178954.49,54683.91,93257.83,146491.86,189969.68,55442.59,92983.37,142853.95,182577.64,51105.66,100646.4,143517.76,178355.02,54823.81
支付的其他与经营活动有关的现金,29184.21,64083.7,87309.3,168082.53,58363.78,107130.59,201029.43,202381.99,67554.51,109055.86,152637.21,172389.76,95112.36,158761.04,219329.13,260200.74,99925.52,146828.78,247701.14,259310.38,85602.96,156421.93,210766.19,287740.12,48299.69,143458.38,209355.59,293025.01,51190.59,129576.64,228348.82,291071.8,59510.62,131347.02,259787.83,305750.53,61194.19,106914.66,253651.88,255424.99,64498.54,126645.59,237184.48,260975.77,58183.59,130118.62,246677.51,291883.48,63369.2
经营活动现金流出小计,467735.9,1043854.85,1533029.95,2360009.74,701948.54,1300495.03,1968306.68,2572196.07,633911.06,1258130.94,2106998.47,3294645.7,1007036.5,1977776.49,3013602.67,4002435.28,1136881.72,2177341.1,3509688.35,5053901.19,1331659.76,2456959.39,3930122.63,5284642.77,1399297.78,2597123.92,3934016.13,5924756.98,1401503.51,2917784.81,4213413.08,6051089.07,1505183.33,3101417.26,4710701.67,6652646.34,1673448.59,3157308.29,4607723.09,6421389.78,1884142.02,3626167.17,5472322.34,8021498.83,2016622.06,3950509.8,5854698.19,8074648.66,2281417.35
经营活动产生的现金流量净额,3785.65,494.64,-57652.91,-41528.12,91990.5,198579.97,283424.39,356549.55,-23656.76,-24840.28,-104630.31,-241122.87,-140287.12,-147256.24,-212184.74,-73853.7,-93614.72,-91422.32,-180683.21,-121980.6,-85915.18,16032.55,-56892.57,71945.92,-56272.37,62361.68,122629.28,288928.31,16971.68,130602.19,115247.38,192074.45,13736.91,84098.94,290204.57,323623.1,38964.14,179562.04,229324.58,467049.75,-177093.59,-106156.44,38971.92,145616.03,-157728.04,-31935.75,112398.36,442498.8,-242207.58
