报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,99565.34,198829.11,284511.41,497203.63,120164.45,237643.42,359503.68,347290.01,81195.81,152813.68,211904.0,382016.83,102011.44,209228.16,313391.43,425412.49,162672.36,314330.74,405755.01,544166.31,122627.27,199088.38,268022.42,337546.94,59712.25,101787.68,183014.23,261983.39,69198.71,157836.88,285893.65,404385.49,105204.11,258542.14,337405.69,452557.54,34784.55,85505.87,174648.67,165372.1,69879.96,130098.28,222650.77,428388.87,57683.48,147310.6,231532.44,320612.08,72209.84,157137.02,239039.42
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.27,32.08,32.08,32.08,167.86,144.38,144.38,144.38,287.67,0.0,0.0,6184.8,6342.53,0.0,0.0,0.0,0.0,256.93,256.93,256.93,348.77,0.0,0.0,88.97,88.97,80.22,80.22,80.22,8113.76,0.0,0.0,5.77
收到的其他与经营活动有关的现金,1322.08,14352.41,14854.66,13643.2,27324.48,19143.87,4970.08,2623.13,528.86,2403.68,24828.84,9258.94,165.94,761.32,2729.17,9384.55,523.81,1523.15,3625.1,6319.94,3173.69,5092.68,6007.4,19820.12,630.31,2469.09,2965.06,5779.76,376.91,1059.01,2009.15,13396.62,15660.05,27616.68,10273.76,75715.96,19187.37,32865.7,38978.16,40897.93,11489.23,18290.33,29941.51,50894.96,1372.72,8105.64,29973.61,34180.34,10444.85,17439.1,36315.1
经营活动现金流入小计,100887.42,213181.52,299366.07,510846.83,147488.93,256787.29,364473.77,349913.14,81724.67,155217.36,236732.84,391275.77,102177.38,209989.48,316120.6,434797.04,163196.17,315853.89,409380.11,551013.52,125833.04,204213.14,274061.91,357534.92,60486.94,104401.15,186123.66,268050.82,69575.62,158895.89,294087.6,424124.64,120864.16,286158.82,347679.46,528273.51,54228.86,118628.51,213883.76,206618.79,81369.19,148388.61,252681.25,479372.8,59136.42,155496.46,261586.27,362906.17,82654.69,174576.12,275360.29
购买商品、接受劳务支付的现金,49122.1,112457.54,164950.51,332397.39,70081.08,128812.83,192373.91,191906.16,19588.99,27645.18,131832.81,248290.28,53042.14,122949.83,200908.33,268272.9,69515.57,165344.75,225139.51,276811.42,77235.23,103240.2,148420.42,211860.93,18010.15,41099.85,62939.53,101764.19,30943.62,57318.5,129268.04,192468.48,81291.07,161383.93,175954.96,455743.13,69344.89,82473.1,130342.72,249409.06,39541.78,81705.68,125244.2,289890.6,39488.32,70608.21,150977.07,198955.5,45131.61,79742.01,147968.12
支付给职工以及为职工支付的现金,8820.36,16543.73,26893.24,37068.99,10769.55,21795.88,33072.53,35814.74,9705.09,19829.71,31740.14,42011.24,11644.77,25563.47,38774.07,56680.48,14384.26,28814.69,45103.12,67569.01,15655.07,32485.82,48795.13,66312.71,16231.76,32567.21,47851.43,67690.78,17296.22,34573.47,51688.95,73776.78,18658.83,37915.55,55196.53,76228.41,17638.76,31182.99,47126.94,72018.3,19966.38,37994.41,56575.19,76797.12,15797.46,34389.29,55072.15,72336.51,10569.36,26327.77,34929.93
支付的各项税费,7872.26,17158.81,26143.29,38476.17,14950.09,31157.53,52280.59,53657.94,15502.88,24227.85,36590.91,47687.53,14933.79,31438.3,42663.06,55094.3,18833.68,37584.15,60773.03,78448.54,17442.13,31710.26,40076.79,54371.6,13305.72,32487.55,43300.24,59414.41,9148.3,19259.79,27496.9,43069.54,5597.97,12585.14,18271.48,24616.27,1590.1,7479.96,14099.94,20913.34,3879.91,11645.75,25634.56,32204.94,4219.33,13649.76,24036.69,25539.8,3760.2,6854.22,8332.35
支付的其他与经营活动有关的现金,2867.6,30254.0,27591.12,40578.09,10306.33,25432.71,33947.83,26520.98,34543.23,65276.98,20720.16,35358.83,21269.78,28233.27,31834.01,39823.68,35177.87,33449.47,30467.06,55803.67,18049.5,28824.81,36630.2,42735.76,13018.33,22124.46,36039.34,57593.6,14914.35,25930.77,95560.31,125343.82,12109.55,87806.75,114998.05,91272.49,7986.3,13058.45,54457.78,49934.3,22549.25,32123.95,42209.41,38877.83,24512.97,34796.83,65376.03,89674.51,24361.61,30005.06,45409.55
经营活动现金流出小计,68682.33,176414.08,245578.15,448520.64,106107.05,207198.96,311674.87,307899.82,79340.19,136979.73,220884.01,373347.88,100890.48,208184.87,314179.47,419871.36,137911.37,265193.05,361482.73,478632.64,128381.93,196261.09,273922.55,375281.0,60565.97,128279.06,190130.55,286462.98,72302.49,137082.53,304014.2,434658.63,117657.42,299691.37,364421.01,647860.3,96560.06,134194.51,246027.39,392275.0,85937.31,163469.79,249663.36,437770.48,84018.09,153444.1,295461.94,386506.32,83822.77,142929.06,236639.95
经营活动产生的现金流量净额,32205.09,36767.44,53787.91,62326.19,41381.88,49588.33,52798.9,42013.32,2384.48,18237.64,15848.83,17927.9,1286.91,1804.61,1941.13,14925.68,25284.8,50660.84,47897.38,72380.87,-2548.89,7952.06,139.36,-17746.07,-79.03,-23877.91,-4006.89,-18412.16,-2726.87,21813.36,-9926.6,-10533.99,3206.74,-13532.55,-16741.55,-119586.79,-42331.2,-15566.0,-32143.63,-185656.21,-4568.12,-15081.18,3017.9,41602.32,-24881.67,2052.36,-33875.67,-23600.15,-1168.08,31647.06,38720.34
