报表日期,2007-06-30,2007-12-31,2008-06-30,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
货币资金,77831.3,558294.7,404138.8,170407.7,234454.2,199251.9,405712.3,483613.1,356289.9,404844.6,477266.2,510216.5,408145.1,368396.6,385476.4,489298.7,648475.4,537882.8,497914.4,879762.3,607007.9,445316.4,505521.7,387651.2,490482.9,659642.6,391007.6,546874.7,758850.6,769366.6,909758.0,870107.3,877971.8,990269.0,814210.4,1042733.2,1410251.8,1305209.5,1392257.2,1112347.9,1093494.7,1265008.3,1264141.6,1324131.6,1318189.7
交易性金融资产,0.0,0.0,10045.7,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.7,0.0,504.5,222.0,0.0,0.0,0.0,0.0,109.5,312.1,128.5,220.3,45.1,711.9,1438.7,5445.9,3434.5,9456.5,6092.3,2320.8
衍生金融资产,1081.7,6091.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收票据及应收账款,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999174.1,0.0,0.0,0.0,1327517.6,0.0,0.0,0.0,2310428.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885368.4,5639739.3,6182669.9,6058591.5,4928353.4,4547137.3,5111403.3,4801444.3,4393379.5,3954197.6,4390906.7,3890771.7
应收票据,0.0,140092.5,0.0,289492.9,571619.7,275621.0,278707.8,157834.4,247889.8,431931.4,390607.2,311191.7,352228.2,373146.2,431683.8,387937.6,377479.6,558775.4,459460.6,423401.8,649893.6,935235.5,589128.7,383619.7,624015.2,679881.0,395405.4,580941.1,658179.9,636237.8,439921.2,418325.5,558378.1,697300.3,410234.7,0.0,598392.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
应收账款,296858.4,403165.2,392119.5,266284.4,406672.3,539659.0,466704.5,504479.0,513447.1,548773.2,461945.9,514151.6,591095.7,626027.9,574978.0,676957.1,743156.1,768742.2,888568.2,1206029.3,1278171.0,1375192.9,1380853.1,1484722.6,1612162.9,2151909.3,2267129.7,2766958.2,3398504.4,4176800.2,4127238.9,4653048.9,5167720.3,5188068.1,5229504.6,0.0,5460199.3,4928353.4,4547137.3,5111403.3,4801444.3,4393379.5,3954197.6,4390906.7,3890771.7
预付款项,100380.0,67500.3,120289.0,22777.0,21120.6,61028.6,66523.4,78135.5,71166.7,59872.8,56261.3,54646.1,51361.2,52797.4,52338.8,41004.1,41819.0,32642.7,45579.4,39870.8,28950.3,33861.1,19208.4,18588.6,20494.0,22696.2,34144.0,26583.4,34388.9,20593.9,30743.4,26438.6,38061.5,84881.1,60542.7,32638.2,35393.1,35882.2,29758.4,30001.3,28895.1,36276.1,52685.3,119280.1,110600.9
应收利息,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.9
应收股利,0.0,0.0,0.0,229.6,1548.1,2073.5,1237.3,787.5,787.5,787.5,787.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.8,0.0,0.0,0.0,1237.0,1237.0
其他应收款,0.0,0.0,0.0,8685.8,9213.5,23850.0,26182.4,36997.4,77574.4,33406.3,32625.9,35074.9,31614.9,30610.2,23917.8,36582.8,74022.9,37646.3,47535.5,42703.3,75632.7,56306.1,73294.8,42300.5,105000.0,50941.4,39931.4,38368.8,47735.7,56321.5,59452.3,55018.8,55798.9,82549.9,83862.2,97954.5,92451.5,101037.8,0.0,119837.2,0.0,156119.4,0.0,127079.8,0.0
