报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,3504.49,11326.21,20217.42,26403.8,3451.84,11675.16,20753.91,28894.36,5352.15,10555.49,16821.8,28596.91,6883.75,13036.76,21227.67,34092.86,6373.85,13199.2,22276.38,32474.43,5829.22,18292.46,62946.16,92890.9,33409.71,70061.05,88521.1,104179.81,7778.06,40692.45,57993.9,80172.39,23854.04,61549.61,127744.34,143114.36,39466.54,100687.98,167964.55,223924.52,72982.2,168045.71,260929.8,316063.11,71043.81,156633.87,240435.1,351501.62,81248.89,174533.04,260043.62,359744.59,111339.53,240893.27,394352.48
收到的税费返还,281.12,840.33,1548.55,1844.71,358.79,743.57,791.01,1551.16,307.51,477.27,851.5,1436.88,653.72,1463.41,2067.15,2615.47,704.91,1191.73,2076.44,2680.44,349.92,888.82,1065.12,1623.95,399.76,513.21,717.8,2056.03,739.3,2147.25,2813.32,3728.79,252.17,1758.87,1523.68,2352.69,2348.0,2799.74,3933.08,5096.65,1662.96,2752.02,4204.22,9163.41,2.72,831.4,7346.38,14005.03,7102.81,8406.56,9748.83,10936.93,1976.9,3295.39,5097.39
收到的其他与经营活动有关的现金,3.55,82.7,1476.87,210.08,1783.13,2781.52,1311.37,1234.14,536.38,225.4,1162.26,1124.82,867.41,849.32,912.38,1775.94,141.42,809.56,487.47,1258.83,32.78,63.77,556.5,592.95,325.42,410.36,1072.79,2555.79,522.51,2557.52,3211.63,3124.09,483.51,2882.5,6602.97,3333.59,414.65,2536.03,24307.92,4590.8,14846.3,4397.16,8580.92,5360.55,1109.53,4336.45,7099.43,8461.41,7741.21,9610.6,11440.51,19238.89,14819.07,4258.36,8799.45
经营活动现金流入小计,3789.16,12249.23,23242.84,28458.6,5593.76,15200.25,22856.29,31679.65,6196.04,11258.16,18835.56,31158.61,8404.89,15349.5,24207.19,38484.26,7220.18,15200.49,24840.29,36413.7,6211.92,19245.05,64567.78,95107.8,34134.89,70984.62,90311.68,108791.63,9039.88,45397.22,64018.84,87025.28,24589.73,66190.98,135871.0,148800.64,42229.19,106023.76,196205.56,233611.96,89491.46,175194.89,273714.94,330587.07,72156.06,161801.72,254880.92,373968.06,96092.92,192550.19,281232.96,389920.42,128135.51,248447.02,408249.32
购买商品、接受劳务支付的现金,3694.0,9466.04,16982.3,23251.43,6935.22,14443.82,18971.65,23407.91,5790.56,9598.78,13716.7,21605.58,7461.72,10693.93,18953.98,27019.4,8098.81,15278.36,21015.25,29851.71,5109.02,12763.67,53251.16,67880.13,40359.27,63422.88,87926.28,99640.92,11926.49,19890.89,27665.21,30764.92,11910.85,27872.41,74732.6,67719.47,18370.7,42253.33,78611.12,93277.63,35002.93,94637.04,133520.51,125011.63,33555.24,95838.96,133910.82,200505.28,39332.24,107719.32,155352.22,182822.77,42533.49,119565.4,225634.73
支付给职工以及为职工支付的现金,588.62,1634.45,2973.01,3852.48,625.72,1516.56,2439.42,3753.96,668.19,1784.8,2493.05,4111.54,637.93,1908.99,2875.16,4783.7,721.62,2491.87,3370.61,4750.8,989.57,2397.45,3235.32,4172.47,765.17,1682.4,2595.99,3508.37,773.73,5542.02,9078.28,12492.33,4578.96,8271.95,13485.49,18814.75,6937.74,16686.58,26715.51,36307.21,12108.99,25420.48,41490.78,58573.43,18586.78,36854.12,57560.58,73090.12,20614.39,41490.32,59367.07,70795.87,20869.82,39223.16,58093.12
支付的各项税费,158.95,299.61,539.29,787.7,185.9,415.71,692.28,1021.91,61.01,177.74,307.44,519.06,66.36,206.3,408.32,458.93,96.37,166.32,190.46,203.36,86.49,501.38,552.58,867.06,353.93,620.59,841.13,931.35,190.23,8113.94,10226.16,8786.27,2220.08,4772.65,5676.62,6369.51,3857.22,5234.4,10719.7,12143.48,8534.47,14898.73,20097.48,24258.5,7148.35,12459.92,22686.2,28210.23,13412.66,19911.33,23569.97,28878.22,4531.0,8852.28,14270.33
支付的其他与经营活动有关的现金,220.81,540.35,1800.13,1394.47,976.75,3243.39,2642.66,3604.98,350.27,589.94,1416.94,1917.77,438.57,1674.34,2690.25,3554.68,777.12,2216.87,3112.38,2874.15,592.04,1866.43,3338.55,6755.81,2218.87,4366.11,2343.88,3728.79,2862.27,5315.65,7232.46,10598.39,4516.28,11944.24,17939.78,23050.33,5151.73,14319.06,43048.92,35745.13,27661.63,19724.28,32974.56,48592.63,7854.65,15276.63,28739.23,44828.58,15873.93,17010.37,26682.2,52379.84,13817.25,26119.26,42035.76
经营活动现金流出小计,4662.38,11940.45,22294.74,29286.08,8723.58,19619.47,24746.0,31788.76,6870.03,12151.25,17934.13,28153.96,8604.59,14483.56,24927.71,35816.72,9693.93,20153.43,27688.7,37680.02,6777.12,17528.93,60377.61,79675.47,43697.24,70091.98,93707.28,107809.43,15752.72,38862.5,54202.11,62641.92,23226.17,52861.25,111834.49,115954.07,34317.39,78493.37,159095.25,177473.45,83308.02,154680.53,228083.33,256436.19,67145.02,160429.63,242896.83,346634.21,89233.22,186131.34,264971.47,334876.69,81751.55,193760.1,340033.94
经营活动产生的现金流量净额,-873.22,308.78,948.1,-827.49,-3129.82,-4419.22,-1889.71,-109.11,-673.99,-893.09,901.43,3004.66,-199.71,865.94,-720.52,2667.54,-2473.75,-4952.94,-2848.41,-1266.32,-565.2,1716.12,4190.17,15432.33,-9562.36,892.64,-3395.6,982.19,-6712.84,6534.73,9816.73,24383.36,1363.56,13329.73,24036.5,32846.57,7911.8,27530.39,37110.31,56138.51,6183.43,20514.36,45631.61,74150.88,5011.04,1372.08,11984.09,27333.85,6859.7,6418.85,16261.49,55043.73,46383.96,54686.92,68215.38
