报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,133393.13,387918.31,674124.42,935177.37,211927.45,574282.02,897983.38,1283315.48,252397.58,790007.42,1286406.34,1652254.06,480222.8,1064429.22,1678127.47,2781159.8,855812.44,2360224.78,3263572.57,4520765.0,951085.07,2416007.32,3564077.54,4789405.0,920706.13,2297175.23,3112828.33,3734942.29,484217.56,1647621.81,2384895.28,2447947.76,474050.77,961066.93,1527332.17,2188207.17,344899.74,864682.97,1261877.99,2260693.94,471062.71,1169771.25,1676395.96,2449607.68,496899.93,1372329.84,2202431.76,2905236.29,817205.97
收到的税费返还,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,10419.33,2584.99,7449.17,7568.62,9927.94,0.0,6391.22,6917.25,14306.56,4985.44,7955.53,10297.51,12338.69,2577.64,4324.54,4324.54,10586.0,9488.37,17582.34,19017.44,21038.78,335.32,4420.2,9472.07,15940.9,2193.88,9962.45,21828.35,33197.9,8545.64,9568.48,10958.77,15490.49,4887.15,21396.04,21396.04,28578.36,9222.19,12223.37,24357.24,32060.97,1862.69
收到的其他与经营活动有关的现金,419.73,601.07,1198.73,3161.98,377.76,1803.08,90542.36,107820.85,2009.77,5470.28,8070.32,9332.21,7401.11,20186.43,22851.31,104766.34,40525.35,58709.67,88991.03,103921.71,40693.85,113079.07,222695.35,321133.56,23997.04,42575.83,58922.92,109682.54,19481.08,42619.97,68633.51,91292.72,21467.79,59246.72,96508.56,148527.48,20827.61,54193.5,80183.67,84529.48,11399.82,93870.08,236621.35,264588.85,23562.19,55236.71,61356.88,88512.29,59911.83
经营活动现金流入小计,133812.86,388519.38,675323.15,938339.34,212305.21,611880.71,993525.74,1401555.66,256992.35,840590.97,1434655.12,2022780.62,487623.91,1091006.86,1707896.02,2900232.7,901323.22,2426889.98,3362861.1,4637025.4,994356.56,2533410.93,3791097.43,5121124.0,954191.53,2357333.4,3190768.68,3865663.62,504033.96,1694661.97,2463000.86,2555181.38,497712.43,1030276.1,1645669.08,2369932.55,374272.99,928444.95,1353020.43,2360713.92,487349.69,1285037.37,1934413.35,2742774.89,529684.3,1439789.93,2288145.88,3025809.55,878980.49
购买商品、接受劳务支付的现金,130591.09,311796.98,552822.52,737098.69,227783.34,534817.81,813526.96,1080085.95,253313.17,621754.67,1053805.88,1497255.81,365486.97,902457.23,1555455.28,2272690.64,784739.64,1870170.29,2543492.48,3504043.19,835786.54,1810418.72,2857190.61,3653249.0,857531.4,1582633.04,2341341.76,2637217.41,613917.29,1460308.15,2193257.65,2291119.34,520549.17,984618.38,1386459.31,1872535.81,292191.15,659782.13,897302.76,1535658.46,314936.7,856874.12,1323341.91,1841840.68,323976.15,924893.98,1449136.53,1838832.24,418009.8
支付给职工以及为职工支付的现金,12542.71,26377.59,40189.77,57412.85,24389.52,41205.26,73317.59,100225.99,33720.37,73918.22,112701.22,155959.24,52011.56,92347.93,144272.57,193794.85,89038.96,154593.75,226256.49,286562.33,126097.73,198568.9,281883.57,366418.0,115098.76,200126.37,269841.26,342415.32,109554.63,172770.25,236490.19,309619.39,98882.4,161165.86,220420.45,264599.7,60221.06,135181.54,189028.72,237644.34,58157.07,90942.08,140974.7,224277.1,48098.87,108096.9,165535.15,248813.13,54386.0
支付的各项税费,7119.77,21621.58,35117.0,42831.87,16033.31,33531.07,57179.15,93670.32,15856.98,41297.62,81464.14,122872.21,41324.69,146911.19,173164.23,185714.49,99287.41,244785.35,284473.34,323054.94,123969.93,338251.44,382973.43,484554.0,124278.87,290297.1,383200.88,425554.92,82369.37,178056.65,211668.87,256086.18,26614.77,59884.7,72646.05,135451.95,21318.2,51235.86,72004.13,163748.86,34177.18,104172.1,114236.15,181076.01,23863.12,87331.23,156512.23,172876.0,30391.55
支付的其他与经营活动有关的现金,7787.42,19616.24,32102.91,55004.3,12094.42,27899.62,46010.21,96311.24,18402.5,40825.34,61309.15,113363.21,10862.23,78457.13,108511.83,193514.94,58013.72,110607.64,199617.04,314041.46,52745.91,127596.46,251144.51,320874.37,144613.81,168605.27,195549.26,386799.0,189695.96,344000.56,340544.5,467369.77,224202.53,242666.97,275900.7,430794.61,123537.04,112432.72,159117.9,206806.24,70066.0,163355.82,246038.18,210472.45,88375.55,159998.21,211589.13,258876.25,189465.12
经营活动现金流出小计,158040.99,379412.38,660232.19,892347.71,280300.59,637453.77,990033.91,1370293.5,321293.02,777795.85,1309280.38,1889450.46,469685.45,1220173.48,1981403.9,2845714.92,1031079.73,2380157.04,3253839.36,4427701.93,1138600.11,2474835.53,3773192.12,4825095.0,1241522.84,2241661.77,3189933.16,3791986.64,995537.25,2155135.61,2981961.22,3324194.68,870248.87,1448335.9,1955426.51,2703382.06,497267.45,958632.25,1317453.51,2143857.9,477336.96,1215344.11,1824590.95,2457666.24,484313.69,1280320.32,1982773.05,2519397.63,692252.47
经营活动产生的现金流量净额,-24228.13,9107.0,15090.96,45991.64,-67995.38,-25573.06,3491.83,31262.16,-64300.68,62795.13,125374.74,133330.16,17938.46,-129166.62,-273507.88,54517.79,-129756.5,46732.94,109021.75,209323.48,-144243.55,58575.41,17905.31,296029.0,-287331.31,115671.63,835.52,73676.98,-491503.29,-460473.64,-518960.35,-769013.3,-372536.43,-418059.8,-309757.43,-333449.51,-122994.46,-30187.31,35566.92,216856.02,10012.73,69693.25,109822.4,285108.65,45370.62,159469.61,305372.83,506411.92,186728.01
收回投资所收到的现金,17522.12,17639.28,21111.86,21151.86,0.0,0.0,0.0,0.0,0.0,24.12,24.12,766.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3306.0,3306.0,0.0,0.0,0.0,134777.79,0.0,1.59,1034.43,41035.07,0.0,0.4,0.4,601.4,345500.0,1246011.0,1781660.0,3105169.85,292543.6
取得投资收益所收到的现金,0.0,88.8,88.8,69.07,0.0,0.0,0.0,45.25,3.0,6.0,36.0,42.0,0.0,26.1,669.1,679.8,0.0,6.0,9.0,17.12,8.24,6.36,9.36,652.0,0.36,41.0,387.17,1341.7,606.32,606.32,606.32,1590.16,664.75,758.39,769.37,1961.48,6.93,12.01,40.01,64.33,2156.15,9898.6,9898.6,6317.14,5103.74,23500.54,42250.79,50482.74,170.13
处置固定资产、无形资产和其他长期资产所收回的现金净额,1484.22,2081.32,7632.61,8076.53,53.98,3415.22,3658.44,3233.02,1345.35,2860.28,3951.88,4218.99,46.87,2231.66,4772.55,5577.26,548.21,1882.96,2114.6,3350.32,697.05,1262.07,1390.27,6608.0,2042.75,2864.66,4297.67,5115.09,25.38,1563.35,3028.51,2937.83,1799.31,3068.21,3193.12,3670.02,92.39,7917.63,14882.56,31886.2,180.56,14630.5,20049.9,24794.24,380.04,2555.53,8601.98,9776.99,52.16
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.73,0.0,0.0,0.0,0.0,140985.03,104722.5,100548.85,0.0,0.0,0.0,0.0,0.0,0.0,568683.52,1148746.1,1042766.44,0.0,0.0,0.0,0.0,1509.05
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,1323.94,20829.39,0.0,120.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14744.77,3041.33,3041.33,4973.06,0.0,0.0,0.0,0.0,0.0,38608.38,0.0,0.0,0.0,52088.4,72195.85,100386.68,180.95,83689.64,220513.87,267044.69,39090.97,2700.0,2700.0,45657.6,0.0,21970.56,21671.51,27475.61,0.0,15200.83,30259.03,0.0,19090.29
投资活动现金流入小计,19006.34,19809.41,28833.27,29297.46,53.98,4739.16,24487.83,3278.26,1469.17,2890.41,4012.0,5027.54,46.87,2257.75,5441.65,6257.06,15292.98,4930.29,5164.93,8340.5,705.3,1268.43,1399.63,7260.0,2043.11,41514.05,4684.84,6668.52,631.71,54258.07,79136.68,108220.67,143630.04,192238.74,325025.21,407453.98,39190.3,10631.22,18656.99,118643.19,2336.71,615183.58,1200366.51,1101954.84,350983.79,1287267.9,1862771.79,3165429.58,313365.23
购建固定资产、无形资产和其他长期资产所支付的现金,6680.54,10938.34,20439.51,50996.85,10603.6,34637.77,96571.14,106065.86,28196.22,46090.57,74960.68,106168.06,19333.38,62541.71,89010.42,117756.26,28088.04,67972.72,97515.82,157655.93,45910.05,81720.09,142960.58,183507.0,36194.14,57878.9,90741.47,113757.71,25316.41,39663.58,70503.63,97485.35,1442.31,16027.5,40009.04,68191.45,5328.1,27445.12,41723.25,48165.73,14379.1,36359.97,45234.24,76374.55,15934.49,19211.78,38226.8,53055.07,4636.42
投资所支付的现金,5310.0,5610.0,5610.0,0.0,38362.92,53961.5,0.0,0.0,1676.05,8399.07,199.07,1701.17,68.26,0.0,0.0,4529.63,1000.0,700.0,700.0,742.0,3460.0,16796.2,16796.2,25711.0,2316.13,2164.57,2207.03,2229.38,29613.44,0.0,214135.98,213429.26,0.0,0.0,0.0,100000.0,0.0,6957.23,7513.69,125040.1,17195.34,15580.0,411545.6,661823.88,587989.42,1492228.54,2121178.24,3850684.96,752574.39
