报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31
销售商品、提供劳务收到的现金,1019154.59,2089808.77,3064542.17,4106986.5,1271612.1,2941487.7,4345629.7,5501651.7,1341252.7,3112904.8,4629966.3,6647571.6,1911151.3,4030498.9,6260079.0,8681106.4,2346837.9,5307085.8,7730211.1,10707875.5,2627122.7,5477635.5,8391855.1,11246854.0,2990739.7,6327271.7,9238708.3,12091238.4,2611780.7,5824605.4,9137297.8,12654215.0,3494610.2,7301114.4,10859283.4,15752605.6,3673016.2,7924798.5,12084643.5,17357481.1,4346125.3,9722039.1,15322247.9,21943207.1,5683380.4,12797341.5,20686734.9,28310145.0,7208120.1,15088759.4,22023185.4,29677098.2,7223614.0
收到的税费返还,0.0,139.1,306.96,412.5,11.9,21.0,1803.8,1707.5,6.4,7.6,7.6,215.2,18.0,25.0,55.6,116.4,0.0,0.0,192.2,298.6,0.0,0.0,0.0,312.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,3138.92,8635.31,27578.79,37169.3,11419.1,25761.6,36882.2,54044.5,12610.1,32586.1,50897.9,70695.1,19271.1,44886.2,99837.3,185941.3,46043.9,54334.4,233674.1,280998.0,69423.2,90735.2,227249.8,160433.8,51141.8,102288.2,175577.3,221422.4,50665.7,117364.3,221453.3,356369.9,68841.2,109919.3,178064.7,243474.2,69914.1,122951.7,171710.2,368143.7,36704.5,108859.3,171560.0,219768.5,53690.1,135177.9,171404.5,330865.3,111890.9,174331.3,417295.0,372034.8,76360.4
经营活动现金流入小计,1022293.5,2098583.18,3092427.91,4144568.3,1283043.1,2967270.3,4384315.7,5557403.7,1353869.2,3145498.5,4680871.8,6718481.9,1930440.4,4075410.1,6359971.9,8867164.1,2392881.8,5361420.2,7964077.4,10989172.1,2696545.9,5568370.7,8619104.9,11407600.0,3041881.5,6429665.9,9414494.0,12312660.8,2662446.4,5944969.7,9358751.1,13010584.9,3563451.4,7411033.7,11037348.1,15996079.8,3742930.3,8047750.2,12256353.7,17725624.8,4382829.8,9830898.4,15493807.9,22162975.6,5737070.5,12932519.4,20858139.4,28641010.3,7320011.0,15263090.7,22440480.4,30049133.0,7299974.4
购买商品、接受劳务支付的现金,866643.82,1716556.23,2577861.91,3314634.2,1110866.9,2504747.7,3585190.4,4442381.7,925210.4,2289784.6,3548987.2,5285506.5,1710150.6,3580796.8,5318733.5,7226516.1,2183587.4,4578347.3,6556902.4,8676497.4,2256446.0,4763534.9,6889787.3,9120437.9,2638961.8,5200124.2,7651017.9,10247693.3,2262965.4,4818114.0,7640960.0,10956178.7,2835075.9,5969282.8,9260943.4,13420311.8,3354472.8,7027176.5,10598244.3,14980555.5,4144991.6,8954520.9,14287933.4,19962443.1,5066224.2,11551494.9,19380210.6,25997071.1,6563144.5,13705983.7,20347029.4,27135869.9,6816796.1
支付给职工以及为职工支付的现金,20801.05,43631.99,66817.34,94253.2,31952.8,74424.4,114540.3,154629.6,43956.2,84715.8,127032.5,170230.0,49849.1,100546.1,167032.8,236911.1,75753.7,151359.7,257681.3,392325.2,123016.7,221861.5,322331.5,435640.0,127529.3,226769.8,342147.0,468485.6,135376.4,277094.2,402116.4,595735.0,181515.1,340696.0,493287.2,667927.6,183878.8,330975.5,476068.0,628761.5,205278.8,366599.9,548896.5,790161.0,312682.5,572767.5,882604.8,1174536.4,484595.0,896328.0,1276176.2,1680462.6,379617.5
支付的各项税费,19902.6,53099.25,86156.52,113906.8,35951.7,109180.6,156722.1,202143.5,67571.3,156334.1,222578.7,310742.9,86072.9,164620.2,230089.5,325617.8,112580.1,259143.7,335296.2,425025.1,110109.1,242259.2,290429.2,383292.0,85384.5,201736.0,245080.7,298418.6,77499.3,158195.4,225574.4,290959.4,115394.3,213577.8,328768.5,407736.3,111403.1,198096.8,278779.8,355479.0,110397.5,234339.0,330832.8,397357.1,85749.6,263809.5,364210.9,451730.4,116142.2,428760.0,528155.3,594281.4,129349.6
支付的其他与经营活动有关的现金,54990.39,115376.32,206139.83,272126.5,82968.6,171362.6,247925.3,376334.8,93910.6,197364.1,319743.0,396508.3,139070.1,293115.3,455073.8,689985.5,201173.0,345392.2,613120.8,836472.4,280915.2,525968.3,853331.4,938286.0,264608.6,527740.8,673940.1,1074214.9,404740.4,607701.4,882967.5,1305853.7,251241.1,622852.3,918452.5,1326770.2,344282.1,657464.9,991673.9,1376905.3,425042.8,767588.8,1194789.7,1673543.7,537303.4,1076661.4,1613315.9,2405119.1,737837.6,1258814.7,2285473.6,2424974.6,366754.9
经营活动现金流出小计,962337.85,1928663.79,2936975.59,3794920.7,1261740.0,2859715.3,4104378.1,5175489.6,1130648.5,2728198.6,4218341.4,6162987.7,1985142.7,4139078.4,6170929.6,8479030.5,2573094.2,5334242.9,7763000.7,10330320.1,2770487.0,5753623.9,8355879.4,10877655.9,3116484.2,6157240.6,8920441.8,12088812.4,2880581.5,5861105.0,9151618.3,13148726.8,3383226.4,7146408.9,11001451.6,15822745.9,3994036.8,8213713.7,12344766.0,17341701.3,4885710.7,10323048.6,16362452.4,22823504.9,6001959.7,13464733.3,22240342.2,30028457.0,7901719.3,16289886.4,24436834.5,31835588.5,7692518.1
经营活动产生的现金流量净额,59955.65,169919.39,155452.32,349647.6,21303.1,107555.0,279937.6,381914.1,223220.7,417299.9,462530.4,555494.2,-54702.3,-63668.3,189042.3,388133.6,-180212.4,27177.3,201076.7,658852.0,-73941.1,-185253.2,263225.5,529944.1,-74602.7,272425.3,494052.2,223848.4,-218135.1,83864.7,207132.8,-138141.9,180225.0,264624.8,35896.5,173333.9,-251106.5,-165963.5,-88412.3,383923.5,-502880.9,-492150.2,-868644.5,-660529.3,-264889.2,-532213.9,-1382202.8,-1387446.7,-581708.3,-1026795.7,-1996354.1,-1786455.5,-392543.7
