报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30
销售商品、提供劳务收到的现金,1018900.0,2240750.0,3691754.0,4953909.9,1201640.0,2553628.3,3902344.5,5237487.6,1044325.2,2155827.8,3563438.7,5042784.1,1419130.8,3460601.9,5908603.1,8052498.6,2108275.3,4474440.2,7322614.6,9711265.7,2162088.2,4590568.5,7513805.0,9904900.0,2366431.8,4694484.2,7795095.4,10336836.9,2511774.1,5204782.2,8286324.4,11002071.7,2540985.6,5409212.4,8747909.3,11488980.6,2662537.5,5668477.3,9012801.5,12060451.3,2901742.9,6124245.0,9748466.4,12988117.6,3261217.1,6713790.1,10771457.1,14565189.2,3176632.9,6603535.5,10535992.0,14185949.7,1161962.0,2488555.2,4486134.0,6750867.5,1438054.1,3918542.1
收到的税费返还,0.0,2961.0,5110.8,4364.9,2814.3,3674.7,3674.7,5011.1,271.6,3930.0,4131.4,3529.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3985.9,14910.8,1064.1,0.0,1192.9,15518.7,19376.2,0.0,1197.1,1679.5,17562.9,191.8,993.2,1019.3,17673.9,471.9,1512.7,1512.7,7341.2,726.7,1939.1,2297.2,4630.5,5229.8,6765.0,9083.8,11036.6,901.6,1217.4,5545.6,9470.3,429.7,1725.1,2420.6,3364.3,463.6,567.0
收到的其他与经营活动有关的现金,16900.0,38111.0,68798.6,85905.7,21384.8,67899.7,100572.4,142049.9,24315.8,83261.4,167062.1,226595.5,33184.6,92570.9,152451.9,241210.7,62664.6,128481.8,216806.8,326742.8,72235.4,126271.6,191307.9,327759.8,60123.3,96669.5,136769.7,271230.0,72679.4,132643.1,232106.7,325935.7,73381.1,169628.1,535573.3,560686.3,144955.2,158017.5,310387.0,450026.2,72598.9,247843.6,255731.0,548694.0,207374.4,320270.1,501785.1,701009.5,154695.6,359595.7,768732.9,774693.8,237443.2,292739.4,487335.0,803266.8,162441.2,539320.9
经营活动现金流入小计,1035800.0,2281822.0,3765663.4,5044180.5,1225839.1,2625202.7,4006591.6,5384548.6,1068912.6,2243019.2,3734632.2,5272908.9,1452315.4,3553172.8,6061055.0,8293709.3,2170939.9,4602922.0,7539421.4,10038008.5,2234323.6,4720826.0,7720023.7,10233723.9,2426555.1,4792346.6,7947383.8,10627443.1,2584453.5,5338622.4,8520110.6,11345570.3,2614558.5,5579833.7,9284501.9,12067340.8,2807964.6,5828007.5,9324701.2,12517818.7,2975068.5,6374027.7,10006494.6,13541442.1,3473821.3,7040825.2,11282326.0,15277235.3,3332230.1,6964348.6,11310270.5,14970113.8,1399834.9,2783019.7,4975889.6,7557498.6,1600958.9,4458430.0
购买商品、接受劳务支付的现金,594500.0,1338837.5,2290550.9,3194943.2,702290.6,1666705.5,2643975.0,3495890.0,685337.7,1181747.5,2120592.1,2987169.7,859027.1,2040079.8,3215627.5,4449240.8,1157671.1,2391387.5,3893479.0,5404887.0,1359527.1,2752167.0,4439519.6,6136289.6,1464413.6,2963967.9,4606754.9,6336244.7,1603816.4,3201172.9,4928584.1,6816401.2,1364963.7,2831527.4,4287511.9,5885307.0,1341366.3,2838750.4,4493223.7,6125710.7,1851507.9,3513386.6,5238859.3,7202476.5,1704509.1,3676288.7,5975283.7,8261459.7,1657943.9,3465120.4,5503767.2,7388414.2,1285749.3,2025998.9,3003341.2,4472355.9,858776.3,2099368.1
支付给职工以及为职工支付的现金,94600.0,219441.7,310896.0,406113.8,116888.5,222529.9,336568.6,589434.4,109867.0,256357.1,382595.4,576195.3,136521.8,353245.1,517438.1,864202.6,252029.6,512064.5,720057.1,1060706.3,376181.9,669545.7,964696.3,1327074.2,348169.3,640181.4,973914.8,1407339.1,373500.3,766000.4,1156623.0,1609132.4,418786.3,788930.3,1172992.3,1781859.0,489213.6,952178.5,1412902.6,1988350.4,537881.1,1039505.4,1577079.5,2204442.5,609899.9,1153292.8,1718558.0,2382264.3,666288.6,1210902.6,1817617.5,2510516.6,704457.3,1113326.3,1686243.5,2271502.4,658407.5,1194434.0
支付的各项税费,81000.0,164880.0,231163.4,258420.2,74217.6,214468.6,267866.4,294528.9,67332.0,115229.5,156248.4,199224.5,62054.8,145578.5,248545.4,337948.1,216188.1,399463.9,526621.3,682792.7,160747.1,399712.0,578533.6,729650.0,75083.1,130594.7,243317.0,331712.0,57158.4,138748.0,292701.9,318473.6,60142.2,233094.5,325152.0,475684.4,108650.2,284848.3,434551.1,508784.3,140113.5,338864.6,523539.3,663236.8,197707.5,443134.2,563690.7,673947.8,168528.5,394445.8,462817.8,541311.5,61869.7,135353.4,149505.0,175266.3,26647.5,85850.3
支付的其他与经营活动有关的现金,108900.0,171243.9,301189.4,249851.0,123780.4,237781.3,325938.8,299410.8,129016.1,489637.2,599845.0,820792.4,142714.6,316221.5,522355.3,675623.6,188452.8,313098.5,530200.4,725663.6,176305.2,378069.6,576612.0,798828.1,193922.0,414371.5,662633.3,808535.7,176900.4,437359.2,669223.6,849278.0,180391.2,352803.1,712335.1,749219.7,186815.1,479106.0,583200.0,822537.3,198311.1,421500.9,780951.1,832356.2,237942.0,448617.3,563312.3,817674.5,245930.2,313531.7,515719.0,695853.2,219437.6,271712.6,315256.3,497556.6,182557.2,345605.9
经营活动现金流出小计,879000.0,1894403.1,3133799.7,4109328.2,1017177.1,2341485.3,3574348.8,4679264.1,991552.8,2042971.3,3259280.9,4583381.9,1200318.3,2855124.9,4503966.3,6327015.1,1814341.6,3616014.4,5670357.8,7874049.6,2072761.3,4199494.3,6559361.5,8991841.9,2081588.0,4149115.5,6486620.0,8883831.5,2211375.5,4543280.5,7047132.6,9593285.2,2024283.4,4206355.3,6497991.3,8892070.1,2126045.2,4554883.2,6923877.4,9445382.7,2727813.6,5313257.5,8120429.2,10902512.0,2750058.5,5721333.0,8820844.7,12135346.3,2738691.2,5384000.5,8299921.5,11136095.5,2271513.9,3546391.2,5154346.0,7416681.2,1726388.5,3725258.3
经营活动产生的现金流量净额,156800.0,387418.9,631863.7,934852.3,208662.0,283717.4,432242.8,705284.5,77359.8,200047.9,475351.3,689527.0,251997.1,698047.9,1557088.7,1966694.2,356598.3,986907.6,1869063.6,2163958.9,161562.3,521331.7,1160662.2,1241882.0,344967.1,643231.1,1460763.8,1743611.6,373078.0,795341.9,1472978.0,1752285.1,590275.1,1373478.4,2786510.6,3175270.7,681919.4,1273124.3,2400823.8,3072436.0,247254.9,1060770.2,1886065.4,2638930.1,723762.8,1319492.2,2461481.3,3141889.0,593538.9,1580348.1,3010349.0,3834018.3,-871679.0,-763371.5,-178456.4,140817.4,-125429.6,733171.7
