报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,7976.84,21932.16,33686.97,54878.21,8071.09,28327.26,41609.81,75725.61,8499.32,35404.87,45967.82,122098.46,17127.11,47915.86,70244.26,123273.24,23147.04,56833.88,92252.52,141377.17,22705.62,58373.59,87150.65,150910.21,26614.94,67013.1,116726.19,190803.16,30965.62,91268.48,143287.45,192736.06,29292.87,71224.16,122059.08,180115.01,30691.96,74656.16,115974.13,200609.01,39052.27,79119.93,109120.35,142283.85,50331.99,134890.17,214073.6,292628.12,80809.41,151440.28
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.55,3.21,3.21,3.21,5.7,10.31,0.72,0.72,43.92,1.04,0.0,57.86,57.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0
收到的其他与经营活动有关的现金,401.55,633.19,1027.82,1359.42,799.83,874.92,1194.54,1599.4,334.49,804.15,1525.09,8769.59,871.19,3252.04,3958.37,4259.53,1843.41,7392.85,8532.48,4291.85,576.41,4810.47,9402.24,15495.07,3454.17,5662.58,6540.06,10404.52,1427.46,3821.46,6432.27,8399.81,1340.66,3725.98,6315.78,11019.49,763.94,3814.8,5749.52,9463.34,1004.76,4883.62,6689.48,16610.41,8027.37,14913.92,66276.74,76827.75,5958.74,6886.58
经营活动现金流入小计,8378.39,22565.35,34714.79,56237.63,8870.91,29202.18,42804.35,77325.0,8833.81,36209.02,47492.91,130873.61,18001.51,51171.11,74205.85,127538.47,25000.76,64227.46,100785.72,145712.94,23283.07,63184.05,96610.75,166463.14,30069.11,72675.68,123266.25,201207.68,32393.08,95089.95,149719.72,201135.87,30633.53,74950.14,128374.86,191134.5,31455.9,78470.97,121723.65,210072.35,40057.03,84003.55,115809.84,158894.26,58359.37,149804.09,280350.34,369456.99,86768.16,158326.86
购买商品、接受劳务支付的现金,3514.84,6088.93,8607.75,13204.36,2720.97,6517.94,10256.06,12984.75,3996.65,8170.57,12158.22,29354.65,7298.07,18921.13,28262.57,40308.9,7152.0,18069.24,28202.29,40090.58,11687.28,23625.49,36990.36,51396.18,13022.89,25120.14,39293.43,58820.12,14611.25,27251.4,40248.83,57805.25,14068.23,30014.11,44316.62,61978.62,15777.73,33623.39,51984.25,72352.92,18215.01,35240.68,50389.2,64655.77,23468.43,49233.81,79558.47,110618.07,26019.38,55215.98
支付给职工以及为职工支付的现金,3441.71,5818.95,8166.95,12441.28,3763.03,6712.01,9515.62,15015.73,4376.83,7623.62,10447.44,22543.49,6352.7,11465.43,17000.6,26095.59,7625.37,13064.75,21266.54,29360.68,8958.83,15832.13,24297.73,33654.18,9928.41,17432.86,26492.22,37150.02,8913.55,16613.22,25215.5,38046.75,9931.8,17772.15,26374.59,42758.97,9788.89,25880.44,34966.07,51978.74,10015.56,16805.74,23415.5,32772.57,10101.15,18623.11,28614.35,51248.38,11262.39,21071.44
支付的各项税费,1108.71,4243.39,5372.32,7632.14,1542.6,5035.09,7415.83,10486.94,1453.98,4818.12,6283.53,16263.69,5343.4,10947.32,16153.84,20230.22,4248.68,10935.03,16363.7,22088.28,5123.68,10622.14,14613.15,18171.74,4091.74,13294.77,19964.57,25404.99,12639.1,21391.61,25533.51,27969.3,3186.88,8545.99,12119.15,16145.37,2510.21,8912.74,11774.81,19346.33,5794.15,11737.52,18190.92,22720.76,8151.67,16826.63,24477.58,31243.16,10881.1,18971.48
支付的其他与经营活动有关的现金,1532.71,3047.37,5176.17,7605.03,1921.72,5131.55,7713.92,11198.56,3282.06,7316.39,11265.2,17889.1,4009.71,10069.14,14561.64,22418.32,2363.45,6259.47,10429.93,18858.33,3474.94,8323.75,14266.35,20040.54,3902.33,10561.07,14979.81,23189.15,4787.39,9750.34,17996.03,29519.31,3803.83,8161.63,14258.08,22925.66,3968.52,8249.72,14542.02,23556.9,4092.41,11155.72,13064.38,16906.22,21399.78,31757.39,88991.78,108555.69,8313.15,17403.18
经营活动现金流出小计,9597.97,19198.64,27323.19,40882.8,9948.31,23396.59,34901.43,49685.98,13109.52,27928.7,40154.38,86050.92,23003.88,51403.03,75978.64,109053.03,21389.49,48328.48,76262.46,110397.87,29244.73,58403.52,90167.59,123262.65,30945.37,66408.84,100730.03,144564.28,40951.3,75006.57,108993.88,153340.62,30990.73,64493.88,97068.44,143808.61,32045.34,76666.29,113267.14,167234.88,38117.12,74939.67,105060.01,137055.32,63121.03,116440.94,221642.18,301665.3,56476.02,112662.08
经营活动产生的现金流量净额,-1219.58,3366.71,7391.6,15354.83,-1077.4,5805.59,7902.92,27639.03,-4275.71,8280.32,7338.52,44822.68,-5002.37,-231.92,-1772.8,18485.44,3611.26,15898.97,24523.26,35315.07,-5961.66,4780.53,6443.16,43200.49,-876.25,6266.84,22536.22,56643.4,-8558.22,20083.38,40725.84,47795.25,-357.21,10456.26,31306.42,47325.89,-589.44,1804.68,8456.51,42837.47,1939.9,9063.88,10749.82,21838.94,-4761.66,33363.15,58708.16,67791.69,30292.14,45664.78
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,430.0,430.0,430.0,0.0,0.0,0.0,2073.06,0.0,0.0,0.0,0.0,107.56,107.56,107.56,107.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.13,126.13,126.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,27.5,27.5,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,4.2,3.82,9.32,9.36,0.15,79.3,79.3,160.44,0.0,0.0,22.69,22.71,56.5,269.38,278.26,321.45,7.23,8.73,11.26,35.9,11.13,11.17,17.1,23.83,0.28,0.56,4.76,266.95,0.0,0.91,1.06,3.94,0.0,1.4,16.4,35.5,3.6,3.64,3.64,5.93,0.0,522.32,522.34,522.45,0.0,0.07,10.53,28.57,6.18,7.59
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168434.65,168434.65,168434.65,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.48,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,4535.34,4535.34,4535.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.78,640.31,640.31,661.65,0.0,0.0
投资活动现金流入小计,4.2,3.82,9.32,9.36,0.15,79.3,79.3,160.44,0.0,0.0,22.69,22.71,56.5,269.38,278.26,1724.93,437.23,438.73,441.26,565.9,11.13,11.17,17.1,2096.89,0.28,4535.9,4540.1,4802.29,107.56,234.59,234.74,237.63,0.0,1.4,16.4,35.5,3.6,3.64,3.64,5.93,0.0,168996.97,168996.99,168997.1,121.78,640.38,678.34,717.73,6.18,7.59
购建固定资产、无形资产和其他长期资产所支付的现金,1805.43,3443.88,4532.73,6640.45,6708.1,11822.48,12732.2,15031.2,1855.02,4407.36,7429.76,19116.66,3829.38,12851.53,17338.46,29753.73,9080.01,25935.82,42661.73,71867.3,13642.02,32744.53,44535.82,55787.11,15286.16,27718.67,38109.36,54837.1,16982.86,25769.99,33952.75,46415.68,10954.45,14848.69,21304.22,30057.45,5858.7,9578.61,15444.55,20939.36,9528.35,11330.12,13954.2,14487.28,5995.83,9911.25,16899.87,29390.46,6544.67,22996.61
投资所支付的现金,1024.0,1024.0,1024.0,1024.0,752.0,2688.0,2688.0,2688.0,0.0,1104.0,1104.0,1580.0,0.0,0.0,0.0,24134.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3899.0,2800.0,2800.0,2800.0,1000.0,1000.0,3000.0,3000.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2085.24,2085.24
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.61,0.0,1711.53,3675.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.21,0.0,69.75
投资活动现金流出小计,2829.43,4467.88,5556.73,7664.45,7460.1,14510.48,15420.2,17719.2,1855.02,5511.36,8533.76,20696.66,3829.38,12851.53,17338.46,53888.45,9080.01,25935.82,42661.73,71972.9,13642.02,34456.06,48211.75,55787.11,15286.16,27718.67,38109.36,54837.1,16982.86,25769.99,33952.75,46415.68,10954.45,14848.69,21304.22,30057.45,5858.7,9578.61,15444.55,20939.36,13427.35,14130.12,16754.2,17287.28,6995.83,10911.25,19899.87,32477.67,8629.91,25151.59
投资活动产生的现金流量净额,-2825.23,-4464.06,-5547.41,-7655.09,-7459.95,-14431.18,-15340.9,-17558.76,-1855.02,-5511.36,-8511.07,-20673.95,-3772.88,-12582.16,-17060.21,-52163.52,-8642.78,-25497.09,-42220.48,-71407.01,-13630.89,-34444.89,-48194.65,-53690.22,-15285.88,-23182.77,-33569.26,-50034.81,-16875.3,-25535.4,-33718.01,-46178.06,-10954.45,-14847.29,-21287.82,-30021.95,-5855.1,-9574.97,-15440.91,-20933.43,-13427.35,154866.84,152242.79,151709.82,-6874.05,-10270.88,-19221.53,-31759.94,-8623.73,-25144.0
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,4.0,14.0,49.0,69.0,0.0,6120.0,6120.0,6120.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,100.0,200.0,700.0,700.0,700.0,875.0,0.0,50.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,4.0,0.0,49.0,69.0,0.0,0.0,6120.0,6120.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,100.0,200.0,700.0,700.0,700.0,875.0,0.0,50.0
取得借款收到的现金,0.0,7000.0,10000.0,15000.0,8000.0,25000.0,28000.0,28000.0,10000.0,21000.0,30000.0,58000.0,10000.0,41025.52,50876.08,91019.58,5437.67,49833.34,84893.26,133217.94,19127.47,120346.54,130846.54,130846.54,29300.0,59237.35,100023.16,117082.56,53502.84,127845.03,132071.67,133912.72,6676.25,73967.96,127225.66,147278.57,12959.43,54959.43,66959.43,74959.43,30000.0,30000.0,30000.0,30000.0,15000.0,15000.0,15000.0,38078.8,9397.6,9397.6
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5150.0,0.0,0.0,0.0,547.0,2780.99,4243.0,11674.93,6579.71,1321.03,2748.21,4029.4,6488.49,642.73,1584.04,2664.33,3147.74,430.65,1195.98,1801.56,2964.65,397.25,1005.13,1123.53,5335.62,8.35,8.35,8.35,11.55,0.0,0.0
筹资活动现金流入小计,0.0,7000.0,10000.0,15000.0,8000.0,25000.0,28000.0,28000.0,10000.0,21000.0,30000.0,58140.0,10004.0,41039.52,50925.08,91088.58,5437.67,55953.34,91013.26,144487.94,19127.47,120346.54,130846.54,131393.54,32080.99,63490.35,111708.09,123672.27,54823.87,130593.23,136101.07,140401.21,7318.98,75552.0,129889.99,150426.31,13390.08,56155.42,68769.0,77932.09,30397.25,31005.13,31223.53,35535.62,15708.35,15708.35,15708.35,38965.35,9397.6,9447.6
偿还债务支付的现金,0.0,5000.0,8000.0,14000.0,4000.0,9000.0,12000.0,20000.0,4000.0,15000.0,19000.0,53000.0,14000.0,35000.0,39000.0,51000.0,6000.0,18000.0,52750.0,86500.0,7750.0,67173.35,80584.06,92584.06,16018.95,33000.0,62300.0,78597.42,10000.0,14700.84,64700.84,85440.46,12300.0,102241.16,157241.16,181865.52,8000.0,30685.7,41345.44,67345.44,20000.0,38000.0,38000.0,38000.0,33000.0,49000.0,54000.0,54000.0,0.0,0.0
分配股利、利润或偿付利息所支付的现金,898.21,5914.18,8108.38,8274.27,2792.24,9864.27,12102.02,17323.96,332.74,2735.02,3571.98,12798.09,4425.26,6115.12,7163.29,8769.43,1623.16,9602.37,18764.42,20808.22,5253.61,8891.22,17846.8,20779.43,3147.41,8508.46,14878.1,17898.0,3030.87,12550.2,18196.65,21974.19,3526.48,10966.23,18325.59,21224.32,2322.28,10542.35,16562.24,18971.2,2401.31,18302.36,18529.27,18824.56,346.36,13881.15,13997.83,14171.43,2165.57,7031.92
其中：子公司支付给少数股东的股利、利润,0.0,720.0,1994.0,1994.0,2740.0,2940.0,0.0,0.0,0.0,2190.33,2510.29,4120.81,0.0,0.0,390.0,990.0,0.0,0.0,0.0,4964.79,2970.0,3950.0,5424.11,5774.72,490.0,3260.0,6200.0,6240.83,0.0,5420.0,5467.35,6979.02,0.0,0.0,8560.0,8659.45,0.0,5460.0,8967.14,8967.14,0.0,77.75,77.75,186.55,0.0,0.0,62.89,157.85,2010.6,2010.6
支付其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.29,567.91,3972.61,1393.77,3116.7,4400.07,6411.7,855.04,2012.06,3614.68,5849.65,1080.3,1979.21,2744.49,4088.05,722.29,1423.58,2343.51,7565.23,0.0,37179.0,36853.28,36911.83,62936.61,62939.81,62969.2,73943.2,0.0,0.0
筹资活动现金流出小计,898.21,10914.18,16108.38,22274.27,6792.24,18864.27,24102.02,37323.96,4332.74,17735.02,22571.98,65798.09,18425.26,41115.12,46163.29,59769.43,7623.16,27602.37,71514.42,107308.22,13003.61,76548.85,98998.77,117336.11,20560.13,44625.16,81578.17,102907.11,13885.92,29263.11,86512.18,113264.3,16906.77,115186.6,178311.24,207177.89,11044.58,42651.63,60251.19,93881.86,22401.31,93481.36,93382.55,93736.39,96282.97,125820.96,130967.03,142114.63,2165.57,7031.92
筹资活动产生的现金流量净额,-898.21,-3914.18,-6108.38,-7274.27,1207.76,6135.73,3897.98,-9323.96,5667.26,3264.98,7428.02,-7658.09,-8421.26,-75.6,4761.8,31319.15,-2185.49,28350.98,19498.84,37179.72,6123.86,43797.68,31847.77,14057.43,11520.86,18865.19,30129.92,20765.16,40937.96,101330.12,49588.89,27136.91,-9587.79,-39634.6,-48421.25,-56751.59,2345.5,13503.79,8517.81,-15949.78,7995.93,-62476.23,-62159.02,-58200.78,-80574.62,-110112.61,-115258.68,-103149.28,7232.03,2415.68
