报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,9342.03,21146.87,33275.56,33454.07,8879.39,20025.57,35139.05,34596.42,4699.95,10536.71,16932.17,21263.6,5102.55,12182.9,18276.67,23697.16,5229.51,11129.62,16289.44,21139.96,5974.17,11159.91,16167.26,23836.58,6626.07,56703.57,95380.77,100598.4,29802.95,63697.59,80895.94,176497.24,42553.64,111070.49,130597.42,254391.83,86254.03,137442.22,181485.92,444053.26,105218.45,145156.62,220895.83,363881.99,101306.99,197753.09,269039.96,417553.08,154910.96,157010.8,266086.88,289548.79,109879.56,166358.04,287176.58
收到的税费返还,0.0,0.0,0.0,7.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.18,38.18,73.11,0.0,55.2,55.2,92.66,0.0,32.88,544.26,440.42,22.25,67.36,98.83,6.41,0.0,71.31,71.31
收到的其他与经营活动有关的现金,16.81,91.29,116.23,206.02,28.55,99.36,114.1,354.41,24.35,22.56,99.63,2264.59,580.35,667.44,766.09,563.9,250.82,125.33,496.65,1188.49,204.41,1079.12,1184.74,1386.15,287.64,28139.94,28599.42,3668.02,1071.23,844.76,844.76,3977.85,1803.46,4002.84,4567.8,7084.81,49472.27,55148.92,105202.88,116713.24,36501.6,42909.06,89251.92,110847.65,43163.55,75747.33,201329.27,138001.9,52851.36,38562.06,124082.0,181364.87,42540.59,66473.2,109639.18
经营活动现金流入小计,9358.84,21238.16,33391.79,33667.72,8907.93,20124.93,35253.15,34950.83,4724.31,10559.27,17031.79,23528.19,5682.9,12850.34,19042.76,24261.06,5480.33,11254.95,16786.09,22328.45,6178.59,12239.03,17352.01,25222.73,6913.71,84865.87,124504.3,104266.41,30874.18,64542.35,81740.7,180475.09,44357.09,115073.33,135165.21,261476.65,135726.29,192629.32,286726.98,560839.61,141720.05,188120.88,310202.95,474822.29,144470.55,273533.29,470913.49,555995.4,207784.57,195640.22,390267.71,470920.06,152420.15,232902.56,396887.07
购买商品、接受劳务支付的现金,9353.07,18576.93,28906.49,29689.64,8524.5,15261.69,28377.84,26446.83,5263.25,9387.1,14205.88,17540.53,4861.36,10559.42,15874.43,20208.56,4441.43,9363.07,13873.73,17513.75,4832.34,8417.99,11163.24,21672.04,5825.31,68644.54,86919.12,73392.27,29862.71,47180.83,57933.35,143992.7,34956.99,63639.52,80541.77,173934.32,42826.34,88264.87,136747.22,264539.58,47419.79,77398.84,115359.96,154566.15,59517.34,80654.74,119426.04,170985.84,61043.57,60782.29,119508.82,172922.39,126502.25,158480.33,252917.27
支付给职工以及为职工支付的现金,448.06,1193.25,1994.73,2455.91,758.45,1322.63,2152.47,2680.06,454.95,1001.59,1604.84,2075.02,579.4,1080.11,1774.17,2179.87,547.54,1115.21,1496.07,1756.62,645.47,1177.82,1773.6,2063.45,584.22,6399.01,9433.48,14115.72,3384.86,8781.29,10737.67,21692.27,5722.63,9426.14,13750.21,25720.94,9613.4,14178.38,26849.85,40756.7,9900.79,18209.45,27146.43,41559.79,9380.72,20331.36,32211.28,43642.06,8505.32,18215.29,26874.37,34997.57,9453.39,17410.02,24833.34
支付的各项税费,103.53,425.21,735.38,967.89,58.82,467.29,748.57,1212.46,324.35,650.54,853.08,1044.45,184.05,361.25,477.63,679.24,208.38,330.68,407.5,585.72,75.88,273.83,409.29,643.29,32.98,7780.05,14322.86,13284.12,2768.76,8765.45,12341.97,14937.1,3099.93,5793.16,8512.98,19551.35,20065.56,33704.88,46701.21,54918.17,21544.36,38893.12,54378.13,81131.78,21859.79,35304.39,92543.91,56086.15,16256.79,23330.01,26289.32,29056.72,22789.32,32845.85,35052.99
支付的其他与经营活动有关的现金,691.82,984.7,1705.46,1738.06,73.08,920.66,1212.36,2913.42,0.43,620.75,1417.01,1659.65,214.7,476.04,720.53,1086.8,249.58,489.99,984.61,821.53,244.54,1919.55,3220.43,2005.43,331.61,5184.19,15359.98,9662.77,1824.9,3793.39,4638.51,9734.67,2318.26,9384.8,10793.42,9103.14,35448.93,60809.19,74504.83,137317.13,59444.42,49948.16,85584.92,110512.76,50138.27,90552.11,159359.2,142285.15,55679.01,36774.4,110625.29,188391.9,71303.25,94909.08,117122.21
经营活动现金流出小计,10596.48,21180.09,33342.06,34851.5,9414.85,17972.26,32491.23,33252.78,6042.97,11659.98,18080.81,22319.64,5839.51,12476.82,18846.77,24154.47,5446.93,11298.95,16761.91,20677.62,5798.23,11789.18,16566.55,26384.2,6774.12,88007.79,126035.45,110454.88,37841.24,68520.95,85651.5,190356.74,46097.81,88243.62,113598.39,228309.75,107954.22,196957.32,284803.11,497531.59,138309.35,184449.56,282469.44,387770.48,140896.12,226842.6,403540.43,412999.21,141484.69,139101.99,283297.81,425368.58,230048.21,303645.28,429925.8
经营活动产生的现金流量净额,-1237.64,58.07,49.72,-1183.78,-506.92,2152.66,2761.91,1698.05,-1318.67,-1100.71,-1049.02,1208.55,-156.61,373.52,195.99,106.59,33.4,-44.0,24.18,1650.83,380.35,449.85,785.46,-1161.47,139.59,-3141.92,-1531.15,-6188.46,-6967.06,-3978.6,-3910.79,-9881.64,-1740.72,26829.71,21566.83,33166.9,27772.07,-4328.0,1923.86,63308.03,3410.7,3671.31,27733.5,87051.81,3574.43,46690.69,67373.06,142996.19,66299.88,56538.23,106969.89,45551.48,-77628.06,-70742.73,-33038.73
收回投资所收到的现金,0.0,0.0,80.0,129.51,0.0,14.51,0.0,399.0,0.0,0.0,0.0,0.23,409.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.62,2936.09,4964.82,4964.82,0.0,0.0,0.0,0.0,7592.77,0.0,90.57,90.57,90.57,0.0,150.0,1352.31,150.0,0.0,0.0,0.0
取得投资收益所收到的现金,0.0,1330.0,31.04,80.88,0.0,0.11,0.91,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,1.11,1.21,0.0,0.0,0.4,0.61,0.61,0.0,0.0,0.0,0.55,3.89,248.44,321.19,0.61,0.0,0.61,0.66,54.43,0.0,0.55,0.55,4.17,0.0,2.37,2.37,2.37,0.0,0.0,278.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.73,92.13,0.0,35.13,35.13,149.91,4.4,6.63,30.04,22.65,0.0,0.0,10.61,0.0,0.0,6.19,84.84,50.69,0.0,0.0,0.0,22.18,0.0,43.59,43.59,0.0,0.0,0.0,5.08,14.97,0.0,47.64,47.64,47.64,0.0,150.0,150.0,376.16,0.0,604.37,604.37,171.33,0.0,0.0,0.0
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6019.54,8855.41,2790.74,7778.28,2185.56,2185.56,780.0,0.0,0.0,0.0,21563.41,0.0,37976.0,37976.0,3130.0,0.0,3012.54,5745.82,189.4,0.0,316.55,316.55,446.87,0.0,53.72,53.72,0.0,0.0,0.0,0.0
投资活动现金流入小计,0.0,1330.0,111.04,210.39,0.0,14.62,0.91,400.14,0.0,0.0,97.73,92.36,409.0,444.13,444.23,534.7,4.4,6.63,30.04,22.87,0.0,0.0,10.61,0.0,0.0,6026.83,8941.47,2863.79,7778.28,2185.95,2186.16,802.78,0.0,43.59,43.59,21571.58,2939.97,43189.27,43267.09,3145.58,0.0,3060.79,5794.12,7884.24,0.0,557.68,557.68,917.76,0.0,810.46,2012.77,323.7,0.0,0.0,278.0
购建固定资产、无形资产和其他长期资产所支付的现金,888.16,2552.26,4051.89,4835.52,1160.12,3673.75,2612.46,3439.0,79.96,162.73,183.02,21.62,31.95,176.07,433.37,449.53,58.03,172.78,267.7,446.55,167.09,634.64,1068.43,1296.33,674.16,82971.8,103900.26,137341.02,15779.32,46151.9,66601.21,47835.36,19341.46,14380.72,18327.21,10494.47,1418.87,8616.17,13917.99,10644.26,5646.57,3357.74,3584.2,18106.53,0.0,5309.35,5324.32,7105.97,658.51,4181.57,9122.8,22781.8,48977.9,58138.04,88332.93
