报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31
销售商品、提供劳务收到的现金,5234.9,17093.51,22825.41,266702.98,72153.46,91895.58,119889.16,207500.67,49111.41,105553.98,155231.43,215359.16,50636.06,132320.19,180087.32,220694.12,74690.88,149955.96,235166.13,293303.84,96312.2,244219.34,347886.14,527525.96,86784.83,217917.52,290434.69,348831.7,106288.41,216697.77,335597.55,390428.32,117205.6,253291.12,381219.04,359746.94,79773.05,175304.57,234008.35,278189.96,86537.14,220663.64,333055.9,470452.89,131074.75,274947.76,406530.41,555709.27,108103.21,233818.96,365216.91,525378.11,88734.54,167603.24,272978.26,426002.57,143930.52
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,691.4,246.77,899.39,1316.77,1676.84,1012.26,1927.72,3047.04,4445.58,1142.61,2834.27,4796.22,5732.87,1867.49,3462.44,4582.4,4330.5,1249.67,3738.53,5319.82,6327.78,1434.42,3140.93,4503.58,6292.79,1583.5,3552.32,5490.31,8382.43,181.7,4675.3,6137.2,8270.69,2962.95,6463.61,9285.08,13039.17,3349.49,6672.56,8187.6,12403.53,2507.61,6722.94,9261.5,23981.91,2480.45,5923.1,8447.67,12315.68,3545.29
收到的其他与经营活动有关的现金,90.71,917.08,337.47,437.74,40.97,216.8,581.32,783.67,176.24,805.81,1294.94,1551.34,8096.96,10084.03,10219.02,9626.37,3992.41,3182.37,3836.16,6288.5,436.35,4532.19,5012.71,7309.51,848.25,1121.83,3899.68,72189.11,2278.57,7134.66,12782.03,49628.34,4353.24,5535.04,6334.56,46532.46,3558.84,4544.61,7605.98,15119.88,3716.18,4575.29,6492.95,36782.95,4734.4,12213.72,16171.53,17825.8,8410.8,8725.73,11312.04,16039.25,4789.49,5355.02,9169.14,14545.31,3462.38
经营活动现金流入小计,5325.62,18010.59,23162.88,267140.72,72194.43,92112.38,120470.48,208975.74,49534.41,107259.17,157843.14,218587.33,59745.27,144331.94,193353.37,234766.08,79825.9,155972.61,243798.51,305325.21,98616.04,252213.97,357481.25,539165.97,88882.75,222777.88,299654.2,427348.59,110001.39,226973.36,352883.16,446349.44,123142.33,262378.49,393043.91,414661.82,83513.59,184524.48,247751.53,301580.53,93216.27,231702.55,348833.93,520275.01,139158.64,293834.04,430889.54,585938.6,119021.62,249267.63,385790.45,565399.26,96004.48,178881.36,290595.07,452863.56,150938.19
购买商品、接受劳务支付的现金,4125.39,10735.14,12180.69,217995.83,56042.02,63990.22,72482.87,146685.47,26731.0,63345.26,92496.8,147911.09,44655.58,101623.79,125372.96,130577.51,50048.5,87318.97,129481.4,149163.98,59189.92,170234.4,228376.24,377242.79,50351.86,174289.89,239789.05,288686.82,78045.84,143787.94,231888.81,237308.78,72303.69,172383.58,270439.31,196829.74,42530.81,104790.45,133221.26,131700.16,100780.47,144535.95,191897.71,262657.38,81636.78,168933.93,249546.47,333041.5,62420.24,119279.47,178671.86,279626.15,50948.22,74286.62,118239.29,224493.63,114123.99
支付给职工以及为职工支付的现金,793.96,1799.31,2651.45,14484.49,4944.19,10890.57,16042.92,21171.57,4216.7,8899.11,13143.35,19152.67,5091.17,16130.32,23816.15,34441.26,12819.34,24796.53,36354.02,51344.74,15522.99,32001.27,43980.88,56620.74,17278.95,34608.84,50850.23,68202.09,17845.8,42641.1,59032.76,77694.59,19711.95,49301.79,63812.59,84713.16,20636.95,43793.66,60907.8,84838.54,27022.78,57437.7,78618.17,114675.66,33914.5,75383.66,91281.2,123144.73,32410.11,58442.63,83618.34,119052.61,27918.65,57675.03,81518.36,108720.83,38095.72
支付的各项税费,695.0,1783.77,2374.5,8440.86,2528.85,6954.88,12168.18,14784.7,3413.04,6238.07,10524.57,13463.54,1989.71,7830.96,12812.83,15760.85,4562.01,14188.07,22157.46,29315.29,4862.18,12843.97,20290.35,29244.05,5585.48,11784.45,16656.53,27103.09,5136.03,12812.53,21808.24,32396.2,3486.77,11226.97,18303.78,24984.87,4344.04,11899.05,17308.47,25537.51,5365.54,13295.57,22580.59,30488.65,7414.69,17989.69,26394.56,40960.12,5984.09,17215.61,25224.58,34654.68,3182.69,10478.21,18714.84,30677.2,5606.32
支付的其他与经营活动有关的现金,587.47,2944.79,3044.26,10637.0,7218.33,7740.87,10849.49,12250.67,3152.39,5870.25,10865.89,22979.69,6289.11,10207.02,19015.66,24814.75,6472.19,14767.78,27161.82,31251.44,10754.57,20750.43,26703.38,48982.3,9448.29,15200.12,21505.2,92590.01,13837.5,21093.75,26896.6,84767.78,13707.26,20264.61,30756.16,81189.84,13852.58,23582.63,32476.46,48131.9,12341.61,28072.02,42334.77,84725.87,15006.52,30142.07,59429.63,71725.55,16354.95,35935.04,56533.08,68690.14,14555.89,25668.77,43051.39,45256.66,10856.09
经营活动现金流出小计,6201.82,17263.01,20250.9,251558.18,70733.39,89576.54,111543.46,194892.41,37513.13,84352.69,127030.6,203506.98,58025.56,135792.1,181017.61,205594.37,73902.03,141071.35,215154.7,261075.46,90329.66,235830.08,319350.86,512089.88,82664.58,235883.29,328801.02,476582.01,114865.17,220335.32,339626.4,432167.35,109209.66,253176.94,383311.84,387717.6,81364.38,184065.78,243913.99,290208.12,145510.4,243341.25,335431.24,492547.56,137972.49,292449.36,426651.85,568871.89,117169.39,230872.74,344047.86,502023.59,96605.45,168108.64,261523.88,409148.31,168682.11
经营活动产生的现金流量净额,-876.2,747.59,2911.99,15582.54,1461.04,2535.84,8927.02,14083.33,12021.28,22906.48,30812.54,15080.35,1719.71,8539.84,12335.76,29171.71,5923.87,14901.26,28643.81,44249.76,8286.38,16383.89,38130.39,27076.09,6218.17,-13105.42,-29146.82,-49233.42,-4863.77,6638.04,13256.75,14182.09,13932.67,9201.54,9732.08,26944.23,2149.21,458.7,3837.55,11372.42,-52294.13,-11638.7,13402.69,27727.45,1186.15,1384.68,4237.69,17066.71,1852.23,18394.89,41742.59,63375.67,-600.97,10772.72,29071.19,43715.25,-17743.92
