报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
销售商品、提供劳务收到的现金,12522.71,33671.97,54969.41,71589.86,13308.08,32420.09,52996.28,78016.74,20737.15,52955.85,87093.4,116031.4,22041.43,47023.52,88399.07,124392.24,24931.06,52970.59,90391.56,133777.26,30061.67,70314.95,113917.05,170240.68,39605.75,93490.91,161919.63,216387.06,47569.86,103815.17,157769.81,217757.79,50305.49,116656.31,183410.95,251859.77,58510.14,125198.28,209210.72,292679.46,69088.67,155317.79,266706.45,403576.08,108813.25,256144.4,441894.1,601668.91,162109.57,325202.78,507766.6,715777.82,159856.63,357545.96
收到的税费返还,0.0,1.11,15.43,58.97,0.0,9.17,9.84,34.67,0.0,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.71,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,2517.88,6606.99,16504.41,7157.84,13112.16,27456.79,3322.76,9388.44,14129.83,7356.53,12504.94,11018.64,4366.21,8951.26,12802.03,13734.12,2973.65,3559.94,11030.55,17476.87,6355.2,4341.9,14397.51,22455.12,5456.42,7836.41,10081.36,12531.19,7087.59,7073.92,12546.77,15570.7,3458.23,8635.52,14530.95,14256.02,3079.26,5812.0,11059.19,13389.59,20282.47,25307.07,38273.39,38427.67,4101.17,7793.46,12774.09,19434.5,6829.01,19986.55,37229.08,31775.62,6882.45,11269.99
经营活动现金流入小计,15040.59,40280.06,71489.25,78806.67,26420.24,59886.05,56328.88,87439.85,34866.98,60312.38,99598.34,127052.62,26407.64,55974.77,101201.1,138126.36,27904.72,56531.25,101422.82,151254.14,36416.88,74656.85,128314.56,192695.8,45062.18,101327.32,172000.99,228918.24,54657.46,110889.1,170316.58,233328.49,53763.72,125291.83,197941.9,266115.78,61589.4,131010.28,220269.91,306069.06,89371.14,180624.85,305041.53,442003.75,112914.42,263937.86,454668.19,621103.4,168938.57,345189.32,544995.69,747553.44,166739.08,368815.96
购买商品、接受劳务支付的现金,3511.47,8488.95,14180.23,19278.1,3627.36,11793.19,18055.23,22683.7,7401.82,14244.72,20800.61,26370.03,3920.48,8840.11,13880.05,19159.8,4802.09,10763.99,19600.33,29968.4,4868.14,12478.12,21927.55,32101.53,7723.81,16669.95,30451.87,42930.47,10395.2,24930.52,51386.88,62398.88,11384.95,23229.13,37044.98,52282.67,16827.99,45126.43,64544.91,80705.52,24748.53,80674.94,106585.1,143987.94,20995.83,49563.41,106067.75,121118.33,19312.25,44815.22,71900.57,100503.34,26052.69,68904.35
支付给职工以及为职工支付的现金,1342.92,2760.7,4310.66,6780.22,2397.31,6199.14,8268.23,9163.17,2456.12,4869.56,7126.0,9838.28,2752.02,5820.86,8871.19,12903.33,4649.8,9575.78,13450.52,18919.94,5123.15,11159.8,17764.54,23870.9,7096.96,14892.6,22473.34,32085.93,10549.1,19236.41,28017.11,36720.37,10964.19,19524.05,28191.45,37828.97,13424.23,27370.24,40296.77,51093.13,14136.01,33842.44,50668.26,68047.66,23463.07,45510.94,76724.81,116321.19,30622.02,60476.29,85428.85,142243.21,28561.86,60073.15
支付的各项税费,1415.59,3753.52,6821.07,8969.77,1919.97,4567.32,7339.29,10657.77,1733.62,5413.72,9717.06,14908.27,2618.95,6513.57,11198.29,15014.55,4073.19,9225.16,14318.77,19886.71,5105.96,12145.82,20765.83,29921.57,9351.49,16927.61,26024.36,34881.78,9650.39,16269.83,25898.73,34501.03,8319.64,16510.67,24514.62,34359.07,9224.04,17307.82,27511.79,39740.42,9561.02,21027.93,33432.52,48574.82,12759.72,28534.2,57115.63,77975.57,14075.62,35829.91,58100.77,92732.7,24141.38,44820.82
支付的其他与经营活动有关的现金,6939.0,17950.27,28498.32,22625.7,17685.16,36364.27,18039.24,28555.39,20248.89,16672.64,29990.24,36903.0,12424.07,24648.77,42711.44,56149.7,16508.8,26827.66,45019.45,65560.94,15776.12,25469.14,54874.04,66007.34,19410.68,34270.98,52628.24,69162.02,17187.13,32141.0,52940.67,71732.98,17522.38,33398.44,54169.81,64585.56,30921.02,52945.45,75847.21,103722.63,40983.57,69228.8,107450.11,143254.6,76426.32,121694.04,184633.63,217281.66,43088.14,119149.33,171941.85,218607.12,54248.37,113695.73
经营活动现金流出小计,13208.98,32953.44,53810.29,57653.79,25629.81,58923.91,51701.99,71060.04,31840.45,41200.64,67633.92,88019.58,21715.53,45823.31,76660.97,103227.38,30033.87,56392.59,92389.06,134335.99,30873.37,61252.89,115331.96,151901.33,43582.95,82761.15,131577.81,179060.2,47781.82,92577.77,158243.38,205353.27,48191.17,92662.29,143920.86,189056.27,70397.27,142749.95,208200.67,275261.7,89429.13,204774.11,298135.99,403865.02,133644.95,245302.58,424541.82,532696.75,107098.02,260270.75,387372.04,554086.37,133004.3,287494.04
经营活动产生的现金流量净额,1831.61,7326.63,17678.96,21152.88,790.44,962.13,4626.89,16379.81,3026.52,19111.74,31964.42,39033.04,4692.12,10151.46,24540.13,34898.97,-2129.16,138.66,9033.76,16918.15,5543.5,13403.96,12982.6,40794.47,1479.22,18566.18,40423.18,49858.04,6875.63,18311.33,12073.2,27975.22,5572.55,32629.54,54021.04,77059.51,-8807.87,-11739.67,12069.23,30807.35,-57.99,-24149.26,6905.54,38138.73,-20730.53,18635.29,30126.37,88406.66,61840.55,84918.57,157623.65,193467.07,33734.78,81321.92
