报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,98669.94,208927.39,320712.51,470986.92,91612.44,196544.08,298727.6,426667.34,89237.74,191430.04,322617.27,466014.07,110604.34,227133.4,354663.51,490334.45,126480.9,265498.02,410169.9,611087.55,141708.36,300457.67,488385.36,743657.68,185966.81,417683.83,680606.91,1017375.05,231683.34,545489.38,917995.42,1366160.92,340853.86,725117.5,1129858.33,1666743.7,393713.03,1173791.59,2144275.99,3328373.9,998830.46,2081293.82,3295901.02,4560376.02,1199872.29,2467717.65,3939760.1,5800141.05,1387316.58,2893944.52,5027445.34
收到的税费返还,76.2,109.98,160.71,308.95,240.29,349.02,483.72,1332.9,177.24,207.3,220.18,240.6,10.89,41.31,48.62,49.34,1.69,1.69,1.69,12.9,0.0,0.0,0.0,361.74,29.24,30.02,30.47,31.19,2.22,13.54,65.21,94.34,39.4,313.9,316.25,543.8,0.0,36284.53,45507.22,52758.39,12107.78,26519.41,41368.94,57092.39,11049.39,30036.51,45438.39,53992.98,14779.51,28994.6,38575.34
收到的其他与经营活动有关的现金,5899.91,12649.81,22538.41,27480.42,2527.01,12059.92,36055.27,19239.02,3570.54,40451.1,44890.46,49589.34,3939.71,3009.61,3545.85,8106.08,562.08,3692.3,4473.5,10385.05,1018.75,1305.8,1648.0,3886.37,1751.18,4446.44,6470.61,3877.93,2259.2,4076.98,5859.16,10006.97,2007.56,4996.46,6413.02,2887.8,4384.5,15939.95,18049.04,25322.75,11839.85,41209.32,73040.03,108520.33,13095.19,48305.54,57435.74,97816.25,22529.92,83035.26,119794.81
经营活动现金流入小计,104646.06,221687.18,343411.63,498776.28,98378.74,212953.01,335266.59,447239.26,92985.52,232088.44,367727.91,515844.02,114554.94,230184.32,358257.99,498489.87,127044.66,269192.01,414645.08,621485.51,142727.11,301763.47,490033.36,747905.79,187747.22,422160.29,687107.98,1021284.16,233944.76,549579.91,923919.8,1376262.23,342900.81,730427.86,1136587.6,1670175.3,398097.53,1226016.07,2207848.38,3406455.04,1022985.82,2149641.02,3413057.42,4725988.73,1226837.24,2546059.69,4042634.23,5951950.28,1424626.0,3005974.37,5185815.49
购买商品、接受劳务支付的现金,101885.97,198748.86,316782.58,447137.89,84855.97,180687.34,285427.99,388521.02,86498.8,188079.19,309664.2,437544.69,112562.02,224417.72,348181.54,463959.54,130730.73,263196.79,399733.82,579662.24,172533.28,319323.61,510583.04,734227.6,220825.48,431837.01,684891.31,975960.92,272066.29,582886.77,940494.03,1322098.58,380360.77,738980.08,1170781.26,1604028.32,419795.42,1082887.57,1836694.76,2769968.68,839766.52,1760175.9,2821015.97,3864763.9,878375.24,2017179.95,3210383.75,4540012.91,1374027.64,2824345.08,4578267.83
支付给职工以及为职工支付的现金,1175.73,2337.22,3343.19,4945.32,1440.51,2805.43,4357.43,6030.78,1688.59,3160.17,4555.52,6208.67,1035.12,1889.11,2850.7,4741.73,1068.89,2169.47,3372.57,4725.41,1380.71,2881.43,4345.0,6311.03,2243.61,4152.93,6218.76,8244.88,3397.45,6030.92,8888.36,11900.7,4755.71,8485.83,12767.06,17065.99,5538.09,58281.61,143548.34,234036.65,143770.17,234349.34,339158.52,442135.06,169810.01,264299.15,369537.56,482782.84,225816.4,330783.31,455106.73
支付的各项税费,1121.83,1845.83,2522.53,4405.53,1346.31,3413.57,5152.21,6900.07,1425.61,3314.42,4867.25,6243.45,1395.41,3218.26,4278.53,6012.03,1355.33,2468.85,4655.44,6157.73,2199.65,3830.11,5203.12,6928.99,2790.48,4676.14,7121.35,10808.19,3860.41,6117.6,8068.29,12089.65,5648.98,9418.25,12997.41,16713.32,5351.35,29085.18,87077.76,139056.83,51106.24,96021.68,138897.43,179466.97,42396.47,122085.86,170546.67,203876.38,81372.4,152945.89,196871.24
支付的其他与经营活动有关的现金,10468.84,34832.15,42584.47,32518.49,12043.49,33097.61,42597.93,32503.82,6498.45,12320.43,22601.72,25030.94,5629.12,5008.66,5913.81,8054.95,2137.69,5593.85,11217.22,15564.62,2711.02,6875.35,9103.31,13426.92,4594.63,8318.17,13121.51,13887.06,5331.53,9945.88,13622.25,18091.78,5474.15,12514.34,15250.03,23049.84,6462.87,29121.21,80882.63,126084.7,55602.66,84498.26,123895.05,192974.1,47951.81,106004.02,176846.82,231324.91,57961.65,139108.42,241648.57
经营活动现金流出小计,114652.37,237764.06,365232.77,489007.23,99686.28,220003.94,337535.55,433955.69,96111.45,206874.21,341688.69,475027.76,120621.68,234533.75,361224.58,482768.24,135292.64,273428.96,418979.06,606110.0,178824.66,332910.49,529234.47,760894.53,230454.2,448984.26,711352.92,1008901.05,284655.67,604981.17,971072.93,1364180.71,396239.62,769398.5,1211795.75,1660857.46,437147.72,1207925.58,2154453.64,3275626.85,1094505.6,2186585.17,3433829.97,4696243.03,1139945.32,2516521.98,3933413.36,5465006.05,1736146.68,3447859.05,5472275.37
经营活动产生的现金流量净额,-10006.32,-16076.88,-21821.14,9769.06,-1307.54,-7050.93,-2268.96,13283.57,-3125.92,25214.24,26039.23,40816.26,-6066.75,-4349.43,-2966.6,15721.63,-8247.99,-4236.96,-4333.97,15375.51,-36097.55,-31147.02,-39201.11,-12988.74,-42706.98,-26823.97,-24244.93,12383.11,-50710.91,-55401.26,-47153.13,12081.52,-53338.81,-38970.64,-75208.15,9317.84,-39050.2,18090.49,53394.73,130828.19,-71519.78,-36944.15,-20772.56,29745.7,86891.92,29537.71,109220.87,486944.23,-311520.68,-441884.67,-286459.88
收回投资所收到的现金,0.0,0.0,0.0,6217.32,0.0,829.26,1674.86,4872.26,0.0,5026.39,6972.39,7370.0,420.0,743.57,2445.04,3802.9,518.5,1068.1,1075.82,1292.32,150.0,160.0,160.0,2779.15,0.0,100.0,274.13,434.13,0.0,0.0,1849.31,4999.41,2935.0,8058.37,8647.67,8846.52,4585.68,101187.08,860141.03,1560774.1,401026.82,865281.6,1360081.6,2019794.33,465813.95,1052740.13,1649693.53,2073113.25,539991.71,926976.99,1299857.66
取得投资收益所收到的现金,0.0,213.56,213.56,574.37,0.0,237.89,237.89,577.49,0.0,89.73,89.73,1165.21,58.47,102.87,102.87,270.87,0.0,74.39,1021.56,1021.56,0.0,28.08,121.26,2581.72,0.0,41.96,2235.42,2304.66,0.0,0.0,202.99,504.49,0.0,0.0,416.47,452.85,0.0,792.75,2980.81,5089.45,1684.17,3327.73,6662.64,9440.11,3618.68,6841.63,11580.33,18662.2,3414.12,7090.43,9435.46
