报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
客户存款和同业存放款项净增加额,2017490.5,4162461.3,6451862.8,6439017.1,4873999.6,8189570.9,7603242.5,8291132.5,4212090.9,6277490.2,9790353.9,13219781.3,2956215.0,2535334.3,7090642.8,11650752.1,7781198.0,10803384.2,11529756.0,12604657.8,15784096.5,26704917.1,24888924.0,36906088.7,21349200.0,19723300.0,27342200.0,29240300.0,21559100.0,23336000.0,20962500.0,25052900.0,7704300.0,31083800.0,23939800.0,12500000.0,10832500.0,11145500.0,11356300.0,26777300.0,0.0,0.0,364100.0,11580300.0,5922700.0,8192500.0,10473000.0,8456900.0,6901000.0
向央行借款净增加额,0.0,8641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120390.0,209926.9,221819.9,84689.2,0.0,0.0,0.0,12049.3,2509868.1,2466870.9,1501131.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45300.0,131800.0,14100.0,80300.0,23500.0,0.0,3802800.0,755300.0,1513800.0,592200.0,6490700.0,9642100.0,11025500.0,1424500.0,1199400.0,1896000.0,1679100.0,0.0
向其他金融机构拆入资金净增加额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收取利息、手续费及佣金的现金,314618.3,700399.3,1136946.7,1668574.0,594019.6,1253879.7,1812130.1,2469123.0,546187.4,1051396.6,1549456.7,2071379.6,552579.8,1146239.2,1765377.3,2120693.7,602963.7,1427263.0,2676739.0,4051111.1,1595061.0,3225877.6,4897910.7,6551771.7,1772700.0,3860400.0,6028600.0,8301700.0,2480800.0,5186100.0,7989700.0,10920500.0,3134100.0,6595800.0,9879300.0,13084900.0,3286000.0,6631900.0,9940500.0,13025900.0,3559700.0,7439000.0,11332800.0,15470700.0,4450000.0,9194800.0,13374000.0,18011800.0,5000400.0
收到其他与经营活动有关的现金,509089.3,21938.9,986303.8,121640.9,189146.4,207912.7,184206.9,205837.8,124454.6,163255.0,160136.3,145972.6,151476.9,199199.2,302958.7,336908.7,183052.8,160218.6,198197.7,433437.6,56082.0,156455.3,202573.1,234741.0,283600.0,195000.0,184200.0,206600.0,122200.0,251500.0,397900.0,411500.0,32100.0,330300.0,994400.0,1231700.0,61400.0,216700.0,794600.0,683000.0,1366700.0,1479600.0,2284500.0,2851800.0,2094000.0,2470000.0,2053900.0,5326700.0,179000.0
经营活动现金流入小计,3210226.8,5752335.2,8786014.9,10031889.2,5806904.3,9651363.3,10430531.8,13735665.2,6325728.5,8542729.6,12173131.7,15775345.8,3956118.3,4311572.9,9845468.3,15127343.4,8893986.0,13131033.0,22345885.8,29927265.1,19226932.0,37345061.0,39674902.3,57128743.0,27197200.0,31913000.0,37538000.0,41548700.0,24206800.0,30793700.0,33360300.0,44087600.0,16709200.0,44743400.0,42387900.0,36174400.0,15950800.0,23758900.0,25797200.0,50320000.0,6433900.0,18672300.0,23884600.0,41120400.0,18304700.0,27684700.0,38123200.0,43627800.0,18779100.0
客户贷款及垫款净增加额,1046813.7,2595718.6,3296911.2,4208386.0,1244800.9,2628733.4,3924990.0,7363847.2,3585579.7,5888507.8,7689411.2,7623080.6,1251964.5,1428742.6,3907126.1,4657594.4,1486851.5,4038431.1,5524268.8,6700385.2,2993412.7,6088990.8,8302851.6,7818557.5,3384300.0,6609200.0,11283900.0,12976700.0,4428800.0,9450900.0,15167800.0,18658300.0,10250000.0,16995900.0,20078400.0,21625500.0,5397300.0,15770900.0,23918800.0,29587800.0,8225100.0,13857300.0,20226500.0,26997700.0,7863900.0,16529500.0,25034000.0,28714600.0,6584100.0
存放中央银行和同业款项净增加额,0.0,633030.3,998417.5,1558232.4,283524.9,1412466.6,817499.5,1478298.2,1114903.7,423498.9,432623.0,356264.7,0.0,417747.8,877793.3,1876482.7,768075.6,1579404.4,2807507.1,4644664.0,1600190.7,4803144.5,5000813.5,5698477.3,1094100.0,1800700.0,2410100.0,1827200.0,5773600.0,5134100.0,5695400.0,7021500.0,0.0,0.0,817900.0,547200.0,0.0,1680700.0,5922000.0,4663500.0,2431300.0,4406200.0,5375400.0,3748700.0,0.0,0.0,0.0,0.0,0.0
支付给职工以及为职工支付的现金,60918.3,92253.7,129284.0,181954.7,88031.6,126767.4,181193.7,236309.4,102681.7,162303.4,227161.8,291363.5,150159.0,215378.7,297629.8,374763.4,170861.5,251080.4,385967.8,528726.5,269280.5,402415.9,552759.5,717620.5,358300.0,525100.0,738000.0,966000.0,493200.0,710600.0,962300.0,1217500.0,513500.0,743400.0,989500.0,1287100.0,590400.0,838400.0,1106000.0,1376200.0,543500.0,822800.0,1131000.0,1434500.0,664900.0,964700.0,1293100.0,1619400.0,759500.0
支付的各项税费,34486.2,91678.4,142320.9,178475.4,59411.6,95598.3,134179.5,182148.5,80230.0,150978.4,238483.9,260211.6,57728.2,165769.4,226469.8,288596.4,80849.5,211985.0,365503.4,511577.7,158636.2,460994.6,628347.4,811302.8,191300.0,403500.0,622800.0,865200.0,227900.0,690600.0,982700.0,1299100.0,266900.0,818800.0,1173700.0,1510600.0,268900.0,988500.0,1105900.0,1381100.0,274700.0,1587100.0,1996600.0,2367500.0,257800.0,1604000.0,2001100.0,2215500.0,534700.0
支付其他与经营活动有关的现金,1186971.6,12075.7,1399869.1,211087.0,59315.0,272141.0,340646.0,427428.1,4224.5,285974.7,526103.0,262584.7,105985.4,170320.4,270397.5,344680.6,282569.1,232135.8,310501.3,608195.2,506888.1,679192.1,1170930.2,1170963.7,177200.0,960400.0,1441100.0,2608800.0,2346100.0,3087200.0,3444400.0,4932500.0,2164000.0,2118500.0,2633500.0,3400000.0,919400.0,2791100.0,2757600.0,6535000.0,2537100.0,1396000.0,1581900.0,2254000.0,687000.0,3358100.0,3815300.0,1762400.0,542800.0
支付利息、手续费及佣金的现金,130290.7,280200.6,481109.6,779955.6,305445.0,602791.6,921460.1,1281349.7,307546.0,502856.8,736848.7,901949.6,205747.8,427357.1,619878.4,857982.1,360712.9,785036.0,1400545.3,2266303.3,909778.2,1971455.3,2929629.6,3956336.0,931000.0,2110600.0,3303700.0,4668700.0,1422200.0,2831700.0,4183800.0,5853200.0,1741600.0,3373200.0,4740400.0,6332000.0,1247100.0,2588800.0,3729100.0,4850400.0,1357800.0,2822700.0,4425000.0,5916400.0,1565800.0,3514600.0,5676000.0,7643800.0,1711100.0
经营活动现金流出小计,2838290.5,4435264.3,6727591.2,8326731.6,5424295.2,8722666.0,6475964.9,11301404.1,6055089.6,8158242.8,12198915.0,12555984.7,3095154.6,4614916.7,8787489.1,12922771.1,6759331.0,9969732.2,20559722.5,31371202.4,11544150.4,22942083.0,31396690.9,38544896.9,25785300.0,29033000.0,27455700.0,32381300.0,18197100.0,25451300.0,33871200.0,41555500.0,15559700.0,26491200.0,33189400.0,36357000.0,10024000.0,27078700.0,41091400.0,49221100.0,17934700.0,31490300.0,39683300.0,52998400.0,14160500.0,26939200.0,39254200.0,49360100.0,13460700.0
经营活动产生的现金流量净额,371936.4,1317070.9,2058423.7,1705157.6,382609.1,928697.3,3954566.8,2434261.1,270638.9,384486.8,-25783.3,3219361.1,860963.7,-303343.8,1057979.2,2204572.3,2134655.0,3161300.8,1786163.3,-1443937.3,7682781.6,14402978.0,8278211.4,18583846.1,1411900.0,2880000.0,10082300.0,9167400.0,6009700.0,5342400.0,-510900.0,2532100.0,1149500.0,18252200.0,9198500.0,-182600.0,5926800.0,-3319800.0,-15294200.0,1098900.0,-11500800.0,-12818000.0,-15798700.0,-11878000.0,4144200.0,745500.0,-1131000.0,-5732300.0,5318400.0
收回投资收到的现金,2654286.6,5660044.9,7222583.3,11137141.4,557031.5,4793838.3,10006488.0,10470110.6,2142905.0,3790113.5,11037708.0,13926963.9,5306719.1,8910737.2,10440052.4,11013355.0,2485059.8,4438559.8,10188164.0,19800347.1,3266739.1,9583120.5,13980554.9,21320212.7,16799000.0,24428700.0,28724100.0,44371300.0,11259100.0,22176500.0,35854100.0,39196800.0,12218500.0,25418200.0,57750500.0,73292000.0,40950900.0,99403400.0,162619700.0,176555000.0,28151200.0,34610000.0,40393500.0,62862300.0,11326600.0,24167400.0,34891400.0,44030200.0,10531300.0
取得投资收益收到的现金,14647.4,54653.2,87432.0,68064.2,17051.2,35663.5,143919.0,150994.8,33172.5,86339.8,190732.2,249027.4,30562.5,142655.8,218505.0,327500.0,36783.6,165719.0,341157.1,659098.8,239584.7,523539.5,806235.9,1165551.5,488000.0,878500.0,1261100.0,1734500.0,605300.0,1153700.0,1817300.0,2435100.0,684300.0,1447500.0,2104400.0,2658800.0,721900.0,1407000.0,2175700.0,2797900.0,812000.0,1591500.0,2414900.0,3094300.0,728100.0,1442400.0,2108100.0,2637200.0,750000.0
处置固定资产、无形资产及其他资产而收到的现金,6729.9,0.0,26290.9,12824.0,180.4,1287.3,1824.2,4297.7,1394.3,25.2,83.4,67.2,0.0,346.5,124.8,995.4,8.3,153.6,343.7,1003.0,0.0,0.0,0.0,11077.9,0.0,1500.0,2900.0,2800.0,0.0,600.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,400.0,400.0,3200.0,0.0,10700.0,10800.0,9200.0,23800.0
取得子公司及其他营业单位所收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3135818.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
