报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,840085.09,1907066.54,3147193.6,4248521.8,1014232.0,2817669.8,4184613.0,6022697.4,532829.4,997556.6,1491346.4,2304334.7,676909.9,1716842.6,3032622.1,5388397.8,1317978.6,3078520.1,4716791.4,6677246.4,1342950.8,2595038.2,4202917.9,6017612.7,1065620.9,2457244.3,3719389.0,5882333.0,1140176.5,2880583.5,4626527.3,7274671.2,1566171.6,3206066.5,5100345.9,5461835.0,1354071.4,2696636.4,4119638.2,4966062.7,1445007.9,3288511.8,5396395.6,7604477.4,2038452.7,4445012.2,7035737.3,9016116.5,2074662.4,4308533.0,6569253.6
收到的税费返还,40437.58,120837.59,173900.2,230374.3,77761.5,139528.4,242824.3,191813.4,23356.7,37464.6,44804.3,58326.3,13491.7,29641.6,86240.3,160008.1,92342.4,208868.6,305611.6,360693.1,51809.2,108973.9,201540.2,226550.7,45146.3,107474.7,152853.0,122918.4,56838.6,111623.6,199314.3,179252.8,65223.4,140111.9,201817.0,221125.7,30125.5,53683.6,94998.3,199615.2,39164.4,104474.6,182588.1,274323.3,90469.2,194713.2,313050.8,440384.2,72548.7,145409.5,207854.9
收到的其他与经营活动有关的现金,38305.93,16801.07,42079.02,53532.0,17165.9,54905.1,51309.1,44615.7,85142.9,101188.6,124339.4,30229.1,1906.6,20921.0,35836.0,19973.0,16834.1,22716.2,28750.9,36373.5,41810.1,15272.8,23658.7,75205.3,20212.9,25676.3,37031.2,62793.8,5947.0,33197.5,56760.8,53330.8,10608.0,32229.0,100631.9,49119.5,7926.0,25205.3,31136.4,47560.4,61826.6,70966.0,95975.8,169192.6,5096.5,36478.2,118032.6,167434.0,21828.0,55929.7,125766.4
经营活动现金流入小计,918828.6,2044705.19,3363172.82,4532428.1,1109159.4,3012103.3,4478746.4,6259126.5,641329.0,1136209.8,1660490.1,2392890.1,692308.2,1767405.2,3154698.4,5568378.9,1427155.1,3310104.9,5051153.9,7074313.0,1436570.1,2719284.9,4428116.8,6319368.7,1130980.1,2590395.3,3909273.2,6068045.2,1202962.1,3025404.6,4882602.4,7507254.8,1642003.0,3378407.4,5402794.8,5732080.2,1392122.9,2775525.3,4245772.9,5213238.3,1545998.9,3463952.4,5674959.5,8047993.3,2134018.4,4676203.6,7466820.7,9623934.7,2169039.1,4509872.2,6902874.9
购买商品、接受劳务支付的现金,911569.72,1974911.64,3050714.94,4158465.6,1362595.9,2880901.2,4061183.1,5383336.4,455144.7,789774.1,1240900.1,1739794.6,735583.5,1681003.1,3009804.4,4704218.4,1818413.3,3115278.8,4579321.5,5910874.3,1203257.9,2493592.4,3708839.0,5161923.7,1152763.4,2471007.1,3562736.2,4717558.0,1117643.9,2806894.5,4349961.9,5600016.1,1369688.4,2906185.9,4796876.1,4817222.3,1130845.0,2168870.2,3328774.9,3787586.8,1304790.7,2973150.3,4419556.9,6159064.2,1948177.4,4113072.6,6480531.3,7864578.0,1845240.1,3944909.5,5785264.4
支付给职工以及为职工支付的现金,51715.35,110081.22,164386.31,246899.0,63958.9,128315.4,196275.3,303588.3,36216.3,79915.7,116079.1,195102.3,49115.3,105528.4,179681.6,352550.9,93680.3,219523.5,292144.8,445415.8,109335.3,205173.3,314545.3,479447.1,107326.7,214897.7,327283.3,522213.2,132983.6,255813.3,397834.2,632637.8,148809.5,287343.0,427497.8,627551.4,140622.2,270355.1,395064.6,605200.8,158376.8,300302.1,463718.8,621053.5,173385.1,328359.5,492420.9,845478.3,194109.9,368061.2,567439.9
支付的各项税费,15574.71,42587.83,51452.15,48932.0,30236.6,57380.2,82894.5,59783.2,19488.3,67662.2,82548.0,102453.4,31251.9,83814.7,114974.4,109143.5,53295.7,130908.3,185813.7,163717.8,60154.2,134357.8,181522.3,168529.9,53270.3,126732.8,168418.6,236653.2,59316.1,116992.9,157637.5,171796.6,67320.3,101821.8,156995.4,161181.7,46295.6,110247.5,155759.4,129240.3,47770.8,105010.4,151461.6,258568.9,64205.6,139311.4,191008.3,307019.7,105976.7,229400.7,293599.7
支付的其他与经营活动有关的现金,70043.03,85749.6,114640.77,186686.4,63455.8,96925.6,163978.4,175764.8,27217.0,51710.4,87617.2,258571.3,29119.4,174832.8,236461.2,254176.0,61661.1,260538.7,314741.9,328861.4,11235.2,96865.7,129968.9,285176.1,36312.4,79913.6,165074.0,316628.2,139261.4,162611.2,215960.7,459356.6,41146.2,145602.0,217817.6,487147.1,52410.1,132679.3,292351.5,457048.5,25514.8,152311.2,276957.9,581768.8,55741.1,181084.0,300530.3,592785.5,83655.8,177742.0,308659.4
经营活动现金流出小计,1048902.82,2213330.29,3381194.17,4640983.0,1520247.2,3163522.4,4504331.3,5922472.7,538066.3,989062.4,1527144.4,2295921.6,845070.1,2045179.0,3540921.6,5420088.8,2027050.4,3726249.3,5372021.9,6848869.3,1383982.6,2929989.2,4334875.5,6095076.8,1349672.8,2892551.2,4223512.1,5793052.6,1449205.0,3342311.9,5121394.3,6863807.1,1626964.4,3440952.7,5599186.9,6093102.5,1370172.9,2682152.1,4171950.4,4979076.4,1536453.1,3530774.0,5311695.2,7620455.4,2241509.2,4761827.5,7464490.8,9609861.5,2228982.5,4720113.4,6954963.4
经营活动产生的现金流量净额,-130074.22,-168625.11,-18021.36,-108554.9,-411087.8,-151419.1,-25584.9,336653.8,103262.7,147147.4,133345.7,96968.5,-152761.9,-277773.8,-386223.2,148290.1,-599895.3,-416144.4,-320868.0,225443.7,52587.5,-210704.3,93241.3,224291.9,-218692.7,-302155.9,-314238.9,274992.6,-246242.9,-316907.3,-238791.9,643447.7,15038.6,-62545.3,-196392.1,-361022.3,21950.0,93373.2,73822.5,234161.9,9545.8,-66821.6,363264.3,427537.9,-107490.8,-85623.9,2329.9,14073.2,-59943.4,-210241.2,-52088.5
