报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,7515.05,15306.18,29079.81,41094.26,8343.71,19546.11,33410.89,59414.01,6728.76,20143.6,33394.1,48516.32,12776.39,21532.71,33678.2,52810.99,12760.17,25372.72,41050.52,64636.38,10833.64,33019.97,53032.14,71137.73,18352.12,38026.56,68884.32,100507.84,14225.92,37099.26,60218.02,90377.15,15081.18,36035.3,64079.96,90500.27,15758.8,36114.23,48193.34,78281.81,18120.01,33821.88,48577.2,77395.41,10957.3,32622.5,52750.01,93174.11,17098.72,34752.03,62863.29
收到的税费返还,180.8,690.17,778.66,1036.83,103.68,207.98,502.01,707.8,134.4,168.04,183.75,333.95,27.6,79.31,264.13,264.13,116.24,208.98,421.74,631.58,0.67,125.75,142.38,188.77,236.54,439.15,1003.36,1016.82,235.09,389.45,476.22,639.73,99.21,69.08,75.76,81.66,173.25,173.25,195.57,262.73,391.13,529.48,956.7,1202.62,285.98,739.12,1005.79,1005.79,0.0,383.19,383.19
收到的其他与经营活动有关的现金,462.73,916.16,1439.82,4962.02,86.08,169.54,216.61,1443.92,115.0,5202.81,5490.83,6076.67,1048.85,588.39,2911.56,5663.78,2009.65,2743.5,4962.04,6346.17,1019.17,1214.55,1994.59,3581.26,418.86,695.0,2755.23,2787.07,682.09,565.54,3176.64,6941.01,106.56,1370.56,1884.11,15397.83,627.98,1762.67,2930.97,3553.24,437.19,1177.35,1710.83,2146.04,547.16,916.68,1091.7,2007.89,211.93,565.3,1196.46
经营活动现金流入小计,8158.59,16912.5,31298.29,47093.11,8533.47,19923.64,34129.51,61565.72,6978.16,25514.45,39068.68,54926.94,13852.84,22200.41,36853.89,58738.89,14886.06,28325.19,46434.3,71614.13,11853.49,34360.28,55169.11,74907.76,19007.52,39160.71,72642.92,104311.73,15143.1,38054.25,63870.88,97957.89,15286.94,37474.95,66039.83,105979.75,16560.03,38050.14,51319.89,82097.78,18948.32,35528.71,51244.73,80744.06,11790.44,34278.31,54847.5,96187.78,17310.65,35700.52,64442.93
购买商品、接受劳务支付的现金,7163.19,14642.05,23967.1,30681.2,8102.15,17030.41,28599.15,44994.51,7643.84,15921.55,26270.79,39889.45,9164.55,17624.28,27865.71,38129.91,14131.53,26185.88,41178.21,57266.73,9727.15,22159.51,42641.53,51953.6,12316.85,27302.81,46569.7,57431.38,17502.63,31995.24,49924.04,71632.46,17310.58,28394.04,45678.13,56234.67,15241.72,29243.74,38007.59,51112.84,15536.99,30451.56,46561.74,64185.51,16105.17,30640.48,45727.91,65359.76,21848.91,39294.1,63625.67
支付给职工以及为职工支付的现金,1172.24,2162.68,3321.57,4293.74,1481.2,2690.17,4004.88,5386.06,1841.95,3221.2,4858.4,6265.89,2148.73,3970.32,6006.57,7325.2,3068.7,5243.37,7857.45,9832.14,3690.95,6412.1,9394.94,12091.04,3937.49,6491.39,9716.92,14650.95,4248.84,7752.47,11606.76,15260.66,4732.27,8449.06,12000.89,16376.0,5078.74,8688.78,12118.97,16730.5,4708.75,8506.54,12574.07,16566.97,5045.08,8988.72,12925.79,17703.03,5258.83,8793.24,13076.74
支付的各项税费,858.84,1309.08,1720.23,1986.41,443.98,1379.33,1545.96,2296.8,634.47,2593.75,3548.7,4186.83,776.34,2534.2,3266.53,4170.93,1195.44,1321.33,1881.62,2244.25,1169.8,2977.06,4109.86,4444.0,126.75,997.83,1636.22,3855.03,1691.7,2635.56,3316.14,4198.73,1319.33,2868.38,6125.81,7250.12,1142.82,3285.35,5103.42,5484.85,990.74,1431.77,3072.38,3165.6,397.4,653.27,1489.23,1785.67,1660.11,3284.41,4526.67
支付的其他与经营活动有关的现金,2040.35,2073.92,2969.47,4782.06,776.64,1930.54,2831.98,5842.98,1396.77,2249.56,3056.51,4144.15,1695.12,2746.47,3836.97,5659.4,1976.15,4272.33,5680.01,6704.25,2378.42,3976.08,6286.65,6623.32,4032.84,3272.02,5908.44,10850.46,2852.55,2589.84,4452.65,7138.41,1734.59,3249.07,5978.25,18372.26,1779.92,3347.07,4872.38,7678.78,989.1,2129.5,3155.12,4485.78,1169.1,2139.59,4762.18,5583.97,993.14,2017.3,3384.0
经营活动现金流出小计,11234.61,20187.73,31978.38,41743.42,10803.96,23030.45,36981.96,58520.35,11517.04,23986.07,37734.4,54486.32,13784.74,26875.27,40975.78,55285.46,20371.82,37022.92,56597.29,76047.38,16966.32,35524.75,62432.98,75111.96,20413.94,38064.06,63831.28,86787.82,26295.72,44973.1,69299.59,98230.27,25096.77,42960.56,69783.08,98233.05,23243.19,44564.94,60102.36,81006.97,22225.58,42519.37,65363.31,88403.87,22716.75,42422.05,64905.1,90432.43,29761.0,53389.05,84613.08
经营活动产生的现金流量净额,-3076.01,-3275.23,-680.09,5349.69,-2270.49,-3106.81,-2852.45,3045.38,-4538.87,1528.38,1334.28,440.62,68.1,-4674.86,-4121.89,3453.44,-5485.76,-8697.72,-10162.98,-4433.25,-5112.84,-1164.47,-7263.88,-204.2,-1406.42,1096.66,8811.64,17523.91,-11152.62,-6918.85,-5428.71,-272.38,-9809.83,-5485.61,-3743.25,7746.71,-6683.16,-6514.79,-8782.47,1090.81,-3277.26,-6990.66,-14118.58,-7659.8,-10926.31,-8143.75,-10057.6,5755.35,-12450.35,-17688.53,-20170.15
