报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,23273.86,66026.62,113178.13,189433.35,42430.71,118710.07,210908.85,301017.48,47724.1,165426.63,304422.01,468797.59,122650.21,323284.42,406814.24,542542.68,54709.5,131497.8,199605.16,313328.47,112626.15,232403.05,364707.06,545906.42,154086.9,321347.66,456287.67,593354.94,116431.12,234099.34,315471.69,526301.02,141240.53,460545.38,699482.7,960346.8,221041.35,563302.78,1012628.71,1322913.02,258349.59,484367.21,646457.05,821282.85,119705.34,314180.04,600191.35,1480614.86,309220.8
收到的税费返还,1612.75,1797.15,3163.13,4816.32,0.0,247.79,4798.89,4806.02,16.08,372.54,4111.18,4063.84,0.0,1137.72,3026.23,8104.76,9.59,14.64,886.85,0.0,7.95,13.47,2320.05,0.0,5.49,631.59,1216.99,0.0,8.23,957.03,968.93,0.0,0.0,6.82,22.94,0.0,0.0,44.29,17.72,0.0,0.0,0.53,701.6,7252.8,6.39,674.92,867.02,715.25,267.44
收到的其他与经营活动有关的现金,15186.44,22717.59,44356.67,43977.14,28190.47,38193.17,35398.72,9736.63,25206.14,23849.02,106098.98,14835.37,37422.59,37419.37,43176.72,23585.8,2154.3,25978.61,29149.48,8304.58,35961.37,19632.77,20681.23,15153.6,9664.56,22675.05,51394.93,23129.03,35796.15,38315.18,69817.22,30821.21,13712.78,16165.81,22666.2,17974.42,7973.77,46427.28,63871.05,25341.53,9077.23,18088.15,25570.66,126286.62,6885.36,133102.54,151440.83,98340.68,22505.95
经营活动现金流入小计,40073.05,90541.36,160697.93,238226.81,70621.18,157151.02,251106.46,315560.13,72946.32,189648.19,414632.17,487696.79,160072.8,361841.51,453017.18,574233.24,56873.39,157491.05,229641.49,321633.05,148595.47,252049.28,387708.34,561060.02,163756.95,344654.3,508899.59,616483.97,152235.5,273371.54,386257.83,557122.22,154953.31,476718.02,722171.84,978321.22,229015.12,609774.35,1076517.48,1348254.55,267426.82,502455.89,672729.31,954822.27,126597.09,447957.51,752499.2,1579670.79,331994.19
购买商品、接受劳务支付的现金,78516.03,149051.02,197185.23,317486.07,40602.87,61707.93,94053.94,165302.69,30229.35,64529.82,161247.74,398637.76,239223.8,637412.35,794923.49,958640.62,129237.77,206013.82,311502.87,371189.29,52994.07,135036.9,174768.61,253354.02,88667.29,122091.74,253258.44,488692.54,172354.46,223642.09,306783.57,400227.52,121836.18,249696.09,291056.53,321131.06,94085.51,109297.06,138491.13,223045.98,62354.67,73051.63,87366.46,141395.56,93231.71,225879.08,297781.58,397063.03,156509.7
支付给职工以及为职工支付的现金,4035.41,6926.98,8757.78,13206.61,3771.84,5890.33,7890.83,11894.59,3490.01,6287.7,8344.96,12766.49,4119.88,6674.67,9627.35,13912.63,4782.49,8228.34,11689.5,16293.45,5251.64,8559.15,12380.27,16813.48,5627.15,8951.52,17170.68,22158.17,7466.71,12431.44,18976.86,27687.96,8337.62,13833.09,22672.43,30694.39,7585.73,14923.59,23525.35,31786.04,7541.44,18087.09,23287.21,35352.7,10688.68,42645.89,58118.95,81172.2,23731.99
支付的各项税费,9956.47,25212.67,29378.37,36583.23,23085.93,43560.18,51252.1,64092.12,13388.77,32955.4,41273.38,55110.93,18460.57,51914.14,66517.64,71034.6,19417.11,50816.47,57749.72,60269.59,24646.3,76811.03,91984.36,102090.34,38093.5,79385.37,98696.59,115567.83,26882.43,52443.44,75077.89,90113.54,18395.43,56705.25,84628.25,95902.58,42478.84,108008.41,145980.71,163861.04,89811.61,171559.33,205041.88,220080.72,19422.94,81582.14,124552.26,152483.49,117521.13
支付的其他与经营活动有关的现金,12706.93,6405.26,28790.53,14425.0,31903.73,52079.77,60627.36,39368.33,16516.18,10522.61,119665.01,17445.55,19351.67,15017.38,38490.57,44597.89,9039.11,14105.62,22132.15,28617.02,6903.78,15199.65,24790.35,24451.67,38049.88,22433.71,59236.95,43696.82,42603.37,49752.97,71580.1,51592.86,26810.67,48659.64,71702.96,37805.73,37292.0,64828.2,30399.39,30952.06,12329.9,14112.49,32254.28,31134.97,7618.29,30045.08,94449.02,93512.78,34612.0
经营活动现金流出小计,105214.83,187595.94,264111.91,381700.91,99364.37,163238.2,213824.24,280657.72,63624.31,114295.53,330531.09,483960.73,281155.92,711018.54,909559.06,1088185.74,162476.48,279164.25,403074.24,476369.35,89795.79,235606.72,303923.58,396709.5,170437.81,232862.34,428362.66,670115.36,249306.97,338269.94,472418.42,569621.88,175379.91,368894.08,470060.17,485533.77,181442.07,297057.26,338396.58,449645.12,172037.63,276810.54,347949.84,427963.95,130961.61,380152.19,574901.81,724231.5,332374.82
经营活动产生的现金流量净额,-65141.78,-97054.57,-103413.98,-143474.11,-28743.19,-6087.18,37282.22,34902.41,9322.01,75352.67,84101.07,3736.07,-121083.12,-349177.03,-456541.88,-513952.5,-105603.09,-121673.2,-173432.75,-154736.3,58799.67,16442.57,83784.76,164350.53,-6680.86,111791.97,80536.92,-53631.39,-97071.47,-64898.4,-86160.59,-12499.66,-20426.6,107823.93,252111.67,492787.44,47573.05,312717.09,738120.9,898609.43,95389.19,225645.35,324779.47,526858.32,-4364.52,67805.32,177597.39,855439.29,-380.62
