报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,16337.81,31159.29,46561.34,64759.66,12274.69,31459.41,47689.14,65518.5,15789.61,36232.32,56252.74,74417.76,20143.52,37485.98,63912.45,92896.42,24333.46,47954.89,76170.86,111263.21,26564.91,58151.63,92520.59,129522.46,31655.42,68364.44,109602.12,151842.34,35762.59,77394.1,121144.4,161299.25,38225.29,79440.26,137947.3,198385.75,51995.37,103955.53,168846.75,269467.34,93174.74,178908.07,282210.09,458957.17,105928.87,234092.26,364357.16,514299.81,133938.48,314438.11,485894.27
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1535.28,222.56,222.56,222.56,222.56,0.0,101.43,102.94,101.43,0.0,0.0,0.0,135.74,0.0,0.0,0.0,7.06,454.13,454.13,454.13,454.13,0.0,0.0,0.0,63.17,0.0,0.0,0.0,0.0,0.0,5.64,5.64,4.14,0.0,0.0,0.0,0.0,0.0,0.0,128.57,47.05,22.65,22.65,23.79
收到的其他与经营活动有关的现金,746.37,1192.19,1519.42,1995.78,2139.63,1987.96,2732.65,2260.29,10303.72,1052.11,2777.76,1933.6,1448.08,1887.36,2575.53,2014.54,750.28,1083.34,1448.78,1374.11,597.17,1389.59,2106.22,1670.46,1228.99,1554.91,2060.42,2285.1,1438.08,2045.63,5834.3,3804.62,415.92,2204.14,3553.53,3237.13,1075.46,3097.96,17374.08,8189.24,2041.41,15710.84,30261.15,10700.41,1807.74,3676.47,3710.8,10750.44,25855.72,33758.71,34949.37
经营活动现金流入小计,17084.19,32377.12,48106.41,66755.44,14414.45,33447.37,50421.79,69314.08,26315.89,37507.07,59253.06,76573.93,21591.6,39474.77,66590.92,95012.39,25083.74,49038.23,77619.64,112773.06,27162.08,59541.22,94626.82,131199.97,33338.54,70373.48,112116.66,154581.57,37200.67,79439.73,126978.7,165167.03,38641.21,81644.41,141500.83,201622.87,53070.82,107059.14,186226.48,277660.72,95216.15,194618.91,312471.23,469657.58,107736.61,237768.73,368196.53,525097.3,159816.85,348219.47,520867.42
购买商品、接受劳务支付的现金,10551.0,21603.5,32864.59,42981.58,12172.49,25321.46,39084.37,47746.22,11039.61,24751.08,38018.44,47054.74,13547.83,24544.37,37033.96,51665.61,19172.48,32580.67,48455.49,62966.51,12853.01,35627.36,57904.14,77202.28,19707.58,46214.19,72276.17,87402.71,22695.11,49561.7,76902.56,85759.72,17856.77,45100.89,81677.38,107913.05,21023.77,53517.61,81598.35,155352.06,49557.78,100846.41,161907.06,287319.66,55215.62,148170.46,234924.14,338816.05,84308.17,182688.31,300062.1
支付给职工以及为职工支付的现金,1213.02,2201.04,3061.54,4242.0,760.79,1794.99,2833.72,5117.64,1164.04,3423.78,3897.43,5281.38,1764.82,3050.79,4396.59,6968.96,1616.94,3035.3,4591.66,7636.3,2358.04,4817.89,6616.01,11672.27,3201.6,5840.56,8087.96,12885.28,3574.4,6210.15,10185.43,16935.19,5065.85,8863.86,13359.14,19383.03,5478.98,10672.52,14951.79,22229.4,6197.16,11958.26,18405.63,26364.12,7245.46,15024.61,22171.93,31896.61,8948.78,16186.37,23164.32
支付的各项税费,1958.65,4285.64,6154.44,8405.37,175.69,2368.01,4119.67,7181.46,1494.97,2366.71,4845.81,5885.31,2253.71,4833.86,7140.92,8532.13,2298.69,5896.62,8472.24,10372.51,5289.23,8622.69,14198.24,14509.31,2599.81,6198.13,10088.54,13335.59,3736.95,13352.48,17296.72,21346.92,5468.82,13165.88,18323.99,22680.29,5266.89,17818.27,26654.67,34389.73,7581.41,22270.58,31419.79,40847.67,12663.39,27370.83,42132.22,48846.75,13495.79,31418.22,51090.47
支付的其他与经营活动有关的现金,1548.65,2438.75,3492.01,5122.67,2582.2,4660.37,6379.3,8011.42,12534.39,5427.79,6070.73,5400.6,1689.54,4153.87,6366.08,7304.62,761.35,1503.55,2846.57,8502.7,1697.03,2301.48,3871.69,11576.3,3975.02,3007.71,4121.63,13524.37,1833.85,3537.16,8441.0,14675.23,1575.58,2790.0,7441.92,21095.48,9012.94,6483.12,32136.23,26235.8,4152.96,15026.75,29937.83,47432.79,8435.43,53490.05,57949.5,44306.81,3111.12,25927.06,34135.77
经营活动现金流出小计,15271.32,30528.92,45572.59,60751.63,15691.17,34144.82,52417.05,68056.74,26233.01,35969.36,52832.4,63622.02,19255.9,36582.89,54937.55,74471.32,23849.46,43016.14,64365.95,89478.02,22197.31,51369.42,82590.09,114960.16,29484.01,61260.59,94574.31,127147.95,31840.33,72661.49,112825.7,138717.07,29967.02,69920.63,120802.43,171071.84,40782.59,88491.53,155341.03,238207.0,67489.32,150102.0,241670.32,401964.25,83559.89,244055.95,357177.8,463866.22,109863.87,256219.95,408452.66
经营活动产生的现金流量净额,1812.87,1848.2,2533.82,6003.81,-1276.72,-697.45,-1995.26,1257.34,82.88,1537.71,6420.66,12951.9,2335.7,2891.88,11653.37,20541.07,1234.28,6022.09,13253.69,23295.04,4964.77,8171.81,12036.73,16239.81,3854.53,9112.89,17542.35,27433.62,5360.34,6778.24,14153.0,26449.96,8674.19,11723.78,20698.4,30551.03,12288.24,18567.61,30885.44,39453.72,27726.84,44516.9,70800.91,67693.33,24176.72,-6287.22,11018.73,61231.08,49952.97,91999.52,112414.76
收回投资所收到的现金,2531.55,3529.77,3351.55,3838.45,138.32,163.59,164.85,164.85,0.0,0.0,0.0,0.0,500.0,600.0,1446.54,1689.03,0.0,0.0,1056.68,2082.83,1693.85,2913.85,2913.85,2672.34,0.0,0.0,2199.75,143.04,0.0,3349.2,0.0,1962.61,0.0,150.61,150.61,150.61,2270.3,2000.0,2360.06,555.17,126.07,5521.93,7820.99,8315.45,600.25,1333.21,4620.24,5294.98,70.06,747.23,1910.29
取得投资收益所收到的现金,387.03,945.09,1416.0,1478.01,76.14,497.19,693.92,142.65,121.14,52.65,241.09,224.28,30.44,88.94,341.3,110.51,2.39,317.36,333.88,350.71,13.97,285.16,563.79,304.13,0.0,1126.34,1368.76,3649.73,0.0,746.82,1052.97,6803.99,247.28,2765.61,3543.25,6204.09,120.25,730.94,2217.52,978.3,0.0,1177.01,3545.83,3003.36,36.55,238.65,1184.57,1654.45,7.43,61153.47,68515.66
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.04,600.04,601.94,1.94,2.74,362.77,366.18,349.52,-2.45,-2.45,0.1,25.59,0.0,225.93,260.9,38.28,0.15,9.65,10.65,22.68,0.3,0.3,0.3,33.02,0.0,0.0,0.47,15.31,0.05,15.76,19.24,19.78,0.33,0.36,0.36,0.06,0.0,17.19,17.96,18.5,1.56,2.03,6.09,1385.82,52.8,17084.07,17084.45,12892.74,1.54,30.89,293.96
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.71,293.37,0.0,0.0,0.0,0.0,0.0,79.18,79.18,55.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,15.68,0.0,0.0,0.0,0.0,0.0,110.22,0.0,0.0,355.3,355.3,0.0,0.24,3.19,3.19,32.0,8.0,20.14,26.07,2811.5,46.6,265.09,285.33,67.87,637.48,81.07,96.22,26121.76,22.81,10019.1,230.67,94275.0,1.53,1.66,4.19,16000.0,2.63,0.0,144.26,621.32,0.0,0.0,0.0,0.0,0.0,0.0,5763.97
投资活动现金流入小计,2918.63,5074.9,5369.5,5318.4,232.89,1023.56,1224.95,657.01,118.68,50.2,351.41,249.87,530.44,1270.17,2404.05,1837.82,2.78,330.2,1404.39,2488.22,1716.12,3219.44,3504.0,5820.99,46.6,1391.43,3854.31,3875.95,637.53,4192.84,1672.14,35201.51,270.43,12935.68,3924.89,100629.75,2392.08,2828.97,4678.91,17607.33,130.27,6700.97,11517.17,13325.95,689.6,18655.92,22889.26,19842.17,79.02,61931.58,76483.9
购建固定资产、无形资产和其他长期资产所支付的现金,9007.89,10940.66,10571.87,10646.58,1631.97,2155.22,4147.99,5850.28,397.29,895.35,2253.65,2966.61,567.08,1781.23,2442.93,3889.55,1315.38,2041.26,2543.4,3556.42,401.42,1713.31,5115.03,15522.5,2783.92,4312.19,8468.51,14654.4,1022.54,5726.22,2571.85,2586.5,5820.68,6637.13,5970.97,7886.35,543.39,1161.19,1761.97,9097.26,740.51,1545.36,2174.24,5186.81,443.46,1982.32,2295.34,7423.56,497.39,2185.14,3143.28
投资所支付的现金,2632.03,3805.3,5090.98,6096.66,4829.99,4840.38,4840.84,4513.99,501.86,511.86,701.86,517.85,0.0,437.21,519.67,421.21,0.0,358.32,848.32,2065.4,1010.0,2673.89,11767.57,11594.55,0.0,989.41,690.0,0.0,0.0,0.0,0.0,2162.95,0.0,0.0,6829.85,4132.48,18723.09,29933.09,33730.06,35265.04,241.98,268.39,428.27,133.61,1543.23,5293.15,5307.53,5422.96,17.28,61.41,679.54
取得子公司及其他营业单位支付的现金净额,944.86,0.0,-1559.09,0.0,-15.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.97,0.0,0.0,0.0,379.17,0.0,0.0,0.0,1492.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.01,0.0,0.0,0.0,0.0,137.34,0.0,0.0,18.21,35.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,97.0,176.0,1177.0,337.3,46.79,109.39,58849.13,609.5,21.2,30.41,26032.78,-904.02,10006.98,6.98,92000.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,487.43,0.0,0.0,0.0
投资活动现金流出小计,12584.78,14745.96,14103.77,16743.25,6446.28,6995.6,8988.83,10501.62,899.15,1407.22,2973.72,3520.17,567.08,2218.44,2962.6,4310.76,1315.38,2399.58,3391.72,5621.82,1443.42,4484.2,17058.6,28277.94,3121.22,5348.39,9267.89,73503.53,1632.04,5747.43,2602.26,30782.24,4916.66,16644.11,12807.8,104504.8,19266.48,31094.29,35492.03,45436.47,982.49,1813.75,2602.5,7013.14,1986.69,7275.47,7602.86,13333.96,514.66,2246.54,3822.82
投资活动产生的现金流量净额,-9666.15,-9671.06,-8734.27,-11424.84,-6213.4,-5972.05,-7763.88,-9844.6,-780.47,-1357.02,-2622.31,-3270.3,-36.65,-948.27,-558.55,-2472.94,-1312.6,-2069.38,-1987.33,-3133.59,272.7,-1264.75,-13554.6,-22456.95,-3074.62,-3956.96,-5413.59,-69627.58,-994.51,-1554.58,-930.12,4419.28,-4646.23,-3708.43,-8882.9,-3875.04,-16874.4,-28265.31,-30813.12,-27829.13,-852.22,4887.23,8914.67,6312.81,-1297.09,11380.45,15286.4,6508.21,-435.64,59685.04,72661.07
吸收投资收到的现金,0.0,0.0,-399.09,378.4,0.0,0.0,0.0,0.0,0.0,240.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,0.0,1060.0,845.1,1210.0,259.7,650.0,78204.33,77744.09,460.0,460.0,485.0,520.0,1094.8,1332.53,6992.53,7097.73,4655.0,4655.0,9870.0,11908.0,205.0,212.0,215.0,829.0,358.7,358.7,358.7,3108.7,0.0,0.0,137.9
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,378.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,1210.0,0.0,0.0,0.0,3179.7,0.0,370.0,395.0,520.0,0.0,1332.53,5500.0,7097.73,0.0,4655.0,9870.0,11908.0,0.0,212.0,215.0,829.0,358.7,358.7,358.7,3108.7,0.0,0.0,137.9
取得借款收到的现金,600.0,12300.0,11700.0,17300.0,5700.0,11948.24,20900.0,29700.0,11200.0,21006.98,30243.48,45773.48,2084.37,10173.26,15722.48,19098.96,3829.32,12389.29,12989.29,18007.8,600.0,3175.54,26703.99,29857.01,3095.61,4767.44,10962.61,15907.42,600.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,6296.0,12296.0,23896.0,39392.0,8000.0,19779.0,40638.82,57469.0,15650.0,28050.0,63709.0,80009.0,18500.0,31500.0,81438.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,56.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29700.0,29700.0,29700.0,29700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,56.95,1068.0,0.0,0.0,28.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.29,0.0,0.0,0.0,2.01,0.0,0.13,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,572.0,572.0,572.0,0.0,429.0,429.0
筹资活动现金流入小计,600.0,12300.0,11300.91,17678.4,5700.0,12005.19,20956.95,30768.0,11200.0,21246.98,30511.48,46013.48,2084.37,10173.26,15922.48,19098.96,3829.32,12389.29,13289.29,18307.8,30300.0,33946.99,57249.09,60767.01,3355.31,5417.44,89166.94,93651.5,1060.0,460.0,863.29,520.0,1094.8,1332.53,6994.54,12597.73,10951.13,16951.0,33766.0,51321.0,8205.0,19991.0,40853.82,58298.0,16008.7,28980.7,64639.7,83689.7,18500.0,31929.0,82004.9
偿还债务支付的现金,1077.0,7277.0,7877.0,10500.0,6825.24,12800.0,13100.0,19900.0,11200.0,16500.0,29455.2,39510.8,4159.79,14194.51,22621.17,30537.94,2346.87,7151.58,10034.32,15418.64,2058.6,10943.22,33019.64,37630.73,3619.19,8834.89,14659.76,17080.83,4139.36,4413.55,4413.55,5260.52,0.0,0.0,0.0,870.0,130.0,1630.0,2436.0,9936.0,36490.0,47515.0,58515.0,80065.0,9189.25,18150.0,46519.01,66740.0,8999.0,22299.0,65700.53
分配股利、利润或偿付利息所支付的现金,24.24,5541.3,5596.4,6259.36,113.12,609.99,7735.9,7564.84,316.98,7788.04,7967.28,8492.46,250.58,7302.51,7702.89,7774.62,155.24,9712.59,9805.5,10419.12,184.78,9508.47,10806.87,10553.54,2232.11,13642.26,12750.0,13130.26,82.02,19083.81,19209.93,19459.14,1710.0,15910.96,15978.9,16287.38,1776.39,16204.81,16439.45,16760.92,2105.33,18835.41,19400.56,19772.18,437.08,26883.39,27563.3,28502.68,620.41,37591.44,38505.36
其中：子公司支付给少数股东的股利、利润,0.9,0.0,0.0,55.89,0.0,57.88,0.0,0.0,0.0,0.0,0.0,78.92,0.0,0.0,0.0,11.85,0.0,0.0,0.0,51.92,0.0,0.0,0.0,66.19,0.0,0.0,0.0,85.77,0.0,78.5,0.0,100.1,0.0,119.73,75.78,214.23,0.0,109.62,109.62,109.62,0.0,0.0,60.55,60.55,0.0,0.0,0.0,79.28,0.0,0.0,0.0
支付其他与筹资活动有关的现金,0.0,7.81,6.7,0.0,0.0,0.0,0.0,0.0,35.71,539.94,35.71,0.0,0.0,0.0,0.0,0.0,2.39,0.0,3.94,0.0,0.0,0.0,0.0,99.0,0.0,45.88,45.88,265.28,1710.09,0.0,0.0,0.0,0.09,24.22,24.22,0.0,0.09,41.91,41.91,0.0,2.59,0.0,0.0,23.43,0.0,25.69,58.59,58.59,0.0,0.0,1127.26
筹资活动现金流出小计,1101.24,12826.12,13480.09,16759.36,6938.36,13409.99,20835.9,27464.84,11552.69,24827.99,37458.2,48003.26,4410.37,21497.02,30324.06,38312.56,2504.5,16864.17,19843.75,25837.76,2243.38,20451.69,43826.51,48283.27,5851.31,22523.03,27455.64,30476.37,5931.46,23497.36,23623.47,24719.66,1710.09,15935.18,16003.12,17157.38,1906.48,17876.72,18917.36,26696.92,38597.92,66350.41,77915.56,99860.6,9626.33,45059.08,74140.9,95301.27,9619.41,59890.44,105333.14
