报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,2347473.35,5429972.27,8346363.15,11591510.56,2635598.18,5308075.02,7306856.24,12418615.01,2612355.08,5715855.35,9194886.19,16647503.24,6159834.89,14867607.04,23467655.5,38040705.79,9571096.09,19442092.31,28229748.45,51939733.51,11589089.05,23346826.71,37932929.62,59338018.59,13819980.89,27475949.21,42887466.47,67281079.36,15751785.0,32323272.4,48519024.03,73844298.93,15737826.16,30672746.88,46195082.78,75595817.47,18121301.45,35356325.94,52552114.51,89162415.29,18036243.11,37166135.27,57818082.63,96005278.2,22985206.59,44535917.37,62965613.75,98971764.63,17345099.27
收到的税费返还,108.65,2827.05,3679.87,6079.69,322.68,3377.25,4210.16,6795.49,3077.54,12191.92,15233.32,1861.67,5165.11,6924.16,8066.57,1898.8,1517.35,5495.81,8979.59,38235.59,11930.39,25174.21,37023.21,49971.5,9978.49,24775.82,39242.96,50924.37,8408.27,18513.01,62466.22,48031.36,14370.94,26534.61,43407.52,46946.83,35713.39,42900.18,35607.3,31580.47,8791.38,22421.52,65612.27,40658.08,15709.56,36276.4,103917.0,109756.8,18936.29
收到的其他与经营活动有关的现金,206956.05,399042.57,57584.7,294384.05,1114940.58,1539688.82,53911.27,38007.88,24933.0,260624.42,182909.85,37600.26,372684.18,605923.69,781222.11,50248.33,267453.14,190457.13,383157.12,143345.18,200693.51,364852.8,607368.94,189172.68,215065.88,354574.57,1066997.59,198893.51,233270.23,355182.74,972026.95,378672.91,267736.62,578646.16,1039145.57,361495.69,373277.91,912012.37,1590053.98,343018.65,709671.26,1323460.47,2392728.73,675334.05,827983.3,2093117.66,3115069.47,1208026.07,1028032.49
经营活动现金流入小计,2554538.05,5831841.89,8631520.12,11891974.29,3750861.44,6851141.09,8356452.51,13766810.02,2784887.01,6335904.96,10230842.72,18738828.99,6406110.22,15040763.93,23756638.91,38987932.06,9527796.3,19084408.15,28885656.67,52642124.07,11758514.87,23342601.6,39177735.22,60090980.53,15846561.88,27555230.24,44510882.87,68855133.2,17079025.35,31842636.91,49715799.05,74837510.11,15245252.34,29694497.53,45928213.83,77663376.71,18159874.48,35535965.77,54779124.2,91147844.13,19241627.13,41175121.28,63535724.44,101919444.92,24907681.14,46312922.64,66967330.62,103850881.83,18438600.65
购买商品、接受劳务支付的现金,2139597.39,4684644.38,7310908.36,10265871.01,2391841.8,4674152.1,6381310.61,10448120.86,1902287.22,4391721.07,7442605.21,13926435.79,4346303.63,10444659.09,16287204.16,30233909.46,5748931.44,15448351.19,21979724.56,42679001.71,8875030.14,17916464.72,30252881.44,50637809.16,12204983.69,22855043.97,36618904.62,59751584.75,13893511.71,26874368.77,41277357.18,64415053.45,13430281.8,25235777.54,38781589.27,65976830.22,15553229.91,29597921.81,44060566.23,77154592.47,15115311.65,31065766.39,49118845.43,83090255.82,19205288.61,37191783.06,53349846.43,85788141.93,16124719.55
支付给职工以及为职工支付的现金,39244.72,58240.96,116974.54,238675.04,65781.13,125129.77,172480.8,278890.95,94280.84,170172.66,258777.27,369169.06,166066.64,313238.81,467094.15,686975.82,225199.97,395542.74,595493.0,1138606.32,375181.83,675716.2,980291.29,1353805.67,368472.51,648423.38,972136.83,1353691.72,423460.8,758032.61,1125735.96,1537267.61,484568.98,873528.18,1382266.48,1854162.04,612300.38,1227731.82,1878708.36,2791156.7,880521.86,1570564.57,2285227.27,3346005.05,1044257.36,1734929.63,2541822.89,3724083.76,1008463.27
支付的各项税费,96410.57,165651.02,217339.66,295133.62,84918.47,198955.12,225593.98,297353.21,162795.41,358270.52,477614.46,630897.0,410446.67,1267060.76,1782879.72,2506827.71,1064477.73,1783059.08,2456695.74,3678716.27,987511.89,1846006.07,2547427.44,3038729.27,604980.47,1553257.14,2025829.46,2654103.82,578660.87,1443815.7,1870842.37,2426644.29,637218.93,1478291.71,1877777.74,2277304.59,1122928.39,1896856.48,2364457.79,3130775.93,1090461.52,2343187.56,2849621.92,3537247.39,1642578.07,2960355.82,3542097.29,3924945.26,1199290.38
支付的其他与经营活动有关的现金,75234.39,455104.42,693735.41,1618641.37,184305.0,783131.1,645828.64,1441415.68,271092.63,520951.94,751628.8,1143647.33,678529.46,2317324.8,3654993.27,1984904.28,2238474.7,738104.89,2051149.56,2007049.03,689439.7,1336904.92,2153463.36,1719482.21,661336.97,1370508.33,2668456.94,2024847.42,877339.42,1559599.59,2894683.78,3376823.79,781184.29,1452426.71,2691023.39,3249229.52,953342.52,2020312.69,3195862.75,3098382.04,1402301.16,2660854.13,4440096.66,4301597.47,1804392.6,3738451.01,5924259.38,5174755.3,1980470.77
经营活动现金流出小计,2350487.07,5363640.79,8379489.47,12418321.03,2726846.41,5781368.09,7466465.77,12599825.98,2459668.4,5508435.14,9033135.6,16581579.28,5643191.58,14614482.96,22559290.18,36490518.91,9278315.92,18791250.73,27668430.89,50621189.68,11153260.25,22265392.42,36771018.77,58131867.77,14033883.17,26973037.26,42960409.95,66794882.04,16117909.58,31299792.61,47678414.87,72509129.01,15129112.45,28519264.47,43953710.31,75064119.22,18565268.1,36019694.18,53196498.21,90010150.75,19749079.88,39712820.74,61547324.43,99489337.72,26464513.26,49617675.96,69900900.11,102953316.35,20231852.86
经营活动产生的现金流量净额,204050.98,468201.11,252030.65,-526346.74,1024015.04,1069773.0,889986.73,1166984.04,325218.61,827469.82,1197707.12,2157249.71,762918.64,426280.97,1197348.73,2497413.15,249480.39,293157.42,1217225.78,2020934.39,605254.63,1077209.18,2406716.45,1959112.76,1812678.71,582192.98,1550472.92,2060251.16,961115.77,542844.3,2037384.17,2328381.1,116139.88,1175233.06,1974503.52,2599257.49,-405393.61,-483728.41,1582625.99,1137693.38,-507452.75,1462300.54,1988400.01,2430107.19,-1556832.12,-3304753.32,-2933569.5,897565.48,-1793252.21
