报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,127445.08,365177.29,534323.14,804424.93,214469.27,585269.62,912187.95,1420492.73,245049.59,590391.77,1039184.69,1657653.34,471578.96,1577693.75,2600471.36,3732982.94,875017.99,2767373.24,3814641.51,5257021.52,909371.44,2517745.46,3953193.12,5052703.1,579269.8,1649456.7,2658216.4,3730626.1,801059.9,1727120.6,2541592.1,3244283.7,533879.2,1163361.5,1696975.9,2394437.3,492309.0,1134761.0,1690166.1,2596400.5,987385.5,2007516.3,3044814.0,4144024.7,1249711.8,3025362.2,4482662.5,5964546.9,1823379.4
收到的税费返还,0.0,2988.84,3080.46,4804.53,3742.22,8487.43,15803.26,22238.58,6150.69,7638.69,9708.03,10788.27,1031.48,2994.27,6203.54,8139.33,1581.31,1581.31,1618.4,14622.98,714.12,18307.24,24383.31,21148.1,8521.6,16639.0,25059.7,38448.2,0.0,15335.6,34311.5,33244.2,6672.7,16789.9,22486.0,25098.3,4935.2,6767.9,8677.9,17763.7,9404.2,12537.5,14671.1,34704.2,13093.3,18390.6,34183.4,42138.1,50585.8
收到的其他与经营活动有关的现金,278.07,26626.54,27821.38,28297.98,824.45,26727.94,42688.09,33161.81,284.14,22839.47,31243.39,56300.36,7771.34,59345.72,72414.3,73818.57,30697.35,44478.71,68689.61,111584.46,8959.12,67041.04,75751.69,231259.4,22248.2,36268.6,59011.1,209686.9,8247.2,23517.3,147676.1,115001.0,9457.8,14413.8,77349.1,101476.8,6623.4,43834.0,48912.1,61618.9,7357.8,19296.0,32805.2,80798.1,7251.5,46055.0,49397.1,121425.2,5730.7
经营活动现金流入小计,127723.15,394792.67,565224.99,837527.44,219035.94,620484.99,970679.3,1475893.11,251484.42,620869.93,1080136.11,1724741.97,480381.78,1640033.75,2679089.2,3814940.84,907296.66,2813433.26,3884949.52,5383228.96,919044.68,2603093.75,4053328.13,5305110.6,610039.6,1702364.3,2742287.2,3978761.2,809307.1,1765973.5,2723579.7,3392528.9,550009.7,1194565.2,1796811.0,2521012.4,503867.6,1185362.9,1747756.1,2675783.1,1004147.5,2039349.8,3092290.3,4259527.0,1270056.6,3089807.8,4566243.0,6128110.2,1879695.9
购买商品、接受劳务支付的现金,124412.43,276096.86,406750.28,574673.4,171203.82,477592.73,757987.96,1119621.86,224190.34,409960.24,702095.14,1087398.37,398906.37,1010487.18,1700867.72,2278903.39,935849.17,2081164.16,3070817.34,3757133.69,964626.94,1981763.51,2906242.67,3470602.6,588328.6,1152404.0,1735809.6,2414368.1,555386.8,1107535.7,1697259.6,2034027.3,392997.4,779577.5,1200783.7,1641772.9,399765.2,741115.5,1075610.9,1585743.6,527639.3,1037354.5,1734623.5,2512174.3,792932.3,1970945.1,2933338.1,3874604.0,1179785.6
支付给职工以及为职工支付的现金,12328.89,24194.28,39430.7,55394.55,23555.59,47934.14,65397.26,81416.56,22412.85,44587.92,67194.73,90412.49,38458.67,95067.58,138646.14,220504.35,91441.08,185092.26,250216.08,360785.59,108475.13,234947.78,342532.45,423675.4,78871.8,184335.1,274302.4,390762.0,86062.1,186871.5,257109.0,377453.8,78407.9,170814.1,225027.6,287928.3,61550.1,141344.0,212631.4,300624.1,49275.7,181785.0,280239.3,369293.0,109388.5,211366.3,308056.6,464072.2,139345.2
支付的各项税费,6889.84,14828.01,29870.64,42647.7,8383.35,24625.92,39958.45,49489.74,19892.54,45072.94,71185.91,93583.21,35902.63,122859.52,156668.05,231515.52,71452.14,261399.38,345453.19,457690.91,98106.74,217163.31,294222.54,334507.4,47756.1,163191.6,223752.4,261859.3,29812.2,127865.3,176359.1,241469.6,29823.5,45122.1,83397.7,106349.4,18354.8,51921.5,72046.2,120772.6,24054.3,109337.3,145369.1,180797.2,31538.4,122806.0,205231.0,272083.9,67813.9
支付的其他与经营活动有关的现金,22080.81,42690.58,80019.75,101753.05,35921.86,65675.0,103670.0,161315.29,37432.1,106176.99,134341.05,206235.27,104447.39,161171.77,294250.3,409105.16,149098.94,260697.48,370013.71,579716.06,186761.95,343894.34,427511.09,508151.4,234486.9,342130.9,478706.5,634838.9,218660.7,243476.0,324577.6,616384.3,145000.5,171261.7,222284.5,271364.2,52893.4,95563.8,183971.8,343697.8,103267.0,121502.1,244105.3,340812.4,76969.4,162636.5,246427.9,464660.2,110409.4
经营活动现金流出小计,165711.96,357809.73,556071.38,774468.71,239064.62,615827.79,967013.68,1411843.45,303927.82,605798.09,974816.83,1477629.35,577715.06,1389586.05,2290432.2,3140028.42,1247841.32,2788353.29,4036500.32,5155326.25,1357970.76,2777768.95,3970508.75,4736936.8,949443.4,1842061.6,2712570.9,3701828.3,889921.8,1665748.5,2455305.3,3269335.0,646229.3,1166775.4,1731493.5,2307414.8,532563.5,1029944.8,1544260.3,2350838.1,704236.3,1449978.9,2404337.2,3403076.9,1010828.6,2467753.9,3693053.6,5075420.3,1497354.1
经营活动产生的现金流量净额,-37988.81,36982.94,9153.61,63058.73,-20028.68,4657.2,3665.62,64049.66,-52443.4,15071.84,105319.28,247112.62,-97333.28,250447.7,388657.0,674912.42,-340544.66,25079.97,-151550.8,227902.7,-438926.07,-174675.2,82819.38,568173.8,-339403.8,-139697.3,29716.3,276932.9,-80614.7,100225.0,268274.4,123193.9,-96219.6,27789.8,65317.5,213597.6,-28695.9,155418.1,203495.8,324945.0,299911.2,589370.9,687953.1,856450.1,259228.0,622053.9,873189.4,1052689.9,382341.8
