报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,22080.51,55242.01,89351.74,141202.75,25778.67,59014.89,109234.32,182065.06,36289.21,83746.78,144563.22,222781.24,45757.41,105575.89,168260.93,266286.25,83136.99,247119.06,467676.58,704819.54,141960.09,357819.03,521117.65,840518.81,149212.18,363750.22,602233.29,964788.32,183487.44,442913.27,799494.17,1109906.95,189285.99,521029.86,1096789.08,1596477.17,245891.68,788779.59,1362398.04,2029517.49,472837.57,1248296.17,1932175.0,2654971.69,735265.17,1710118.21,2518824.19,3605118.52,685401.74,1499115.96
收到的税费返还,0.0,29.96,0.0,81.21,0.0,133.87,174.84,215.98,201.99,246.74,246.74,166.24,175.62,0.0,0.0,16.72,409.5,1481.61,1721.81,1935.62,1089.67,1339.94,2315.03,1548.69,817.49,351.74,413.73,1047.25,1154.85,1502.18,2425.89,2706.13,493.29,479.49,2494.79,4121.39,396.39,4585.1,6808.88,4389.5,6098.0,423.87,5025.26,4507.92,2339.0,3299.62,4369.46,8356.82,9521.29,14667.83
收到的其他与经营活动有关的现金,1292.22,601.49,1008.32,4396.03,387.86,3073.6,4336.99,2659.34,1557.33,2052.53,4483.02,5236.47,668.3,1319.86,3152.82,14142.06,100898.31,84178.83,57896.3,39120.75,57940.1,10784.1,12404.01,20181.3,42401.19,29203.2,50333.59,42280.61,23950.61,37737.7,54214.08,24217.37,15690.26,45507.6,73233.95,29255.88,17069.37,42923.75,71398.7,83818.01,24888.68,47235.8,55216.91,91188.63,9198.75,21852.64,22677.89,53956.0,44878.48,119903.68
经营活动现金流入小计,23372.73,55873.46,90360.06,145680.0,26166.53,62222.35,113746.15,184940.38,38048.52,86046.05,149292.98,228183.94,46601.33,106895.75,171413.75,280445.02,184444.8,332779.5,527294.69,745875.9,200989.86,369943.06,535836.69,862248.79,192430.86,393305.16,652980.6,1012341.81,213509.64,496353.5,870593.34,1153030.81,223291.29,567016.95,1172517.82,1654648.07,295445.54,868374.49,1472691.67,2180384.44,503824.25,1295955.84,1992417.18,2750668.24,746802.92,1735270.47,2545871.53,3667431.34,739801.52,1633687.47
购买商品、接受劳务支付的现金,21620.44,47335.27,73217.86,110541.48,27306.97,61604.71,99889.0,137576.52,36280.03,73023.75,117776.65,171066.68,47316.25,87041.8,134633.96,228709.05,88324.58,246526.46,475092.93,624944.59,164881.3,311565.64,397306.89,633876.78,138378.47,280204.02,506615.28,814412.57,185168.05,382881.24,666993.45,911173.03,172212.67,472312.79,1037860.06,1279041.08,255651.77,712420.52,1271006.06,1587283.38,483476.56,1151431.08,1768642.06,2313687.56,713485.69,1450180.3,2149598.18,2938901.85,666244.84,1479098.77
支付给职工以及为职工支付的现金,1064.96,1818.48,2694.75,3874.25,1314.99,2274.52,3454.38,5457.13,2000.28,3537.03,5099.67,7466.38,2769.65,5037.02,7535.64,10813.86,7918.68,14332.36,21740.69,31684.88,11790.48,21372.92,29404.0,43325.82,13639.65,26834.99,35701.27,51149.95,14340.73,34321.54,48338.52,67111.62,16270.08,35841.28,53839.03,77691.37,26500.7,48748.49,71076.8,120643.34,44406.16,81811.25,106211.87,145724.54,50409.49,97077.29,120500.92,176439.18,54888.52,113767.55
支付的各项税费,1444.29,3389.58,4899.87,7175.55,1122.94,2744.11,5538.25,8840.53,1301.12,3760.49,6571.84,8709.93,1900.88,5344.93,8184.19,10322.98,4993.54,11832.05,22086.25,22446.48,4639.32,11741.32,19454.12,31442.19,9903.5,20105.65,25941.28,36637.77,7220.17,15640.14,21647.78,33496.66,12077.44,21696.63,37384.06,62582.47,21000.96,37895.49,60088.88,97106.74,36005.7,79965.47,108059.05,109852.35,28212.43,65601.86,91553.33,93910.5,40517.17,86247.84
支付的其他与经营活动有关的现金,1297.45,9937.42,13402.71,8030.97,1336.45,11308.53,12788.34,11523.42,7127.52,8995.38,15076.22,17584.47,9503.76,17629.06,21972.9,20609.84,103497.83,95812.54,60071.87,47286.66,67254.0,30082.44,42123.85,84460.26,41983.08,58760.39,75590.06,95077.54,16061.97,62223.36,94494.23,94992.48,18603.12,36969.25,42340.39,115330.53,40480.92,59968.01,65978.4,109512.65,21755.46,57821.65,157026.34,151984.31,32615.03,117198.99,149106.82,272854.72,31142.52,71000.48
经营活动现金流出小计,25427.14,62480.75,94215.18,129622.26,31081.35,77931.87,121669.97,163397.6,46708.96,89316.65,144524.37,204827.46,61490.55,115052.8,172326.7,270455.72,204734.63,368503.41,578991.74,726362.61,248565.1,374762.31,488288.86,793105.06,203904.7,385905.04,643847.89,1001073.73,230021.13,501880.03,857593.07,1130276.01,237495.61,566819.95,1171423.54,1538966.16,344807.02,860234.86,1469352.49,1922495.55,586844.31,1371029.45,2139939.31,2721248.76,824722.64,1730058.45,2510759.26,3482106.25,792793.05,1750114.65
经营活动产生的现金流量净额,-2054.41,-6607.29,-3855.12,16057.74,-4914.82,-15709.52,-7923.82,21542.78,-8660.44,-3270.6,4768.61,23356.48,-14889.22,-8157.05,-912.95,9989.3,-20289.83,-35723.91,-51697.05,19513.29,-47575.24,-4819.25,47547.83,69143.73,-11473.84,7400.11,9132.71,11268.09,-16511.49,-5526.53,13000.27,22754.81,-14204.32,196.99,1094.28,115681.91,-49361.48,8139.63,3339.18,257888.89,-83020.07,-75073.61,-147522.13,29419.48,-77919.72,5212.02,35112.28,185325.09,-52991.54,-116427.18
