报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,13.66,45.67,57.46,86.87,383.89,9089.97,20117.48,11159.28,19248.34,27474.68,41875.17,32236.03,46412.31,58896.6,74009.65,16894.5,56283.95,76513.28,177853.8,42704.97,71216.53,117839.81,202361.66,62606.83,105463.23,176672.1,252091.24,57142.04,133042.49,214715.74,360645.58,97476.92,199097.11,283324.04,408910.54,111011.96,209518.6,295080.62,487037.81,144118.4,288250.6,444888.25,595017.18,162566.65,348071.17,511351.18,682741.72,171956.12,356723.03
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.78,0.0,0.0,0.0,9.52,594.49,594.49,594.49,213.61,741.78,1299.82,1517.46,2152.2,1118.97,8011.23,9972.36,12079.95,1020.13,1863.78,2014.65,4633.9,458.56,1381.76,3159.4,4744.29,3425.59,8511.16,14421.85,17670.12,5859.64,9735.98,13468.5,16089.63,1965.02,2694.66
收到的其他与经营活动有关的现金,86.83,194.46,277.73,150.04,451.99,118.18,123.15,12308.32,5044.01,10062.22,6707.94,17677.36,26427.22,46087.35,31286.85,81256.01,139767.64,141289.3,82747.8,12548.23,23615.39,33312.67,32513.36,12518.61,24136.29,32587.91,25460.13,8567.83,9303.92,12870.81,52321.92,18059.76,24708.53,45878.81,95612.49,4544.84,19016.87,27519.44,24181.15,6151.02,19999.92,29998.45,27366.75,28595.32,31656.0,137490.62,143775.23,31052.98,41660.55
经营活动现金流入小计,100.49,240.14,335.19,236.91,835.88,9208.15,20240.63,23467.6,24292.35,37536.91,48583.1,49913.39,72839.53,104983.94,105396.28,98150.51,196051.6,217802.58,260611.12,55847.7,95426.41,151746.97,235088.63,75867.22,130899.34,210777.47,279703.57,66828.83,150357.64,237558.91,425047.45,116556.82,225669.42,331217.5,509156.93,116015.36,229917.23,325759.46,515963.25,153695.01,316761.67,489308.55,640054.05,197021.62,389463.15,662310.3,842606.58,204974.12,401078.25
购买商品、接受劳务支付的现金,0.5,55.11,79.08,1.7,0.0,5515.76,10553.58,2694.86,5799.27,8310.53,10250.25,5956.27,10642.26,22852.43,42610.05,25746.53,49273.92,74371.31,136201.33,20052.52,57510.11,99993.85,126408.12,35453.76,68504.1,98310.64,115822.55,42150.94,81294.39,119168.23,231435.26,32507.85,58056.56,87465.94,116189.03,31916.63,65824.66,102405.56,143534.03,36402.41,81146.65,133937.65,178177.02,52313.28,110139.66,215488.87,303754.78,73048.21,132619.32
支付给职工以及为职工支付的现金,64.25,111.54,188.71,245.73,0.0,812.88,1515.58,692.07,1310.4,2054.99,2940.51,1219.08,2105.92,3743.23,6589.93,2722.64,6527.17,11313.42,18070.78,5766.74,11195.57,17901.2,28876.87,9446.52,18008.48,28278.23,38792.71,13039.13,25613.44,39188.55,53265.32,12378.11,23415.26,34549.07,51576.44,14365.27,27646.44,42582.88,51948.66,18071.93,36993.33,56714.55,74643.89,25329.15,41674.0,67183.97,96078.19,29856.42,56772.77
支付的各项税费,0.0,0.0,0.0,0.0,0.0,52.86,180.25,483.5,2363.09,6304.79,8981.97,1516.3,6198.89,10091.42,19270.48,15452.17,26883.68,44847.93,15164.86,5842.17,21072.01,28675.35,31915.22,4982.5,9032.66,17250.83,34695.92,17740.08,30329.48,46397.72,58292.18,15526.98,38181.8,60256.49,84025.93,20182.02,48627.57,69115.72,95599.03,27628.58,56288.36,87182.6,111011.79,20261.94,44157.49,69660.06,88078.58,15613.87,33543.25
支付的其他与经营活动有关的现金,39.78,79.15,92.56,88.19,3.52,350.84,602.2,10072.58,1661.78,2633.01,1027.8,949.38,5023.78,12894.79,6695.14,6367.13,13221.66,23651.46,5107.53,10766.5,16556.47,27914.22,7424.08,3716.44,9788.26,17440.17,13864.48,6023.49,9135.08,13379.78,15529.01,2655.56,8240.16,11715.98,18290.69,3903.24,6978.69,10675.87,19271.01,4962.9,10629.25,17880.79,20085.97,4660.96,7700.39,14467.27,20748.33,5929.67,10577.54
经营活动现金流出小计,104.52,245.8,360.41,335.62,3.52,6732.35,12851.61,13943.02,11134.54,19303.31,23200.54,9641.04,23970.85,49581.86,75165.59,50288.47,95906.43,154184.12,174544.5,42427.93,106334.16,174484.62,194624.29,53599.23,105333.51,161279.88,203175.66,78953.63,146372.4,218134.29,358521.78,63068.5,127893.78,193987.48,270082.09,70367.17,149077.36,224780.03,310352.73,87065.82,185057.59,295715.59,383918.66,102565.33,203671.53,366800.17,508659.88,124448.16,233512.88
经营活动产生的现金流量净额,-4.04,-5.66,-25.22,-98.72,832.36,2475.8,7389.01,9524.58,13157.81,18233.59,25382.56,40272.35,48868.68,55402.08,30230.69,47862.03,100145.17,63618.46,86066.62,13419.77,-10907.75,-22737.66,40464.34,22267.99,25565.83,49497.59,76527.91,-12124.8,3985.24,19424.61,66525.67,53488.32,97775.64,137230.02,239074.84,45648.18,80839.86,100979.43,205610.52,66629.19,131704.08,193592.97,256135.39,94456.29,185791.62,295510.12,333946.7,80525.96,167565.37
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,1280.0,1280.0,0.0,1966.07,1966.07,3576.97,0.0,0.0,0.0,546.79,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40416.44,2905.4,88798.7,99035.71,137455.9,35248.35,45600.88,46212.43,46180.63,0.0,0.0
取得投资收益所收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1588.01,1610.89,0.0,0.0,0.0,546.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.86,432.86,0.0,0.0,416.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,0.0,0.0,65.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,2.25,2.25,1350.93,236.78,248.94,290.4,13.17,0.0,0.0,0.0,9.48,0.0,7.38,26.94,43.8,2.67,2.67,218.25,836.1,0.0,0.0,0.0,22.94,0.0,671.58,671.58,671.58,1.28,15.43,17.45,75.39,1020.43,992.78,992.78,1050.46,5.5,23.07
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7870.63,0.0,23530.94,23530.94,48139.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54234.0,0.0,0.0,0.0,103050.04,0.0,294.0,7855.4,11285.4,69.0,13760.0,17017.5,20991.5,2788.0,4104.64,7542.44,51527.5,2031.7,2476.8,2476.8,690.7,24238.14,45117.99,85489.99,51313.22,30.0,11285.52,18097.19,49906.0,58887.23,81770.17,1531.35,5990.81,62500.0,142500.0
投资活动现金流入小计,0.0,0.0,65.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,1.0,2.25,2.25,55584.93,236.78,1528.94,1570.4,104343.21,0.0,3848.08,11432.37,14871.84,69.0,13767.38,17591.23,21582.09,2790.67,4107.31,7760.69,63234.24,2031.7,26007.74,26440.6,49285.89,24238.14,45789.57,86578.01,92401.24,2936.68,100099.64,117150.35,187437.29,95156.01,128363.82,48736.56,53221.9,62505.5,142523.07
购建固定资产、无形资产和其他长期资产所支付的现金,0.0,0.0,0.0,0.0,0.0,1070.6,8326.9,5116.12,7008.07,15984.84,31520.41,74891.38,106645.02,157885.02,285096.27,87837.89,192680.97,240359.47,365536.35,30155.57,60332.78,80181.73,140469.78,8998.96,32819.84,51782.91,95089.8,14259.19,70561.07,98500.6,204772.46,101584.96,187327.09,222918.09,280445.35,25194.87,43191.52,68653.59,141175.72,70167.99,203445.36,306696.75,336346.28,108633.81,231818.6,443557.03,529649.59,149643.07,221235.8
投资所支付的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,1316.24,1318.17,1966.07,5966.07,0.0,1000.0,1000.0,4012.63,0.0,0.0,67323.85,54947.87,0.0,0.0,0.0,0.0,184.5,305.86,305.86,0.0,0.0,0.0,0.0,88000.0,9058.99,29500.23,39550.23,72992.51,10600.0,10600.0,10600.0,15600.0,0.0,0.0
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12997.9,0.0,0.0,0.0,4119.79,0.0,0.0,0.0,17690.59,31158.48,32358.48,32382.94,34612.97,0.0,0.0,3257.96,3257.96,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51,40103.52,40146.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,571.8,613.06,0.0,0.0
投资活动现金流出小计,0.0,0.0,0.0,2.65,0.0,1070.6,8326.9,5116.12,7008.07,16984.84,32520.41,74891.38,106645.02,157885.02,285096.27,89154.13,193999.14,242325.54,371502.42,30155.57,61332.78,81181.73,144482.41,8998.96,32819.84,119106.76,163035.57,14259.19,70561.07,98500.6,208892.25,101769.46,187632.95,223223.95,298135.95,56359.87,115653.52,141183.25,263788.69,79226.98,232945.59,349504.94,412596.75,119233.81,242418.6,454728.83,545862.65,149643.07,221235.8
