报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30
销售商品、提供劳务收到的现金,2339.42,10961.17,14244.55,25938.67,3393.73,8915.99,18125.44,26753.14,4358.48,11414.17,18588.72,31447.9,7723.67,17229.3,25705.31,44680.62,8594.37,21008.98,32769.22,48289.11,7774.14,20297.42,41102.69,74856.53,11536.41,28112.83,58058.15,109751.57,25449.61,54234.17,90712.8,150444.28,34948.98,86509.76,153463.04,239895.4,49014.36,101846.96,192178.21,329432.99,60249.18,150663.47,279689.62,501533.73,123907.18,269141.7,465373.45,758583.4,172996.13,414568.8
收到的税费返还,139.75,263.3,488.67,699.35,131.23,324.52,511.64,753.32,491.04,624.98,866.62,1286.51,367.89,451.8,776.79,982.88,51.76,688.27,718.41,1420.26,28.08,1214.56,1605.7,2307.07,428.5,1450.74,2160.54,2977.32,2222.79,2752.83,3620.33,4611.29,2327.81,2469.54,4616.63,5696.08,990.63,2125.71,3291.62,5228.94,1324.41,3397.38,5751.49,7212.67,4235.78,6170.45,8203.56,13499.03,7089.19,9318.82
收到的其他与经营活动有关的现金,73.19,753.51,1180.22,1445.26,60.08,230.44,634.53,2134.38,39.15,295.19,692.91,2263.01,364.22,624.38,1167.39,2344.7,30.94,581.37,1301.67,3230.98,248.5,2154.88,3630.17,6450.83,2263.78,5316.27,9506.02,11372.11,1484.63,3067.39,10095.17,13326.77,4042.1,5536.73,24957.22,17653.06,3501.2,3983.7,11778.04,16788.33,2470.23,4315.66,8846.75,22436.45,14059.15,16678.12,23979.48,50159.01,23412.32,17787.04
经营活动现金流入小计,2552.35,11977.98,15913.44,28083.28,2585.04,9470.94,19271.62,29640.84,4888.67,12334.34,20148.25,34997.42,8455.78,18305.48,27649.49,48008.19,8677.07,22278.62,34789.31,52940.35,8050.71,23666.87,46338.55,83614.43,14228.69,34879.84,69724.71,124100.99,29157.04,60054.39,104428.3,168382.34,41318.89,94516.03,183036.89,263244.54,53506.2,107956.37,207247.88,351450.27,64043.83,158376.51,294287.86,531182.85,142202.11,291990.28,497556.49,822241.44,203497.64,441674.66
购买商品、接受劳务支付的现金,1608.98,6300.66,8926.72,14038.8,5294.98,6169.08,10696.76,14629.42,3493.11,5561.31,8535.26,15221.81,4972.06,8412.77,11640.59,22401.12,3654.23,8831.92,13266.43,17843.48,3647.76,9740.02,21764.38,36210.01,7607.25,15488.84,27902.05,52822.35,12652.87,25749.94,37799.16,58161.2,23915.56,55111.65,89113.87,118568.18,28793.29,80663.4,118780.84,176129.08,43921.96,117459.83,181461.83,260255.6,83593.74,173078.37,271507.6,338942.21,95136.74,277065.42
支付给职工以及为职工支付的现金,863.5,1025.02,1680.56,2113.26,1328.19,1362.11,2011.63,2756.81,1810.41,2645.18,3616.92,4712.35,2148.06,3440.06,4507.54,6199.96,3014.19,4879.7,7110.25,8470.83,2948.74,5267.46,7630.46,11186.95,4732.64,7709.34,11651.19,16381.51,8097.72,13964.8,20580.43,30863.85,11801.78,20702.43,29442.82,35783.28,19926.8,31840.36,48457.0,68542.24,31427.81,54032.68,82518.83,112778.25,64928.81,98840.57,136464.55,187116.22,79456.12,130145.95
支付的各项税费,499.26,986.54,1466.56,1885.48,625.92,1219.06,2094.16,2798.35,1092.2,1519.06,2196.94,3544.05,1211.27,2410.8,3244.71,4124.94,2246.27,3373.29,4835.55,5762.76,2527.27,4394.91,6008.93,8016.27,2954.38,5177.37,7354.47,10607.12,5931.66,9245.65,12288.49,15191.33,8627.35,12595.32,16930.81,20323.68,9633.25,14889.0,20262.0,19076.89,15111.0,20632.31,28282.79,32562.61,19354.48,35120.49,49372.36,60596.32,27027.8,37016.15
支付的其他与经营活动有关的现金,817.36,1186.46,2163.11,2477.34,1536.52,1501.43,3540.12,3368.14,960.01,2171.12,3624.97,4866.52,1796.58,3335.73,5765.05,6348.54,1562.11,4833.47,7251.99,9109.63,1921.82,4760.83,7949.17,11995.26,2095.59,6220.71,11639.09,14683.14,5305.77,10708.97,19214.0,22158.44,6349.49,15546.67,42952.91,37009.24,13367.19,26234.63,54757.33,57771.66,21951.55,39367.45,66765.72,89313.76,37507.57,67255.75,109558.68,120773.07,55309.42,72127.86
经营活动现金流出小计,3789.09,9498.68,14236.94,20514.88,7785.61,10251.68,18342.67,23552.71,7355.72,11896.67,17974.09,28344.72,10127.96,17599.35,25157.88,39074.56,10476.79,21918.38,32464.22,41186.7,11045.59,24163.22,43352.94,67408.49,17389.86,34596.26,58546.79,94494.11,31988.02,59669.35,89882.08,126374.82,50694.18,103956.07,178440.42,211684.37,71720.53,153627.39,242257.17,321519.87,112412.32,231492.28,359029.17,494910.23,205384.6,374295.19,566903.19,707427.81,256930.08,516355.38
经营活动产生的现金流量净额,-1236.74,2479.31,1676.5,7568.4,-5200.57,-780.74,928.94,6088.13,-2467.05,437.67,2174.16,6652.7,-1672.17,706.13,2491.61,8933.64,-1799.71,360.24,2325.09,11753.65,-2994.87,-496.36,2985.62,16205.95,-3161.17,283.58,11177.92,29606.88,-2830.98,385.03,14546.22,42007.53,-9375.29,-9440.04,4596.47,51560.16,-18214.33,-45671.03,-35009.29,29930.4,-48368.49,-73115.77,-64741.32,36272.62,-63182.49,-82304.91,-69346.7,114813.64,-53432.45,-74680.72
