报表日期,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,443249.3,683176.32,1014277.43,330957.96,667870.36,1015090.17,1429236.9,472339.09,920639.03,1446231.79,2050830.11,721097.95,1346196.72,2069867.53,2826191.83,896162.66,1562014.0,2330177.37,3385201.29,1049775.34,1978593.98,3028334.9,4110019.76,1275465.22,2349997.43,3529355.48,5017084.73,1501944.07,2742110.89,4156277.39,5844159.43,1704637.19,3225349.77,4898482.74,6937487.47,2151013.9,3873593.55,5890186.57,8424801.94,2480873.82,4623008.15,7172970.71
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.66,0.0,0.0,0.0,2945.99,0.0,11.79,22.97
收到的其他与经营活动有关的现金,915.64,780.01,1762.82,465.93,1089.09,1494.63,2417.37,2129.44,3624.66,5139.77,7640.47,2234.14,5158.01,5906.91,16855.26,9752.72,10751.7,14350.33,22526.78,12654.79,5346.75,27626.03,21357.39,11003.38,11417.36,18332.42,35389.09,25204.77,13252.31,21658.53,40445.59,10573.15,19881.08,27138.88,47238.73,10636.31,18903.72,32816.98,46624.06,59411.08,28514.01,43005.67
经营活动现金流入小计,444164.94,683956.34,1016040.25,331423.88,668959.44,1016584.8,1431654.27,474468.53,924263.69,1451371.57,2058470.58,723332.09,1351354.73,2075774.44,2843047.09,905915.38,1572765.69,2344527.7,3407728.08,1062430.13,1983940.73,3055960.93,4131377.15,1286468.6,2361414.79,3547687.9,5052473.82,1527148.84,2755363.2,4177935.92,5884605.02,1715210.34,3245230.85,4925621.62,6988175.86,2165887.66,3900967.22,5923003.55,8474371.98,2540284.9,4651533.95,7215999.35
购买商品、接受劳务支付的现金,386149.44,583575.21,874035.08,261546.87,552572.44,803911.79,1171097.64,360807.83,740758.68,1164387.39,1690901.59,581535.68,1071917.19,1623083.32,2235263.05,720501.72,1188988.05,1827863.65,2723881.49,777807.88,1596664.81,2448275.25,3289738.7,943039.78,1860337.36,2772971.49,4169159.4,1172707.74,2189122.75,3260896.28,4819354.71,1336609.56,2440149.07,3761848.26,5627852.91,1619885.79,3070815.58,4678342.07,6808920.23,2025737.15,3631049.72,5593981.07
支付给职工以及为职工支付的现金,12495.62,26223.47,41083.63,13527.05,30353.26,47505.75,67590.34,22542.89,45716.71,73589.24,107325.75,39573.35,79707.95,122493.92,164821.25,47530.03,91133.3,141326.78,203566.94,59198.25,126943.16,191283.9,256458.52,91291.85,164550.47,243014.93,313043.62,98003.52,189625.07,270781.91,365461.22,116576.02,227907.15,341478.87,463035.61,146615.02,293786.35,446135.9,607787.43,159067.92,314921.82,487704.22
支付的各项税费,9574.4,17427.06,25197.41,9132.76,19208.37,25649.4,36795.58,12410.62,25381.26,38493.51,50028.98,17369.0,34388.74,54593.43,74101.9,28918.71,42249.08,63613.88,90492.62,34841.36,57065.77,76550.07,110227.71,39832.6,74088.55,98436.23,130083.69,35158.32,69622.16,107003.02,152565.81,51578.05,100464.14,139419.92,163102.88,60909.11,115010.1,150879.37,187485.58,56489.32,103636.72,143091.39
支付的其他与经营活动有关的现金,30541.97,38666.72,55182.63,19250.72,33553.26,59946.82,87909.75,37671.23,65176.74,101838.21,152302.67,53066.94,125838.83,171873.54,185620.36,51718.94,129787.49,151839.15,212859.21,103408.27,143287.69,212211.06,273342.84,78224.6,164281.89,274086.4,286351.55,88799.57,182267.86,302169.34,354404.63,120270.76,208777.51,344987.65,470081.6,186599.35,290527.8,406914.14,694087.81,106583.2,401935.0,762917.71
经营活动现金流出小计,438761.43,665892.46,995498.75,303457.39,635687.34,937013.75,1363393.3,433432.58,877033.39,1378308.36,2000558.99,691544.97,1311852.71,1972044.21,2659806.56,848669.41,1452157.91,2184643.47,3230800.26,975255.77,1923961.44,2928320.27,3929767.77,1152388.83,2263258.28,3388509.05,4898638.25,1394669.14,2630637.85,3940850.55,5691786.36,1625034.39,2984684.52,4612605.1,6724073.01,2014009.27,3770139.83,5683818.61,8298281.05,2378494.27,4451543.27,6987694.38
经营活动产生的现金流量净额,5403.51,18063.88,20541.5,27966.49,33272.1,79571.05,68260.96,41035.96,47230.3,73063.21,57911.59,31787.12,39502.02,103730.24,183240.53,57245.97,120607.79,159884.23,176927.81,87174.36,59979.3,127640.66,201609.38,134079.76,98156.51,159178.85,153835.57,132479.7,124725.35,237085.37,192818.66,90175.94,260546.33,313016.52,264102.86,151878.39,130827.39,239184.94,176090.93,161790.63,199990.68,228304.96
收回投资所收到的现金,152.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,3150.0,29999.39,0.0,0.0,3000.0,0.0,2034.79,5134.79,6134.79,2034.79,0.0,6459.33,6459.33,0.0,0.0,0.0,0.0,43455.74,97665.36,50455.08,92596.69,52492.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,52.27,96.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.49,0.0,80.85,1428.27,1348.03,0.0,70.6,105.16,0.0,0.0,1318.38,1383.74,1444.89,0.0,1089.63,1089.63,1975.91,0.0,0.0,2157.76,132.68,455.61,6199.2,10028.26,1213.11,170.0,2400.37,2570.37,2729.02,0.0,9661.01,10021.95
处置固定资产、无形资产和其他长期资产所收回的现金净额,110.09,31.26,90.9,0.42,19.31,24.49,96.33,0.69,0.55,0.69,102.62,0.0,19.98,57.71,70.81,0.0,0.0,0.0,328.02,0.75,8.17,49.76,173.58,181.5,783.71,783.71,271.81,111.62,311.29,502.13,383.81,299.54,404.69,653.97,405.92,635.12,668.2,841.45,501.11,62.18,52.47,516.13
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10433.89,0.0,0.0,0.0
收到的其他与投资活动有关的现金,0.0,0.0,7409.62,0.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,30873.53,39960.0,66198.0,38500.0,17700.0,10708.55,10708.55,23008.55,0.0,0.0,0.0,4100.0,0.0,0.0,0.0,6534.0,0.0,98900.13,98900.13,112828.27,0.0,129170.91,247165.55,210724.6,263701.86,281620.73,63864.38,532092.49,230214.85,309480.36,296486.81
投资活动现金流入小计,314.93,127.63,7500.52,0.42,19.31,24.49,246.33,0.69,0.55,0.69,3561.11,30873.53,40060.83,70833.98,69918.23,17700.0,10779.15,13813.71,23336.57,2035.54,6461.34,7568.29,7753.26,181.5,8332.68,8332.68,8781.72,111.62,99211.42,101560.02,156800.5,98420.51,186229.88,350444.47,264836.16,264506.98,284689.31,67276.2,545756.51,230277.02,319193.84,307024.88
购建固定资产、无形资产和其他长期资产所支付的现金,17892.51,37916.04,75900.61,19096.18,45350.75,71077.98,93026.62,21551.22,47249.85,80772.49,172436.13,38245.97,49656.28,114575.73,178178.08,21620.28,68607.79,81856.87,132181.13,20944.38,38126.33,63762.67,119829.86,51223.4,58256.46,70705.58,131288.71,32768.71,79969.67,101803.36,143965.27,42572.67,161083.01,168322.91,225561.06,90894.52,138220.0,226025.99,302924.65,61679.15,122163.27,211178.6
投资所支付的现金,152.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22300.0,0.0,3397.75,3397.75,2997.75,0.0,0.0,0.0,24445.62,47397.41,65172.04,71969.62,82825.05,0.0,26301.26,79890.52,81827.51,0.0,2250.0,104850.0,209020.91,39898.2,69721.49,121361.12,228987.45,71399.95,125679.8,158417.89,162042.23,384233.11,411253.11,411353.11
取得子公司及其他营业单位支付的现金净额,500.0,0.0,800.0,1400.0,1400.0,1400.0,1400.0,0.0,0.0,0.0,15741.16,3055.44,3055.44,3055.44,3160.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1959.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
支付的其他与投资活动有关的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,28000.0,48500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2440.0,0.0,0.0,0.0,102400.0,0.0,0.0,0.0,192100.0,248500.0,502164.4,537571.4,388494.89,0.0,0.0,1782.3,447667.62,4756.79,4756.79,4756.79
投资活动现金流出小计,18545.08,37916.04,76700.61,20496.18,46750.75,72477.98,94426.62,21551.22,65249.85,108772.49,258977.29,41301.41,56109.47,121028.92,184336.18,21620.28,68607.79,81856.87,156626.76,68341.79,103298.37,135732.3,203135.02,51223.4,84557.72,150596.1,315516.23,32768.71,82219.67,206653.36,545086.18,330970.87,732968.9,827255.42,843043.4,162294.47,263899.8,386226.18,912634.5,450669.05,538173.18,627288.51
投资活动产生的现金流量净额,-18230.16,-37788.4,-69200.09,-20495.76,-46731.44,-72453.49,-94180.29,-21550.52,-65249.29,-108771.8,-255416.18,-10427.88,-16048.63,-50194.93,-114417.96,-3920.28,-57828.65,-68043.15,-133290.18,-66306.25,-96837.03,-128164.0,-195381.76,-51041.89,-76225.05,-142263.42,-306734.51,-32657.09,16991.75,-105093.33,-388285.68,-232550.36,-546739.02,-476810.95,-578207.24,102212.51,20789.51,-318949.98,-366877.99,-220392.03,-218979.33,-320263.63
吸收投资收到的现金,28971.0,24820.03,0.0,0.0,0.0,0.0,252201.07,700.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100565.2,100268.02,0.0,0.0,0.0,204.62,567069.43,567069.43,567069.43,570409.43,0.0,0.0,635693.97,635693.97,15000.0,30000.0,46500.0,56100.0,0.0,95625.0,96915.0,97615.0,0.0,2645.0,15133.11
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,700.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3340.0,0.0,0.0,1800.0,1800.0,15000.0,30000.0,46500.0,56100.0,0.0,95625.0,96915.0,97615.0,0.0,0.0,15133.11
取得借款收到的现金,16800.0,68364.31,164700.0,27200.0,107800.0,159800.0,184800.0,5750.0,5750.0,80150.0,224750.0,114000.0,154100.0,169100.0,273000.0,74250.0,164250.0,167750.0,288731.8,9750.0,147050.0,185140.0,211150.0,44700.0,18102.0,23520.03,0.0,0.0,0.0,0.0,0.0,68909.0,67744.0,67744.0,23771.88,40000.0,60000.0,359000.0,379000.0,120109.56,420114.87,789584.0
发行债券收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,12050.0,7289.36,1812.65,0.0,17820.0,15820.0,16700.0,2000.0,2000.0,2000.0,0.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.0,2660.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72881.54,76056.66,0.0,0.0,0.0
筹资活动现金流入小计,57821.0,100473.7,166512.65,27200.0,125620.0,175620.0,453701.07,8450.0,8450.0,82850.0,224750.0,118000.0,158100.0,173100.0,277000.0,74250.0,164250.0,268315.2,388999.82,9750.0,147050.0,185140.0,211354.62,614429.43,587831.43,593249.46,570409.43,0.0,0.0,635693.97,635693.97,83909.0,97744.0,114244.0,79871.88,40000.0,155625.0,528796.54,552671.66,120109.56,422759.87,804717.11
偿还债务支付的现金,18300.0,33600.0,103564.31,21000.0,89200.0,125700.0,188000.0,74500.0,74500.0,87900.0,118100.0,74000.0,124050.0,161900.0,338250.0,112500.0,172500.0,253400.0,346600.0,6000.0,72000.0,140690.0,157802.0,102200.0,158402.0,164531.8,144379.8,0.0,0.0,0.0,0.0,0.0,0.0,66084.77,23771.88,0.0,0.0,0.0,10000.0,0.0,110000.0,449000.0
分配股利、利润或偿付利息所支付的现金,1253.48,11082.2,6252.84,7630.96,8721.56,10825.11,12681.09,744.48,8130.22,10562.5,11862.17,1721.0,18018.51,19846.08,27064.64,6418.56,30677.91,32491.46,33599.14,2112.81,36565.93,39016.02,40584.81,1634.4,2396.24,2402.58,51269.77,0.0,61013.04,61117.04,61117.04,40.0,115213.4,115524.27,115722.68,148.62,113697.14,144250.05,148322.04,4034.18,93737.49,125126.9
其中：子公司支付给少数股东的股利、利润,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.4,0.0,0.0,0.0,0.0,80.0,80.0,80.0,80.0,0.0,0.0,104.0,104.0,40.0,40.0,40.0,40.0,0.0,621.89,621.89,621.89,0.0,0.0,1737.42
支付其他与筹资活动有关的现金,16209.65,27352.65,477.26,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,3000.0,0.0,280.0,1780.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3505.0,0.0,162569.51,162569.51,163883.72,0.0,2604.76,2604.76
筹资活动现金流出小计,35763.13,72034.85,110294.41,28630.96,97921.56,136525.11,200681.09,75244.48,82630.22,103462.5,132962.17,75721.0,142348.51,183526.08,365594.64,118918.56,203177.91,285891.46,380199.14,8112.81,108565.93,179706.02,201046.81,103834.4,160798.24,166934.38,195649.57,0.0,61013.04,61117.04,61117.04,40.0,115213.4,181609.05,142999.56,162718.13,276266.65,306819.56,322205.77,4034.18,206342.25,576731.66
筹资活动产生的现金流量净额,22057.87,28438.85,56218.24,-1430.96,27698.44,39094.89,253019.98,-66794.48,-74180.22,-20612.5,91787.83,42279.0,15751.49,-10426.08,-88594.64,-44668.56,-38927.91,-17576.26,8800.69,1637.19,38484.07,5433.98,10307.81,510595.03,427033.19,426315.08,374759.86,0.0,-61013.04,574576.93,574576.93,83869.0,-17469.4,-67365.05,-63127.68,-122718.13,-120641.65,221976.98,230465.9,116075.38,216417.62,227985.45
四、汇率变动对现金及现金等价物的影响,-173.07,35.87,85.66,7.82,15.39,2.8,-3.6,-0.82,-2.89,-2.89,1.87,0.0,0.0,0.0,-0.24,0.0,-1.22,-1.22,-3.23,0.0,0.0,0.0,0.0,0.0,-3.55,-3.55,31.77,0.0,-9.25,-0.63,44.34,-0.27,-616.02,-865.99,-333.17,-598.58,146.38,859.91,886.1,-37.01,17.78,545.67
五、现金及现金等价物净增加额,9058.16,8750.19,7645.32,6047.59,14254.49,46215.25,227097.06,-47309.87,-92202.11,-56323.97,-105714.89,63638.25,39204.88,43109.22,-19772.3,8657.13,23850.0,74263.59,52435.09,22505.3,1626.33,4910.64,16535.43,593632.9,448961.1,443226.96,221892.69,99822.6,80694.8,706568.34,379154.25,-58505.68,-304278.11,-232025.47,-377565.22,130774.19,31121.63,143071.85,40564.93,57436.97,197446.75,136572.46
加:期初现金及现金等价物余额,9307.35,18365.51,27115.71,34761.02,34761.02,34761.02,34761.02,261858.08,261858.08,261858.08,262120.78,156405.89,156405.89,156405.89,156405.89,136633.59,136633.59,136633.59,136633.59,189068.67,189068.67,189068.67,189068.67,205604.1,205604.1,205604.1,205604.1,427496.8,427496.8,427496.8,427496.8,806651.05,806651.05,806651.05,806651.05,429085.83,429085.83,429085.83,429085.83,469650.76,469650.76,469650.76
六、期末现金及现金等价物余额,18365.51,27115.71,34761.02,40808.61,49015.52,80976.27,261858.08,214548.21,169655.97,205534.11,156405.89,220044.14,195610.77,199515.11,136633.59,145290.72,160483.59,210897.18,189068.67,211573.98,190695.01,193979.31,205604.1,799237.0,654565.21,648831.07,427496.8,527319.4,508191.6,1134065.13,806651.05,748145.37,502372.94,574625.58,429085.83,559860.01,460207.46,572157.68,469650.76,527087.74,667097.51,606223.22
净利润,13143.41,21662.93,25686.95,0.0,13800.97,0.0,30508.35,0.0,26969.61,0.0,46756.69,0.0,19263.16,0.0,50304.76,0.0,38962.8,0.0,72168.0,0.0,45349.52,0.0,85268.82,0.0,52613.73,0.0,60006.99,0.0,66381.18,0.0,121372.55,0.0,101769.48,0.0,168467.4,0.0,74675.27,0.0,99740.25,0.0,136577.91,0.0
