报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30
未确认的投资损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
资产减值准备,0.0,209.39,0.0,332.81,0.0,-289.84,0.0,15.33,0.0,23.12,0.0,317.94,0.0,368.23,0.0,58.17,0.0,363.62,0.0,178.15,0.0,135.16,0.0,146.95,0.0,465.03,0.0,683.52,0.0,5912.01,0.0,5042.17,0.0,124.05,0.0,13721.56,0.0,5559.6,0.0,18796.07,0.0,20209.43,0.0,12651.58,0.0,7145.72,0.0,38330.9,0.0,8765.49,0.0,42509.64,0.0,39533.87,0.0,60438.61,0.0,26700.76,0.0
固定资产折旧、油气资产折耗、生产性物资折旧,0.0,3489.78,0.0,7053.66,0.0,3636.11,0.0,7727.17,0.0,4528.03,0.0,8716.79,0.0,4301.63,0.0,8479.66,0.0,4229.11,0.0,8599.89,0.0,4721.53,0.0,9535.98,0.0,4765.39,0.0,9423.3,0.0,8336.79,0.0,18371.72,0.0,9955.46,0.0,20107.49,0.0,10494.71,0.0,21320.03,0.0,11897.87,0.0,23739.29,0.0,11797.85,0.0,25004.38,0.0,15931.56,0.0,32612.56,0.0,16561.04,0.0,32284.98,0.0,35311.12,0.0
无形资产摊销,0.0,113.86,0.0,219.37,0.0,103.41,0.0,139.22,0.0,67.52,0.0,118.18,0.0,47.55,0.0,95.1,0.0,47.55,0.0,95.1,0.0,47.55,0.0,95.1,0.0,47.55,0.0,110.18,0.0,607.77,0.0,1348.09,0.0,777.88,0.0,1649.29,0.0,1036.27,0.0,2099.24,0.0,1110.47,0.0,2295.77,0.0,1300.11,0.0,2733.64,0.0,1717.62,0.0,5639.45,0.0,3979.97,0.0,8145.19,0.0,4402.18,0.0
长期待摊费用摊销,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.23,0.0,2165.62,0.0,1522.64,0.0,3490.24,0.0,2778.06,0.0,5488.5,0.0,3344.24,0.0,7101.34,0.0,4110.84,0.0,9915.75,0.0,10080.71,0.0,19888.62,0.0,10248.98,0.0,24374.2,0.0,11791.27,0.0
待摊费用的减少,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预提费用的增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
处置固定资产、无形资产和其他长期资产的损失,0.0,-42.18,0.0,21.63,0.0,36.27,0.0,36.27,0.0,-2012.7,0.0,-2092.7,0.0,3.27,0.0,3.27,0.0,-0.66,0.0,-0.64,0.0,89.74,0.0,85.53,0.0,17.7,0.0,42.6,0.0,-31.49,0.0,5740.51,0.0,-2.53,0.0,265.7,0.0,1.44,0.0,-117.76,0.0,-15.46,0.0,-70.96,0.0,-6.15,0.0,-9.92,0.0,-137.6,0.0,-19.47,0.0,713.87,0.0,661.16,0.0,-148.29,0.0
固定资产报废损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,-0.02,0.0,-0.02,0.0,0.0,0.0,0.53,0.0,0.19,0.0,13.31,0.0,2.05,0.0
公允价值变动损失,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.78,0.0,196.6,0.0,333.92,0.0,527.25,0.0,891.57,0.0,-5141.29,0.0,0.0,0.0,-423.3,0.0,-829.02,0.0,-2152.31,0.0
递延收益增加（减：减少）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
预计负债,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
财务费用,0.0,1342.79,0.0,3050.2,0.0,1729.39,0.0,2335.8,0.0,781.2,0.0,1010.3,0.0,-176.41,0.0,283.09,0.0,63.87,0.0,307.73,0.0,-23.49,0.0,-21.01,0.0,48.27,0.0,80.61,0.0,-58.4,0.0,-31.01,0.0,32.7,0.0,169.33,0.0,0.14,0.0,7.69,0.0,-9.44,0.0,634.68,0.0,1233.14,0.0,9047.78,0.0,8870.77,0.0,15723.27,0.0,7049.04,0.0,13419.31,0.0,9977.75,0.0
投资损失,0.0,1.71,0.0,-1196.21,0.0,39.29,0.0,-200.54,0.0,0.0,0.0,-132.71,0.0,0.0,0.0,-147.78,0.0,0.0,0.0,-132.71,0.0,0.0,0.0,-132.71,0.0,-349.62,0.0,-482.33,0.0,0.0,0.0,-133.02,0.0,-132.71,0.0,-240.41,0.0,-4000.0,0.0,-4025.46,0.0,-380.03,0.0,-1283.95,0.0,-472.43,0.0,-16099.49,0.0,-697.7,0.0,-7065.1,0.0,-290.34,0.0,-934.7,0.0,-1914.65,0.0
递延所得税资产减少,0.0,67.84,0.0,169.26,0.0,42.03,0.0,-62.97,0.0,87.67,0.0,-428.27,0.0,-246.78,0.0,-189.55,0.0,-187.68,0.0,461.82,0.0,0.82,0.0,250.73,0.0,-23.28,0.0,-55.39,0.0,-1859.8,0.0,-7959.39,0.0,849.88,0.0,-8736.6,0.0,-2142.32,0.0,-7791.78,0.0,-1753.42,0.0,-2043.02,0.0,170.75,0.0,-13804.21,0.0,2647.45,0.0,-4628.89,0.0,-9200.42,0.0,-7404.46,0.0,-9588.05,0.0
递延所得税负债增加,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4154.89,0.0,-125.2,0.0,-75.12,0.0,-150.24,0.0,-75.12,0.0,-146.06,0.0,-77.82,0.0,-151.95,0.0,-73.63,0.0,-1686.94,0.0,-1009.54,0.0,-6178.49,0.0,-2061.59,0.0,-4067.31,0.0,-1727.45,0.0
存货的减少,0.0,-736.37,0.0,-780.8,0.0,-5688.51,0.0,-3766.12,0.0,-6039.89,0.0,2097.25,0.0,-1198.19,0.0,-2047.63,0.0,-11452.85,0.0,-11371.04,0.0,-4476.34,0.0,-12084.19,0.0,-3383.5,0.0,-10199.62,0.0,-15899.29,0.0,-102582.91,0.0,-40410.2,0.0,-360912.15,0.0,104250.6,0.0,88040.97,0.0,18539.47,0.0,17271.3,0.0,-33868.35,0.0,-122430.79,0.0,66105.1,0.0,34806.65,0.0,60968.3,0.0,129489.82,0.0,19049.58,0.0
经营性应收项目的减少,0.0,-11715.83,0.0,-9607.61,0.0,3065.2,0.0,6594.96,0.0,3647.52,0.0,-3961.7,0.0,-2302.22,0.0,-7070.56,0.0,3512.19,0.0,1762.6,0.0,5939.13,0.0,5378.57,0.0,-609.57,0.0,1748.48,0.0,20335.09,0.0,-66449.92,0.0,6811.01,0.0,-32455.71,0.0,-28794.58,0.0,-52559.61,0.0,-2386.33,0.0,-17500.81,0.0,-17576.25,0.0,13630.76,0.0,-41219.64,0.0,-63961.55,0.0,-17030.9,0.0,-52308.1,0.0,-38324.32,0.0
经营性应付项目的增加,0.0,3856.83,0.0,-2261.42,0.0,-2550.68,0.0,-1314.42,0.0,-3043.73,0.0,10224.69,0.0,-3611.75,0.0,13051.95,0.0,-6666.22,0.0,17038.1,0.0,-11470.19,0.0,22600.11,0.0,-15114.74,0.0,29784.0,0.0,-95795.92,0.0,112366.93,0.0,-10581.62,0.0,346400.49,0.0,-193126.0,0.0,-90636.42,0.0,-185327.13,0.0,-87956.6,0.0,-96843.54,0.0,-49173.31,0.0,-227291.68,0.0,-39850.01,0.0,-113468.8,0.0,-92012.48,0.0,37677.97,0.0
已完工尚未结算款的减少(减:增加),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
已结算尚未完工款的增加(减:减少),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13309.36,0.0,-13309.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
经营活动产生现金流量净额,0.0,3093.09,0.0,12162.25,0.0,4708.03,0.0,20681.18,0.0,671.91,0.0,23395.94,0.0,791.25,0.0,20973.73,0.0,-5088.02,0.0,27588.55,0.0,1535.9,0.0,36594.55,0.0,-5949.32,0.0,45798.0,0.0,27790.13,0.0,192341.17,0.0,135497.34,0.0,278716.19,0.0,73288.61,0.0,292778.07,0.0,52912.66,0.0,287956.66,0.0,84046.35,0.0,241942.79,0.0,49856.0,0.0,346234.04,0.0,88142.86,0.0,283025.38,0.0,253397.35,0.0
债务转为资本,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23,0.0,6.83,0.0
一年内到期的可转换公司债券,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
融资租入固定资产,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金的期末余额,78395.99,78336.11,84505.33,101999.06,97951.92,99385.69,88822.88,61600.84,74259.95,65089.96,65123.86,75448.53,72464.01,58475.54,0.0,85698.72,0.0,63439.41,0.0,92649.61,0.0,88636.36,0.0,122744.98,0.0,116811.49,0.0,158492.12,0.0,425225.09,0.0,542033.83,0.0,491457.6,0.0,602592.68,0.0,499354.67,0.0,689258.7,0.0,452711.48,0.0,589917.41,0.0,396035.99,0.0,815682.83,0.0,743809.1,0.0,814891.98,0.0,836191.32,0.0,885327.91,0.0,974320.17,0.0
现金的期初余额,88060.55,88060.55,88060.55,88060.55,101999.06,101999.06,101999.06,101999.06,61600.84,61600.84,61600.84,61600.84,75448.53,75448.53,0.0,75448.53,0.0,85698.72,0.0,85698.72,0.0,92649.61,0.0,92649.61,0.0,122744.98,0.0,122744.98,0.0,383681.04,0.0,383681.04,0.0,542033.83,0.0,542033.83,0.0,602592.68,0.0,602592.68,0.0,689258.7,0.0,689258.7,0.0,589917.41,0.0,589917.41,0.0,815682.83,0.0,815682.83,0.0,814891.98,0.0,814891.98,0.0,885327.91,0.0
现金等价物的期末余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金等价物的期初余额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
现金及现金等价物的净增加额,-9664.56,-9724.44,-3555.22,13938.51,-4047.15,-2613.37,-13176.18,-40398.22,12659.11,3489.12,3523.02,13847.69,-2984.51,-16972.98,0.0,10250.2,0.0,-22259.32,0.0,6950.88,0.0,-4013.24,0.0,30095.37,0.0,-5933.48,0.0,35747.15,0.0,41544.05,0.0,158352.79,0.0,-50576.23,0.0,60558.85,0.0,-103238.01,0.0,86666.02,0.0,-236547.22,0.0,-99341.29,0.0,-193881.42,0.0,225765.43,0.0,-71873.73,0.0,-790.86,0.0,21299.35,0.0,70435.94,0.0,88992.25,0.0
