报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,17365.53,43071.48,77897.26,118402.66,18071.51,50900.14,82594.13,116767.6,15244.2,41087.39,61802.14,114478.16,21846.41,72349.06,111436.03,159352.8,22939.37,51999.22,107072.09,139687.17,35294.22,114199.51,167542.57,237535.42,46270.64,122495.69,155987.13,240725.07,25037.19,54430.5,83298.04,155469.69,23033.95,111323.13,175420.35,426116.41,127447.57,482491.78,657734.8,1079775.37,402828.33,775326.74,1261922.27,1857239.8,407467.15,1082209.56,1580738.1,2372042.42,191210.28,509767.37,783560.1,1125414.76,58794.52,317828.45,623955.97
收到的税费返还,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.62,0.0,0.0,0.0,0.0,55.12,221.99,6.44,9.58,105.27,105.27,211.22,4.73,591.05,671.94,836.46,451.37,622.75,636.21,496.23,29.97,537.22,663.02,674.09,42.92,400.08,769.88
收到的其他与经营活动有关的现金,3925.7,1350.95,5381.39,5339.94,10106.43,12054.35,12985.75,7130.67,7094.8,12417.92,21318.92,8430.02,7956.65,5985.59,7717.53,2964.58,2654.39,25583.14,19660.37,11941.17,14030.03,4240.76,12153.7,5081.08,14220.84,13942.33,11062.38,18038.52,17379.09,10129.84,21855.1,14018.67,873.84,13381.84,9212.53,35256.55,2283.3,66786.82,93193.59,140595.21,37229.22,51006.25,106726.1,100670.4,37961.97,76111.54,126315.19,113439.12,35457.37,122815.51,168404.26,86387.19,293602.74,13114.49,19350.26
经营活动现金流入小计,21291.24,44422.43,83278.65,123742.61,28177.94,62954.49,95579.88,123898.27,22339.0,53505.31,83121.06,122908.18,29803.07,78334.65,119153.56,162317.37,25593.77,77582.36,126732.47,151628.34,49324.25,118440.26,179696.26,242616.5,60491.48,136438.01,167049.5,258763.59,42448.9,64560.35,105153.14,169488.36,23907.79,124760.08,184854.87,461379.4,129740.44,549383.87,751033.66,1220581.81,440062.28,826924.04,1369320.31,1958746.66,445880.49,1158943.85,1707689.5,2485977.76,226697.62,633120.1,952627.38,1212476.03,352440.18,331343.01,644076.11
购买商品、接受劳务支付的现金,5983.73,21513.04,59313.24,101551.91,27825.93,81827.87,110064.18,127671.88,9656.35,37922.51,54506.71,85853.64,20243.86,61814.08,85044.21,130973.99,43359.98,72221.33,155795.78,200381.63,39680.28,88472.06,130984.8,161635.62,46665.04,85346.19,111819.44,163275.97,36166.69,47262.57,82358.07,127830.64,18515.26,95796.48,142388.05,324488.57,140717.33,562518.57,825181.49,1252587.53,395737.99,793284.07,1367531.97,1768107.11,383214.8,898027.99,1382891.98,1986718.99,113361.68,447072.53,684708.8,837902.37,161111.17,194050.31,381979.21
支付给职工以及为职工支付的现金,689.06,1309.16,1983.54,3312.51,1058.25,3185.53,3805.26,5902.42,921.59,2052.68,2857.68,4998.97,1747.04,2853.91,4308.61,5773.1,1767.86,3352.17,5169.0,7394.09,2128.53,4085.79,6220.83,8381.37,3607.81,5731.77,8056.45,11059.94,3100.04,4962.51,7764.32,10821.65,3499.97,9313.75,13044.29,13868.81,4479.27,8371.87,12719.42,17438.34,5911.88,10352.3,16787.62,20171.6,6920.8,10506.36,17776.72,21507.79,5470.69,9230.15,13681.25,16963.82,6605.18,7837.55,10796.87
支付的各项税费,1811.07,7718.9,8767.69,11673.8,915.24,4899.34,5678.78,7133.58,971.89,6343.63,9281.77,13989.7,2331.54,5059.09,5972.88,8231.23,1962.15,4370.32,7325.73,10760.76,3347.0,8839.46,12342.11,26030.82,5814.95,13901.55,16755.09,29263.15,1647.82,2834.59,8123.82,12641.64,1412.54,4658.35,6128.57,9511.24,3361.6,6546.18,9242.42,13079.15,7247.47,14503.73,25085.26,34439.27,8091.26,21365.58,29275.61,43542.0,3313.9,5073.58,5955.24,6447.04,7213.88,13408.45,14712.29
支付的其他与经营活动有关的现金,5463.49,885.32,3621.02,8968.08,9334.51,5910.52,10101.15,13895.14,4175.58,10466.29,24865.67,14930.23,8508.03,14286.62,19056.27,17196.58,6663.97,13334.63,13636.16,21468.31,13159.5,10640.03,23323.3,26790.57,5304.03,12895.97,23458.31,34189.56,6186.35,6306.53,18622.61,26398.55,11062.87,5751.51,13466.37,17824.14,22731.03,20252.95,46199.18,101343.01,43221.45,27693.4,60512.05,120332.72,36745.62,95410.47,167206.79,270502.22,38203.5,66571.59,34517.71,174045.36,181974.1,25337.36,25176.75
经营活动现金流出小计,13947.35,31426.43,73685.49,125506.3,39133.93,95823.26,129649.36,154603.02,15725.41,56785.1,91511.83,119772.54,32830.47,84013.69,114381.97,162174.91,53753.96,93278.45,181926.67,240004.79,58315.32,112037.34,172871.04,222838.37,61391.82,117875.49,160089.3,237788.62,47100.9,61366.21,116868.82,177692.48,34490.65,115520.09,175027.28,365692.76,171289.23,597689.56,893342.51,1384448.01,452118.78,845833.5,1469916.91,1943050.69,434972.47,1025310.4,1597151.11,2322270.99,160349.77,527947.84,738862.99,1035358.6,356904.33,240633.67,432665.12
经营活动产生的现金流量净额,7343.88,12996.0,9593.16,-1763.7,-10955.99,-32868.77,-34069.48,-30704.75,6613.59,-3279.79,-8390.77,3135.64,-3027.4,-5679.04,4771.59,142.47,-28160.19,-15696.09,-55194.2,-88376.46,-8991.06,6402.92,6825.22,19778.13,-900.35,18562.53,6960.21,20974.97,-4652.0,3194.14,-11715.68,-8204.12,-10582.86,9239.99,9827.59,95686.64,-41548.79,-48305.7,-142308.85,-163866.21,-12056.5,-18909.46,-100596.59,15695.97,10908.03,133633.45,110538.4,163706.77,66347.85,105172.26,213764.4,177117.43,-4464.16,90709.34,211410.99
