报表日期,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,1125187.34,1674370.37,769491.0,1242755.37,1677233.27,476695.82,929200.28,1500533.71,2189874.47,661658.29,1412906.24,2285602.75,3137198.26,740314.74,1532650.75,2374126.32,3332900.45,936846.27,1612965.14,2525131.55,3494715.21,786983.6,1628417.24,2712340.01,3746757.96,960619.09,1955693.9,3383568.2,4745070.36,1315418.61,2770739.15,4269459.66,5830417.47,1240057.4,2441442.07,3817809.72,5427745.59,1284004.26,2485441.4,4025972.11,5657387.17,1374916.89
收到的税费返还,578.69,1745.35,0.0,0.0,1191.99,0.0,0.0,0.0,1854.23,0.0,0.0,0.0,1850.22,0.0,0.0,0.0,1675.9,0.0,0.0,0.0,2629.87,0.0,335.12,738.81,2071.11,216.67,1141.84,1232.58,2502.93,100.81,738.32,1680.59,3421.19,374.67,806.7,1193.49,3544.22,502.2,1101.0,1476.82,2194.74,858.46
收到的其他与经营活动有关的现金,4051.9,135576.3,3341.74,155986.72,15961.27,19015.07,23012.08,47170.9,37912.28,6716.13,18594.51,33021.07,44450.13,2402.38,30476.95,38289.34,48138.85,29495.8,59779.68,101554.54,81628.2,36900.48,53936.45,83863.54,24304.94,7065.25,15809.93,56957.68,42608.17,6945.0,33749.2,55610.93,78725.36,11438.75,5991.97,21842.68,20242.12,13271.15,8891.14,18920.54,96962.77,2806.31
经营活动现金流入小计,1129817.94,1811692.02,772832.74,1398742.1,1694386.52,495710.89,952212.36,1547704.61,2229640.99,668374.42,1431500.75,2318623.82,3183498.61,742717.13,1563127.7,2412415.66,3382715.2,966342.07,1672744.82,2626686.09,3578973.27,823884.08,1682688.81,2796942.36,3773134.01,967901.0,1972645.67,3441758.45,4790181.46,1322464.42,2805226.66,4326751.19,5912564.02,1251870.82,2448240.73,3840845.9,5451531.93,1297777.6,2495433.55,4046369.47,5757281.05,1379162.07
购买商品、接受劳务支付的现金,911574.51,1424031.63,657839.6,1082923.44,1361427.51,439044.54,839493.89,1314584.08,1792974.24,597844.55,1141054.94,1727980.24,2250200.8,660454.91,1383448.74,2033842.6,2692348.49,783019.83,1389069.35,2102124.97,3041169.45,650493.43,1404775.85,2268929.57,2885647.4,817886.59,1518451.74,2511388.82,3323917.61,896135.91,1690174.37,2688849.85,3779247.36,979224.2,1935965.61,2901792.55,3879538.31,983917.3,2003601.61,3049510.36,4194497.26,1165875.3
支付给职工以及为职工支付的现金,43006.8,61000.72,11415.01,51469.79,70016.12,24054.77,43535.04,65653.5,90365.18,29016.78,58023.97,89719.5,147983.5,0.0,114912.55,236086.92,211533.47,91016.49,143872.28,194232.8,255148.31,77433.63,138701.76,197232.84,262466.26,106747.76,184240.27,256191.4,368476.23,156134.83,259039.76,368345.79,462759.03,130315.53,367795.16,471464.97,577400.69,236852.44,349377.32,470347.61,589331.2,184290.51
支付的各项税费,6962.86,14584.78,13683.1,15327.68,13430.57,4285.65,10733.14,13311.22,6058.56,2503.65,12493.08,14098.63,5114.02,4737.4,19826.18,24763.82,5375.89,7436.1,36629.17,38681.06,9252.9,2956.95,10338.84,13193.05,17988.82,4699.96,6655.22,7905.09,20889.92,7339.97,10809.37,17165.98,28222.87,7211.55,20547.34,27259.96,30829.9,6255.79,11566.94,17483.38,24212.22,5327.0
支付的其他与经营活动有关的现金,46441.04,157811.6,57821.3,161589.32,157006.92,18854.14,32914.56,66711.98,104535.9,22056.51,45693.65,68463.77,138106.57,46930.08,37893.46,75534.12,98365.75,68649.0,128081.22,224678.25,87381.19,107167.33,113514.35,129425.15,149863.28,4282.62,49645.01,88541.04,146575.42,31241.03,67868.05,108969.87,177060.39,39525.43,80189.93,123222.92,164361.18,38231.45,87471.21,130297.57,299793.28,66995.69
经营活动现金流出小计,1007985.21,1657428.73,740759.01,1311310.22,1601881.12,486239.1,926676.63,1460260.78,1993933.88,651421.48,1257265.64,1900262.15,2541404.89,712122.39,1556080.93,2370227.46,3007623.6,950121.42,1697652.02,2559717.07,3392951.84,838051.34,1667330.8,2608780.61,3315965.76,933616.93,1758992.24,2864026.35,3859859.18,1090851.74,2027891.55,3183331.48,4447289.65,1156276.71,2404498.04,3523740.4,4652130.08,1265256.98,2452017.08,3667638.92,5107833.96,1422797.85
经营活动产生的现金流量净额,121832.72,154263.3,32073.73,87431.88,92505.4,9471.79,25535.73,87443.83,235707.11,16952.94,174235.12,418361.68,642093.72,30594.74,7046.77,42188.2,375091.61,16220.65,-24907.2,66969.02,186021.43,-14167.26,15358.02,188161.76,457168.25,34284.07,213653.43,577732.1,930322.28,231612.68,777335.12,1143419.7,1465274.37,95594.11,43742.7,317105.5,799401.84,32520.62,43416.47,378730.56,649447.09,-43635.78
收回投资所收到的现金,229934.21,24936.52,0.0,0.0,300.0,0.0,0.0,0.0,2390.0,0.0,0.0,0.0,4990.0,0.0,8071.56,8071.56,50770.69,139759.0,479973.39,627039.22,107217.32,178363.4,242677.62,276193.1,23207.46,52640.07,110889.88,111419.87,19569.6,10719.73,0.0,0.0,8688.76,12595.88,363791.0,223591.0,32539.98,143508.39,429110.64,259510.38,1108626.49,383747.88
取得投资收益所收到的现金,4260.11,6404.28,11143.33,0.0,7876.15,0.0,0.0,0.0,24221.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6866.55,16411.17,30547.76,30547.76,27167.71,223.1,590.27,954.15,6516.58,3824.53,12096.33,15617.14,21660.32,5566.31,15403.68,15779.86,42773.07,6137.24,17434.94,20458.11,31200.2,9460.12,15743.38,18169.9,27995.46,4943.9
处置固定资产、无形资产和其他长期资产所收回的现金净额,1812.03,10728.79,1112.73,14.78,12023.36,10.0,14.16,23.74,16329.51,0.0,0.26,7.44,3770.96,0.0,50.93,65.33,91255.8,8.71,8.71,6713.86,145004.56,116.55,837.49,7151.06,137266.62,928.84,54245.13,74824.55,144020.58,40444.17,92318.37,139602.91,178952.91,44549.15,91279.82,140630.44,195398.3,41192.4,109990.71,154117.82,156413.91,35313.43
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23353.7,0.0,0.0,0.0,5512.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1147.63,97.8,97.8,97.8,97.73,0.0
收到的其他与投资活动有关的现金,301.72,5569.59,0.0,31950.0,580.78,51.0,51.0,51.0,6157.69,0.0,0.0,4680.73,1019.33,117800.0,326810.0,428310.0,0.0,0.0,0.0,0.0,0.0,0.0,5524.43,0.0,0.0,0.0,621.6,943.6,3016.49,0.0,0.0,0.0,821.37,0.0,131.75,277.53,0.0,0.0,0.0,0.0,1483.4,0.0
投资活动现金流入小计,236308.07,47639.18,12256.07,31964.78,20780.3,61.0,65.16,74.74,49098.43,0.0,0.26,4688.18,9780.29,117800.0,334932.49,436446.89,148893.04,156178.88,510529.86,664300.84,302743.29,178703.05,249629.81,284298.31,172503.05,57393.45,177852.93,202805.17,188267.0,56730.21,107722.05,155382.76,231236.12,63282.26,472637.51,384957.09,260286.12,194258.7,554942.52,431895.89,1294616.99,424005.21
购建固定资产、无形资产和其他长期资产所支付的现金,88377.76,163887.5,52523.26,67878.71,136954.43,12155.5,35657.74,49366.28,143596.62,15648.91,33675.77,60560.67,299862.18,24639.02,70135.68,149694.16,492772.31,53131.81,107714.16,166120.07,536170.17,48727.84,84363.27,120846.43,408332.86,31115.53,185241.14,274778.52,452465.34,134277.6,303643.9,488102.06,728856.62,187726.45,415435.73,657171.55,977667.77,201379.51,426729.62,667607.06,940259.84,205766.99
投资所支付的现金,244065.42,15730.0,0.0,320.0,6242.09,0.0,25000.0,25320.0,72927.82,20000.0,35598.3,42899.16,201707.91,101911.18,149388.28,231273.12,109854.59,52247.31,261559.57,476345.52,33266.78,198741.8,200184.7,387695.32,135742.19,16490.0,1236.9,237000.0,344349.58,83678.43,253619.9,410994.63,359140.72,50296.96,59290.35,169545.52,155396.01,10196.5,10499.05,16689.74,822681.18,251892.56
取得子公司及其他营业单位支付的现金净额,0.0,1367.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.79,0.0,0.0,0.0,1056.0,0.0,1056.0,1056.0,1056.0,0.0,0.0,0.0,3678.23,1500.0,4698.81,4617.6,8426.13,0.0
支付的其他与投资活动有关的现金,329.29,3183.09,0.0,29815.25,5128.44,4768.58,4822.04,4822.04,10354.82,0.0,0.0,46.73,3106.77,0.0,154880.68,219380.68,0.0,61700.0,116836.84,116836.84,0.0,0.0,541.16,0.0,66.0,0.0,0.0,3055.89,0.0,0.0,0.0,0.0,206.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
投资活动现金流出小计,332772.47,184167.8,52523.26,98013.95,148324.96,16924.08,65479.79,79508.32,226879.26,35648.91,69274.07,103506.56,504676.86,126550.2,374404.64,600347.97,602626.9,167079.11,486110.57,759302.43,569436.95,247469.64,285089.13,508541.75,544409.84,47605.53,186478.04,514834.41,797870.92,217956.03,558319.8,900152.68,1089259.37,238023.41,474726.08,826717.07,1136742.01,213076.01,441927.47,688914.4,1771367.15,457659.56
投资活动产生的现金流量净额,-96464.4,-136528.62,-40267.19,-66049.17,-127544.67,-16863.08,-65414.63,-79433.59,-177780.83,-35648.91,-69273.8,-98818.39,-494896.57,-8750.2,-39472.15,-163901.07,-453733.86,-10900.24,24419.29,-95001.59,-266693.66,-68766.58,-35459.32,-224243.44,-371906.8,9787.92,-8625.11,-312029.24,-609603.92,-161225.82,-450597.75,-744769.92,-858023.26,-174741.14,-2088.57,-441759.99,-876455.9,-18817.31,113015.05,-257018.51,-476750.16,-33654.34
吸收投资收到的现金,12357.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7970.6,0.0,44152.69,72685.07,62006.19,3506.0,22806.0,28876.0,4347.8,500.0,500.0,500.0,0.0,500.0,0.0,0.0,4571.1,0.0,150.0,150.0,451.61,583.5,610.5,1990.5,2675.5,0.0,123616.85,134475.67,141025.2,0.0
其中：子公司吸收少数股东投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,4347.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1316.88,0.0,150.0,150.0,451.61,583.5,610.5,1990.5,2675.5,0.0,500.0,11358.82,18862.42,0.0
取得借款收到的现金,54256.62,175736.39,22032.01,134339.4,140270.47,59529.23,138911.23,148122.3,143131.4,95068.17,113038.17,117765.18,0.0,79271.02,165051.39,341424.57,192496.02,114789.56,234234.89,346521.97,359575.15,142588.41,287524.63,404055.85,349195.8,99086.97,147575.85,199191.65,190483.0,0.0,0.0,0.0,0.0,50000.0,370100.0,370100.0,370100.0,100000.0,230000.0,360000.0,375000.0,98000.0
发行债券收到的现金,0.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,70000.0,0.0,0.0,0.0,90000.0,0.0,0.0,0.0,110000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,99836.71,0.0,0.0,50000.0,80000.0,0.0,0.0,0.0,0.0,50000.0,50000.0,250000.0,250000.0,0.0,0.0,0.0,0.0,0.0
收到其他与筹资活动有关的现金,0.0,10820.07,22032.01,0.0,19734.15,22000.0,36889.7,41889.7,16812.12,100047.5,219959.95,435466.47,0.0,0.0,0.0,0.0,1470.39,0.0,0.0,0.0,0.0,0.0,12605.38,20547.11,0.0,0.0,50000.0,0.0,3813.42,0.0,1533.49,2393.28,2081.09,490.11,1998.24,3771.3,2392.29,390.63,1139.37,2240.37,0.0,0.0
筹资活动现金流入小计,66614.24,186556.46,44064.02,134339.4,250004.62,81529.23,175800.93,190012.0,230043.52,195115.67,332998.13,553231.65,97970.6,79271.02,209204.08,414109.64,365972.6,118295.56,257040.89,375397.97,463922.95,143088.41,300630.02,425102.97,449032.51,99586.97,197575.85,249191.65,278867.52,0.0,1683.49,2543.28,2532.69,101073.61,422708.74,625861.8,625167.79,100390.63,354756.21,496716.04,516025.2,98000.0
