报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,54893.92,115395.0,188432.02,285381.89,62795.57,158912.52,256748.89,321008.6,64106.12,132860.85,193689.53,267143.13,68469.29,137775.96,211265.88,322562.07,82747.94,152793.8,226507.34,320284.41,64912.08,137509.87,229353.81,313475.54,88057.06,179199.46,276485.29,329940.21,99972.71,169676.76,277311.54,364373.76,85461.91,183085.16,260371.47,349551.28,96312.62,180545.27,280692.64,425624.43,97730.97,215469.2,349278.46,456631.57,120406.96,265114.56,434628.82,605722.68,148390.95,308686.73,483710.17,639785.06,132303.23,295509.89,499026.07
收到的税费返还,0.0,178.46,178.46,471.1,6.26,843.77,1233.82,1605.63,3005.18,3050.18,3084.82,3370.32,15.42,353.49,569.61,1120.71,0.0,100.05,542.38,1757.05,216.67,307.12,454.4,1146.42,189.45,663.91,820.65,1755.3,464.78,742.55,956.31,1270.91,0.0,73.92,160.48,223.31,68.27,252.45,424.7,589.26,55.79,239.15,426.4,530.88,27.56,340.24,769.91,3245.71,3502.85,5515.08,8409.33,9012.73,785.95,3691.82,4486.87
收到的其他与经营活动有关的现金,1112.31,510.1,588.46,776.52,425.55,537.14,1663.44,2610.98,1415.55,2406.59,2751.69,4179.84,1824.1,6484.26,11630.3,8526.94,407.8,1384.17,29302.46,6011.86,4023.98,4010.74,7217.84,6398.26,165.55,2961.65,9252.05,7250.98,2908.01,3130.51,3712.75,3161.19,5885.53,5256.42,7873.04,5480.8,1294.12,3797.17,7392.38,8175.27,5407.56,6793.49,10246.11,13618.86,5355.12,6208.92,6208.92,11141.67,6677.37,18574.6,23033.93,27834.97,7657.81,10712.15,15501.13
经营活动现金流入小计,56006.23,116083.56,189198.95,286629.51,63227.37,160293.42,259646.15,325225.21,68526.85,138317.62,199526.04,274693.28,70308.81,144613.71,223465.78,332209.72,83155.74,154278.02,256352.19,328053.33,69152.73,141827.73,237026.06,321020.22,88412.06,182825.01,286557.99,338946.48,103345.49,173549.82,281980.6,368805.86,91347.44,188415.5,268404.99,355255.39,97675.01,184594.89,288509.71,434388.97,103194.33,222501.85,359950.97,470781.31,125789.65,271663.71,441607.66,620110.06,158571.17,332776.41,515153.44,676632.76,140746.98,309913.86,519014.07
购买商品、接受劳务支付的现金,35713.78,77554.46,137567.7,210325.77,58368.72,137192.93,216442.14,268197.99,57725.52,103616.95,154863.91,210380.8,52835.49,107200.13,202205.11,276325.62,64456.93,159624.19,228294.58,302630.21,61226.67,117364.14,188714.49,256240.91,63539.56,136889.02,222902.06,254849.72,81737.31,162112.12,257055.64,315513.68,73087.42,130586.03,203712.83,259225.04,65762.05,113854.72,163108.16,218314.32,83380.72,147792.51,223255.44,281549.55,88337.77,172375.73,314514.47,441136.93,121566.85,234678.65,393785.92,521969.53,108893.47,232261.97,411535.31
支付给职工以及为职工支付的现金,3935.28,7718.42,11845.88,15562.2,5292.35,9126.8,14304.86,18134.64,5458.94,10152.72,14956.69,20125.33,6569.06,11493.81,17628.86,24095.52,8634.68,15676.11,23099.79,30436.01,7878.7,16240.67,25878.83,35227.21,10517.77,19828.01,29242.56,40838.57,11994.9,22690.88,34936.62,46549.86,13273.24,24239.95,35438.79,45176.08,14164.63,24863.59,35739.29,45862.91,14230.1,23875.15,35166.78,47403.58,14570.54,26452.85,38665.8,52819.22,16473.89,27645.08,43382.68,58934.83,17690.58,35061.53,47516.61
支付的各项税费,2192.49,3857.18,5851.14,9747.95,3206.05,5675.73,7478.06,10909.07,3118.27,7301.97,10971.56,14398.04,4499.06,7404.98,10499.68,13418.87,3265.22,6295.72,9102.99,13431.7,5104.83,12103.05,16368.01,21948.74,4709.13,8650.11,13090.91,18043.16,4055.25,7943.04,11194.14,15173.29,6669.52,11000.57,15164.58,22150.56,5158.74,11136.31,15050.64,18615.83,4657.34,17574.88,22567.53,27848.58,9219.2,13446.39,22994.99,30044.4,10835.71,16796.68,27486.42,34612.61,7525.94,13906.91,20492.29
支付的其他与经营活动有关的现金,3354.89,5083.11,2239.25,9178.58,2553.52,5386.05,12150.68,12256.01,2538.61,4807.36,7873.45,11338.26,1183.11,10594.81,6068.32,12376.11,14025.3,6403.92,20267.99,12234.87,3831.74,8821.07,15595.29,16951.91,9479.8,9416.94,16260.23,16309.39,4094.65,7112.68,6611.57,14574.42,3823.21,8614.06,13986.07,19265.99,7750.55,11027.06,23926.0,26018.48,9129.89,13874.12,23245.86,22031.82,11725.84,21090.17,21090.17,30917.35,8491.3,16309.74,16701.83,28458.1,8522.13,14424.08,24820.7
经营活动现金流出小计,45196.44,94213.16,157503.97,244814.51,69420.65,157381.51,250375.74,309497.71,68841.34,125879.0,188665.61,256242.43,65086.72,136693.72,236401.98,326216.12,90382.12,187999.94,280765.35,358732.79,78041.95,154528.92,246556.62,330368.77,88246.25,174784.08,281495.77,330040.84,101882.12,199858.73,309797.98,391811.25,96853.39,174440.61,268302.26,345817.66,92835.97,160881.68,237824.09,308811.54,111398.05,203116.66,304235.61,378833.53,123853.34,233365.14,397265.43,554917.9,157367.75,295430.15,481356.86,643975.08,142632.12,295654.5,504364.92
经营活动产生的现金流量净额,10809.79,21870.4,31694.97,41815.01,-6193.27,2911.92,9270.41,15727.5,-314.49,12438.61,10860.43,18450.86,5222.1,7919.98,-12936.19,5993.59,-7226.38,-33721.92,-24413.17,-30679.46,-8889.22,-12701.19,-9530.57,-9348.55,165.8,8040.93,5062.22,8905.65,1463.37,-26308.91,-27817.37,-23005.39,-5505.95,13974.89,102.73,9437.73,4839.04,23713.21,50685.62,125577.42,-8203.72,19385.18,55715.36,91947.78,1936.31,38298.58,44342.23,65192.15,1203.42,37346.26,33796.58,32657.68,-1885.13,14259.36,14649.15
