报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,0.0,993492.82,1263857.35,2054122.88,458781.69,1332062.51,1941484.87,2568297.19,565707.85,1308005.64,2048719.79,2977479.05,924826.98,2049473.57,3260808.03,4776932.82,1039652.03,2305245.19,3420006.62,4602942.06,694610.1,1739554.23,2613397.26,3692843.51,599921.72,1638419.71,2468388.58,4051809.07,842055.36,2120015.18,4242881.19,6663288.42,1542026.93,3663474.32,5256678.91,7177008.32,1407188.86,3381758.17,4988450.23,7861857.46,2323921.61,5650020.96,8483582.56,12296963.14,2833664.05,6641377.7,9847841.48,14389389.65,3011604.88,7025646.65,10336577.19
收到的税费返还,0.0,2793.51,4965.3,8287.15,3716.81,6936.88,15399.21,23127.16,16873.99,35813.75,45759.87,54941.98,7063.73,19445.95,23793.43,29189.99,7526.3,15288.7,21048.63,29323.93,9504.25,13710.14,19984.82,45135.15,6390.02,17209.38,25123.43,46420.24,6273.84,15493.94,24728.39,36914.18,12478.44,18052.97,28240.64,34360.34,9316.39,14068.04,21307.44,27128.65,10184.75,14451.56,20475.25,27832.28,18848.74,23541.92,33602.17,46734.27,15552.2,33443.21,43107.12
收到的其他与经营活动有关的现金,0.0,12532.82,13319.33,28125.62,5649.09,13690.05,33989.36,36985.5,9016.72,24031.44,37449.79,46405.74,7469.81,18033.92,50964.3,61723.26,15911.12,58763.27,47013.8,69408.18,22092.47,49406.5,68174.45,83380.56,28473.02,45906.4,74460.14,101597.4,40701.4,45637.12,122167.56,126865.99,28317.04,43777.88,86746.49,145973.72,31156.85,48259.31,98696.44,133555.45,29832.74,49615.91,90095.24,112942.05,27200.72,78615.68,119864.59,181534.11,24675.98,90524.37,135931.63
经营活动现金流入小计,0.0,1008819.16,1282141.99,2090535.64,468147.58,1352689.44,1990873.44,2628409.86,591598.55,1367850.83,2131929.45,3078826.77,939360.52,2086953.44,3335565.76,4867846.07,1063089.45,2379297.16,3488069.05,4701674.16,726206.82,1802670.87,2701556.52,3821359.22,634784.77,1701535.49,2567972.16,4199826.71,889030.59,2181146.24,4389777.14,6827068.59,1582822.42,3725305.17,5371666.04,7357342.38,1447662.1,3444085.51,5108454.12,8022541.57,2363939.1,5714088.43,8594153.05,12437737.47,2879713.5,6743535.3,10001308.24,14617658.03,3051833.05,7149614.23,10515615.94
购买商品、接受劳务支付的现金,0.0,732828.46,833567.13,1420471.53,379952.09,874358.04,1359224.81,1922512.46,439624.5,1044331.36,1640226.92,2304097.98,679952.35,1435278.51,2294077.38,3206155.48,858467.81,1870576.46,2548635.63,3149853.6,660682.62,1287956.84,1853515.74,2404377.85,510660.04,1079678.32,1686288.08,2456237.15,697072.51,1417336.97,2793208.36,3631300.74,1174781.98,2325202.49,3336343.77,4162989.58,833670.71,1880042.9,2958647.5,4335940.36,1471458.06,3242333.09,5089967.46,6819520.26,1866028.9,3560517.13,5995537.54,8009465.39,2074104.4,4400908.64,6888794.74
支付给职工以及为职工支付的现金,0.0,64863.89,93513.36,134387.13,37513.97,91616.38,132338.71,190776.05,38531.16,81234.64,122411.8,168520.11,61665.31,118393.95,178978.08,238803.95,82644.81,150943.15,216997.86,295037.86,84226.52,156848.5,231885.34,296037.09,105417.66,216277.51,310569.14,431461.9,127343.42,253860.71,487440.53,991053.33,338443.75,636156.46,955355.85,1427142.31,361430.96,799912.58,1119886.05,1614347.56,500145.48,1203701.16,1751955.54,2247136.3,576780.55,1181089.41,1771086.97,2346842.2,668620.87,1319950.64,1933687.88
支付的各项税费,0.0,105786.54,132600.87,169433.66,50943.21,141983.13,169316.01,191858.86,22408.16,90531.73,132347.39,203570.1,113835.09,238330.34,314614.37,388838.79,121033.38,255344.81,285656.72,343052.8,195216.89,324525.1,360436.76,417384.42,61266.69,182107.22,225557.48,312792.81,87652.42,220730.94,296768.63,365528.82,76740.33,174533.64,226838.83,321927.42,62079.25,190732.46,268282.79,354964.55,169388.89,373590.17,538397.13,737076.87,176061.02,458850.36,596237.16,765679.69,174886.54,398634.44,540584.12
支付的其他与经营活动有关的现金,0.0,53043.22,93761.43,135942.98,28184.1,60289.6,97978.05,135772.79,19996.71,68806.64,120646.91,158709.15,39078.59,46043.55,140629.32,163781.45,64444.43,137191.16,193394.08,318461.82,71258.62,143807.11,277471.53,427943.0,84056.28,150003.45,274620.05,422493.77,118546.34,220397.3,405920.63,722012.87,225622.8,436636.69,627700.78,767892.87,172563.23,371037.15,603482.05,892245.75,280675.08,417885.26,614145.4,1008170.82,343763.68,694645.84,989301.38,1269507.88,261696.0,487475.91,751078.08
经营活动现金流出小计,0.0,956522.1,1153442.79,1860235.31,496593.37,1168247.15,1758857.58,2440920.17,520560.53,1284904.38,2015633.03,2834897.34,894531.34,1838046.35,2928299.15,3997579.66,1126590.42,2414055.57,3244684.29,4106406.09,1011384.64,1913137.55,2723309.37,3545742.36,761400.66,1628066.5,2497034.74,3622985.63,1030614.69,2112325.92,3983338.15,5709895.76,1815588.86,3572529.28,5146239.23,6679952.18,1429744.15,3241725.09,4950298.39,7197498.22,2421667.51,5237509.69,7994465.54,10811904.25,2962634.14,5895102.75,9352163.05,12391495.15,3179307.8,6606969.63,10114144.82
经营活动产生的现金流量净额,-36184.34,52297.05,128699.19,230300.33,-28445.79,184442.29,232015.86,187489.69,71038.03,82946.45,116296.42,243929.43,44829.18,248907.09,407266.61,870266.41,-63500.98,-34758.41,243384.77,595268.08,-285177.82,-110466.67,-21752.85,275616.86,-126615.9,73468.98,70937.41,576841.08,-141584.1,68820.31,406438.99,1117172.83,-232766.44,152775.89,225426.81,677390.2,17917.95,202360.43,158155.72,825043.35,-57728.41,476578.74,599687.51,1625833.22,-82920.64,848432.56,649145.19,2226162.87,-127474.75,542644.6,401471.12
收回投资所收到的现金,0.0,0.0,0.0,0.0,0.0,930.05,1440.05,1757.34,0.0,0.0,0.0,193.56,0.0,0.0,12863.9,9207.53,1402.1,1402.1,1402.1,2862.1,0.0,10000.0,23149.08,29912.0,11406.79,16687.89,41687.89,44209.89,0.0,5000.0,13000.0,42300.0,1000.0,300.0,20300.0,18800.0,11300.0,33100.04,44551.58,163198.11,12500.0,227600.0,322200.0,372900.0,113500.0,236500.0,675141.71,1186081.08,210500.0,731787.66,1206787.66
取得投资收益所收到的现金,0.0,864.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,160.0,160.0,160.0,0.0,360.0,360.0,360.0,0.0,560.44,560.44,2060.44,1422.51,4633.39,4927.63,4927.63,0.0,640.0,2336.47,2336.47,198.75,9897.38,11740.31,16698.48,260.11,7692.53,12593.16,16627.8,102.85,5342.33,6780.6,8843.95,255.38,7790.98,10374.2,11851.39,2713.5,11272.68,24122.38,32420.42,3420.82,16427.93,26073.05
