报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
销售商品、提供劳务收到的现金,32548.77,75560.37,111039.99,159268.33,41070.5,137707.92,237841.71,357208.58,45846.93,116181.39,182312.8,252210.04,79122.34,151321.5,222306.44,312108.0,88718.09,178524.76,270908.82,354747.64,88575.38,165871.31,250833.9,334360.47,98475.95,187851.76,294663.25,392549.07,103338.77,201364.15,304757.13,423464.73,91482.96,182342.43,266966.1,369978.26,103072.97,204403.1,360417.4,422178.04,121645.75,251654.66,397460.36,498708.0,196238.45,447944.36,649625.77,829000.45,175271.09
收到的税费返还,2456.9,4266.29,5710.11,8713.29,1823.71,4354.45,6839.05,0.0,950.52,3433.65,5571.62,7187.3,5496.41,8871.99,13160.71,14907.73,6077.28,11102.92,16503.0,19420.03,2266.77,6152.94,9149.14,11852.06,6454.3,12675.36,16913.55,21000.56,7436.37,12006.44,17174.22,23090.02,6098.45,11572.01,16362.55,21157.18,5295.79,8295.07,14644.5,15273.92,4520.07,9511.12,13249.37,23361.19,21686.39,31328.06,40120.67,49562.3,8692.42
收到的其他与经营活动有关的现金,604.37,766.12,1557.51,1430.8,717.72,1624.85,3469.18,7360.1,1279.32,2741.82,3873.22,3462.52,1514.84,1376.38,3461.7,4029.51,1444.06,1679.51,3661.27,4751.65,2317.45,2849.14,3511.86,5330.34,1300.06,3030.89,4482.5,4747.97,754.09,2359.69,3769.76,6114.32,1122.13,2798.23,3530.1,7087.96,797.52,2218.49,3775.84,4868.58,404.11,1593.38,3036.19,10786.09,1446.74,4184.52,51996.3,69029.4,3694.91
经营活动现金流入小计,35610.04,80592.78,118307.62,169412.42,43611.93,143687.21,248149.94,375949.07,48076.76,122356.86,191757.65,262859.86,86133.59,161569.88,238928.85,331045.23,96239.43,191307.19,291073.09,378919.32,93159.6,174873.39,263494.89,351542.87,106230.32,203558.01,316059.3,418297.6,111529.22,215730.28,325701.1,452669.07,98703.55,196712.66,286858.75,398223.39,109166.28,214916.65,378837.75,442320.55,126569.93,262759.16,413745.92,532855.28,219371.58,483456.94,741742.74,947592.15,187658.42
购买商品、接受劳务支付的现金,29836.78,64197.21,96654.27,123329.85,34137.36,74894.34,117942.83,212364.64,17655.02,50923.24,68931.72,103145.16,30445.16,64479.51,91020.05,131516.5,48156.39,96676.67,137481.26,170970.5,41833.83,85723.76,129474.55,166430.66,50100.51,111177.76,166490.84,192881.49,54635.75,106988.67,157967.52,229863.54,54036.28,100712.37,148598.02,183416.17,60508.11,107145.88,209887.7,193371.93,73735.36,141460.99,222222.57,250093.33,111093.77,203282.77,297771.9,346824.81,94050.72
支付给职工以及为职工支付的现金,3339.98,6454.93,8998.56,11160.93,3825.04,6674.22,10401.34,13892.03,4333.49,9885.04,14184.2,17135.22,7836.3,10373.69,15696.83,20828.9,8542.39,14141.44,20036.64,27092.05,11716.34,19474.86,26733.79,34410.29,11002.47,18797.84,27253.07,36684.32,13580.83,23646.98,34759.66,46209.17,16641.05,27975.01,40088.07,52423.08,18266.95,30085.58,42221.61,56203.96,20869.31,34735.59,50360.67,68097.93,28386.27,47044.97,68894.76,91338.7,35938.35
支付的各项税费,1852.02,3482.51,4529.54,6506.7,3814.52,7966.35,14587.32,16483.5,6907.26,14809.73,28971.07,29566.98,6996.08,13664.16,23214.48,29796.99,9448.17,21782.44,28776.62,35045.32,13066.65,25312.17,29831.24,34753.09,6580.93,19034.31,26215.73,33173.23,11441.34,26006.55,32824.43,38481.64,9304.95,21880.24,27582.73,33743.79,6431.44,21718.12,32845.61,44112.68,12368.8,31907.23,41266.02,50399.54,34495.73,77628.86,93549.95,101730.14,22354.09
支付的其他与经营活动有关的现金,5209.99,5328.85,5607.02,9814.81,5573.29,7019.55,13456.93,13879.48,5297.03,4451.62,9652.66,12187.0,5318.91,7751.34,14587.03,18427.75,4974.3,8515.84,15845.33,18803.72,5043.15,10408.95,12995.84,17362.34,6460.37,11681.46,15829.74,22056.7,7614.13,9673.79,15912.5,30141.07,7713.42,14134.33,18481.91,31438.12,5963.2,12159.62,18790.22,29602.41,6900.85,12122.88,22201.42,37092.1,6030.5,19074.1,31214.15,41666.27,9820.44
经营活动现金流出小计,40238.77,79463.5,115789.39,150812.29,47350.2,96554.47,156388.41,256619.65,34192.8,80069.62,121739.65,162034.37,50596.45,96268.7,144518.39,200570.14,71121.25,141116.37,202139.85,251911.58,71659.97,140919.73,199035.42,252956.38,74144.29,160691.37,235789.38,284795.74,87272.06,166315.99,241464.11,344695.42,87695.7,164701.94,234750.73,301021.16,91169.69,171109.2,303745.14,323290.98,113874.33,220226.69,336050.68,405682.9,180006.27,347030.71,491430.76,581559.92,162163.61
经营活动产生的现金流量净额,-4628.74,1129.28,2518.23,18600.13,-3738.26,47132.74,91761.52,119329.42,13883.97,42287.24,70018.0,100825.49,35537.14,65301.17,94410.46,130475.1,25118.18,50190.82,88933.24,127007.74,21499.63,33953.66,64459.48,98586.49,32086.03,42866.64,80269.93,133501.86,24257.16,49414.3,84236.99,107973.65,11007.84,32010.72,52108.03,97202.24,17996.58,43807.45,75092.61,119029.57,12695.6,42532.47,77695.23,127172.38,39365.31,136426.23,250311.98,366032.23,25494.82
