报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30
销售商品、提供劳务收到的现金,1782.57,3688.23,6255.41,9102.15,2591.43,5463.95,9568.46,13611.25,3860.02,8151.61,13718.24,18845.95,4816.56,10364.4,17501.41,24286.35,6142.78,13072.01,22729.14,32455.69,7959.53,17585.61,28422.09,38644.5,9440.83,20399.45,34080.03,46615.35,11963.09,25276.44,42845.94,57976.16,14503.62,33850.14,55498.45,74935.05,17432.28,37511.8,62854.84,86559.31,22642.29,49635.2,85040.18,117185.95,28875.94,66672.54,113155.41,154864.39,37534.87,83438.64,140071.49,190926.68,19258.36,73237.46,144433.29
收到的税费返还,0.08,0.0,0.0,0.0,3.42,0.0,3.22,0.0,0.33,5.73,5.73,0.33,10.78,10.78,10.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.18,210.18,210.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,40.76,0.0,0.0,0.0,25.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与经营活动有关的现金,713.95,2079.74,9069.69,10117.3,541.49,259.31,594.14,456.92,169.11,709.4,940.79,545.11,236.04,610.98,1019.62,835.56,795.13,671.55,3107.17,1096.55,826.62,820.3,1935.38,14393.25,408.5,645.71,316.77,2361.34,7208.82,7807.35,8151.99,9867.02,1056.18,1100.89,1856.87,2315.0,407.08,1159.4,1344.26,4102.71,1273.73,4698.92,7918.52,8572.61,616.26,1626.26,2020.46,1191.26,3833.82,4488.19,5189.34,3754.32,814.9,1544.12,2157.31
经营活动现金流入小计,2496.6,5767.97,15325.1,19219.45,3136.35,5723.25,10165.82,14068.17,4029.46,8866.73,14664.76,19391.38,5063.37,10986.16,18531.81,25121.91,6937.91,13743.56,25836.31,33552.24,8786.14,18405.9,30357.47,53037.74,10059.5,21255.34,34606.98,48976.69,19171.91,33083.79,50997.93,67843.18,15559.8,34951.03,57355.32,77250.05,17839.36,38671.2,64199.11,90662.07,23916.02,54334.13,92958.7,125799.32,29492.2,68298.8,115175.87,156081.11,41368.68,87926.83,145260.83,194681.0,20073.25,74781.58,146590.6
购买商品、接受劳务支付的现金,226.9,509.47,781.48,1424.81,673.13,1437.27,2346.18,3889.94,711.21,1569.48,3279.31,4749.55,856.8,2175.39,3778.37,5013.98,707.51,2138.25,3763.75,7274.2,1444.43,2629.95,5499.05,7729.07,2162.89,4827.45,7302.51,12026.32,4280.22,7255.93,13213.37,16355.02,3762.98,8318.29,14095.39,19834.91,5910.57,9718.02,16082.16,17050.1,5346.66,10305.43,18541.15,27793.3,7766.24,14761.13,24618.75,35946.7,8535.9,17749.38,29448.34,39370.93,6578.08,17216.57,30700.87
支付给职工以及为职工支付的现金,800.59,1308.92,2103.76,3084.61,1231.02,2182.77,3756.72,5316.99,1825.75,3280.41,4895.38,7141.57,2287.74,4091.46,6023.37,9525.97,2578.49,4724.62,7423.91,11358.27,3611.16,6542.96,9797.62,14046.64,4089.07,7509.61,11399.62,16751.29,5085.46,9440.15,14301.38,20875.42,6318.69,11856.61,19797.75,26976.27,8346.35,15686.32,23596.13,35389.21,10090.87,19115.99,29698.63,44667.46,14289.12,27161.81,41216.36,56619.1,17741.59,32806.5,49357.39,67961.92,15787.19,31651.13,52208.57
支付的各项税费,69.67,758.83,844.8,932.7,198.64,1932.89,2230.83,2028.65,661.99,1233.44,1652.38,1360.56,310.84,1276.19,1567.84,1039.31,1219.76,2612.74,3115.22,3093.43,1183.07,2016.53,3393.63,3759.9,584.16,2098.35,3112.66,2579.74,1569.45,3572.08,4767.36,4001.92,774.13,3645.77,3160.94,3539.75,3024.95,5447.55,6759.65,5407.05,1742.69,4760.28,5851.29,4075.36,4010.02,5563.71,6759.79,8346.34,964.2,6513.58,9462.24,11715.48,2873.38,6396.77,9055.24
支付的其他与经营活动有关的现金,1325.45,1983.82,5600.66,4606.89,1186.81,1504.27,2777.74,1581.3,869.76,1491.53,2409.42,1698.17,1071.53,1652.06,2440.68,2186.03,1401.62,1810.24,5436.6,3362.95,1540.38,2954.18,3711.24,16256.25,1756.52,2384.17,4519.76,4211.62,8135.92,9471.88,10880.49,13732.49,3199.23,5477.33,6066.28,8498.95,4913.72,7150.66,10284.91,16717.09,6489.21,11511.05,17156.93,14607.8,2578.76,5493.01,9057.18,8227.41,2606.37,5035.36,8013.89,10848.29,1679.95,5245.83,9395.69
经营活动现金流出小计,2422.6,4561.03,9330.69,10049.01,3289.6,7057.2,11111.46,12816.88,4068.7,7574.86,12236.5,14949.86,4526.91,9195.1,13810.25,17765.29,5907.38,11285.85,19739.47,25088.84,7779.04,14143.62,22401.54,41791.86,8592.64,16819.57,26334.56,35568.97,19071.04,29740.03,43162.6,54964.85,14055.03,29298.0,43120.37,58849.88,22195.58,38002.56,56722.86,74563.45,23669.42,45692.75,71248.0,91143.93,28644.14,52979.66,81652.08,109139.55,29848.06,62104.82,96281.86,129896.62,26918.6,60510.29,101360.36
经营活动产生的现金流量净额,73.99,1206.93,5994.41,9170.43,-153.25,-1333.95,-945.64,1251.29,-39.24,1291.88,2428.26,4441.53,536.46,1791.07,4721.56,7356.62,1030.52,2457.71,6096.84,8463.4,1007.1,4262.29,7955.93,11245.88,1466.86,4435.77,8272.42,13407.72,100.86,3343.76,7835.33,12878.33,1504.77,5653.03,14234.95,18400.16,-4356.22,668.64,7476.25,16098.63,246.59,8641.38,21710.7,34655.4,848.06,15319.14,33523.79,46941.56,11520.62,25822.02,48978.97,64784.37,-6845.35,14271.29,45230.24
