报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30
销售商品、提供劳务收到的现金,94277.23,237604.92,351330.54,548285.93,117669.35,331430.94,475073.79,686227.58,149969.3,369782.54,564204.04,857859.21,177983.07,460566.64,677092.15,997727.95,219072.14,558519.81,799664.31,1252395.87,309977.37,790736.59,1183641.5,1686978.4,361668.1,894574.75,1307676.54,1786256.84,410200.1,993544.85,1507846.13,2106290.5,480543.96,1143791.24,1691258.04,2378720.24,543120.89,1364934.52,2039608.98,2813584.36,625138.44,1515864.5,2282254.24,2992622.78,761828.66,1681929.58,2587809.73,3388235.13,818766.31,1892339.63,2797428.97
收到的税费返还,9.0,9.0,27.22,9.03,47.79,47.79,47.79,153.44,23.53,43.96,74.46,43.96,0.0,0.0,24.92,167.89,0.0,15.2,15.2,180.34,7.35,14.2,15.43,152.61,0.3,0.82,132.65,145.24,14.3,180.85,204.77,739.7,27.0,58.91,210.91,558.71,68.17,196.39,413.78,1140.15,107.76,407.12,486.93,504.53,95.31,197.88,1238.88,872.17,0.0,323.0,350.93
收到的其他与经营活动有关的现金,4740.53,6206.98,5280.69,12215.18,1516.46,4890.0,8416.46,7921.36,1396.88,3438.23,7072.53,10780.49,4004.73,2742.67,8681.87,10333.13,1669.81,3924.94,4988.67,21462.43,4573.01,8224.93,11221.56,28960.96,2402.26,12917.92,19034.02,20189.84,4565.94,8939.28,37199.8,13135.26,7601.96,13890.42,23015.86,13987.7,12555.78,21158.4,30688.63,19856.82,8793.91,16936.5,38712.29,52839.01,23053.45,48138.29,79917.3,63652.16,15422.85,61103.03,91056.63
经营活动现金流入小计,99026.77,243820.91,356638.45,560510.14,119233.6,336368.73,483538.04,694302.39,151389.71,373264.73,571351.03,868683.66,181987.8,463309.31,685798.94,1008228.98,220741.95,562459.96,804668.18,1274038.64,314557.73,798975.73,1194878.48,1716091.97,364070.66,907493.48,1326843.21,1806591.92,414780.33,1002664.99,1545250.7,2120165.47,488172.92,1157740.57,1714484.81,2393266.64,555744.84,1386289.3,2070711.4,2834581.33,634040.1,1533208.12,2321453.46,3045966.32,784977.41,1730265.75,2668965.91,3452759.47,834189.15,1953765.66,2888836.53
购买商品、接受劳务支付的现金,87092.55,183295.68,275479.49,433356.71,100982.82,252209.78,385811.69,543729.04,136067.29,281810.98,440288.87,674021.12,184486.94,380959.35,587560.9,829505.94,219344.4,470070.12,709770.84,1051244.59,282971.86,620415.26,981275.03,1372558.8,332982.77,725934.09,1142402.87,1449475.64,365414.64,758391.53,1212007.38,1661209.25,402694.59,837606.47,1333457.17,1850567.67,474704.53,999722.61,1597572.42,2161151.03,542413.04,1148136.71,1758192.54,2205460.34,636037.41,1213177.39,1843565.18,2401723.35,632105.21,1278128.54,1947514.3
支付给职工以及为职工支付的现金,5375.21,10642.7,15162.26,20277.53,6442.76,12310.66,16905.93,23802.63,6750.89,13021.13,19258.09,28101.32,8708.79,18529.82,25233.54,31604.38,9052.38,18382.46,27069.42,37587.55,13566.89,23756.85,35599.73,50700.6,14026.33,28185.68,42216.11,59785.72,16211.76,33545.51,49274.88,72332.51,20275.07,41301.78,60252.7,88243.52,28038.91,52164.03,72042.64,101142.09,27143.27,54773.18,82428.84,124909.43,38746.55,82056.57,114538.76,168068.81,43527.04,113175.17,139244.68
支付的各项税费,5346.71,12195.97,18704.74,23737.24,7510.87,15297.83,21628.04,26965.67,7492.14,19226.46,28126.65,36388.25,9196.13,20221.26,29830.38,39490.62,15283.6,26884.97,40816.17,48861.27,19561.94,40964.26,57704.44,71972.73,20665.51,42558.71,64398.71,75073.66,31895.52,66736.14,91091.09,105046.87,40767.07,73044.42,101242.66,126176.1,39506.6,77661.58,119192.37,132837.38,59528.29,106616.18,148944.08,163018.8,46466.88,99838.5,187613.05,197534.89,50115.77,123984.44,172110.55
支付的其他与经营活动有关的现金,15608.41,34866.12,49386.67,56559.6,16408.6,39440.52,65652.56,65336.07,19103.82,44036.96,79506.58,73378.98,18785.93,52618.02,78738.76,110426.96,26601.98,49242.93,81259.28,134732.86,26162.55,63592.19,103027.63,156586.92,35499.4,78476.49,128860.17,174559.17,47741.45,96306.26,156739.89,207491.37,59275.57,118432.84,222959.51,262425.72,75445.32,155641.35,235520.71,304754.55,93106.39,196054.74,319259.91,386465.87,119468.61,228165.86,382106.29,481482.81,151830.22,342174.68,539063.17
经营活动现金流出小计,113422.88,241000.47,358733.16,533931.08,131345.05,319258.79,489998.22,659833.42,169414.14,358095.53,567180.19,811889.67,221177.78,472328.44,721363.57,1011027.89,270282.35,564580.48,858915.71,1272426.27,342263.24,748728.56,1177606.83,1651819.05,403174.02,875154.96,1377877.86,1758894.19,461263.37,954979.44,1509113.25,2046079.99,523012.31,1070385.51,1717912.04,2327413.02,617695.36,1285189.58,2024328.14,2699885.05,722190.98,1505580.81,2308825.37,2879854.45,840719.44,1623238.31,2527823.28,3248809.86,877578.24,1857462.83,2797932.7
经营活动产生的现金流量净额,-14396.12,2820.44,-2094.71,26579.06,-12111.45,17109.94,-6460.18,34468.97,-18024.43,15169.2,4170.84,56793.99,-39189.98,-9019.12,-35564.63,-2798.91,-49540.4,-2120.52,-54247.53,1612.37,-27705.51,50247.17,17271.65,64272.92,-39103.36,32338.51,-51034.65,47697.73,-46483.03,47685.55,36137.46,74085.47,-34839.39,87355.07,-3427.23,65853.63,-61950.52,101099.73,46383.25,134696.28,-88150.88,27627.3,12628.1,166111.87,-55742.03,107027.44,141142.63,203949.61,-43389.08,96302.83,90903.82
收回投资所收到的现金,472.39,428.7,428.7,321.61,0.0,26.4,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1685.5,1685.5,1746.55,0.0,400.0,400.0,773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
取得投资收益所收到的现金,26.77,330.63,330.63,324.0,0.0,0.0,0.0,462.33,60.0,66.0,60.0,66.0,0.0,421.2,421.2,421.2,0.0,61.05,61.05,0.0,0.0,0.0,0.0,421.2,0.0,0.0,0.0,0.0,0.0,0.0,631.8,631.8,0.0,24.0,24.0,211.97,24.0,24.0,195.48,1591.11,0.0,36.0,330.84,604.47,315.44,1114.51,1785.83,2138.0,0.0,90.0,90.0
处置固定资产、无形资产和其他长期资产所收回的现金净额,15.02,29.12,29.59,108.45,5.2,53.76,54.15,102.48,1641.78,25.46,63.3,1583.3,5.98,14.63,50.02,59.8,11.72,15.25,48.41,129.37,12.31,373.65,94.98,928.38,6.72,40.31,51.93,195.07,5.49,16.52,45.86,76.9,11.79,15.74,16.33,1717.94,0.89,5.86,19.31,84.42,15.52,28.84,35.1,163.93,5.08,41.99,25.77,499.04,4.94,5426.26,4437.33
处置子公司及其他营业单位收到的现金净额,0.0,0.0,0.0,-1597.81,0.0,0.0,0.0,-12.46,0.0,0.0,0.0,0.0,0.0,15997.22,15997.22,16047.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
收到的其他与投资活动有关的现金,82.08,473.37,551.9,766.5,117.09,352.45,584.91,1341.18,136.47,414.48,2269.71,2383.58,122.31,270.84,377.19,746.66,81.09,225.47,484.71,3053.12,140.81,363.47,643.24,0.0,0.0,0.0,0.0,650.0,0.0,3.0,3.0,3175.55,0.0,1209.17,2211.7,3650.0,131285.68,267483.57,378491.55,486075.8,18162.98,28199.64,38235.64,211178.05,157016.11,277400.0,457560.55,463651.66,3000.0,0.0,0.0
投资活动现金流入小计,596.26,1261.83,1340.82,-77.24,122.29,432.61,665.45,1893.53,1838.25,505.93,2393.01,4032.88,128.29,16703.89,16845.63,17274.93,92.81,1987.28,2279.67,4929.04,153.12,1137.12,1138.22,2122.58,6.72,40.31,51.93,845.07,5.49,19.52,680.66,3884.25,11.79,1248.92,2252.04,5579.91,131310.57,267513.43,378736.34,487781.34,18178.5,28264.49,38601.58,211946.46,157336.63,278556.49,459372.14,466288.7,3004.94,5516.26,4527.33
购建固定资产、无形资产和其他长期资产所支付的现金,913.2,1807.9,2887.55,3227.02,1290.57,2925.15,4497.74,8823.69,3780.39,6657.7,9079.67,12926.13,1125.5,8822.63,12476.69,17086.1,4069.87,8920.19,14079.85,22421.34,5582.5,9810.73,17005.65,25696.84,8012.59,14999.08,18930.86,33583.66,8604.9,20995.81,35734.43,32488.85,11270.29,20581.53,25079.3,38300.59,18963.95,28549.37,36587.72,46700.11,18283.94,28506.83,44876.09,47868.93,25014.63,43906.82,70126.24,87646.29,31121.53,61725.28,89285.86
投资所支付的现金,873.58,434.06,434.06,0.0,0.0,0.0,9847.0,20.0,0.0,1386.71,1621.71,730.0,2989.0,0.0,0.0,400.0,1690.0,4509.58,4867.48,5367.48,0.0,500.0,200.0,37.44,0.0,0.0,0.0,18.1,22.14,4937.8,49937.8,50222.8,25070.0,25070.0,45778.0,45708.0,12.0,12.0,12.0,0.0,0.0,5.9,22.09,0.0,0.0,0.0,0.0,0.0,3015.0,11938.74,25694.49
取得子公司及其他营业单位支付的现金净额,0.0,0.0,0.0,198.58,0.0,0.0,0.0,8480.73,20.0,0.0,0.0,987.71,0.0,4357.99,4357.99,3867.99,0.0,-40.0,2670.47,3635.86,0.0,0.0,372.05,334.61,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.98,0.0,0.0,0.0,2134.67,0.0,0.0,1573.86,1483.0,0.0,0.0,510.0,145716.53,700.0,119.98,119.98
支付的其他与投资活动有关的现金,0.0,0.0,0.0,13.97,0.0,0.0,10.3,0.0,0.0,0.0,6.32,13.97,0.0,0.0,0.0,17.47,0.0,9.93,9.93,9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2630.0,0.0,950.0,1950.0,3400.0,171000.0,336610.0,377510.0,500310.0,3000.0,23300.0,24260.0,263200.03,159000.0,219000.0,554722.47,389000.0,12012.43,5000.0,5350.5
投资活动现金流出小计,1786.77,2241.96,3321.61,3439.57,1290.57,2925.15,14355.04,17324.42,3800.39,8044.41,10707.69,14657.81,4114.5,13180.62,16834.68,21371.57,5759.87,13399.7,21627.74,31434.62,5582.5,10310.73,17577.69,26068.89,8012.59,15029.08,18960.86,33601.76,8627.04,25933.61,85675.23,85341.65,36340.29,46601.53,72807.3,87512.58,189975.95,365171.37,414109.72,549144.79,21283.94,51812.73,70732.04,312551.95,184014.63,262906.82,625358.71,622362.83,46848.96,78784.0,120450.84
投资活动产生的现金流量净额,-1190.51,-980.13,-1980.79,-3516.81,-1168.28,-2492.54,-13689.59,-15430.89,-1962.14,-7538.48,-8314.68,-10624.94,-3986.22,3523.27,10.95,-4096.64,-5667.06,-11412.43,-19348.06,-26505.58,-5429.38,-9173.61,-16439.47,-23946.31,-8005.87,-14988.77,-18908.92,-32756.7,-8621.55,-25914.1,-84994.57,-81457.4,-36328.5,-45352.62,-70555.26,-81932.67,-58665.38,-97657.95,-35373.38,-61363.45,-3105.44,-23548.24,-32130.46,-100605.5,-26678.0,15649.67,-165986.57,-156074.13,-43844.02,-73267.75,-115923.5
吸收投资收到的现金,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,2760.0,2760.0,2760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,347000.0,347000.0,347000.0,347000.0,490.0,490.0,490.0,668.0,0.0,1920.0,1920.0,2410.0,980.0,980.0,980.0
