报表日期,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30
销售商品、提供劳务收到的现金,465209.4,1312171.7,2101789.1,3407813.3,657144.7,1639654.3,2641284.6,4500887.4,699025.7,2212788.9,3740132.5,5813737.8,1188939.1,3139812.8,4550443.2,6778392.7,1310234.8,3136646.5,5201988.9,8096766.0,1757458.4,4224302.5,6138428.1,8730234.3,1946563.4,3782198.9,5890186.6,8171891.4,1920952.2,4169238.1,6444247.7,8861170.4,2403209.1,5102690.6,7277723.3,10723953.0,3149144.9,6131941.0,8667114.2,11355194.4,2693576.6,5688218.0,8190939.6,11557915.7,2370519.8,5250926.9,6692338.2,9058379.7,2089466.6,4379768.2,6750895.4,9555843.7,1996872.4,5193017.8
收到的税费返还,13302.3,101272.9,152289.7,264927.3,54405.7,138675.6,221208.9,397263.1,87703.6,169572.4,251088.7,320494.5,116724.3,198658.7,306275.9,474233.8,165939.4,267177.1,416567.2,631545.4,192567.0,412212.1,562047.4,758843.7,188132.5,391736.6,561772.5,708463.9,147358.8,328621.2,507160.7,623113.7,122723.9,352611.4,544730.4,723910.8,140896.7,459039.8,594379.3,744803.8,142499.6,300161.9,551252.9,796963.0,136684.8,441027.8,555511.1,633016.4,114620.8,285311.2,372569.0,440877.1,102284.7,197001.9
收到的其他与经营活动有关的现金,2239.4,5606.4,10357.3,19988.1,4304.4,8816.5,15072.8,32575.9,5908.3,13383.5,31621.9,44253.3,14772.2,44455.1,54468.0,65508.1,17784.7,235386.2,303810.3,150763.7,15036.3,41213.3,52520.4,60073.8,21766.1,49737.4,76501.1,176854.9,30840.5,82397.9,219782.1,242160.4,38640.5,104550.9,217081.2,338367.3,49998.4,132464.1,214109.7,323059.8,46010.3,156845.8,212233.3,351615.5,118655.0,191669.0,548647.6,465295.0,125297.7,291241.3,420237.3,537206.1,136516.9,268624.9
经营活动现金流入小计,480751.1,1419051.0,2264436.1,3692728.7,715854.8,1787146.4,2877566.3,4930726.4,792637.6,2395744.8,4022843.1,6178485.6,1320435.6,3382926.6,4911187.1,7318134.6,1493958.9,3639209.8,5922366.4,8879075.1,1965061.7,4677727.9,6752995.9,9549151.8,2156462.0,4223672.9,6528460.2,9057210.2,2099151.5,4580257.2,7171190.5,9726444.5,2564573.5,5559852.9,8039534.9,11786231.1,3340040.0,6723444.9,9475603.2,12423058.0,2882086.5,6145225.7,8954425.8,12706494.2,2625859.6,5883623.7,7796496.9,10156691.1,2329385.1,4956320.7,7543701.7,10533926.9,2235674.0,5658644.6
购买商品、接受劳务支付的现金,392746.5,846317.1,1671121.8,2468345.9,849186.9,1432403.0,2113529.3,3043066.7,793255.8,1581478.9,2968550.9,3825205.8,1400980.4,2322949.4,3658089.7,4738274.6,1329796.1,2674840.5,4811460.3,5989283.7,1906248.6,3633223.1,5044201.0,6494459.8,1858074.8,3451910.9,5159371.1,6273601.0,1696262.3,3238942.9,5223365.7,6768426.7,2221544.1,3848295.7,5817330.7,7856153.8,2134763.3,4695186.0,6851514.8,8432544.1,2151146.7,4101240.9,6060647.0,7811140.8,1780415.3,3616629.4,4948560.5,6545963.2,1413400.3,3022606.5,4730160.3,6376992.2,1492730.2,3659728.8
支付给职工以及为职工支付的现金,123417.9,275046.4,362468.5,477856.7,129352.5,328237.9,451163.1,616080.6,215834.6,424332.0,567793.6,789951.3,181883.4,584491.4,735944.8,967885.7,287973.4,690101.6,1029155.9,1341893.1,319846.0,641129.2,1059474.5,1302292.4,287335.3,572352.6,859629.2,1160671.1,274673.3,554091.5,896664.0,1237239.8,330242.6,745618.5,1098544.0,1551940.5,350948.8,917685.9,1342029.0,1765194.8,378422.4,1071771.6,1555637.8,1968344.2,390303.3,1336210.4,1765464.7,2079224.7,347065.0,874082.0,1189411.1,1560542.0,357377.5,1101304.0
支付的各项税费,31224.0,83548.5,128742.2,172991.3,92954.7,90967.9,154312.6,251523.8,68068.0,149495.8,244817.0,328755.1,102031.2,313920.0,364862.5,443772.6,121516.6,269519.1,409077.9,561165.2,152427.4,352988.4,654054.6,660757.1,142846.9,293368.2,450681.7,580198.3,135198.0,341047.0,490039.2,660831.7,152915.8,431136.5,586497.9,744400.9,190498.8,428224.3,628168.6,790646.6,192344.1,390284.4,517786.2,731054.8,205896.6,432962.1,493698.0,614053.7,209094.8,528987.9,651127.3,782136.9,167594.9,354350.0
支付的其他与经营活动有关的现金,61761.2,235338.5,347579.3,564695.8,128044.9,250658.1,609739.7,655264.0,164120.2,357958.4,595282.5,861646.2,347094.4,529997.0,737472.5,1074010.7,307311.4,621883.9,926209.0,1167954.8,222896.6,414354.4,577942.6,936640.9,185582.3,340149.6,456858.5,785282.0,212028.1,374644.9,541677.2,808682.8,241191.4,384013.6,501693.6,893269.4,269277.0,446855.6,531960.6,908651.9,257289.8,1002584.0,1137403.1,1473957.0,266359.3,1002460.4,1611063.1,1838988.1,233827.2,403982.6,682480.2,1069600.4,180735.3,339184.8
经营活动现金流出小计,609149.6,1440250.5,2509911.8,3683889.7,1199539.0,2102266.9,3328744.7,4565935.1,1241278.6,2513265.1,4376444.0,5805558.4,2031989.4,3751357.8,5496369.5,7223943.6,2046597.5,4256345.1,7175903.1,9060296.8,2601418.6,5041695.1,7335672.7,9394150.2,2473839.3,4657781.3,6926540.5,8799752.4,2318161.7,4508726.3,7151746.1,9475181.0,2945893.9,5409064.3,8004066.2,11045764.6,2945487.9,6487951.8,9353673.0,11897037.4,2979203.0,6565880.9,9271474.1,11984496.8,2642974.5,6388262.3,8818786.3,11078229.7,2203387.3,4829659.0,7253178.9,9789271.5,2198437.9,5454567.6
经营活动产生的现金流量净额,-128398.5,-21199.5,-245475.7,8839.0,-483684.2,-315120.5,-451178.4,364791.3,-448641.0,-117520.3,-353600.9,372927.2,-711553.8,-368431.2,-585182.4,94191.0,-552638.6,-617135.3,-1253536.7,-181221.7,-636356.9,-363967.2,-582676.8,155001.6,-317377.3,-434108.4,-398080.3,257457.8,-219010.2,71530.9,19444.4,251263.5,-381320.4,150788.6,35468.7,740466.5,394552.1,235493.1,121930.2,526020.6,-97116.5,-420655.2,-317048.3,721997.4,-17114.9,-504638.6,-1022289.4,-921538.6,125997.8,126661.7,290522.8,744655.4,37236.1,204077.0
