股票代码,股票名称,交易所
2648,卫星石化,深圳
2649,博彦科技,深圳
2650,加加食品,深圳
2651,利君股份,深圳
2652,扬子新材,深圳
2653,海思科,深圳
2654,万润科技,深圳
2655,共达电声,深圳
2656,ST摩登,深圳
2657,中科金财,深圳
2658,雪迪龙,深圳
2659,凯文教育,深圳
2660,茂硕电源,深圳
2661,克明面业,深圳
2662,京威股份,深圳
2663,普邦股份,深圳
2664,长鹰信质,深圳
2665,首航高科,深圳
2666,德联集团,深圳
2667,鞍重股份,深圳
2668,奥马电器,深圳
2669,康达新材,深圳
2670,国盛金控,深圳
2671,龙泉股份,深圳
2672,东江环保,深圳
2673,西部证券,深圳
2674,兴业科技,深圳
2675,东诚药业,深圳
2676,顺威股份,深圳
2677,浙江美大,深圳
2678,珠江钢琴,深圳
2679,福建金森,深圳
2681,*ST奋达,深圳
2682,龙洲股份,深圳
2683,宏大爆破,深圳
2684,*ST猛狮,深圳
2685,华东重机,深圳
2686,亿利达,深圳
2687,乔治白,深圳
2688,金河生物,深圳
2689,远大智能,深圳
2690,美亚光电,深圳
2691,冀凯股份,深圳
2692,ST远程,深圳
2693,双成药业,深圳
2694,顾地科技,深圳
2695,煌上煌,深圳
2696,百洋股份,深圳
2697,红旗连锁,深圳
2698,博实股份,深圳
2699,美盛文化,深圳
2700,ST浩源,深圳
2701,奥瑞金,深圳
2702,海欣食品,深圳
2703,浙江世宝,深圳
2705,新宝股份,深圳
2706,良信电器,深圳
2707,众信旅游,深圳
2708,光洋股份,深圳
2709,天赐材料,深圳
2711,*ST欧浦,深圳
2712,思美传媒,深圳
2713,东易日盛,深圳
2714,牧原股份,深圳
2715,登云股份,深圳
2716,*ST金贵,深圳
2717,岭南股份,深圳
2718,友邦吊顶,深圳
2719,*ST麦趣,深圳
2721,金一文化,深圳
2722,金轮股份,深圳
2723,金莱特,深圳
2724,海洋王,深圳
2725,跃岭股份,深圳
2726,龙大肉食,深圳
2727,一心堂,深圳
2728,特一药业,深圳
2729,好利来,深圳
2730,电光科技,深圳
2731,萃华珠宝,深圳
2732,燕塘乳业,深圳
2733,雄韬股份,深圳
2734,利民股份,深圳
2735,王子新材,深圳
2736,国信证券,深圳
2737,葵花药业,深圳
2738,中矿资源,深圳
2739,万达电影,深圳
2740,爱迪尔,深圳
2741,光华科技,深圳
2742,三圣股份,深圳
2743,富煌钢构,深圳
2745,木林森,深圳
2746,仙坛股份,深圳
2747,埃斯顿,深圳
2748,世龙实业,深圳
2749,国光股份,深圳
2750,龙津药业,深圳
2751,易尚展示,深圳
2752,昇兴股份,深圳
2753,永东股份,深圳
2755,奥赛康,深圳
2756,永兴材料,深圳
2757,南兴股份,深圳
2758,华通医药,深圳
2759,天际股份,深圳
2760,凤形股份,深圳
2761,多喜爱,深圳
2762,金发拉比,深圳
2763,汇洁股份,深圳
2765,蓝黛传动,深圳
2766,*ST索菱,深圳
2767,先锋电子,深圳
2768,国恩股份,深圳
2769,普路通,深圳
2770,科迪乳业,深圳
2771,真视通,深圳
2772,众兴菌业,深圳
2773,康弘药业,深圳
2774,快意电梯,深圳
2775,文科园林,深圳
2776,柏堡龙,深圳
2777,久远银海,深圳
2778,高科石化,深圳
2779,中坚科技,深圳
2780,三夫户外,深圳
2781,奇信股份,深圳
2782,可立克,深圳
2783,凯龙股份,深圳
2785,万里石,深圳
2786,银宝山新,深圳
2787,华源控股,深圳
2788,鹭燕医药,深圳
2789,建艺集团,深圳
2790,瑞尔特,深圳
2791,坚朗五金,深圳
2792,通宇通讯,深圳
2793,罗欣药业,深圳
2795,永和智控,深圳
2796,世嘉科技,深圳
2797,第一创业,深圳
2798,帝欧家居,深圳
2799,环球印务,深圳
2800,天顺股份,深圳
2801,微光股份,深圳
2802,洪汇新材,深圳
2803,吉宏股份,深圳
2805,丰元股份,深圳
2806,华锋股份,深圳
2807,江阴银行,深圳
2808,恒久科技,深圳
2809,红墙股份,深圳
2810,山东赫达,深圳
2811,郑中设计,深圳
2812,恩捷股份,深圳
2813,路畅科技,深圳
2815,崇达技术,深圳
2816,和科达,深圳
2817,黄山胶囊,深圳
2818,富森美,深圳
2819,东方中科,深圳
2820,桂发祥,深圳
2821,凯莱英,深圳
2822,中装建设,深圳
2823,凯中精密,深圳
2824,和胜股份,深圳
2825,纳尔股份,深圳
2826,易明医药,深圳
2827,高争民爆,深圳
2828,贝肯能源,深圳
2829,星网宇达,深圳
2830,名雕股份,深圳
2831,裕同科技,深圳
2832,比音勒芬,深圳
2833,弘亚数控,深圳
2835,同为股份,深圳
2836,新宏泽,深圳
2837,英维克,深圳
2838,道恩股份,深圳
2839,张家港行,深圳
2840,华统股份,深圳
2841,视源股份,深圳
2842,翔鹭钨业,深圳
2843,泰嘉股份,深圳
2845,同兴达,深圳
2846,英联股份,深圳
2847,盐津铺子,深圳
2848,高斯贝尔,深圳
2849,威星智能,深圳
2850,科达利,深圳
2851,麦格米特,深圳
2852,道道全,深圳
2853,皮阿诺,深圳
2855,捷荣技术,深圳
2856,美芝股份,深圳
2857,三晖电气,深圳
2858,力盛赛车,深圳
2859,洁美科技,深圳
2860,星帅尔,深圳
2861,瀛通通讯,深圳
2862,实丰文化,深圳
2863,今飞凯达,深圳
2864,盘龙药业,深圳
2865,钧达股份,深圳
2866,传艺科技,深圳
2867,周大生,深圳
2868,绿康生化,深圳
2869,金溢科技,深圳
2870,香山股份,深圳
2871,伟隆股份,深圳
2872,*ST天圣,深圳
2873,新天药业,深圳
2875,安奈儿,深圳
2876,三利谱,深圳
2877,智能自控,深圳
2878,元隆雅图,深圳
2879,长缆科技,深圳
2880,卫光生物,深圳
2881,美格智能,深圳
2882,金龙羽,深圳
2883,中设股份,深圳
2884,凌霄泵业,深圳
2885,京泉华,深圳
2886,沃特股份,深圳
2887,绿茵生态,深圳
2888,惠威科技,深圳
2889,东方嘉盛,深圳
2890,弘宇股份,深圳
2891,中宠股份,深圳
2892,科力尔,深圳
2893,华通热力,深圳
2895,川恒股份,深圳
2896,中大力德,深圳
2897,意华股份,深圳
2898,赛隆药业,深圳
2899,英派斯,深圳
2900,哈三联,深圳
2901,大博医疗,深圳
2902,铭普光磁,深圳
2903,宇环数控,深圳
2905,金逸影视,深圳
2906,华阳集团,深圳
2907,华森制药,深圳
2908,德生科技,深圳
2909,集泰股份,深圳
2910,庄园牧场,深圳
2911,佛燃能源,深圳
2912,中新赛克,深圳
2913,奥士康,深圳
2915,中欣氟材,深圳
2916,深南电路,深圳
2917,金奥博,深圳
2918,蒙娜丽莎,深圳
2919,名臣健康,深圳
2920,德赛西威,深圳
2921,联诚精密,深圳
2922,伊戈尔,深圳
2923,润都股份,深圳
2925,盈趣科技,深圳
2926,华西证券,深圳
2927,泰永长征,深圳
2928,华夏航空,深圳
2929,润建股份,深圳
2930,宏川智慧,深圳
2931,锋龙股份,深圳
2932,明德生物,深圳
2933,新兴装备,深圳
2935,天奥电子,深圳
2936,郑州银行,深圳
2937,兴瑞科技,深圳
2938,鹏鼎控股,深圳
2939,长城证券,深圳
2940,昂利康,深圳
2941,新疆交建,深圳
2942,新农股份,深圳
2943,宇晶股份,深圳
2945,华林证券,深圳
2946,新乳业,深圳
2947,恒铭达,深圳
2948,青岛银行,深圳
2949,华阳国际,深圳
2950,奥美医疗,深圳
2951,金时科技,深圳
2952,亚世光电,深圳
2953,日丰股份,深圳
2955,鸿合科技,深圳
2956,西麦食品,深圳
2957,科瑞技术,深圳
2958,青农商行,深圳
2959,小熊电器,深圳
2960,青鸟消防,深圳
2961,瑞达期货,深圳
2962,五方光电,深圳
2963,豪尔赛,深圳
2965,祥鑫科技,深圳
2966,苏州银行,深圳
2967,广电计量,深圳
2968,新大正,深圳
2969,嘉美包装,深圳
2970,锐明技术,深圳
2971,和远气体,深圳
2972,科安达,深圳
2973,侨银环保,深圳
2975,博杰股份,深圳
2976,瑞玛工业,深圳
2977,天箭科技,深圳
2978,安宁股份,深圳
2979,雷赛智能,深圳
2980,华盛昌,深圳
2981,朝阳科技,深圳
2982,湘佳股份,深圳
2983,芯瑞达,深圳
2985,北摩高科,深圳
2987,京北方,深圳
2988,豪美新材,深圳
2990,盛视科技,深圳
3816,中国广核,深圳
300001,特锐德,深圳
300002,神州泰岳,深圳
300003,乐普医疗,深圳
300004,南风股份,深圳
300005,探路者,深圳
300006,莱美药业,深圳
300007,汉威科技,深圳
300008,天海防务,深圳
300009,安科生物,深圳
300010,立思辰,深圳
300011,鼎汉技术,深圳
300012,华测检测,深圳
300013,新宁物流,深圳
300014,亿纬锂能,深圳
300015,爱尔眼科,深圳
300016,北陆药业,深圳
300017,网宿科技,深圳
300018,中元股份,深圳
300019,硅宝科技,深圳
300020,银江股份,深圳
300021,大禹节水,深圳
300022,吉峰科技,深圳
300023,宝德股份,深圳
300024,机器人,深圳
300025,华星创业,深圳
300026,红日药业,深圳
300027,华谊兄弟,深圳
300028,金亚科技,深圳
300029,天龙光电,深圳
300030,阳普医疗,深圳
300031,宝通科技,深圳
300032,金龙机电,深圳
300033,同花顺,深圳
300034,钢研高纳,深圳
300035,中科电气,深圳
300036,超图软件,深圳
300037,新宙邦,深圳
300038,数知科技,深圳
300039,上海凯宝,深圳
300040,九洲电气,深圳
300041,回天新材,深圳
300042,朗科科技,深圳
300043,星辉娱乐,深圳
300044,赛为智能,深圳
300045,华力创通,深圳
300046,台基股份,深圳
300047,天源迪科,深圳
300048,合康新能,深圳
300049,福瑞股份,深圳
300050,世纪鼎利,深圳
300051,三五互联,深圳
300052,中青宝,深圳
300053,欧比特,深圳
300054,鼎龙股份,深圳
300055,万邦达,深圳
300056,中创环保,深圳
300057,万顺新材,深圳
300058,蓝色光标,深圳
300059,东方财富,深圳
300061,旗天科技,深圳
300062,中能电气,深圳
300063,天龙集团,深圳
300064,豫金刚石,深圳
300065,海兰信,深圳
300066,三川智慧,深圳
300067,安诺其,深圳
300068,南都电源,深圳
300069,金利华电,深圳
300070,碧水源,深圳
300071,华谊嘉信,深圳
300072,三聚环保,深圳
300073,当升科技,深圳
300074,华平股份,深圳
300075,数字政通,深圳
300076,GQY视讯,深圳
300077,国民技术,深圳
300078,思创医惠,深圳
300079,数码科技,深圳
300080,易成新能,深圳
300081,恒信东方,深圳
300082,奥克股份,深圳
300083,劲胜智能,深圳
300084,海默科技,深圳
300085,银之杰,深圳
300086,康芝药业,深圳
300087,荃银高科,深圳
300088,长信科技,深圳
300089,文化长城,深圳
300090,盛运环保,深圳
300091,金通灵,深圳
300092,科新机电,深圳
300093,金刚玻璃,深圳
300094,国联水产,深圳
300095,华伍股份,深圳
300096,易联众,深圳
300097,智云股份,深圳
300098,高新兴,深圳
300099,精准信息,深圳
300100,双林股份,深圳
300101,振芯科技,深圳
300102,乾照光电,深圳
300103,达刚控股,深圳
300104,乐视网,深圳
300105,龙源技术,深圳
300106,西部牧业,深圳
300107,建新股份,深圳
300108,吉药控股,深圳
300109,新开源,深圳
300110,华仁药业,深圳
300111,向日葵,深圳
300112,万讯自控,深圳
300113,顺网科技,深圳
300114,中航电测,深圳
300115,长盈精密,深圳
300116,坚瑞沃能,深圳
300117,嘉寓股份,深圳
300118,东方日升,深圳
300119,瑞普生物,深圳
300120,经纬辉开,深圳
300121,阳谷华泰,深圳
300122,智飞生物,深圳
300123,亚光科技,深圳
300124,汇川技术,深圳
300125,聆达股份,深圳
300126,锐奇股份,深圳
300127,银河磁体,深圳
300128,锦富技术,深圳
300129,泰胜风能,深圳
300130,新国都,深圳
300131,英唐智控,深圳
300132,青松股份,深圳
300133,华策影视,深圳
300134,大富科技,深圳
300135,宝利国际,深圳
300136,信维通信,深圳
300137,先河环保,深圳
300138,晨光生物,深圳
300139,晓程科技,深圳
300140,中环装备,深圳
300141,和顺电气,深圳
300142,沃森生物,深圳
300143,盈康生命,深圳
300144,宋城演艺,深圳
300145,中金环境,深圳
300146,汤臣倍健,深圳
300147,香雪制药,深圳
300148,天舟文化,深圳
300149,量子生物,深圳
300150,世纪瑞尔,深圳
300151,昌红科技,深圳
300152,科融环境,深圳
300153,科泰电源,深圳
300154,瑞凌股份,深圳
300155,安居宝,深圳
300156,神雾环保,深圳
300157,恒泰艾普,深圳
300158,振东制药,深圳
300159,新研股份,深圳
300160,秀强股份,深圳
300161,华中数控,深圳
300162,雷曼光电,深圳
300163,先锋新材,深圳
300164,通源石油,深圳
300165,天瑞仪器,深圳
300166,东方国信,深圳
300167,迪威迅,深圳
300168,万达信息,深圳
300169,天晟新材,深圳
300170,汉得信息,深圳
300171,东富龙,深圳
300172,中电环保,深圳
300173,智慧松德,深圳
300174,元力股份,深圳
300175,朗源股份,深圳
300176,派生科技,深圳
300177,中海达,深圳
300178,腾邦国际,深圳
300179,四方达,深圳
300180,华峰超纤,深圳
300181,佐力药业,深圳
300182,捷成股份,深圳
300183,东软载波,深圳
300184,力源信息,深圳
300185,通裕重工,深圳
300187,永清环保,深圳
300188,美亚柏科,深圳
300189,神农科技,深圳
300190,维尔利,深圳
300191,潜能恒信,深圳
300192,科斯伍德,深圳
300193,佳士科技,深圳
300194,福安药业,深圳
300195,长荣股份,深圳
300196,长海股份,深圳
300197,铁汉生态,深圳
300198,纳川股份,深圳
300199,翰宇药业,深圳
300200,高盟新材,深圳
300201,海伦哲,深圳
300202,聚龙股份,深圳
300203,聚光科技,深圳
300204,舒泰神,深圳
300205,天喻信息,深圳
300206,理邦仪器,深圳
300207,欣旺达,深圳
300208,青岛中程,深圳
300209,天泽信息,深圳
300210,森远股份,深圳
300211,亿通科技,深圳
300212,易华录,深圳
300213,佳讯飞鸿,深圳
300214,日科化学,深圳
300215,电科院,深圳
300216,千山药机,深圳
300217,东方电热,深圳
300218,安利股份,深圳
300219,鸿利智汇,深圳
300220,金运激光,深圳
300221,银禧科技,深圳
300222,科大智能,深圳
300223,北京君正,深圳
300224,正海磁材,深圳
300225,金力泰,深圳
300226,上海钢联,深圳
300227,光韵达,深圳
300228,富瑞特装,深圳
300229,拓尔思,深圳
300230,永利股份,深圳
300231,银信科技,深圳
300232,洲明科技,深圳
300233,金城医药,深圳
300234,开尔新材,深圳
300235,方直科技,深圳
300236,上海新阳,深圳
300237,美晨生态,深圳
300238,冠昊生物,深圳
300239,东宝生物,深圳
300240,飞力达,深圳
300241,瑞丰光电,深圳
300242,佳云科技,深圳
300243,瑞丰高材,深圳
300244,迪安诊断,深圳
300245,天玑科技,深圳
300246,宝莱特,深圳
300247,融捷健康,深圳
300248,新开普,深圳
300249,依米康,深圳
300250,初灵信息,深圳
300251,光线传媒,深圳
300252,金信诺,深圳
300253,卫宁健康,深圳
300254,仟源医药,深圳
300255,常山药业,深圳
300256,星星科技,深圳
300257,开山股份,深圳
300258,精锻科技,深圳
300259,新天科技,深圳
300260,新莱应材,深圳
300261,雅本化学,深圳
300262,巴安水务,深圳
300263,隆华科技,深圳
300264,佳创视讯,深圳
300265,通光线缆,深圳
300266,兴源环境,深圳
300267,尔康制药,深圳
300268,佳沃股份,深圳
300269,联建光电,深圳
300270,中威电子,深圳
300271,华宇软件,深圳
300272,开能健康,深圳
300273,和佳医疗,深圳
300274,阳光电源,深圳
300275,梅安森,深圳
300276,三丰智能,深圳
300277,海联讯,深圳
300278,华昌达,深圳
300279,和晶科技,深圳
300280,紫天科技,深圳
300281,金明精机,深圳
300282,三盛教育,深圳
300283,温州宏丰,深圳
300284,苏交科,深圳
300285,国瓷材料,深圳
300286,安科瑞,深圳
300287,飞利信,深圳
300288,朗玛信息,深圳
300289,利德曼,深圳
300290,荣科科技,深圳
300291,华录百纳,深圳
300292,吴通控股,深圳
300293,蓝英装备,深圳
300294,博雅生物,深圳
300295,三六五网,深圳
300296,利亚德,深圳
300297,蓝盾股份,深圳
300298,三诺生物,深圳
300299,富春股份,深圳
300300,汉鼎宇佑,深圳
300301,长方集团,深圳
300302,同有科技,深圳
300303,聚飞光电,深圳
300304,云意电气,深圳
300305,裕兴股份,深圳
300306,远方信息,深圳
300307,慈星股份,深圳
300308,中际旭创,深圳
300309,吉艾科技,深圳
300310,宜通世纪,深圳
300311,任子行,深圳
300312,邦讯技术,深圳
300313,天山生物,深圳
300314,戴维医疗,深圳
300315,掌趣科技,深圳
300316,晶盛机电,深圳
300317,珈伟新能,深圳
300318,博晖创新,深圳
300319,麦捷科技,深圳
300320,海达股份,深圳
300321,同大股份,深圳
300322,硕贝德,深圳
300323,华灿光电,深圳
300324,旋极信息,深圳
300325,德威新材,深圳
300326,凯利泰,深圳
300327,中颖电子,深圳
300328,宜安科技,深圳
300329,海伦钢琴,深圳
300330,华虹计通,深圳
300331,苏大维格,深圳
300332,天壕环境,深圳
300333,兆日科技,深圳
300334,津膜科技,深圳
300335,迪森股份,深圳
300336,新文化,深圳
300337,银邦股份,深圳
300338,开元股份,深圳
300339,润和软件,深圳
300340,科恒股份,深圳
300341,麦克奥迪,深圳
300342,天银机电,深圳
300343,联创股份,深圳
300344,太空智造,深圳
300345,红宇新材,深圳
300346,南大光电,深圳
300347,泰格医药,深圳
300348,长亮科技,深圳
300349,金卡智能,深圳
300350,华鹏飞,深圳
300351,永贵电器,深圳
300352,北信源,深圳
300353,东土科技,深圳
300354,东华测试,深圳
300355,蒙草生态,深圳
300356,光一科技,深圳
300357,我武生物,深圳
300358,楚天科技,深圳
300359,全通教育,深圳
300360,炬华科技,深圳
300362,天翔环境,深圳
300363,博腾股份,深圳
300364,中文在线,深圳
300365,恒华科技,深圳
300366,创意信息,深圳
300367,东方网力,深圳
300368,汇金股份,深圳
300369,绿盟科技,深圳
300370,安控科技,深圳
300371,汇中股份,深圳
300373,扬杰科技,深圳
300374,恒通科技,深圳
300375,鹏翎股份,深圳
300376,易事特,深圳
300377,赢时胜,深圳
300378,鼎捷软件,深圳
300379,东方通,深圳
300380,安硕信息,深圳
300381,溢多利,深圳
300382,斯莱克,深圳
300383,光环新网,深圳
300384,三联虹普,深圳
300385,雪浪环境,深圳
300386,飞天诚信,深圳
300387,富邦股份,深圳
300388,国祯环保,深圳
300389,艾比森,深圳
300390,天华超净,深圳
300391,康跃科技,深圳
300392,腾信股份,深圳
300393,中来股份,深圳
300394,天孚通信,深圳
300395,菲利华,深圳
300396,迪瑞医疗,深圳
300397,天和防务,深圳
300398,飞凯材料,深圳
300399,京天利,深圳
300400,劲拓股份,深圳
300401,花园生物,深圳
300402,宝色股份,深圳
300403,汉宇集团,深圳
300404,博济医药,深圳
300405,科隆股份,深圳
300406,九强生物,深圳
300407,凯发电气,深圳
300408,三环集团,深圳
300409,道氏技术,深圳
300410,正业科技,深圳
300411,金盾股份,深圳
300412,迦南科技,深圳
300413,芒果超媒,深圳
300414,中光防雷,深圳
300415,伊之密,深圳
300416,苏试试验,深圳
300417,南华仪器,深圳
300418,昆仑万维,深圳
300419,浩丰科技,深圳
300420,五洋停车,深圳
300421,力星股份,深圳
300422,博世科,深圳
300423,鲁亿通,深圳
300424,航新科技,深圳
300425,中建环能,深圳
300426,唐德影视,深圳
300427,红相股份,深圳
300428,四通新材,深圳
300429,强力新材,深圳
300430,诚益通,深圳
300431,暴风集团,深圳
300432,富临精工,深圳
300433,蓝思科技,深圳
300434,金石亚药,深圳
300435,中泰股份,深圳
300436,广生堂,深圳
300437,清水源,深圳
300438,鹏辉能源,深圳
300439,美康生物,深圳
300440,运达科技,深圳
300441,鲍斯股份,深圳
300442,普丽盛,深圳
300443,金雷股份,深圳
300444,双杰电气,深圳
300445,康斯特,深圳
300446,乐凯新材,深圳
300447,全信股份,深圳
300448,浩云科技,深圳
300449,汉邦高科,深圳
300450,先导智能,深圳
300451,创业慧康,深圳
300452,山河药辅,深圳
300453,三鑫医疗,深圳
300454,深信服,深圳
300455,康拓红外,深圳
300456,赛微电子,深圳
300457,赢合科技,深圳
300458,全志科技,深圳
300459,金科文化,深圳
300460,惠伦晶体,深圳
300461,田中精机,深圳
300462,华铭智能,深圳
300463,迈克生物,深圳
300464,星徽精密,深圳
300465,高伟达,深圳
300466,赛摩智能,深圳
300467,迅游科技,深圳
300468,四方精创,深圳
300469,信息发展,深圳
300470,中密控股,深圳
300471,厚普股份,深圳
300472,新元科技,深圳
300473,德尔股份,深圳
300474,景嘉微,深圳
300475,聚隆科技,深圳
300476,胜宏科技,深圳
300477,合纵科技,深圳
300478,杭州高新,深圳
300479,神思电子,深圳
300480,光力科技,深圳
300481,濮阳惠成,深圳
300482,万孚生物,深圳
300483,沃施股份,深圳
300484,蓝海华腾,深圳
300485,赛升药业,深圳
300486,东杰智能,深圳
300487,蓝晓科技,深圳
300488,恒锋工具,深圳
300489,中飞股份,深圳
300490,华自科技,深圳
300491,通合科技,深圳
300492,华图山鼎,深圳
300493,润欣科技,深圳
300494,盛天网络,深圳
300495,美尚生态,深圳
300496,中科创达,深圳
300497,富祥药业,深圳
300498,温氏股份,深圳
300499,高澜股份,深圳
300500,启迪设计,深圳
300501,海顺新材,深圳
300502,新易盛,深圳
300503,昊志机电,深圳
300504,天邑股份,深圳
300505,川金诺,深圳
300506,名家汇,深圳
300507,苏奥传感,深圳
300508,维宏股份,深圳
300509,新美星,深圳
300510,金冠股份,深圳
300511,雪榕生物,深圳
300512,中亚股份,深圳
300513,恒实科技,深圳
300514,友讯达,深圳
300515,三德科技,深圳
300516,久之洋,深圳
300517,海波重科,深圳
300518,盛讯达,深圳
300519,新光药业,深圳
300520,科大国创,深圳
300521,爱司凯,深圳
300522,世名科技,深圳
300523,辰安科技,深圳
300525,博思软件,深圳
300526,中潜股份,深圳
300527,中国应急,深圳
300528,幸福蓝海,深圳
300529,健帆生物,深圳
300530,达志科技,深圳
300531,优博讯,深圳
300532,今天国际,深圳
300533,冰川网络,深圳
300534,陇神戎发,深圳
300535,达威股份,深圳
300536,农尚环境,深圳
300537,广信材料,深圳
300538,同益股份,深圳
300539,横河模具,深圳
300540,深冷股份,深圳
300541,先进数通,深圳
300542,新晨科技,深圳
300543,朗科智能,深圳
300545,联得装备,深圳
300546,雄帝科技,深圳
300547,川环科技,深圳
300548,博创科技,深圳
300549,优德精密,深圳
300550,和仁科技,深圳
300551,古鳌科技,深圳
300552,万集科技,深圳
300553,集智股份,深圳
300554,三超新材,深圳
300555,路通视信,深圳
300556,丝路视觉,深圳
300557,理工光科,深圳
300558,贝达药业,深圳
300559,佳发教育,深圳
300560,中富通,深圳
300561,汇金科技,深圳
300562,乐心医疗,深圳
300563,神宇股份,深圳
300564,筑博设计,深圳
300565,科信技术,深圳
300566,激智科技,深圳
300567,精测电子,深圳
300568,星源材质,深圳
300569,天能重工,深圳
300570,太辰光,深圳
300571,平治信息,深圳
300572,安车检测,深圳
300573,兴齐眼药,深圳
300575,中旗股份,深圳
300576,容大感光,深圳
300577,开润股份,深圳
300578,会畅通讯,深圳
300579,数字认证,深圳
300580,贝斯特,深圳
300581,晨曦航空,深圳
300582,英飞特,深圳
300583,赛托生物,深圳
300584,海辰药业,深圳
300585,奥联电子,深圳
300586,美联新材,深圳
300587,天铁股份,深圳
300588,熙菱信息,深圳
300589,江龙船艇,深圳
300590,移为通信,深圳
300591,万里马,深圳
300592,华凯创意,深圳
300593,新雷能,深圳
300594,朗进科技,深圳
300595,欧普康视,深圳
300596,利安隆,深圳
300597,吉大通信,深圳
300598,诚迈科技,深圳
300599,雄塑科技,深圳
300600,瑞特股份,深圳
300601,康泰生物,深圳
300602,飞荣达,深圳
300603,立昂技术,深圳
300604,长川科技,深圳
300605,恒锋信息,深圳
300606,金太阳,深圳
300607,拓斯达,深圳
300608,思特奇,深圳
300609,汇纳科技,深圳
300610,晨化股份,深圳
300611,美力科技,深圳
300612,宣亚国际,深圳
300613,富瀚微,深圳
300615,欣天科技,深圳
300616,尚品宅配,深圳
300617,安靠智电,深圳
300618,寒锐钴业,深圳
300619,金银河,深圳
300620,光库科技,深圳
300621,维业股份,深圳
300622,博士眼镜,深圳
300623,捷捷微电,深圳
300624,万兴科技,深圳
300625,三雄极光,深圳
300626,华瑞股份,深圳
300627,华测导航,深圳
300628,亿联网络,深圳
300629,新劲刚,深圳
300630,普利制药,深圳
300631,久吾高科,深圳
300632,光莆股份,深圳
300633,开立医疗,深圳
300634,彩讯股份,深圳
300635,中达安,深圳
300636,同和药业,深圳
300637,扬帆新材,深圳
300638,广和通,深圳
300639,凯普生物,深圳
300640,德艺文创,深圳
300641,正丹股份,深圳
300642,透景生命,深圳
300643,万通智控,深圳
300644,南京聚隆,深圳
300645,正元智慧,深圳
300647,超频三,深圳
300648,星云股份,深圳
300649,杭州园林,深圳
300650,太龙照明,深圳
300651,金陵体育,深圳
300652,雷迪克,深圳
300653,正海生物,深圳
300654,世纪天鸿,深圳
300655,晶瑞股份,深圳
300656,民德电子,深圳
300657,弘信电子,深圳
300658,延江股份,深圳
300659,中孚信息,深圳
300660,江苏雷利,深圳
300661,圣邦股份,深圳
300662,科锐国际,深圳
300663,科蓝软件,深圳
300664,鹏鹞环保,深圳
300665,飞鹿股份,深圳
300666,江丰电子,深圳
300667,必创科技,深圳
300668,杰恩设计,深圳
300669,沪宁股份,深圳
300670,大烨智能,深圳
300671,富满电子,深圳
300672,国科微,深圳
300673,佩蒂股份,深圳
300674,宇信科技,深圳
300675,建科院,深圳
300676,华大基因,深圳
300677,英科医疗,深圳
300678,中科信息,深圳
300679,电连技术,深圳
300680,隆盛科技,深圳
300681,英搏尔,深圳
300682,朗新科技,深圳
300683,海特生物,深圳
300684,中石科技,深圳
300685,艾德生物,深圳
300686,智动力,深圳
300687,赛意信息,深圳
300688,创业黑马,深圳
300689,澄天伟业,深圳
300690,双一科技,深圳
300691,联合光电,深圳
300692,中环环保,深圳
300693,盛弘股份,深圳
300694,蠡湖股份,深圳
300695,兆丰股份,深圳
300696,爱乐达,深圳
300697,电工合金,深圳
300698,万马科技,深圳
300699,光威复材,深圳
300700,岱勒新材,深圳
300701,森霸传感,深圳
300702,天宇股份,深圳
300703,创源文化,深圳
300705,九典制药,深圳
300706,阿石创,深圳
300707,威唐工业,深圳
300708,聚灿光电,深圳
300709,精研科技,深圳
300710,万隆光电,深圳
300711,广哈通信,深圳
300712,永福股份,深圳
300713,英可瑞,深圳
300715,凯伦股份,深圳
300716,国立科技,深圳
300717,华信新材,深圳
300718,长盛轴承,深圳
300719,安达维尔,深圳
300720,海川智能,深圳
300721,怡达股份,深圳
300722,新余国科,深圳
300723,一品红,深圳
300724,捷佳伟创,深圳
300725,药石科技,深圳
300726,宏达电子,深圳
300727,润禾材料,深圳
300729,乐歌股份,深圳
300730,科创信息,深圳
300731,科创新源,深圳
300732,设研院,深圳
300733,西菱动力,深圳
300735,光弘科技,深圳
300736,百邦科技,深圳
300737,科顺股份,深圳
300738,奥飞数据,深圳
300739,明阳电路,深圳
300740,御家汇,深圳
300741,华宝股份,深圳
300742,越博动力,深圳
300743,天地数码,深圳
300745,欣锐科技,深圳
300746,汉嘉设计,深圳
300747,锐科激光,深圳
300748,金力永磁,深圳
300749,顶固集创,深圳
300750,宁德时代,深圳
300751,迈为股份,深圳
300752,隆利科技,深圳
300753,爱朋医疗,深圳
300755,华致酒行,深圳
300756,中山金马,深圳
300757,罗博特科,深圳
300758,七彩化学,深圳
300759,康龙化成,深圳
300760,迈瑞医疗,深圳
300761,立华股份,深圳
300762,上海瀚讯,深圳
300763,锦浪科技,深圳
300765,新诺威,深圳
300766,每日互动,深圳
300767,震安科技,深圳
300768,迪普科技,深圳
300769,德方纳米,深圳
300770,新媒股份,深圳
300771,智莱科技,深圳
300772,运达股份,深圳
300773,拉卡拉,深圳
300775,三角防务,深圳
300776,帝尔激光,深圳
300777,中简科技,深圳
300778,新城市,深圳
300779,惠城环保,深圳
300835,龙磁科技,深圳
600000,浦发银行,上海
600004,白云机场,上海
600006,东风汽车,上海
600007,中国国贸,上海
600008,首创股份,上海
