报告期,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,43.958,89.07,38.295,97.281,35.086,76.906,23.149,98.35
除税前盈利/(亏损),-18.683,-198.54,-36.881,-293.896,-30.887,28.494,-11.245,21.527
税项,-1.605,6.645,-0.766,-2.753,-0.859,-4.559,0.193,-11.144
除税后盈利/(亏损),-9.815,-191.895,-37.647,-296.649,-31.746,23.935,-11.052,10.383
少数股东权益,1.364,-2.662,-0.441,2.009,0.907,-0.298,-0.353,2.671
股东应占盈利/(亏损),-11.179,-189.233,-37.206,-298.658,-32.653,24.233,-10.699,7.712
股息,,,,,,,,
除税及股息后盈利/(亏损),-11.179,-189.233,-37.206,-298.658,-32.653,24.233,-10.699,7.712
基本每股盈利(仙),-0.240000,-4.070000,-0.800000,-6.690000,-0.760000,0.580000,-0.260000,0.330000
摊薄每股盈利(仙),-0.240000,-4.070000,-0.800000,-6.690000,-0.760000,0.580000,-0.260000,0.330000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-16.178,-74.357,-19.977,-34.764,-17.739,-24.201,-7.974,-25.346
折旧,-3.866,-3.902,-1.271,-3.217,-3.919,-5.227,-2.643,-4.51
销售及分销费用,-12.779,-19.238,-7.231,-19.008,-11.571,-11.399,-4.004,-3.936
一般及行政费用,-27.114,-80.691,-30.133,-57.426,-37.38,-34.609,-17.878,-35.204
利息费用/融资成本,--,-0.368,-0.203,-0.342,-0.199,-0.39,-0.09,-5.534
毛利,27.78,14.713,18.318,62.517,17.347,52.705,15.175,73.004
经营盈利,-18.683,-198.54,-36.881,-293.896,-30.887,28.494,-11.245,21.527
应占联营公司盈利,-0.075,-0.32,-0.197,-0.003,-0.005,-0.209,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
