报告期,2018-03-31,2017-12-31,2017-09-30,2017-03-31,2016-12-31,2016-09-30,2015-12-31
报表类型,一季报,年报,三季报,一季报,年报,三季报,年报
营业额,27.257,109.677,71.903,24.878,92.774,61.911,75.766
除税前盈利/(亏损),1.479,0.566,-1.847,-1.654,11.433,7.261,9.038
税项,-0.272,-1.173,-1.248,-0.279,-2.307,-1.309,-2.388
除税后盈利/(亏损),1.207,-0.607,-3.095,-1.933,9.126,5.952,6.65
少数股东权益,,,,,,,
股东应占盈利/(亏损),1.207,-0.607,-3.095,-1.933,9.126,5.952,6.65
股息,,,,,,,
除税及股息后盈利/(亏损),1.207,-0.607,-3.095,-1.933,9.126,5.952,6.65
基本每股盈利(仙),0.150000,-0.100000,-0.520000,-0.320000,1.520000,0.990000,1.110000
摊薄每股盈利(仙),--,--,--,--,--,--,--
每股股息(仙),--,--,--,--,--,--,--
销售成本,-21.201,-85.448,-54.635,-20.041,-71.625,-48.842,-60.017
折旧,--,-2.398,--,--,-2.386,--,-2.07
销售及分销费用,-1.176,-2.551,-1.826,-0.626,-2.308,-1.551,-1.432
一般及行政费用,-3.088,-7.937,-4.634,-2.407,-5.199,-4.124,-5.017
利息费用/融资成本,-0.035,-0.246,-0.208,-0.06,-0.284,-0.21,-0.475
毛利,6.056,24.229,17.268,4.837,21.149,13.069,15.749
经营盈利,1.479,0.566,-1.847,-1.654,11.433,7.261,9.038
应占联营公司盈利,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币
