报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,489.158,408.256,811.324,347.19,654.037,318.271,759.8,362.099
除税前盈利/(亏损),-108.691,38.67,34.254,6.457,10.039,9.951,8.602,6.139
税项,-3.692,-8.82,-3.186,-1.152,-2.702,-2.098,-0.968,1.272
除税后盈利/(亏损),-81.937,29.85,31.068,5.305,7.337,7.853,7.634,7.411
少数股东权益,-0.818,-0.111,6.543,,,,,
股东应占盈利/(亏损),-81.119,29.961,24.525,5.305,7.337,7.853,7.634,7.411
股息,,,,,,,7.6,
除税及股息后盈利/(亏损),-81.119,29.961,24.525,5.305,7.337,7.853,0.034,7.411
基本每股盈利(仙),-7.760000,2.865000,2.430000,0.550000,0.910000,0.980000,0.950000,0.930000
摊薄每股盈利(仙),-7.760000,0.000400,2.430000,0.550000,0.910000,0.980000,0.950000,0.930000
每股股息(仙),--,--,--,--,--,--,0.950000,--
销售成本,-418.139,-321.994,-647.571,-282.501,-552.973,-268.981,-656.79,-311.077
折旧,-41.327,-29.283,-58.064,-28.837,-58.304,-30.681,-66.122,-33.031
销售及分销费用,-18.068,-11.943,-16.641,-7.199,-15.262,-6.764,-13.409,-6.368
一般及行政费用,-75.508,-50.296,-86.055,-42.804,-65.352,-29.101,-65.24,-30.477
利息费用/融资成本,-78.762,-40.484,-26.799,-9.029,-17.485,-9.732,-21.555,-10.179
毛利,71.019,86.262,163.753,64.689,101.064,49.29,103.01,51.022
经营盈利,-29.255,76.245,60.758,16.033,24.531,18.387,28.4,15.561
应占联营公司盈利,-5.698,-4.02,-0.836,-1.234,0.035,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
