报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,296.43,150.276,176.76,33.406,38.697,28.182,336.403,201.405
除税前盈利/(亏损),-472.689,-287.29,-646.235,-222.946,-1223.212,-207.521,-1465.418,-70.085
税项,,,-0.443,-0.444,-1.141,,11.205,-1.273
除税后盈利/(亏损),-472.689,-287.29,-646.678,-223.39,-1224.353,-207.521,-1454.213,-71.358
少数股东权益,-0.317,-0.195,-0.686,-1.546,-1.437,-0.261,-1.08,-0.673
股东应占盈利/(亏损),-472.372,-287.095,-645.992,-221.844,-1222.916,-207.26,-1453.133,-70.685
股息,,,,,,,,
除税及股息后盈利/(亏损),-472.372,-287.095,-645.992,-221.844,-1222.916,-207.26,-1453.133,-70.685
基本每股盈利(仙),-15.000000,-9.000000,-22.000000,-7.960000,-44.000000,-7.570000,-57.000000,-2.800000
摊薄每股盈利(仙),-15.000000,-9.000000,-22.000000,-7.960000,-44.000000,-7.570000,-57.000000,-2.800000
每股股息(仙),--,--,--,--,--,--,--,--
销售成本,-257.559,-145.818,-156.389,-74.807,-123.84,-27.219,-501.897,-198.272
折旧,-72.26,-38.022,-82.355,-42.996,-90.378,-57.088,-116.454,-66.923
销售及分销费用,-2.255,-0.802,-3.897,-2.6,-2.579,-1.485,-10.036,-5.855
一般及行政费用,-214.33,-116.086,-232.41,-59.522,-191.315,-97.298,-176.98,-101.32
利息费用/融资成本,-343.919,-155.237,-320.186,-160.019,-451.264,-133.027,-559.261,-113.926
毛利,38.871,4.458,20.371,-41.401,-85.143,0.963,-165.494,3.133
经营盈利,-472.689,-287.29,-646.235,-222.946,-1223.212,-207.521,-1465.418,-70.085
应占联营公司盈利,--,--,--,--,--,--,-26.474,-0.248
币种,港币,港币,港币,港币,港币,港币,港币,港币
