报告期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30
报表类型,一季报,年报,三季报,中报,一季报,年报,三季报,中报
营业额,26753,102475,77505,48423,24536,98904,75408,46335
除税前盈利/(亏损),2766,8610,10935,5773,3605,6497,9454,4571
税项,-608,-1800,-2439,-1152,-621,-1542,-2190,-1041
除税后盈利/(亏损),2158,6810,8496,4621,2984,4955,7264,3530
少数股东权益,175,468,581,280,166,457,570,300
股东应占盈利/(亏损),1983,6342,7915,4341,2818,4498,6694,3230
股息,,740.25,,,,1447,,738
除税及股息后盈利/(亏损),1983,5601.75,7915,4341,2818,3051,6694,2492
基本每股盈利(仙),14.000000,44.000000,55.000000,30.000000,19.000000,33.000000,49.000000,25.000000
摊薄每股盈利(仙),14.000000,44.000000,55.000000,30.000000,19.000000,33.000000,49.000000,25.000000
每股股息(仙),--,5.100000,--,--,--,10.000000,--,5.100000
销售成本,-23563,-25131,-65643,-12139,-21484,-19626,-59870,-8363
折旧,--,-13379,--,-6451,--,-11962,--,-5710
销售及分销费用,-1359,-3294,-4196,-1593,-1319,-3133,-4122,-1631
一般及行政费用,-669,--,-2129,--,-624,--,-2103,--
利息费用/融资成本,--,-3184,-1101,-1404,-507,-6272,-3960,-2717
毛利,3128,77344,11665,36284,3052,79278,15431,37972
经营盈利,2580,9431,9943,6330,2381,12486,5509,7158
应占联营公司盈利,--,202,--,113,--,148,--,73
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币,人民币
