报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,3248.943,1618.306,2816.489,1389.135,2432.009,1809.082,1217.577
除税前盈利/(亏损),999.414,526.795,963.366,510.169,748.188,550.402,347.089
税项,-237.786,-125.761,-247.755,-129.43,-195.45,-139.495,-87.161
除税后盈利/(亏损),761.628,401.034,715.611,380.739,552.738,410.907,259.928
少数股东权益,,,,,,,
股东应占盈利/(亏损),761.628,401.034,715.611,380.739,552.738,410.907,259.928
股息,231.095,,214.683,,300,68.323,
除税及股息后盈利/(亏损),530.533,401.034,500.928,380.739,252.738,342.584,259.928
基本每股盈利(仙),32.000000,17.000000,37.000000,20.000000,,,
摊薄每股盈利(仙),32.000000,17.000000,37.000000,20.000000,--,--,--
每股股息(仙),12.000000,--,9.000000,--,--,--,--
销售成本,-1269.22,-632.386,-1061.387,-518.104,-1059.19,-819.532,-521.581
折旧,-56.526,-27.401,-44.408,-20.139,-38.233,-34.45,-29.568
销售及分销费用,-947.99,-428.18,-700.893,-311.937,-527.969,-374.895,-283.188
一般及行政费用,-142.056,-70.725,-141.547,-61.933,-124.724,-91.38,-79.6
利息费用/融资成本,--,--,--,--,--,--,--
毛利,1979.723,985.92,1755.102,871.031,1372.819,989.55,695.996
经营盈利,999.414,526.795,963.366,510.169,748.188,550.402,347.089
应占联营公司盈利,--,--,--,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
