报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31
报表类型,年报,中报,年报,中报,年报,年报
营业额,136.887,66.288,118.156,58.725,110.406,101.321
除税前盈利/(亏损),15.821,10.656,11.86,8.324,10.927,9.323
税项,-4.772,-2.838,-3.359,-2.177,-2.334,-2.618
除税后盈利/(亏损),11.049,7.818,8.501,6.147,8.593,6.705
少数股东权益,,,0.446,0.446,0.779,0.762
股东应占盈利/(亏损),11.049,7.818,8.055,5.701,7.814,5.943
股息,,,,,,
除税及股息后盈利/(亏损),11.049,7.818,8.055,5.701,7.814,5.943
基本每股盈利(仙),3.880000,3.510000,,2.560000,,
摊薄每股盈利(仙),3.880000,3.510000,--,2.560000,--,--
每股股息(仙),--,--,--,--,--,--
销售成本,-63.69,-30.201,-55.933,-28.232,-53.043,-49.459
折旧,-0.877,-0.43,-0.72,-0.369,-0.644,-0.59
销售及分销费用,-26.059,-11.821,-21.38,-10.135,-18.59,-16.646
一般及行政费用,-13.862,-5.971,-12.989,-4.861,-11.121,-10.166
利息费用/融资成本,-5.333,-3.555,-6.968,-3.442,-7.308,-7.336
毛利,73.197,36.087,62.223,30.493,57.363,51.862
经营盈利,15.821,10.656,11.86,8.324,10.927,9.323
应占联营公司盈利,--,--,--,--,--,--
币种,美元,美元,美元,美元,美元,美元
