报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,年报,中报,年报,中报,年报,中报,年报,中报
营业额,3548,1791,3535,1760,3430,1714,3224,1596
除税前盈利/(亏损),4097,791,1810,1210,3573,2633,5636,3290
税项,-484,-243,-463,-229,-438,-223,-386,-187
除税后盈利/(亏损),3613,548,1347,981,3135,2410,5250,3103
少数股东权益,-23,-198,129,82,232,121,348,215
股东应占盈利/(亏损),3636,746,1218,899,2903,2289,4902,2888
股息,1433,272,1411,272,1388,266,1309,245
除税及股息后盈利/(亏损),2203,474,-193,627,1515,2023,3593,2643
基本每股盈利(仙),347.780000,71.360000,116.350000,85.780000,273.170000,215.150000,460.820000,271.510000
摊薄每股盈利(仙),347.680000,71.340000,116.330000,85.780000,273.120000,215.120000,460.690000,271.480000
每股股息(仙),137.000000,26.000000,135.000000,26.000000,132.000000,25.000000,123.000000,23.000000
销售成本,-449,-188,-428,-205,-414,-187,-404,-178
折旧,-22,-12,-22,-9,-21,-9,-17,-8
销售及分销费用,--,--,--,--,--,--,--,--
一般及行政费用,-247,-106,-219,-116,-234,-117,-214,-110
利息费用/融资成本,-158,-75,-178,-92,-204,-105,-228,-115
毛利,3099,1603,3107,1555,3016,1527,2820,1418
经营盈利,4097,791,1810,1210,3573,2633,5636,3290
应占联营公司盈利,220,106,237,118,246,134,252,127
币种,港币,港币,港币,港币,港币,港币,港币,港币
