报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,8039,15942,8323,17788,9315,19421,10716,24227
除税前盈利/(亏损),-949,-106,-13,-585,-242,-3667,46,379
税项,-5,173,74,606,4,-29,1,-169
除税后盈利/(亏损),-954,67,61,21,-238,-3696,47,210
少数股东权益,,,,,,,,
股东应占盈利/(亏损),-954,67,61,21,-238,-3696,47,210
股息,,,,,,29,29,136
除税及股息后盈利/(亏损),-954,67,61,21,-238,-3725,18,74
基本每股盈利(仙),-50.000000,3.000000,3.000000,1.000000,-12.000000,-190.000000,2.000000,11.000000
摊薄每股盈利(仙),-50.000000,3.000000,3.000000,1.000000,-12.000000,-190.000000,2.000000,11.000000
每股股息(仙),--,--,--,--,--,1.500000,1.500000,7.000000
销售成本,-3787,-7712,-3952,-8859,-4615,-9726,-5309,-12071
折旧,-263,-518,-260,-591,-302,-713,-371,-833
销售及分销费用,-437,-814,-402,-1015,-535,-820,-419,-792
一般及行政费用,--,--,--,--,--,--,--,--
利息费用/融资成本,-17,-48,-19,-29,-16,-29,-14,-37
毛利,4252,8230,4371,8929,4700,9695,5407,12156
经营盈利,-958,-102,-13,-596,-247,-3683,37,361
应占联营公司盈利,--,--,--,--,--,--,--,--
币种,港币,港币,港币,港币,港币,港币,港币,港币
