报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,16452.375,7264.274,17436.747,8557.587,24453.753,11373.828,7256.214
除税前盈利/(亏损),5355.337,2498.479,7057.42,3743.988,11461.475,4543.349,2420.512
税项,-1293.69,-612.613,-1744.198,-938.878,-2809.622,-1145.156,-642.638
除税后盈利/(亏损),4061.647,1885.866,5313.222,2805.11,8651.853,3398.193,1777.874
少数股东权益,46.219,30.726,53.971,27.891,13.028,-8.932,-9.089
股东应占盈利/(亏损),4015.428,1855.14,5259.251,2777.219,8638.825,3407.125,1786.963
股息,,,1304.3493428400002,,,180,390
除税及股息后盈利/(亏损),4015.428,1855.14,3954.90165716,2777.219,8638.825,3227.125,1396.963
基本每股盈利(仙),51.000000,26.000000,81.000000,46.000000,137.000000,56.000000,29.000000
摊薄每股盈利(仙),51.000000,26.000000,81.000000,46.000000,137.000000,56.000000,29.000000
每股股息(仙),--,--,18.000000,--,--,3.000000,6.000000
销售成本,--,--,--,--,--,--,--
折旧,-235.191,-113.953,-205.481,-99.135,-169.502,-144.687,-123.721
销售及分销费用,--,--,--,--,--,--,--
一般及行政费用,--,--,--,--,--,--,--
利息费用/融资成本,-3931.958,-1650.644,-2848.795,-1450.487,-3218.608,-1960.456,-1077.473
毛利,16452.375,7264.274,17436.747,8557.587,23309.325,10846.905,6895.561
经营盈利,5349.25,2501.107,7060.757,3743.988,11461.475,4543.349,2420.512
应占联营公司盈利,6.087,-2.628,-3.337,--,--,--,--
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
