报告期,2017-09-30,2017-03-31,2016-09-30,2016-03-31,2015-09-30,2015-03-31,2014-09-30,2014-03-31
报表类型,中报,年报,中报,年报,中报,年报,中报,年报
营业额,382.552,738.44,350.939,825.331,376.845,831.088,381.045,882.105
除税前盈利/(亏损),-40.553,-96.359,-38.776,29.066,68.132,120.459,11.718,166.728
税项,,2.432,,-3.839,-0.59,0.392,-0.287,-3.626
除税后盈利/(亏损),-40.553,-93.927,-38.776,25.227,67.542,120.851,11.431,163.102
少数股东权益,-0.061,-0.624,-0.508,-0.16,-0.108,-0.128,-0.059,-0.272
股东应占盈利/(亏损),-40.492,-93.303,-38.268,25.387,67.65,120.979,11.49,163.374
股息,,,,,,,,8.793
除税及股息后盈利/(亏损),-40.492,-93.303,-38.268,25.387,67.65,120.979,11.49,154.581
基本每股盈利(仙),-3.200000,-10.570000,-7.610000,8.300000,1.150000,3.090000,0.380000,5.570000
摊薄每股盈利(仙),-3.200000,-10.570000,-7.610000,8.300000,1.150000,3.090000,0.380000,5.570000
每股股息(仙),--,--,--,--,--,--,--,0.300000
销售成本,-232.027,-427.676,-194.621,-455.113,-213.83,-480.061,-220.393,-493.076
折旧,-25.85,-14.454,-6.979,-14.721,-7.401,-15.243,-7.744,-18.902
销售及分销费用,-121.7,-263.861,-130.519,-292.666,-143.232,-272.684,-130.396,-261.163
一般及行政费用,-83.538,-172.403,-80.576,-150.54,-64.088,-135.538,-60.784,-112.532
利息费用/融资成本,-9.72,-16.555,-7.712,-14.854,-6.765,-10.362,-4.682,-7.748
毛利,150.525,310.764,156.318,370.218,163.015,351.027,160.652,389.029
经营盈利,-40.553,-96.359,-38.776,29.066,68.132,120.459,11.718,166.728
应占联营公司盈利,-33.997,-45.091,-18.427,77.627,97.025,41.153,13.951,22.747
币种,港币,港币,港币,港币,港币,港币,港币,港币
