报告期,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2014-12-31,2013-12-31
报表类型,年报,中报,年报,中报,年报,年报,年报
营业额,965.898,525.591,1035.427,521.949,907.049,854.777,609.318
除税前盈利/(亏损),204.681,143.996,354.732,184.76,275.37,250.447,89.271
税项,-28.24,-17.69,-48.875,-27.609,-47.359,-61.593,-21.935
除税后盈利/(亏损),176.441,126.306,305.857,157.151,228.011,188.854,67.336
少数股东权益,0.361,,,,-0.058,0.444,0.165
股东应占盈利/(亏损),176.08,126.306,305.857,157.151,228.069,188.41,67.171
股息,17.687448,,149.93928,,73.062,10,10
除税及股息后盈利/(亏损),158.392552,126.306,155.91772,157.151,155.007,178.41,57.171
基本每股盈利(仙),20.000000,14.000000,45.000000,23.000000,68.000000,56.000000,20.000000
摊薄每股盈利(仙),20.000000,14.000000,45.000000,23.000000,68.000000,56.000000,20.000000
每股股息(仙),1.970000,--,16.700000,--,--,--,--
销售成本,-625.656,-310.43,-567.278,-282.403,-517.079,-500.437,-409.933
折旧,-18.845,-9.144,-17.317,-8.502,-19.617,-20.765,-20.759
销售及分销费用,-44.619,-24.97,-48.654,-23.812,-50.525,-41.364,-38.722
一般及行政费用,-65.401,-27.412,-64.728,-28.967,-54.147,-51.223,-52.455
利息费用/融资成本,-21.243,-10.105,-16.294,-8.826,-20.888,-29.784,-24.342
毛利,340.242,215.161,468.149,239.546,389.97,354.34,199.385
经营盈利,216.313,152.357,358.055,189.676,287.533,273.561,109.945
应占联营公司盈利,8.783,1.432,11.072,2.745,7.588,6.17,2.345
币种,人民币,人民币,人民币,人民币,人民币,人民币,人民币
